Tetrahedral	Seesaw
9.795	0.415
11.901	0.826
12.434	1.529
9.239	0.72
10.728	0.59
10.438	0.803
9.685	0.563
9.613	0.708
9.607	0.607
9.475	0.593
8.689	0.838
7.704	0.988
9.464	0.327
7.386	1.294
9.796	0.469
10.802	0.776
10.421	0.383
7.953	0.957
11.504	0.56
9.739	0.622
9.768	0.446
9.254	0.947
9.28	0.81
7.25	0.584
9.928	0.626
9.565	0.25
8.273	0.788
8.79	0.592
9.445	0.798
11.595	0.773
8.817	0.341
10.238	0.456
11.803	0.885
9.845	0.557
11.826	0.396
10.066	0.333
8.518	0.838
8.71	0.521
12.186	0.592
11.71	0.938
9.048	0.967
9.485	0.447
10.191	0.494
8.715	0.508
9.712	0.841
9.371	0.619
8.233	0.305
9.241	0.489
9.315	1.542
8.281	0.34
9.525	1.445
10.013	0.647
7.859	0.558
9.684	0.517
10.26	0.504
11.036	0.453
10.464	0.738
12.027	1.18
9.357	0.834
8.63	0.635
8.842	1.309
9.48	0.517
9.453	0.107
10.665	1.137
10.81	0.461
9.336	0.213
8.539	0.515
9.984	1.04
8.451	0.778
11.788	1.035
11.721	0.708
9.168	0.447
9.623	0.635
11.794	1.032
7.944	0.645
7.534	1.56
8.329	0.39
9.272	0.639
9.524	0.324
9.243	0.248
10.258	0.276
7.326	1.077
10.123	1.024
9.063	0.335
10.556	0.431
8.788	0.397
10.802	0.584
10.523	0.574
8.245	1.349
10.872	0.674
10.731	0.702
8.647	0.361
9.364	0.881
8.925	0.591
11.509	1.42
9.572	0.757
8.041	0.753
8.058	0.766
9.083	0.27
10.821	0.787
9.669	0.21
10.221	0.537
8.493	0.678
9.304	0.851
8.102	0.72
8.664	0.555
7.926	0.911
9.957	0.61
8.505	0.569
10.969	0.24
8.859	0.993
9.512	0.518
9.582	0.587
11.736	0.678
8.174	0.558
7.485	1.554
9.661	0.32
9.663	0.963
11.786	0.874
9.896	0.946
8.445	0.588
9.9	0.552
10.736	0.676
9.152	0.486
7.634	1.172
9.108	0.509
10.531	0.535
10.571	0.796
10.044	0.705
9.606	0.663
8.177	0.733
10.376	0.748
8.122	0.825
8.199	0.71
8.427	0.829
9.149	0.7
10.696	0.604
10.239	1.38
8.528	0.798
9.355	0.602
8.534	0.696
8.29	0.578
9.331	1.048
8.439	1.551
11.148	0.48
9.954	1.18
10.264	0.82
9.24	0.854
9.566	0.51
9.589	0.844
10.406	0.631
9.739	0.404
10.011	0.856
8.404	1.049
11.964	0.539
9.213	0.582
8.716	0.464
9.599	0.289
7.692	0.781
7.663	0.736
10.338	0.45
8.763	0.513
9.879	1.165
11.241	0.58
7.411	0.857
8.937	0.531
8.46	0.316
7.263	0.64
10.922	0.773
9.181	0.753
10.482	0.733
8.98	0.606
9.567	0.279
10.37	0.331
9.197	0.6
9.68	0.669
9.297	0.508
9.991	0.573
8.68	0.456
10.395	1.308
9.251	0.762
9.248	0.967
8.128	0.574
7.896	0.669
8.274	0.832
10.41	0.46
9.154	0.16
9.773	0.666
7.797	0.754
8.586	0.646
8.78	0.453
8.578	0.28
8.736	0.416
10.297	0.53
9.909	0.385
9.76	0.698
9.613	0.95
9.094	0.284
9.369	0.467
7.788	0.436
10.043	0.427
12.419	0.825
10.168	1.147
10.176	0.798
9.415	0.433
9.386	0.407
8.901	0.567
8.872	0.302
8.519	0.532
10.995	0.782
8.919	0.366
9.008	0.463
11.336	0.849
10.433	0.56
10.311	0.532
9.554	1.092
9.057	0.559
8.867	0.31
10.281	0.516
10.185	0.772
7.856	0.792
11.027	0.7
9.158	0.797
8.038	0.856
9.359	0.6
9.343	1.098
10.085	0.82
9.623	0.8
10.807	0.725
9.557	0.562
10.098	0.852
7.824	0.712
9.049	0.871
8.298	0.205
10.109	1.066
10.59	0.85
7.474	0.582
9.769	1.159
6.873	0.973
8.536	0.819
9.245	0.511
9.485	1.356
9.619	1.04
7.94	0.721
11.475	0.854
9.363	0.593
8.082	0.899
10.571	0.535
10.943	0.788
8.963	0.703
10.847	0.367
11.412	0.829
10.449	0.453
10.162	0.666
9.043	0.916
9.602	0.552
11.403	1.018
11.088	0.489
9.399	0.366
8.885	0.856
10.004	0.338
11.882	0.449
8.798	0.682
9.771	0.929
11.6	0.591
9.985	0.46
8.964	0.886
8.613	0.813
8.167	0.527
9.352	1.598
7.728	0.874
8.52	0.543
9.886	0.446
8.682	0.468
9.19	0.672
8.781	0.908
9.863	0.897
9.034	0.668
9.334	0.889
10.831	0.424
9.254	0.382
8.85	0.973
10.121	0.361
8.445	0.58
6.681	1.769
7.815	0.642
7.872	1.302
11.036	0.634
10.964	0.523
8.509	0.514
10.493	0.525
11.85	0.549
10.473	0.508
9.027	0.4
8.485	1.203
9.319	0.729
10.621	0.448
9.331	0.457
10.28	0.822
10.724	0.448
11.869	1.284
8.868	0.456
9.35	0.673
11.655	1.046
11.154	0.704
9.727	0.525
9.501	0.379
8.809	0.572
8.643	0.6
9.359	1.184
8.969	0.503
10.926	0.39
9.978	0.428
10.937	0.459
9.848	0.836
9.198	0.435
11.045	0.641
9.624	0.682
10.734	0.519
8.99	0.847
12.338	0.913
8.583	0.711
12.86	0.765
10.825	0.403
7.861	1.181
9.57	0.698
9.678	0.186
9.668	0.688
7.453	1.357
8.249	1.075
9.529	1.558
7.563	0.637
10.569	0.698
8.734	1.005
10.576	0.884
7.33	1.828
9.351	0.753
10.43	0.417
10.125	1.0
8.925	1.099
10.934	0.543
11.036	1.382
9.613	0.71
10.807	1.907
10.598	1.137
10.545	0.901
10.791	1.23
8.862	0.92
7.699	1.037
9.139	1.04
10.351	0.977
10.692	0.318
9.759	0.371
9.45	0.546
8.267	0.97
8.492	0.89
9.677	0.536
13.008	0.944
8.975	0.832
8.347	0.831
7.112	0.549
9.809	1.042
9.664	0.588
11.314	0.993
12.95	1.126
9.432	1.001
7.797	0.908
9.819	1.378
9.237	1.488
10.879	1.144
8.25	1.21
10.444	0.608
9.313	0.571
11.827	1.106
7.55	1.185
9.675	0.723
8.605	1.125
11.327	0.694
9.03	0.487
7.997	0.813
9.789	0.778
10.686	0.509
8.906	0.722
11.092	0.641
6.551	1.128
9.533	0.799
8.616	0.95
10.432	0.721
10.186	0.268
8.465	0.806
8.526	1.451
10.4	0.399
8.566	0.27
7.603	0.805
7.931	0.915
8.836	0.817
10.129	0.46
6.839	1.119
9.339	0.137
8.49	0.412
9.974	0.497
8.018	0.514
10.582	0.215
10.187	0.598
10.83	0.399
10.663	0.626
12.363	1.046
9.56	0.739
9.908	1.058
8.913	0.586
6.992	0.851
9.645	0.423
11.266	0.72
8.259	0.848
10.484	0.445
10.686	0.506
9.346	1.183
10.923	0.898
8.219	0.748
11.746	0.814
12.523	0.765
8.373	1.181
9.762	0.79
9.079	1.053
8.052	0.416
9.91	1.037
10.193	0.419
8.181	0.964
8.999	0.841
8.833	0.584
10.139	0.894
10.927	0.638
8.928	1.288
10.212	0.476
11.494	0.697
9.188	0.534
12.419	0.592
10.608	0.48
8.414	0.881
8.971	0.347
11.04	0.564
10.735	0.685
8.18	0.646
10.357	0.42
8.052	0.572
8.271	0.522
8.832	0.645
8.403	0.726
10.511	0.9
6.81	1.393
9.624	1.151
7.589	0.98
10.603	0.548
10.142	0.432
8.569	0.629
8.716	0.658
10.344	0.804
11.021	1.229
8.309	0.848
9.68	0.882
10.087	0.826
9.278	0.678
9.694	0.554
11.604	0.606
8.556	0.65
11.018	1.147
9.855	0.75
7.984	0.528
8.465	0.81
12.889	0.639
7.468	0.469
9.349	0.599
10.631	1.153
8.985	0.509
8.319	1.098
8.662	0.387
12.927	1.095
10.868	0.746
9.708	0.511
9.134	1.483
10.038	0.418
9.311	0.801
8.908	1.081
9.774	0.905
10.021	1.075
9.747	0.641
10.618	0.749
8.805	0.44
9.308	0.94
8.436	1.122
7.762	0.499
10.133	0.337
7.711	1.277
7.228	1.059
8.615	0.255
8.768	0.284
8.61	0.544
8.062	1.256
8.869	0.837
11.517	0.523
8.524	0.627
11.712	0.802
7.732	1.477
7.977	1.599
9.294	0.322
7.25	1.322
7.436	1.416
7.65	1.509
9.774	0.911
9.73	0.811
9.5	0.723
7.818	1.247
10.215	1.889
10.88	0.502
8.586	0.431
8.691	0.517
9.784	0.529
11.037	0.435
7.798	0.615
9.169	0.513
9.208	0.521
9.005	0.634
9.156	1.333
10.867	0.694
11.061	0.632
9.241	1.57
10.507	0.666
9.795	1.197
9.611	1.726
8.57	1.136
9.611	0.58
9.136	0.622
9.447	1.68
7.769	0.973
8.549	0.698
10.796	1.061
8.005	1.176
9.187	2.005
8.387	2.475
10.025	0.473
8.003	1.663
8.588	1.116
9.483	2.13
13.208	1.381
10.007	0.914
10.854	0.946
9.393	0.456
7.884	4.843
7.994	1.405
9.357	2.452
8.085	0.896
10.495	1.604
9.024	1.03
9.874	0.662
11.968	1.077
10.052	1.43
8.624	1.135
10.074	0.697
9.825	0.51
12.589	1.455
8.501	1.35
8.113	1.248
8.237	1.074
8.915	2.619
8.561	1.079
10.034	0.546
9.817	0.656
10.217	0.67
7.578	0.934
9.73	0.65
9.013	1.312
9.185	1.149
12.08	1.127
9.032	0.214
7.344	1.012
9.055	0.29
9.267	0.627
8.519	0.936
9.315	0.729
11.271	1.171
8.487	1.731
11.452	0.802
8.134	1.661
7.936	1.894
9.416	0.768
8.736	0.264
8.907	0.482
10.53	0.698
11.409	0.816
9.916	0.437
10.17	0.541
9.218	0.518
8.124	0.93
7.369	0.925
12.164	0.62
8.326	0.817
9.3	1.443
9.848	0.477
9.323	0.684
6.371	1.159
7.992	0.522
9.243	0.42
10.007	0.759
6.937	1.211
12.01	0.474
10.536	0.734
8.736	0.521
9.877	0.685
11.275	0.646
12.018	2.069
7.715	0.92
8.855	0.345
11.385	0.512
10.567	0.588
7.02	0.736
10.244	0.522
10.626	0.724
8.121	0.737
8.189	0.611
8.035	0.75
9.74	0.583
8.888	0.429
10.746	0.69
9.986	0.426
6.608	1.049
8.272	0.948
8.472	0.889
9.017	0.539
9.196	0.606
12.122	0.731
7.064	0.864
10.348	0.917
8.829	0.288
8.56	0.517
10.705	0.313
7.793	0.484
9.142	0.411
8.351	0.588
7.204	0.84
8.296	1.088
8.724	0.709
9.669	0.954
10.017	1.242
11.249	0.9
8.488	0.871
7.972	0.779
8.297	0.681
10.377	0.428
10.153	1.181
7.932	0.759
7.275	1.1
7.34	0.629
6.714	0.912
10.255	0.791
7.753	0.574
8.701	0.724
7.209	0.68
9.528	0.94
7.435	1.199
10.48	0.523
7.829	0.517
9.306	0.718
8.315	0.533
9.116	0.406
10.309	0.242
11.538	1.151
10.483	1.207
10.434	1.05
10.574	0.695
9.208	1.572
10.923	0.906
10.473	0.538
11.004	0.811
10.075	0.457
7.129	1.135
8.916	0.728
10.056	0.507
9.96	0.355
11.302	1.665
9.436	1.112
8.631	1.243
12.936	0.96
12.266	0.879
9.336	0.812
9.222	0.337
12.015	0.819
10.075	0.468
9.629	0.539
10.329	1.175
9.205	1.11
9.072	0.687
9.009	0.424
12.441	0.799
8.87	0.625
13.996	1.101
9.899	0.646
10.912	0.551
8.108	0.727
10.402	0.481
10.114	0.516
10.293	0.558
11.229	0.565
9.378	0.833
10.601	0.582
10.941	1.377
10.462	0.403
9.591	0.333
11.049	0.216
8.216	1.916
8.363	1.32
10.459	0.79
13.147	1.03
11.271	0.736
8.691	0.466
12.795	1.292
10.228	0.58
9.17	0.667
10.182	0.771
8.893	0.524
9.865	0.383
9.467	0.603
9.316	0.645
10.611	1.081
8.336	1.0
10.32	1.274
11.54	0.609
7.925	0.775
8.595	0.83
9.668	1.092
10.084	0.404
7.535	1.037
9.879	0.676
8.95	0.454
9.686	0.688
10.871	2.339
8.924	0.824
10.324	0.309
10.5	0.53
9.04	0.226
8.388	1.065
7.32	0.565
11.054	0.596
10.315	0.726
8.831	1.067
9.179	0.624
9.509	0.295
9.87	0.53
9.605	0.304
8.853	0.437
8.875	0.768
9.061	0.516
9.629	0.809
11.456	0.334
7.119	0.871
9.824	1.08
9.764	0.454
9.323	0.824
10.897	1.19
9.784	0.646
9.661	0.624
10.698	0.579
7.355	0.677
9.302	1.563
10.5	0.559
9.589	0.837
10.453	0.529
9.171	0.705
10.799	0.426
10.004	0.197
9.631	0.712
9.825	0.55
8.312	0.475
10.249	0.604
9.926	0.781
9.273	0.557
9.111	0.553
9.35	0.656
11.388	0.709
8.175	0.652
11.77	0.961
10.836	0.786
10.799	0.696
10.006	0.93
9.61	0.362
8.188	0.66
11.594	0.74
11.815	1.001
10.933	0.865
8.738	0.529
9.226	0.914
11.202	0.83
7.25	1.08
9.078	0.755
9.655	0.994
10.189	0.508
7.988	2.103
10.753	0.617
9.35	0.693
9.999	0.371
9.357	0.719
8.305	0.949
11.066	1.24
10.058	0.517
8.736	0.569
7.925	0.964
7.605	0.721
8.939	0.739
10.095	1.566
10.33	1.255
7.974	1.085
10.651	1.104
9.982	1.099
11.038	0.967
8.52	1.649
9.197	1.027
8.877	1.021
9.914	0.698
9.111	0.749
9.868	0.573
10.669	0.363
6.627	1.202
9.817	1.322
8.976	0.841
10.153	0.407
10.085	0.69
9.686	0.96
8.482	1.172
8.998	0.73
9.19	1.224
9.718	1.408
7.313	1.867
8.648	0.556
7.658	0.761
8.997	0.595
9.007	1.329
9.984	0.569
8.787	0.624
8.947	1.111
10.871	0.682
10.249	0.749
10.035	0.565
8.305	1.009
8.243	0.933
9.666	0.559
9.817	1.082
8.241	0.777
7.673	0.777
10.479	0.886
8.173	0.902
7.961	0.89
10.381	0.822
10.431	0.825
12.312	1.85
9.832	0.899
10.178	0.56
9.059	1.044
9.403	1.336
10.281	0.778
8.808	1.529
10.471	0.833
9.27	0.432
9.573	0.613
10.51	0.45
