Tetrahedral	Seesaw
10.201	0.569
8.907	1.276
11.643	0.69
8.519	1.422
9.591	0.874
8.736	1.093
10.184	0.613
11.798	0.897
9.538	0.646
11.587	0.99
7.903	0.739
11.399	0.598
9.065	0.642
10.407	0.352
7.267	0.847
9.65	0.612
9.604	0.678
10.524	0.577
7.858	0.828
9.105	0.831
8.568	0.489
11.788	0.81
9.733	0.873
10.139	0.538
10.875	0.534
9.178	0.739
9.532	0.983
9.824	0.362
10.503	0.972
11.746	0.559
10.229	0.67
7.406	0.859
9.85	0.572
11.561	0.667
11.872	0.871
10.019	0.817
8.12	1.083
11.061	0.695
6.907	1.056
8.941	0.877
9.487	0.724
8.405	0.908
8.675	0.517
8.902	0.667
7.817	0.486
9.733	0.361
8.492	1.382
9.133	0.81
11.652	0.485
10.837	0.922
10.06	0.824
9.75	0.886
10.55	0.747
8.747	0.497
8.124	1.168
9.803	1.009
7.584	0.627
9.048	0.371
9.531	0.594
8.744	0.57
8.636	1.029
9.13	0.713
7.705	1.023
10.88	0.917
8.936	0.453
8.665	1.293
11.198	1.525
8.017	1.075
10.208	0.988
8.003	1.319
9.237	0.589
9.22	0.626
8.655	0.343
8.047	0.835
9.013	0.656
9.027	0.761
8.842	0.274
7.941	0.447
9.299	0.382
8.474	0.893
10.121	0.963
7.859	0.446
10.028	0.989
9.104	0.497
7.999	0.507
9.156	0.774
9.353	0.33
10.982	0.842
12.361	0.742
11.183	1.262
9.654	0.498
9.462	0.975
9.565	0.596
8.26	0.597
7.968	0.743
8.208	0.656
9.121	0.586
9.155	0.489
11.272	0.817
10.81	1.026
9.531	0.532
9.869	0.96
8.56	0.489
12.649	0.838
8.86	0.492
10.84	0.858
10.883	0.96
13.453	1.002
9.469	0.356
12.23	0.774
8.596	0.357
9.751	0.663
11.342	1.482
8.365	0.996
7.625	0.562
12.32	0.744
10.092	0.382
11.224	0.644
10.793	0.388
10.103	0.975
8.715	0.852
8.517	0.691
9.227	0.425
9.39	0.803
10.186	0.463
7.937	1.796
9.586	0.478
10.334	1.22
9.953	0.406
11.8	0.736
12.318	0.545
10.089	0.76
11.543	1.339
10.087	0.531
12.096	0.873
11.607	1.191
9.123	0.301
9.506	0.803
