Tetrahedral	Seesaw
0.552	8.427
0.7	6.189
0.391	7.647
0.242	8.494
0.957	5.631
0.502	7.73
0.702	7.385
0.087	8.887
0.667	8.388
0.346	8.484
0.899	6.302
0.968	5.795
0.612	7.198
1.32	5.995
0.683	7.674
0.351	8.667
0.487	7.797
0.82	7.178
0.734	6.373
0.94	6.406
1.288	7.302
0.445	8.409
0.783	6.532
0.543	8.563
0.324	8.308
0.63	7.734
1.672	6.602
0.709	7.179
0.164	8.948
0.798	6.49
1.079	7.177
0.834	5.851
0.617	7.729
0.798	8.001
0.847	6.844
0.244	8.561
0.148	8.619
1.05	7.818
0.269	8.383
0.635	8.087
0.777	5.882
0.323	7.975
0.459	8.426
0.09	9.34
0.26	7.841
0.259	9.027
0.252	9.004
0.273	8.23
0.184	8.386
0.455	7.449
0.191	8.966
0.797	7.124
0.334	8.327
0.683	7.812
0.45	7.359
1.41	6.725
1.021	5.011
0.711	7.983
0.328	8.043
1.286	5.175
0.149	8.936
0.381	7.505
0.225	8.415
0.286	8.786
0.195	8.841
0.833	6.645
0.342	7.667
0.279	8.298
0.963	7.103
1.051	6.44
0.517	7.239
0.191	8.889
0.74	7.868
0.517	8.066
0.854	7.381
1.06	5.51
0.593	8.145
0.493	8.128
1.498	6.72
0.796	7.373
0.371	6.709
0.345	9.1
0.083	8.734
0.329	8.088
0.825	7.793
0.95	5.522
0.595	8.047
0.403	8.534
1.165	7.908
0.674	8.031
0.161	9.151
0.702	8.394
0.446	7.857
0.513	6.341
0.823	6.75
0.542	8.564
0.734	7.836
0.891	5.764
0.164	8.924
0.94	6.936
0.384	8.28
0.382	8.075
0.333	8.76
1.033	6.624
1.134	7.185
0.503	8.385
0.781	7.875
0.261	7.92
1.597	6.285
0.331	7.549
0.503	7.029
0.977	6.618
0.563	7.771
1.152	6.256
0.441	7.338
0.88	7.879
0.578	7.364
0.916	7.875
0.381	8.329
0.264	8.562
0.413	8.601
0.59	8.272
0.272	7.671
0.657	7.518
0.673	7.145
0.519	7.22
0.233	7.77
0.777	8.092
0.277	8.391
0.406	7.736
0.549	8.926
0.389	7.29
0.68	8.133
0.294	7.772
1.023	7.46
0.279	8.432
0.736	7.355
0.349	8.018
0.229	7.702
0.624	6.178
0.428	8.432
0.349	7.879
0.35	8.033
1.177	5.318
0.399	8.137
1.138	6.779
1.277	7.242
0.223	8.991
0.232	8.185
0.523	7.588
0.533	7.808
0.401	8.196
0.252	7.499
0.727	7.374
1.154	7.274
0.57	8.408
0.632	7.406
0.507	7.485
0.568	6.962
0.675	7.72
0.866	5.908
0.162	8.691
0.682	7.219
0.68	6.849
0.505	7.925
0.207	8.092
0.658	7.62
0.729	7.606
1.058	6.602
0.818	6.425
0.559	8.583
0.111	9.23
1.066	6.42
0.36	7.493
0.115	8.754
0.449	7.811
0.511	7.908
0.173	8.793
0.508	7.169
0.908	7.574
1.296	6.378
0.727	8.307
0.979	7.75
0.699	6.588
0.902	6.218
0.749	6.315
0.579	7.281
0.702	8.061
0.623	8.189
0.476	7.648
0.149	8.935
0.405	8.18
0.96	5.846
0.272	7.605
0.561	8.288
0.169	9.402
1.163	5.399
0.28	7.984
0.452	8.167
0.674	7.731
0.436	7.806
1.023	7.211
0.689	7.75
0.701	7.116
0.793	8.325
0.648	8.852
0.366	8.187
0.626	6.553
0.729	6.149
0.223	8.496
0.942	8.293
1.076	6.914
0.935	6.771
0.119	8.791
0.321	8.272
0.234	8.086
0.612	7.275
0.725	6.952
0.668	7.461
0.66	7.088
0.51	8.161
0.484	8.554
0.673	8.187
0.509	8.189
0.171	8.846
0.846	8.178
0.996	6.23
0.349	8.852
0.771	6.583
0.349	7.502
0.291	8.119
0.891	7.573
0.688	7.043
0.606	7.851
0.738	8.161
0.883	7.181
0.649	7.34
0.394	8.453
0.414	7.927
0.925	6.502
2.132	5.806
0.294	8.046
0.522	8.09
1.21	8.12
0.593	8.373
0.985	7.553
0.399	8.09
0.563	8.085
0.46	8.151
0.619	6.794
0.218	8.488
0.433	8.647
0.497	7.918
1.012	5.869
0.708	7.376
0.383	8.533
0.101	9.318
0.42	7.742
1.462	5.028
0.634	6.137
0.749	7.285
1.462	5.061
0.426	7.844
0.307	8.095
0.52	8.19
0.951	5.533
0.361	8.265
0.183	9.152
0.524	6.394
1.38	5.75
1.014	6.018
1.0	7.059
1.152	6.464
0.397	8.012
0.592	7.301
0.327	8.297
0.345	7.434
0.298	8.228
0.615	6.768
0.386	7.877
0.642	7.538
0.171	9.095
0.439	8.402
