Tetrahedral	Seesaw
0.528	7.682
0.278	8.835
0.359	8.615
0.618	7.214
0.17	8.951
0.339	7.178
0.281	8.418
0.756	8.69
0.596	7.615
0.852	7.826
0.442	8.413
1.034	6.14
0.389	8.168
0.28	8.146
0.661	7.557
0.37	7.581
0.715	6.828
1.223	7.634
1.357	7.906
0.49	7.015
0.68	6.117
0.296	8.414
0.31	8.526
0.354	8.331
0.379	7.154
0.808	7.25
0.592	6.262
0.238	9.288
1.017	5.652
0.839	6.826
1.119	7.833
0.19	8.0
1.739	5.806
1.071	7.116
0.742	6.646
0.64	6.238
0.335	8.271
0.374	9.073
0.322	8.427
0.142	9.014
0.623	7.437
0.281	7.94
0.379	7.47
0.505	7.767
0.531	7.135
1.195	6.748
0.62	6.876
0.901	6.661
0.323	8.168
0.521	7.559
0.942	7.607
0.593	7.189
0.41	8.826
0.231	7.903
0.477	8.457
1.303	5.847
0.65	7.441
0.532	6.76
0.559	6.926
0.418	7.757
0.393	8.454
0.486	7.954
0.823	7.008
0.535	8.547
0.195	8.745
0.875	5.974
1.409	5.055
0.138	9.087
0.415	8.236
0.812	7.382
0.808	7.488
0.839	7.384
0.993	6.863
0.176	8.311
0.602	6.468
0.219	8.768
0.408	8.29
0.948	7.936
0.286	8.464
0.723	6.988
0.387	8.372
1.334	5.484
0.721	7.466
0.764	6.904
0.7	7.125
1.014	6.374
0.418	8.564
0.925	7.649
0.515	8.491
0.467	8.496
0.834	8.043
0.276	8.159
0.611	8.526
0.653	6.784
1.553	6.684
0.469	7.57
0.207	8.74
0.41	8.445
0.524	8.529
0.468	8.526
0.636	7.502
1.068	6.202
0.468	7.813
0.956	5.739
0.575	7.117
0.384	8.833
0.655	6.4
0.245	8.635
0.605	6.726
0.245	8.07
0.346	8.637
0.938	7.8
0.408	6.812
1.056	6.217
0.347	8.233
0.751	8.018
1.013	7.245
0.759	6.508
0.773	7.2
0.66	7.731
0.233	8.794
0.499	7.87
0.274	8.693
0.529	7.204
1.063	8.343
0.323	7.629
0.388	7.74
0.33	8.326
0.476	7.18
0.238	8.445
0.544	7.772
0.286	8.928
1.104	6.173
0.968	7.343
0.263	7.99
0.644	7.213
0.916	7.552
0.337	7.87
0.775	8.053
0.163	8.756
0.392	8.695
0.38	7.262
0.129	9.352
0.773	6.44
0.201	8.937
0.887	6.863
0.568	8.169
0.867	7.905
0.12	8.715
0.258	8.189
0.537	7.205
0.399	8.568
0.127	8.528
0.557	8.381
0.317	7.858
1.226	5.137
0.581	7.172
0.369	7.525
0.506	7.871
0.482	7.374
0.361	8.715
0.347	7.806
0.918	7.502
0.475	6.799
0.173	8.941
0.434	8.614
0.357	8.527
0.272	7.964
0.293	8.228
1.089	8.279
0.528	8.962
1.435	6.14
0.239	7.964
0.243	8.515
0.807	8.071
0.462	8.019
0.662	7.682
1.209	5.705
0.784	8.846
0.384	8.387
1.24	5.042
1.096	6.925
0.341	7.575
0.38	7.903
1.472	6.451
0.609	7.098
0.202	8.135
0.471	8.781
1.08	6.719
0.37	8.712
0.532	7.801
0.347	8.086
0.42	7.277
0.583	7.659
0.453	7.29
0.669	6.417
1.344	5.053
0.29	8.551
0.309	7.569
0.743	6.985
0.305	8.722
0.572	8.109
0.63	7.233
0.346	7.729
0.634	7.375
0.867	7.003
0.199	7.985
1.478	5.926
0.787	7.059
0.345	7.346
0.711	7.256
0.621	7.868
0.175	9.063
0.818	5.697
0.496	8.142
0.767	7.687
0.419	8.461
0.906	6.668
1.273	4.534
0.341	8.029
0.233	8.714
0.74	8.226
0.363	8.189
0.688	7.059
0.628	8.254
0.574	7.004
0.275	8.66
0.877	7.035
0.581	6.756
0.66	8.374
0.49	7.561
0.935	8.02
0.293	7.573
0.59	7.573
0.486	7.224
0.41	8.29
0.606	7.13
0.435	8.172
0.554	7.436
1.156	6.451
0.834	7.957
0.341	8.007
0.513	7.378
0.812	7.225
0.78	7.659
0.312	8.452
1.036	6.755
1.171	5.566
0.97	7.492
0.65	6.874
0.627	6.615
0.221	8.648
0.252	9.092
0.508	8.836
0.787	7.486
0.469	6.999
0.441	7.447
0.78	7.831
0.289	7.775
1.083	6.452
0.183	8.482
0.452	8.411
0.8	5.902
0.599	7.464
0.805	7.538
0.262	7.923
0.477	7.754
0.197	8.187
0.765	6.533
0.623	6.932
0.225	8.88
0.484	8.073
0.256	8.401
0.277	8.619
0.611	7.606
0.677	7.054
0.255	8.874
0.342	7.395
0.166	7.986
1.335	5.995
0.54	7.267
0.91	6.19
0.196	8.537
0.702	6.836
0.773	7.785
0.558	6.645
1.346	5.741
0.392	8.503
0.421	8.086
0.488	7.353
1.001	7.05
0.349	7.496
0.572	8.582
0.376	7.29
0.421	7.269
0.394	7.901
1.356	6.509
0.838	6.168
0.258	8.948
0.66	6.604
0.463	7.229
0.718	6.774
0.139	8.394
0.452	8.108
0.56	7.037
0.752	5.935
0.206	8.807
0.22	8.476
0.605	6.404
0.486	8.077
0.323	7.429
1.213	5.542
0.317	7.732
0.419	8.088
0.217	8.308
0.495	7.139
0.519	8.518
0.752	7.093
0.738	7.32
0.603	6.249
0.57	7.828
0.847	7.151
0.198	8.397
0.214	8.804
0.231	8.58
0.614	8.234
1.252	6.52
0.434	8.177
0.519	7.283
0.614	7.222
1.271	6.14
0.51	7.322
0.481	8.236
0.328	8.041
0.479	7.987
0.485	8.028
0.283	7.459
0.315	8.22
0.167	8.811
0.429	7.651
0.602	7.308
0.172	8.805
0.425	8.022
0.287	7.91
0.466	7.438
0.671	7.991
0.69	6.436
0.818	6.956
0.86	7.827
0.404	8.433
0.414	8.705
0.3	7.547
0.452	7.431
0.351	7.535
0.814	5.931
0.418	7.3
0.908	7.816
0.602	8.309
0.162	8.869
0.408	8.095
0.444	8.284
0.365	8.48
0.594	7.218
0.511	8.12
0.304	8.812
0.604	8.167
0.458	7.56
0.567	7.339
0.265	7.984
0.596	7.061
0.313	8.385
0.399	7.273
0.142	8.556
0.872	6.739
0.366	7.588
0.094	9.305
0.595	6.953
0.535	8.094
0.413	7.632
0.44	8.508
0.685	8.556
0.699	7.867
0.407	8.253
0.255	8.544
0.676	6.41
0.289	7.929
0.622	6.657
0.464	7.664
0.089	8.658
0.263	8.315
0.713	8.291
1.114	6.888
0.844	6.648
0.964	6.683
1.49	6.024
0.89	6.613
1.152	7.56
0.644	6.517
0.62	6.803
0.293	8.043
1.059	5.741
0.694	7.69
0.282	7.824
0.334	8.202
0.301	9.11
0.423	8.103
0.414	8.003
0.901	7.592
0.15	8.647
0.359	7.631
0.244	7.971
0.777	6.593
0.375	7.703
0.461	8.903
0.27	7.968
0.254	8.852
0.263	8.537
0.725	7.763
1.282	5.701
0.269	8.735
0.777	8.028
0.797	6.515
0.669	6.87
0.623	7.826
0.353	8.497
0.873	7.126
0.334	8.198
0.429	7.907
0.795	7.744
0.426	7.953
1.047	5.076
0.314	7.041
0.61	7.399
0.563	7.098
0.24	8.732
0.734	7.095
0.427	7.813
0.298	8.302
0.871	7.09
0.632	8.168
0.73	7.476
0.387	7.658
0.848	6.64
0.149	8.429
0.447	8.186
0.782	6.041
0.158	8.024
0.406	8.239
0.621	7.239
0.444	7.713
0.513	7.959
1.133	6.407
0.251	8.479
0.577	7.086
0.221	8.767
0.172	8.047
0.738	7.26
0.467	7.949
0.22	7.856
0.561	8.018
0.248	9.072
1.16	5.723
0.935	6.279
0.546	8.438
0.869	5.683
0.76	8.024
0.736	7.489
1.031	5.965
0.238	8.919
0.548	8.19
1.111	5.029
0.311	8.692
0.084	9.037
0.992	5.137
0.516	8.129
0.245	8.662
1.164	5.734
0.719	7.915
0.357	8.268
0.326	7.316
0.367	8.811
0.492	8.012
0.642	7.136
0.65	7.911
0.905	5.629
0.379	7.223
0.349	7.487
0.637	7.721
0.97	7.108
0.707	8.118
0.819	7.222
0.355	8.333
0.753	6.398
0.606	8.237
1.177	6.651
0.379	7.174
0.752	6.296
0.282	7.988
0.226	8.639
0.28	8.733
0.3	8.894
0.647	7.213
0.331	8.051
0.694	7.351
0.383	7.838
0.347	8.489
0.585	8.999
0.482	7.493
0.253	8.54
0.245	8.684
0.407	7.96
0.099	8.841
1.483	5.426
0.365	7.992
0.996	5.963
0.692	6.34
0.132	9.058
0.912	7.554
0.512	8.318
0.167	7.82
0.734	8.162
0.175	8.529
1.213	5.647
0.363	8.248
0.486	7.257
0.486	7.681
0.582	6.837
1.087	7.815
0.369	8.493
0.754	6.65
0.187	8.894
0.41	8.906
0.536	7.436
1.335	6.205
0.499	8.232
0.654	6.658
0.474	7.726
0.068	9.0
1.663	5.759
0.814	6.121
0.177	8.184
1.658	5.057
0.328	8.153
0.881	6.958
0.472	8.186
0.486	8.278
0.371	8.409
0.574	7.896
0.687	7.176
0.925	5.809
0.427	7.689
0.469	7.015
1.163	6.029
0.471	7.916
0.86	6.807
0.254	8.423
0.823	6.804
0.31	7.499
0.969	5.656
0.903	5.838
0.114	9.031
0.471	6.817
0.4	8.129
0.13	8.711
0.414	8.57
0.577	7.631
0.318	7.474
1.042	6.441
0.411	7.215
0.778	7.809
0.431	7.751
0.478	7.579
0.701	7.33
0.286	8.306
0.37	7.421
0.267	7.907
0.32	8.854
0.797	7.582
0.584	7.048
0.851	6.521
0.518	8.449
0.789	7.827
0.368	8.218
0.919	6.017
0.384	7.887
0.965	6.543
0.502	8.915
0.988	5.968
0.953	6.767
0.729	7.983
1.048	7.213
0.716	6.305
0.372	8.6
0.383	9.084
0.957	7.061
0.582	7.367
0.848	7.678
0.278	8.532
0.83	7.627
0.399	8.119
0.185	8.397
0.412	8.196
0.261	7.973
0.447	7.285
0.189	8.532
0.611	8.224
0.208	8.536
0.574	8.855
0.744	6.344
0.505	7.284
0.877	8.328
1.452	5.531
0.929	7.002
0.621	8.232
0.378	8.061
0.209	8.636
0.326	8.679
0.34	7.298
0.319	7.875
0.889	7.419
0.156	8.92
0.727	7.336
0.442	7.602
0.178	8.58
0.452	8.878
0.32	7.503
0.681	7.461
0.244	8.175
2.182	4.447
0.738	6.65
0.639	7.455
0.573	7.806
2.245	4.18
0.954	6.812
0.264	8.698
0.369	7.26
0.589	8.252
0.769	6.949
0.977	7.577
1.31	6.533
1.374	5.034
1.155	6.779
0.551	7.966
0.293	7.715
0.217	7.958
0.34	7.123
0.344	7.389
1.264	6.624
0.616	8.768
0.366	8.044
0.855	7.128
0.98	7.544
0.209	8.796
0.612	7.157
0.523	7.01
0.122	9.09
0.464	8.294
0.448	8.513
0.221	7.635
0.466	8.646
0.407	7.826
0.362	8.817
0.298	8.017
0.534	6.512
0.877	6.068
0.543	7.703
0.427	7.764
0.705	7.562
0.332	7.887
0.456	6.431
0.315	8.52
0.61	7.851
0.532	7.487
0.447	8.012
0.331	7.547
0.11	8.898
0.605	7.775
0.56	7.815
0.747	7.301
0.382	8.319
0.411	8.823
0.237	7.934
0.771	6.696
0.36	7.717
0.477	8.46
0.192	8.518
0.329	7.988
0.54	6.476
0.596	7.944
0.511	6.922
0.466	8.973
0.441	7.168
0.565	6.83
0.524	8.535
0.809	6.845
0.814	7.441
0.279	8.397
1.002	7.52
0.669	7.557
0.765	6.844
0.329	7.826
0.297	8.748
0.581	7.299
0.764	7.093
0.211	7.834
0.23	8.624
0.381	8.122
0.545	7.291
0.314	8.082
1.05	5.672
0.472	7.17
0.882	6.454
0.701	6.693
0.698	7.094
0.749	7.676
0.611	7.044
0.579	7.481
0.512	6.849
