Tetrahedral	Seesaw	V-trigonal-bipyramid
0,595	8,246	2,617
0,452	8,546	2,045
0,706	8,852	2,429
0,518	7,373	2,909
0,809	7,991	2,223
0,27	8,59	2,502
0,635	8,111	2,227
0,487	8,369	2,893
1,038	8,359	1,716
0,701	7,974	2,464
0,266	8,663	3,057
0,266	8,41	2,622
0,42	8,809	2,303
0,833	7,528	1,825
0,865	6,479	1,747
1,097	6,663	2,96
0,26	8,407	2,724
0,537	8,623	2,908
0,53	8,958	2,447
0,702	8,23	2,131
0,434	8,962	2,348
0,436	8,745	2,175
0,287	9,052	2,812
0,572	8,465	3,379
0,598	8,266	2,308
0,641	7,963	2,896
1,21	6,654	1,931
1,764	5,748	3,789
0,857	8,235	2,233
0,894	7,58	1,962
0,72	7,883	1,673
0,822	7,312	2,266
0,714	8,882	2,778
0,573	8,21	2,675
0,734	7,652	2,048
0,828	8,277	1,875
0,614	9,257	2,25
0,431	7,643	2,663
0,756	7,629	2,003
0,9	8,644	2,14
0,548	9,463	2,645
0,622	8,679	2,398
0,727	8,246	2,637
0,596	8,101	2,468
0,99	7,584	3,257
0,938	7,99	1,618
0,769	7,666	2,118
0,594	7,978	2,298
1,089	6,488	2,255
0,334	9,435	3,122
0,294	8,525	2,331
0,448	8,784	2,558
0,568	8,314	2,928
0,847	8,516	2,697
0,412	9,085	2,868
0,421	8,376	3,207
0,569	7,917	1,963
0,325	8,514	2,752
0,408	8,571	3,054
0,723	7,282	2,21
0,557	7,959	2,556
0,306	8,811	3,085
0,666	8,15	2,505
0,372	8,703	2,591
0,378	8,928	2,707
0,558	8,481	1,868
0,516	8,688	2,664
0,39	8,38	2,676
0,5	8,705	2,282
0,787	6,361	3,294
1,024	7,537	2,042
0,56	8,661	3,515
0,748	8,229	2,847
0,995	6,656	2,64
0,524	8,606	2,92
0,584	8,638	2,978
0,507	8,02	2,408
0,776	7,744	1,882
0,629	7,998	2,28
0,831	8,166	3,054
1,125	7,82	2,151
0,503	8,344	2,199
0,451	8,978	2,733
0,457	9,071	3,236
0,572	8,094	2,923
0,271	8,971	3,044
0,448	8,097	2,971
0,8	7,679	2,359
0,734	7,92	3,492
0,624	8,618	2,07
1,123	6,112	2,138
0,628	7,875	2,068
0,454	9,044	2,908
0,468	7,81	3,72
0,824	7,443	2,237
0,671	8,432	1,735
1,131	8,149	2,687
0,388	8,828	2,694
1,498	7,791	1,492
0,584	8,55	2,635
0,564	8,481	3,063
1,1	7,182	2,089
0,875	8,12	1,954
0,864	8,217	2,096
0,364	8,76	2,454
0,619	8,841	2,268
1,175	7,102	3,255
0,482	9,319	2,543
0,38	8,229	3,223
0,811	8,532	1,94
0,898	7,13	2,059
0,71	7,265	3,26
0,8	7,957	2,491
0,489	7,609	2,593
0,576	8,137	2,716
0,785	7,75	3,127
0,759	8,496	1,773
0,335	8,752	2,157
0,8	8,449	2,225
1,126	7,754	1,735
0,714	8,587	1,764
0,744	8,954	2,742
0,949	8,4	1,835
0,764	8,492	2,233
0,757	7,879	2,362
0,537	8,479	2,786
0,982	6,24	2,478
0,65	8,419	2,901
0,614	7,585	2,504
0,634	8,919	2,516
1,005	7,397	2,182
0,444	8,673	2,336
0,714	8,541	1,669
0,729	8,228	2,204
0,586	9,158	2,226
1,039	7,937	2,627
0,39	9,14	2,712
0,526	7,931	2,42
0,6	8,14	2,265
0,4	7,897	2,523
0,651	6,622	2,25
0,286	9,093	2,563
0,931	7,215	2,076
0,57	8,478	2,152
0,858	7,429	3,587
0,441	9,22	2,663
0,506	8,005	1,97
0,64	7,517	2,956
0,667	8,402	2,201
0,685	8,274	1,895
0,332	8,644	2,565
0,439	8,2	2,702
0,531	8,421	2,745
0,8	7,739	3,084
0,621	7,66	2,795
0,408	8,045	2,476
0,826	7,318	2,8
0,69	8,546	2,004
0,626	8,255	2,93
0,385	9,129	3,256
0,404	8,286	2,403
0,749	7,871	2,908
0,825	8,079	1,924
0,686	7,579	2,123
0,566	8,398	1,609
0,605	8,694	2,377
0,748	7,964	2,159
0,495	8,476	3,023
1,188	7,553	1,793
0,492	7,639	2,469
0,719	8,053	1,886
0,428	8,112	2,852
0,515	7,599	2,344
0,683	8,596	2,203
1,032	6,621	2,148
0,95	8,084	3,058
0,585	7,871	2,986
0,913	6,443	2,589
0,702	7,962	2,825
0,747	6,942	2,327
0,935	8,182	2,587
0,487	7,774	3,173
0,418	8,746	2,583
0,828	7,564	2,128
0,513	8,404	2,849
0,801	7,695	2,132
0,452	8,669	2,644
0,542	8,315	2,076
0,515	8,739	2,986
0,588	8,598	2,292
0,57	8,798	2,221
0,464	8,836	2,777
0,555	8,056	2,374
0,452	7,9	2,954
0,575	8,115	2,641
0,614	7,877	2,458
0,461	8,238	2,763
0,335	8,906	2,493
0,302	8,664	2,535
0,867	7,855	2,313
0,687	7,745	1,902
0,401	8,759	2,255
0,818	7,106	2,567
0,689	8,39	1,996
0,802	8,079	1,959
0,805	8,368	2,235
0,632	8,725	2,222
0,931	7,624	2,628
0,773	7,924	2,133
0,615	8,813	3,447
0,632	8,317	2,215
0,489	7,414	2,888
1,091	7,362	1,453
0,382	8,113	2,397
0,617	8,484	1,773
1,522	6,756	3,017
0,469	8,251	2,543
0,991	6,974	3,748
0,789	7,947	2,962
1,24	6,974	2,94
0,628	7,861	2,497
0,87	7,867	2,565
0,769	7,489	1,976
0,648	7,8	1,807
0,851	7,197	1,766
0,825	7,135	2,182
1,104	8,067	3,052
0,675	8,241	2,702
0,996	8,719	2,401
0,71	7,162	2,292
1,131	7,023	2,695
0,523	8,667	2,616
0,577	7,465	2,491
0,478	8,009	2,3
0,75	6,238	2,263
0,888	6,985	2,419
0,771	8,218	1,704
0,5	9,31	3,034
0,63	8,598	3,047
0,627	8,166	2,08
0,423	7,712	2,496
0,73	7,854	2,954
1,147	5,886	2,895
0,662	8,002	2,464
0,547	8,872	2,189
0,209	9,71	3,459
0,606	8,571	3,018
0,511	9,214	2,727
0,358	8,478	3,221
0,814	7,885	2,633
1,023	7,983	2,468
0,886	8,098	3,164
0,506	8,41	3,378
0,656	7,617	2,307
0,558	8,306	2,402
0,546	8,668	2,463
0,416	8,117	3,575
0,337	9,443	2,884
0,519	8,858	2,097
0,524	8,838	2,604
0,559	8,871	2,741
0,43	9,242	2,378
0,806	8,905	2,102
0,349	8,182	2,507
0,816	9,022	1,98
0,833	8,089	2,654
0,746	8,661	2,75
0,555	8,5	2,207
0,451	8,716	2,124
0,48	8,669	3,341
0,872	7,24	2,246
0,555	8,558	2,493
0,69	8,483	2,116
0,384	9,23	3,151
0,641	7,535	2,728
0,28	9,102	3,15
0,933	7,651	3,306
0,664	8,762	2,771
0,827	8,17	2,588
0,576	8,624	2,303
0,814	8,137	1,469
0,921	8,198	2,539
0,619	8,696	2,391
0,769	8,159	2,946
0,641	8,553	1,84
0,907	7,161	2,074
0,563	8,449	2,441
0,755	8,367	1,916
0,65	7,916	2,934
0,688	8,024	2,177
0,715	7,663	2,38
0,675	7,037	2,328
0,474	8,664	2,88
0,504	7,145	2,918
0,643	8,401	1,74
0,9	7,091	1,758
0,597	8,22	2,151
0,503	8,576	2,605
0,948	7,548	2,838
0,875	7,613	1,961
0,633	8,595	2,369
0,426	8,449	2,357
0,444	8,678	2,341
1,31	6,11	2,629
0,789	8,067	2,032
0,418	8,916	2,256
0,429	8,897	2,491
0,496	8,348	2,542
0,699	8,815	2,054
0,534	8,92	2,918
0,751	8,228	2,668
0,867	8,681	2,002
0,718	8,415	3,038
0,805	7,258	3,314
0,759	8,372	3,076
0,771	7,19	3,237
0,341	9,102	2,806
0,62	8,074	2,185
0,493	8,526	3,709
0,446	8,839	2,242
0,63	8,059	2,779
0,726	8,553	1,845
0,902	7,928	3,561
0,385	8,159	2,771
0,787	7,874	2,151
0,326	9,298	3,092
0,634	7,455	3,347
0,521	8,19	2,194
0,614	8,596	2,323
0,423	8,811	3,099
0,853	7,9	2,559
0,369	8,593	2,461
0,911	9,077	2,257
0,787	7,378	2,23
0,502	8,321	2,772
0,811	8,634	3,074
0,55	8,493	2,247
0,88	9,008	2,388
0,498	8,014	2,604
0,901	7,561	1,71
0,485	7,628	2,489
0,943	7,699	1,635
0,607	7,744	2,895
0,775	8,559	2,401
0,392	9,195	2,991
0,539	7,444	2,976
0,951	8,66	2,461
0,602	7,947	2,112
0,819	8,454	1,803
0,438	9,176	2,688
0,491	8,605	2,563
0,675	8,489	2,642
0,564	8,105	1,77
0,611	7,84	2,424
1,171	8,644	1,484
0,802	8,225	2,741
0,373	8,202	2,743
0,986	7,503	2,635
0,322	8,677	2,89
0,56	8,551	2,198
0,82	7,589	2,417
0,42	9,026	2,635
0,774	8,421	1,767
1,305	7,89	1,683
0,646	7,655	3,418
0,461	8,312	2,639
0,43	9,063	3,088
0,377	8,789	2,517
0,878	6,577	2,182
0,524	8,149	2,091
0,955	8,586	1,899
0,529	8,719	3,282
0,488	8,324	2,534
0,445	8,669	2,186
0,778	7,527	1,846
0,347	8,951	3,044
0,662	7,764	2,095
0,833	8,265	2,007
0,599	8,385	2,294
0,84	7,82	2,148
0,44	7,98	2,685
0,701	8,399	2,723
0,328	8,33	2,235
0,614	8,681	2,524
0,729	7,487	1,796
0,484	8,02	3,286
0,822	8,388	1,967
0,721	8,009	3,026
0,493	7,729	3,333
0,531	8,411	3,272
0,409	8,918	2,081
0,792	8,246	2,092
0,811	7,659	2,199
0,757	8,339	2,65
0,558	8,937	3,304
0,783	7,535	2,604
0,874	8,862	1,786
0,471	7,719	2,442
0,669	8,712	2,426
0,273	8,872	3,027
0,373	9,028	2,495
0,567	8,297	2,267
0,688	8,302	2,205
0,577	8,74	2,228
0,624	8,253	2,46
0,986	6,764	1,787
0,471	7,781	2,912
0,983	7,342	1,808
0,557	8,143	3,135
0,552	8,237	2,831
0,391	8,208	2,567
0,714	8,006	1,757
0,233	8,668	3,174
0,431	7,947	1,988
0,415	8,186	2,805
0,541	8,82	3,017
0,705	7,863	1,782
0,663	8,682	2,169
1,01	8,138	2,01
0,24	8,955	3,053
0,964	7,996	1,788
0,838	7,865	2,289
0,531	7,942	2,044
0,641	8,466	2,984
1,094	7,098	1,677
0,714	8,464	2,403
0,512	7,74	3,137
0,772	7,337	2,941
0,697	6,942	2,62
1,023	5,96	1,725
0,416	8,675	3,033
0,61	8,634	2,836
0,541	8,943	2,743
0,669	7,901	2,516
0,767	8,117	1,666
0,985	8,463	1,795
0,794	7,843	2,904
0,733	8,485	2,182
0,605	8,663	1,883
0,301	7,99	3,659
0,289	8,955	3,374
0,471	8,762	1,982
0,461	8,359	2,662
0,202	9,443	3,477
0,541	7,983	2,333
0,722	7,467	2,578
0,726	8,479	2,804
1,087	7,457	2,806
0,52	8,259	2,13
0,712	7,854	2,754
0,945	7,998	1,924
0,456	8,072	2,3
0,609	8,162	2,894
0,611	8,199	3,681
0,542	9,014	2,367
0,521	8,294	2,324
0,645	8,659	2,701
0,794	8,691	2,82
0,551	8,219	2,001
0,539	8,716	2,532
0,675	8,413	2,362
0,28	9,183	3,205
0,704	7,635	2,584
0,381	8,4	3,346
0,399	8,922	3,103
0,447	8,953	2,355
0,425	8,822	2,611
0,347	8,786	3,341
0,415	7,921	3,092
0,637	7,907	2,568
0,556	7,999	2,612
0,447	8,726	2,13
0,331	8,864	3,053
0,533	8,039	2,258
0,482	7,79	2,631
0,598	7,487	2,572
1,002	8,439	1,493
1,012	6,703	2,461
0,642	8,518	1,908
0,482	8,005	2,675
0,253	9,026	2,927
0,618	7,877	2,712
0,576	8,426	2,56
0,482	8,46	2,257
0,314	9,312	3,04
0,645	8,611	2,178
0,759	8,22	2,47
0,839	7,226	2,343
0,542	8,417	2,407
0,422	9,13	2,875
0,341	8,209	3,322
0,442	7,592	2,748
0,677	7,521	3,14
0,472	9,05	2,698
0,357	8,7	3,484
0,596	8,433	3,021
0,981	7,731	1,861
0,727	8,644	2,351
0,558	8,19	3,309
0,864	6,715	2,107
0,932	7,968	3,095
0,256	8,787	2,825
0,626	8,177	1,889
0,765	8,371	2,968
0,447	8,626	2,94
0,396	8,752	2,762
