Tetrahedral	Seesaw	V-trigonal-bipyramid
0,848	9,358	2,358
0,366	8,76	3,284
0,494	9,105	2,351
0,574	8,775	2,431
0,415	8,685	2,271
0,427	8,225	3,339
1,129	7,027	2,467
0,419	9,31	2,538
1,141	7,218	2,558
0,721	8,242	2,727
0,682	8,514	3,061
0,736	8,116	1,803
0,493	7,952	2,589
0,479	8,161	2,706
0,486	8,802	2,081
0,701	8,413	2,599
0,718	8,632	2,18
0,79	8,782	1,945
0,601	8,837	2,967
0,579	8,036	2,424
0,596	7,285	2,202
0,49	9,047	3,148
0,424	8,572	2,218
0,767	7,744	2,096
0,61	8,809	3,262
0,821	7,705	2,407
0,596	8,523	1,955
1,004	6,554	2,086
0,768	8,157	2,782
0,686	8,993	2,552
0,694	8,011	2,493
0,86	7,696	2,172
1,444	7,432	1,44
0,92	8,342	2,01
0,566	8,199	2,291
0,59	8,454	2,03
0,859	8,074	2,118
0,622	7,569	3,772
0,462	7,572	2,63
0,666	7,705	1,991
1,046	8,201	1,366
0,473	8,325	2,791
0,53	8,591	2,003
1,104	7,196	1,779
0,952	7,728	1,385
0,835	8,248	1,961
0,878	6,304	2,666
1,024	7,73	1,948
0,972	7,657	2,445
0,575	8,339	2,22
0,852	8,062	2,43
0,757	7,964	1,889
0,572	8,9	2,768
0,369	8,266	2,791
0,657	8,645	1,98
0,675	7,667	1,885
0,858	7,021	2,12
0,625	8,252	2,488
0,685	9,174	2,414
1,075	7,906	2,287
0,607	8,864	3,156
0,402	8,587	2,469
0,879	8,435	2,124
0,438	8,307	2,214
0,366	7,825	2,576
0,985	7,524	1,859
1,048	8,088	1,562
1,092	8,425	1,396
0,564	9,088	2,638
0,581	8,311	2,5
0,601	8,202	2,189
0,553	8,534	2,259
0,731	9,034	2,272
0,786	7,843	1,832
0,95	8,001	2,053
1,016	6,768	1,977
0,352	8,662	2,653
0,555	9,14	2,615
0,714	8,677	1,773
0,648	7,26	2,243
0,55	8,757	2,66
0,615	9,057	2,597
0,832	8,798	1,989
1,376	6,239	4,626
0,492	8,239	2,484
0,902	6,933	1,775
0,926	8,854	2,109
0,959	7,916	1,946
0,402	8,481	2,432
0,902	7,847	1,802
0,529	8,773	2,255
1,091	7,843	1,606
0,56	8,416	3,299
1,039	7,811	2,522
0,749	8,568	1,684
0,565	8,51	2,809
1,036	7,252	1,705
0,268	8,708	2,819
0,902	7,728	1,737
0,608	8,855	2,083
0,618	8,793	2,96
0,634	8,589	3,17
0,887	8,85	2,062
0,54	7,95	2,498
1,004	8,46	2,548
0,675	8,626	2,118
0,878	8,104	1,671
0,604	8,567	2,995
0,414	8,732	2,671
0,695	7,789	1,879
0,778	8,071	2,371
1,144	7,794	1,438
0,553	7,776	3,156
0,683	8,047	2,522
0,719	6,597	2,334
0,432	8,863	2,404
0,867	7,536	1,959
0,925	7,043	1,771
0,776	8,183	1,723
0,979	6,967	1,474
0,922	8,696	1,728
0,618	8,662	2,206
0,36	8,665	2,755
1,319	7,949	0,879
0,635	8,724	2,775
0,704	8,114	2,023
0,447	7,44	2,506
0,585	8,433	2,592
1,17	8,158	2,095
1,165	6,888	2,55
0,557	8,523	2,294
0,908	6,786	1,921
0,852	7,956	2,093
0,678	7,73	2,109
0,912	7,936	2,224
0,806	7,592	2,04
1,028	7,978	1,447
0,46	7,659	2,231
0,7	7,989	2,985
0,944	7,631	2,282
0,729	7,758	2,581
1,039	7,815	2,342
0,654	8,822	2,335
0,544	7,576	2,44
0,617	8,703	2,723
1,193	7,76	1,818
0,616	8,818	2,182
0,801	8,418	2,182
0,609	8,493	2,128
0,999	6,418	2,548
0,794	7,836	1,537
0,326	9,375	2,777
0,947	7,851	2,348
0,753	8,617	2,058
1,322	7,194	1,654
0,365	8,775	3,072
0,361	8,907	2,28
0,465	8,564	3,059
0,918	6,499	2,33
0,797	7,064	2,974
0,563	7,504	3,353
0,825	8,414	1,983
0,313	9,438	3,089
0,554	8,387	2,018
0,609	7,665	3,015
0,908	7,063	2,641
0,638	8,261	2,291
0,459	8,394	2,862
0,672	7,451	2,709
0,417	8,539	3,211
0,409	8,928	3,191
0,658	7,623	2,645
0,503	8,697	2,628
0,565	8,282	2,516
0,551	8,734	2,153
0,646	8,454	2,716
0,694	8,909	2,149
0,36	9,296	2,979
0,583	8,434	2,126
0,722	8,631	2,022
1,035	7,863	1,756
0,862	7,377	2,218
0,652	8,389	2,091
0,973	8,186	2,123
1,263	6,641	3,589
0,478	8,254	2,925
0,528	8,172	2,647
0,653	7,05	2,62
0,492	8,538	2,959
0,974	8,344	2,292
0,773	8,914	2,212
0,462	9,283	2,573
1,125	6,596	1,447
0,535	8,085	2,946
0,688	7,911	2,807
0,709	8,456	1,895
0,908	8,461	1,883
0,399	8,644	3,241
0,4	8,371	2,495
0,272	8,731	2,731
0,446	8,974	2,725
0,495	8,891	2,647
0,803	7,735	3,556
0,375	9,004	2,696
0,471	8,59	2,803
0,492	8,625	3,298
0,721	6,851	2,724
0,496	8,292	3,126
0,37	8,61	2,349
0,788	7,918	2,168
1,286	8,187	1,706
0,667	8,177	2,231
0,846	7,157	1,894
0,399	8,93	2,485
0,448	8,34	2,107
0,442	7,763	2,96
0,644	8,316	1,896
0,663	6,333	2,594
0,435	8,841	2,4
0,973	6,679	2,207
0,519	8,666	2,315
0,714	8,08	2,616
0,594	7,499	2,794
0,565	8,182	2,06
0,314	8,717	3,01
0,351	8,844	2,405
0,627	8,526	2,508
0,48	8,937	1,977
1,084	6,866	3,808
1,56	5,708	3,284
0,578	7,904	2,468
1,043	7,337	3,42
0,546	8,375	2,795
0,579	8,259	2,551
1,151	6,593	2,458
0,593	7,686	2,567
0,574	8,543	2,288
0,704	8,096	2,066
0,738	8,009	1,904
0,436	8,315	2,773
0,518	9,028	2,356
0,717	7,918	2,11
0,864	7,987	1,762
0,431	8,239	2,054
0,912	8,184	2,152
1,006	8,287	2,514
0,518	8,689	2,272
0,823	8,157	1,516
0,816	6,511	2,447
1,001	7,863	1,628
0,581	8,498	2,617
0,512	8,688	2,444
0,524	8,882	2,649
0,919	8,359	1,672
0,462	8,682	2,729
0,28	8,06	2,715
0,685	7,281	3,071
1,093	7,678	2,101
0,533	8,902	2,653
0,534	8,081	2,403
0,766	8,68	2,811
0,604	8,343	2,335
0,696	7,919	2,895
0,925	6,595	2,816
0,925	7,901	2,248
0,596	8,224	2,785
0,711	8,862	1,868
0,758	8,9	1,967
0,492	7,987	2,529
1,144	7,835	1,093
0,789	7,97	1,646
0,393	9,145	3,4
0,637	7,42	2,192
0,576	8,291	2,423
2,356	7,844	0,478
0,629	8,061	2,254
0,685	8,146	2,856
0,633	8,344	3,09
0,439	9,024	2,75
0,839	7,268	2,59
0,274	8,508	2,483
0,782	8,234	1,577
0,445	9,026	2,368
0,839	6,74	2,522
0,672	9,019	2,147
0,996	7,93	1,827
0,981	8,491	2,201
0,872	7,117	2,623
0,798	7,076	2,563
0,245	8,796	3,185
0,637	7,817	3,011
0,426	9,111	2,613
0,973	6,001	2,438
0,639	8,655	2,212
0,585	8,291	2,784
0,75	8,128	1,789
0,574	6,774	2,955
0,524	7,772	2,766
0,674	8,46	2,298
0,276	8,537	3,456
0,284	9,165	2,954
0,508	8,49	2,154
0,707	7,587	2,492
0,782	7,432	1,976
0,587	8,997	2,22
0,47	8,574	2,461
0,562	8,736	2,59
0,469	7,95	3,264
0,557	8,846	2,016
0,551	8,379	2,745
0,431	9,147	2,821
0,66	8,55	1,816
0,919	8,274	2,525
0,835	6,76	2,571
0,681	7,993	2,052
0,772	7,378	1,749
0,43	8,611	2,363
0,566	8,66	2,438
1,0	7,129	2,782
0,812	8,223	1,974
0,438	8,094	3,364
0,655	8,334	2,286
0,525	7,511	2,666
0,792	8,048	2,442
0,323	8,37	2,54
0,981	6,879	3,533
1,259	7,236	1,646
0,816	7,07	2,989
0,724	7,476	3,082
0,604	8,233	1,934
0,618	7,767	3,061
0,568	9,216	2,86
0,83	7,717	1,555
0,554	7,938	2,528
0,429	8,096	2,492
0,297	9,112	2,835
0,354	8,323	3,397
0,377	8,911	2,803
0,779	7,404	2,458
0,372	8,245	2,501
0,781	8,259	2,955
0,387	8,459	3,504
0,316	8,365	2,811
0,445	8,232	2,19
0,523	8,094	2,449
0,743	8,379	1,951
0,751	8,079	1,765
0,492	8,217	2,088
0,951	7,929	2,211
0,652	7,298	2,757
0,673	8,328	3,318
0,85	7,934	1,604
0,356	8,581	2,915
0,815	7,181	2,261
0,646	8,374	1,868
0,595	8,331	2,524
0,388	8,575	2,687
0,521	8,673	3,475
0,383	9,184	3,117
0,878	8,551	3,316
0,71	8,008	2,138
0,572	8,564	2,738
0,698	8,879	2,257
0,828	8,601	2,483
0,425	9,08	2,87
0,772	8,431	2,379
0,652	8,441	2,612
0,53	8,777	2,723
0,697	8,22	2,441
0,652	8,616	2,47
0,709	8,697	2,039
0,578	7,728	2,658
0,681	7,874	2,384
0,502	8,527	2,572
0,565	7,466	2,375
0,38	8,711	2,304
0,545	9,281	2,582
0,402	9,372	2,646
0,482	8,5	1,9
1,111	8,13	1,763
0,583	7,095	2,622
0,514	7,704	2,641
0,446	8,783	2,461
1,031	5,899	2,821
0,359	8,322	2,505
1,044	7,348	2,753
0,914	6,979	2,081
0,762	8,269	2,299
0,714	8,351	2,525
0,445	8,632	2,577
0,654	8,167	2,321
0,61	8,17	2,365
1,054	7,273	1,415
0,391	8,842	2,811
0,445	7,752	2,484
0,485	8,345	2,286
0,848	7,21	3,035
0,574	8,759	2,383
0,76	7,715	3,161
0,783	8,816	2,409
0,667	8,433	3,037
0,361	8,857	3,284
0,902	7,216	2,548
0,465	7,687	3,734
0,868	7,583	3,009
0,453	8,827	3,405
0,455	8,722	2,279
0,737	7,779	2,259
0,747	8,048	2,63
0,51	8,269	2,288
0,35	8,993	3,075
0,741	9,039	1,983
0,712	8,096	2,436
0,924	7,911	1,977
0,306	9,012	3,116
0,679	7,792	2,056
0,828	7,211	2,422
0,81	8,022	2,261
0,794	8,544	1,828
0,573	7,872	2,558
0,434	8,761	2,448
0,518	8,753	2,655
0,502	7,869	3,395
0,293	9,267	2,848
0,679	7,643	3,635
0,462	9,068	2,639
