Tetrahedral	Seesaw	V-trigonal-bipyramid
0,999	7,243	2,425
0,668	7,021	2,121
0,851	7,763	2,612
0,581	8,037	2,261
0,819	7,839	2,684
0,332	8,223	2,686
0,517	7,983	2,636
0,612	8,213	3,207
0,616	8,036	2,62
0,748	8,068	2,33
0,559	8,565	2,674
1,034	6,681	2,375
0,562	8,767	2,152
0,475	8,143	2,899
0,617	8,772	2,151
0,486	9,279	2,614
0,762	7,951	1,585
1,106	7,446	3,164
0,365	8,741	2,545
0,32	9,689	3,257
0,824	9,062	2,416
1,088	8,097	1,23
0,674	8,055	3,25
0,62	8,682	2,32
0,84	7,578	2,628
0,451	8,736	3,159
0,914	6,902	2,424
0,445	8,361	3,186
0,605	9,133	2,534
0,794	6,967	3,068
0,773	7,76	2,178
1,04	8,105	1,736
0,404	8,943	3,194
1,05	7,7	2,352
0,622	7,335	2,457
0,524	8,91	2,969
0,648	7,954	2,072
0,539	8,891	2,665
0,868	7,122	2,568
0,6	7,689	2,406
1,026	8,129	2,954
0,725	6,921	2,645
0,538	7,804	2,727
0,729	8,396	1,775
0,823	7,924	1,777
0,656	7,443	3,933
0,619	7,561	2,217
0,863	8,018	2,067
0,671	7,618	2,799
0,694	8,036	1,893
0,604	8,419	2,322
0,719	8,311	1,968
1,195	7,624	2,598
0,655	8,924	2,274
0,313	9,008	3,152
1,174	7,695	1,175
0,358	8,465	2,845
1,146	7,287	1,656
0,89	6,848	2,928
0,751	8,481	2,305
1,277	7,182	2,967
0,927	7,3	2,295
0,585	7,796	2,597
0,716	7,709	2,176
0,648	8,779	2,768
0,96	7,162	1,879
0,779	7,424	2,448
0,692	8,502	2,997
0,472	8,765	2,377
0,533	7,998	2,621
0,563	7,471	2,234
0,952	8,34	1,788
1,047	7,704	1,624
0,434	9,013	2,811
0,837	7,662	2,692
0,945	7,131	2,933
0,385	8,03	2,565
1,506	6,971	1,373
0,616	8,313	1,953
0,29	9,026	3,305
0,267	9,045	2,586
0,562	8,942	2,417
0,568	8,637	2,331
0,875	7,252	1,444
0,809	7,266	2,699
0,364	8,76	2,578
0,704	7,08	2,278
23,302	21,598	22,13
11,332	15,533	13,494
13,786	18,056	14,553
12,885	18,418	14,213
16,254	20,58	17,776
17,408	22,591	17,965
16,274	21,602	16,787
16,235	22,023	17,278
10,512	15,457	13,446
12,565	14,996	14,481
13,854	16,95	15,223
13,499	17,84	14,805
17,997	19,687	18,483
12,206	16,56	14,411
12,022	18,341	13,065
14,582	17,85	16,441
13,964	17,585	14,814
15,059	15,956	16,2
13,565	15,933	14,387
12,726	17,28	14,014
16,617	20,36	17,497
19,291	21,456	20,211
20,158	22,432	19,473
19,941	18,836	18,771
15,287	17,959	15,002
19,722	20,28	19,0
19,1	20,546	18,859
21,372	19,141	19,4
18,626	21,734	18,125
17,327	19,406	17,972
20,78	19,841	20,733
19,798	17,475	20,338
17,921	20,621	19,06
21,628	19,746	20,406
17,144	19,29	17,557
19,919	18,879	19,904
22,712	17,445	22,721
14,4	18,946	16,24
16,704	21,625	17,31
12,826	18,231	13,322
11,993	17,715	13,322
17,217	20,641	17,174
21,329	26,317	21,809
18,899	18,358	18,41
14,792	20,045	15,72
12,618	19,167	14,695
14,341	20,434	15,313
22,092	22,708	20,689
18,052	18,902	19,216
19,806	15,882	18,942
18,391	14,999	19,207
30,482	23,014	28,478
26,228	23,222	25,191
32,733	25,865	28,433
15,432	18,855	15,381
33,071	22,846	29,196
32,532	26,532	27,527
30,372	22,625	26,698
38,672	29,312	34,196
24,783	24,917	22,34
27,104	24,794	24,394
33,246	23,795	29,54
35,189	27,688	30,406
31,534	21,859	28,14
12,97	15,682	14,251
27,181	26,085	23,897
31,191	24,644	27,169
33,875	23,494	31,06
31,593	20,238	29,953
14,63	20,773	16,13
16,078	22,086	17,584
18,117	17,074	19,362
11,365	14,743	12,682
41,128	33,362	36,136
50,055	35,75	43,325
53,018	43,528	45,281
52,553	38,558	45,209
55,751	44,376	48,165
52,469	36,62	48,801
45,664	39,086	41,26
45,422	35,044	40,785
52,335	41,084	46,309
51,797	39,917	45,255
53,044	43,91	46,331
50,012	37,914	41,256
54,673	45,064	46,444
53,801	43,417	45,711
41,999	29,784	35,285
30,863	13,233	27,51
10,743	5,252	9,251
11,142	5,003	10,619
38,094	27,556	34,967
29,947	25,558	27,521
35,259	32,529	33,304
43,141	36,751	38,639
50,068	42,398	45,091
49,992	43,126	44,672
44,935	36,42	41,219
41,691	35,706	38,628
42,882	36,125	39,814
38,992	35,759	36,68
36,861	33,978	34,013
45,137	38,184	41,094
40,869	32,825	37,142
42,167	38,468	39,713
44,123	38,234	40,475
41,932	36,437	38,884
37,436	33,657	35,173
46,036	40,711	42,456
48,153	41,9	43,839
51,837	43,052	45,273
53,65	46,544	48,446
52,768	45,88	46,883
53,4	45,694	48,344
57,241	47,176	52,491
58,512	49,312	53,021
56,001	46,55	50,985
55,32	47,479	49,469
56,794	48,274	49,087
52,071	40,607	46,475
54,381	45,219	46,796
55,114	47,885	48,892
56,784	46,378	49,489
52,316	43,755	46,599
50,405	42,921	43,669
47,069	33,682	39,9
43,805	28,851	35,273
51,22	39,465	42,794
33,594	15,024	30,358
52,253	43,358	45,476
53,296	46,68	47,51
50,791	41,441	44,806
50,827	41,407	44,11
50,677	43,515	44,15
36,422	25,642	33,36
44,026	34,332	37,037
50,568	41,777	44,94
49,672	42,663	44,215
56,892	47,613	49,2
56,133	48,851	49,847
51,835	44,016	45,336
54,59	42,641	49,239
45,13	38,725	39,56
51,091	44,782	46,509
52,069	43,1	46,157
51,786	40,253	43,754
47,531	39,305	41,583
44,186	36,437	38,515
45,295	36,634	39,021
31,333	26,741	27,454
25,468	23,346	22,596
25,45	21,235	23,261
25,993	20,105	24,295
28,601	23,015	25,624
32,871	29,379	28,675
25,566	25,012	23,245
29,83	26,041	27,519
43,028	34,865	36,003
39,291	32,063	32,485
52,263	40,156	43,897
45,559	39,229	38,804
39,656	34,558	33,586
42,067	20,964	29,607
49,454	27,769	38,257
54,493	31,06	47,982
47,479	23,731	36,281
47,831	37,575	45,738
46,323	34,728	44,017
45,049	27,431	28,778
48,387	31,672	35,294
46,916	27,982	33,972
57,232	41,153	42,85
50,404	36,873	48,24
52,15	32,665	42,004
52,506	35,197	50,881
60,21	39,297	46,33
61,094	49,913	56,837
61,374	48,939	55,355
59,031	50,648	55,245
56,253	37,147	42,585
58,127	37,638	48,342
76,25	56,023	66,077
78,669	64,923	68,261
63,185	45,209	51,823
62,567	50,577	56,768
59,996	45,809	55,955
72,331	63,363	67,994
58,693	44,715	55,187
47,378	36,482	44,328
67,718	51,839	61,662
57,3	45,089	55,913
69,82	54,035	64,41
64,054	47,941	60,12
58,762	43,336	54,186
57,961	45,315	55,151
54,049	35,199	48,652
50,954	35,202	47,326
51,851	37,076	47,819
50,652	41,036	43,522
54,428	35,82	48,117
54,598	42,969	48,568
58,963	42,797	52,497
58,067	39,533	50,18
58,949	43,587	53,219
55,698	37,565	49,419
53,24	38,759	47,718
53,396	41,993	48,498
52,926	37,455	45,431
50,862	39,527	46,301
49,173	38,764	44,5
37,276	26,342	33,968
28,884	24,131	23,138
36,731	27,968	33,524
30,75	21,738	26,044
32,213	22,751	27,338
35,406	26,042	29,083
32,89	25,427	25,527
38,275	28,96	31,342
38,637	32,044	31,719
36,122	31,848	33,254
38,085	30,739	35,414
41,239	33,489	38,323
34,847	29,849	31,397
41,31	32,751	37,366
42,565	32,05	35,925
55,372	45,422	50,893
52,647	42,539	47,451
46,246	36,24	42,115
50,295	41,564	46,2
42,393	32,382	37,184
45,122	27,46	40,949
51,897	36,483	46,694
50,909	31,824	45,126
45,661	29,44	39,515
47,774	30,603	42,842
52,02	33,985	46,405
41,92	27,384	37,348
48,059	37,059	45,23
48,318	32,155	42,451
40,816	27,326	36,854
43,48	25,635	36,338
45,995	30,442	41,927
54,646	39,143	47,694
57,403	39,789	50,482
52,273	35,421	48,288
51,236	39,827	46,481
51,264	42,322	47,317
62,06	51,227	57,033
60,625	47,857	51,291
67,441	57,269	61,259
65,393	58,76	60,479
58,746	49,835	55,018
59,451	50,898	55,049
57,789	48,154	52,044
52,124	45,955	47,633
48,629	40,031	43,964
61,975	48,976	55,166
62,325	49,21	56,616
58,089	47,888	54,189
57,449	48,151	51,581
51,197	38,114	47,643
67,735	56,98	63,235
87,382	74,239	81,606
80,798	68,684	72,356
76,699	67,569	70,026
44,714	36,822	41,546
43,605	32,451	38,694
56,804	44,646	52,458
64,097	50,481	57,079
76,692	63,153	68,105
84,73	71,341	77,538
92,924	81,127	86,713
95,757	85,589	90,36
95,298	85,79	89,5
94,931	84,765	88,854
96,521	86,976	91,86
87,605	81,299	81,99
95,799	88,55	90,755
94,632	86,287	90,224
94,504	86,475	89,254
92,575	83,269	87,51
96,211	86,516	90,409
96,572	87,078	91,068
89,519	80,505	84,177
93,424	84,931	88,932
92,811	84,176	86,503
88,641	77,256	81,857
92,902	85,966	87,125
88,302	78,253	81,765
92,184	84,214	86,979
94,595	86,284	88,719
90,624	79,579	83,545
91,499	79,895	84,929
92,129	80,441	86,417
94,834	85,418	89,757
93,461	83,511	88,395
93,832	84,76	89,42
94,512	88,116	90,012
90,195	78,38	83,703
85,868	73,666	79,647
80,342	68,128	74,061
77,725	62,851	70,753
77,516	63,326	68,719
79,703	63,982	70,946
81,621	68,421	73,458
85,469	72,868	79,898
88,378	75,36	81,484
80,448	65,05	73,966
86,992	71,611	80,189
90,963	78,727	84,198
90,133	78,278	82,988
89,508	80,073	85,039
83,544	72,37	76,701
85,668	73,099	79,505
87,804	76,932	82,202
88,851	75,803	82,689
90,74	80,576	85,834
85,861	74,24	79,248
86,913	76,027	80,354
86,933	76,387	81,2
89,349	78,773	83,056
86,88	75,818	80,676
86,346	73,119	80,665
97,017	89,209	93,208
91,065	78,567	84,03
91,077	78,538	85,933
91,032	78,645	85,126
93,222	84,661	87,77
95,175	86,066	90,28
90,205	76,654	84,38
86,911	74,103	79,003
89,512	78,763	81,904
89,676	78,072	83,596
89,78	77,702	83,128
86,903	72,753	78,612
82,774	72,887	73,821
85,934	77,467	78,106
82,388	69,804	74,044
89,044	75,19	81,332
91,834	78,015	85,03
93,082	81,503	87,355
93,111	81,4	87,267
84,387	68,147	78,155
90,855	79,858	83,55
88,251	76,022	80,378
86,188	71,056	79,737
83,995	70,163	74,917
78,738	62,068	68,932
76,171	60,097	66,096
75,026	56,37	67,254
84,061	68,92	74,603
91,041	77,855	82,867
87,042	72,788	77,957
87,5	76,367	79,101
86,001	75,06	78,638
90,498	81,239	82,595
88,422	78,541	82,268
90,419	80,968	83,895
90,88	82,447	83,196
90,32	79,26	82,185
93,211	83,001	85,643
93,981	84,391	87,984
95,439	86,81	90,536
94,752	85,799	88,358
93,962	84,88	87,931
94,039	84,831	88,327
94,947	83,717	88,727
96,889	87,222	91,412
94,55	85,821	89,17
91,911	82,628	86,007
92,77	83,143	87,437
91,221	81,283	85,16
94,532	84,451	89,192
94,096	83,416	88,372
94,559	84,633	89,506
94,517	85,169	89,159
93,808	83,341	86,725
93,657	82,229	88,145
91,134	78,846	83,959
94,901	85,51	89,963
94,35	84,612	89,847
95,078	83,557	89,419
91,537	78,196	84,55
92,5	81,232	86,723
94,302	83,69	89,45
93,048	83,216	87,611
90,192	79,858	83,838
92,793	79,986	87,073
89,755	77,207	82,382
87,785	74,793	78,86
91,162	80,383	82,225
90,899	79,38	82,954
88,134	73,609	78,593
91,802	79,444	83,633
92,917	82,708	86,736
90,441	77,333	82,141
83,255	72,668	72,603
89,073	75,552	82,971
92,474	80,706	85,618
92,614	78,45	86,371
91,63	76,93	84,47
91,67	78,929	86,122
90,303	76,263	83,015
92,484	80,202	87,349
95,142	82,471	89,102
96,235	86,055	91,291
92,854	79,39	85,471
90,981	77,834	85,545
93,493	81,68	86,528
98,343	92,606	95,335
98,506	92,681	95,162
90,205	75,9	82,519
97,94	90,784	93,818
97,918	90,84	93,599
95,831	87,612	91,14
96,141	88,177	92,084
82,78	69,686	73,682
97,201	89,703	92,431
98,241	91,769	95,067
97,873	90,924	93,394
98,36	92,201	94,792
98,269	91,753	94,706
96,592	88,42	92,324
97,942	90,232	93,455
98,098	90,867	94,275
97,164	89,275	93,08
96,505	88,783	91,552
92,951	83,618	87,29
96,218	86,463	91,365
90,441	79,564	84,576
96,186	89,591	92,05
91,397	83,098	87,613
97,737	91,45	94,5
96,288	88,023	92,001
96,689	87,458	90,608
94,988	83,615	89,49
95,471	84,059	89,067
97,099	88,414	92,09
97,222	90,418	92,232
93,761	82,884	88,922
92,304	80,564	85,864
89,396	74,171	82,698
97,84	91,647	93,499
93,315	84,448	87,397
63,022	56,343	53,179
83,456	73,973	76,859
73,051	60,593	62,173
77,273	60,366	67,686
80,331	64,524	70,917
91,661	80,424	84,608
85,145	70,691	77,048
87,142	73,748	79,456
91,544	78,573	83,683
93,081	83,506	87,087
87,638	76,496	80,946
91,214	79,986	84,49
85,414	73,576	78,811
91,048	77,107	85,162
86,491	74,986	80,35
89,996	78,786	84,982
89,959	78,462	85,225
87,574	73,393	81,302
86,467	75,741	80,846
85,773	75,216	77,749
86,231	73,359	79,565
84,109	71,975	75,552
85,479	72,592	78,374
84,908	72,972	78,859
88,805	78,691	83,272
84,233	70,295	77,231
88,5	77,679	82,707
83,177	71,841	75,21
87,7	78,385	82,393
87,842	78,112	80,765
85,91	73,372	78,142
85,854	75,92	79,124
83,019	71,52	75,303
84,74	73,138	76,748
84,892	72,995	78,366
84,863	71,678	76,728
87,347	73,767	80,789
81,109	68,928	74,854
87,556	73,438	81,157
85,375	71,543	78,769
87,572	75,817	81,589
85,56	73,75	79,875
89,631	76,809	82,458
87,473	73,732	79,926
89,335	77,665	81,834
86,22	72,517	78,657
93,726	83,983	87,504
92,884	82,195	87,265
96,66	88,952	92,857
94,935	85,608	90,407
94,231	84,162	89,619
86,464	76,246	79,724
90,332	80,802	85,451
80,881	63,518	73,777
87,681	76,608	83,195
86,212	72,48	80,33
88,39	74,155	81,717
85,765	71,826	79,941
82,808	70,478	77,995
83,488	70,968	78,722
76,077	66,718	70,795
78,069	64,278	73,275
74,986	60,677	69,354
77,045	66,776	72,939
84,661	76,35	77,914
89,335	80,541	83,48
89,476	76,906	81,374
97,305	90,293	93,349
88,336	76,055	79,344
88,922	81,352	82,584
85,204	75,854	77,849
88,154	79,226	81,21
89,264	78,209	80,59
90,65	79,96	84,411
88,296	77,634	81,767
88,923	79,545	82,866
90,687	81,404	84,807
86,59	76,452	80,039
91,466	82,817	84,692
92,805	83,141	87,114
90,881	81,416	84,571
92,548	82,498	87,453
93,227	83,588	88,318
89,406	78,372	84,082
92,205	81,844	86,719
91,944	82,012	85,925
91,942	81,413	87,07
91,794	81,103	86,344
89,768	78,889	85,247
88,977	78,048	83,759
90,386	79,36	85,633
90,525	77,953	84,602
90,272	77,756	85,197
91,307	79,357	85,812
90,871	79,877	84,98
90,12	78,746	83,723
89,226	77,964	82,993
88,449	76,18	82,346
87,605	75,046	81,252
88,618	76,086	82,616
84,422	67,73	78,028
83,245	70,075	77,167
84,813	70,137	78,412
87,994	75,298	81,755
85,831	72,028	79,811
85,441	72,182	79,945
90,706	79,461	84,765
86,206	74,807	79,953
82,079	68,842	77,447
44,389	34,624	43,386
56,182	47,823	53,429
80,339	73,575	74,949
81,719	70,322	74,97
83,887	72,9	77,77
79,712	65,075	71,231
95,72	88,361	90,786
93,358	82,529	87,576
88,502	79,758	83,475
83,826	69,964	77,395
83,91	64,215	75,484
79,422	63,725	72,772
80,343	69,319	74,431
76,889	64,46	70,742
68,075	54,803	60,901
73,32	60,758	66,583
77,597	68,903	71,583
82,584	72,657	76,534
82,534	74,085	76,558
82,351	74,002	75,782
78,525	65,651	71,315
72,389	56,95	65,777
67,324	52,312	60,459
51,231	30,22	36,672
61,088	50,429	55,086
47,416	30,855	38,388
56,665	33,719	44,899
66,552	51,64	60,442
54,729	40,068	50,226
66,215	53,719	57,811
37,266	25,071	36,025
74,381	60,846	70,736
78,159	67,147	70,774
97,47	89,564	93,176
91,691	84,476	87,339
84,945	74,926	76,421
88,167	80,677	82,42
80,664	69,861	73,302
94,153	86,767	89,174
88,739	80,636	82,638
90,876	81,312	85,538
85,084	75,492	76,518
92,225	85,183	85,988
93,169	85,63	88,073
96,814	89,303	92,773
96,869	88,017	92,146
96,883	88,243	91,59
96,997	89,792	91,973
95,68	87,934	90,553
95,24	87,948	91,188
92,556	80,306	86,538
93,499	81,485	87,301
95,787	86,531	91,249
94,42	86,067	89,478
92,784	82,157	85,956
90,428	81,668	83,45
91,138	81,008	84,248
88,435	78,029	80,355
84,305	72,269	75,642
83,592	71,254	77,908
88,874	79,933	84,726
83,512	73,443	79,509
82,655	72,865	78,26
89,059	80,159	84,062
97,292	90,224	93,774
93,133	85,011	88,79
92,707	85,22	88,444
88,364	79,607	83,684
88,58	78,119	83,073
86,522	75,813	80,363
90,311	79,785	84,477
89,399	79,653	84,165
88,572	79,373	82,566
87,447	77,079	81,239
88,178	79,041	83,559
86,004	74,392	78,792
81,694	68,317	75,967
57,505	40,856	50,21
62,58	47,255	56,916
54,909	41,532	50,519
50,562	38,994	46,451
48,0	29,741	35,457
49,305	32,665	38,237
36,505	30,597	33,143
42,406	24,959	35,711
38,543	25,748	32,306
33,867	23,948	29,966
28,336	11,29	25,274
30,573	26,662	28,177
42,79	33,34	38,604
53,427	34,023	40,309
69,501	57,855	65,235
97,184	90,465	93,039
95,848	88,327	91,124
95,826	87,733	91,927
96,411	88,981	92,735
95,266	86,248	90,907
93,712	83,065	88,05
92,499	83,248	87,75
92,992	84,575	88,087
91,422	81,697	85,593
90,744	81,032	83,737
92,048	80,716	84,185
94,174	85,559	87,664
92,246	82,164	86,359
88,36	80,204	80,997
93,899	84,14	86,941
93,961	83,767	87,427
93,206	82,16	86,116
98,188	90,944	94,207
95,995	88,423	90,415
89,435	81,027	82,411
76,064	70,53	70,952
92,291	84,778	87,741
84,786	75,865	77,976
85,321	78,438	79,701
92,215	84,444	86,413
92,422	84,061	86,852
89,381	82,186	83,679
88,142	78,473	80,828
78,17	70,459	71,65
95,704	88,041	91,073
93,066	82,703	86,714
93,482	85,795	87,577
90,086	82,141	84,686
85,695	78,062	79,016
89,351	80,949	84,227
86,248	73,881	80,042
85,298	70,165	78,361
83,497	69,38	75,827
87,655	74,04	80,767
89,169	75,95	81,636
82,6	68,972	74,691
85,051	71,798	79,143
79,632	65,947	73,835
79,077	62,658	71,254
85,975	72,277	79,448
85,988	69,718	79,088
91,597	77,781	85,118
90,084	76,392	82,184
87,024	72,474	81,089
93,595	81,508	88,458
91,635	78,334	84,578
94,855	85,397	89,41
97,315	90,507	92,679
96,048	88,119	91,149
92,597	84,224	86,593
87,536	78,904	83,141
95,251	87,014	90,228
96,324	86,353	90,85
77,62	56,282	68,104
69,179	52,032	59,859
47,122	25,829	38,251
68,733	52,328	57,916
59,616	44,368	51,085
77,988	67,315	71,784
81,003	69,228	73,594
81,348	69,493	74,929
84,101	71,745	78,099
70,595	65,74	66,558
66,269	55,193	60,687
70,846	61,095	65,243
57,921	50,078	55,472
40,64	24,935	36,356
45,004	26,04	36,26
33,653	15,762	25,353
44,462	28,138	42,466
48,689	29,868	42,647
49,149	34,506	43,461
67,662	57,257	62,551
67,29	57,208	56,078
64,342	57,104	54,896
