Tetrahedral	Seesaw	V-trigonal-bipyramid
3.858	2.187	3.795
6.591	1.095	5.542
6.582	0.785	5.943
4.967	1.637	4.573
6.947	0.801	6.133
5.817	1.238	4.939
4.893	1.714	4.411
7.651	1.078	6.703
6.882	0.617	6.209
6.556	1.249	6.617
5.334	1.208	5.124
6.201	1.197	6.689
5.459	1.261	5.484
7.0	0.665	6.531
5.717	0.947	4.797
7.46	1.439	7.864
5.921	1.214	5.432
6.095	0.969	5.072
6.075	0.846	4.872
7.39	1.153	6.116
6.337	1.268	5.538
6.517	0.906	6.055
5.829	0.929	5.26
7.255	0.895	6.883
6.509	1.367	6.046
5.851	0.934	4.884
5.739	1.093	5.626
6.144	1.778	5.569
6.463	0.854	5.904
6.407	1.194	4.721
6.761	1.392	6.499
6.557	0.912	5.613
4.715	1.651	4.189
4.831	1.689	4.686
5.561	1.466	5.021
7.217	1.006	6.269
7.178	1.045	6.384
6.406	1.11	5.981
7.212	0.894	6.397
6.059	0.73	5.018
5.372	1.395	5.278
5.439	1.124	4.64
7.293	1.297	7.318
6.186	1.485	6.48
6.663	0.966	6.122
6.818	0.831	5.627
5.274	1.063	5.366
7.134	0.766	6.022
8.012	1.005	6.432
4.558	2.359	4.571
4.894	1.513	5.167
6.204	1.168	6.058
6.405	0.64	4.913
6.504	1.044	5.077
5.407	2.152	4.008
7.42	0.89	6.99
6.567	1.168	5.605
7.114	1.529	7.351
5.239	1.29	4.085
5.618	1.707	4.663
5.117	1.513	3.726
6.212	1.412	5.706
4.423	2.076	4.127
6.349	1.049	5.231
6.313	1.489	5.225
7.556	1.813	6.297
5.758	1.095	5.456
6.556	0.797	5.928
7.344	1.102	6.899
5.827	1.316	4.706
6.344	1.145	5.572
5.635	1.371	4.283
6.792	0.69	6.266
6.489	0.783	5.815
8.343	0.941	7.745
6.751	1.81	6.578
7.578	1.135	6.159
5.607	1.327	4.835
6.128	1.044	4.995
7.147	0.967	6.077
5.403	1.237	4.516
6.771	1.149	6.394
6.075	0.81	5.294
5.648	1.166	4.798
6.75	1.008	5.792
5.032	1.427	3.78
7.066	1.243	5.055
7.049	1.068	6.742
5.025	1.424	4.359
5.458	2.373	4.757
6.742	0.834	5.084
7.424	1.195	6.965
6.876	1.436	7.057
6.447	0.776	5.834
5.699	1.116	4.835
5.617	1.214	5.086
5.086	1.32	4.864
6.091	0.699	5.384
5.793	1.436	4.897
7.202	0.895	5.356
6.832	1.465	6.985
5.982	1.048	5.791
5.659	1.297	4.259
5.533	1.469	5.234
4.877	1.164	5.086
6.507	0.716	5.639
5.746	1.009	5.067
6.433	0.782	5.605
5.674	0.982	5.18
7.947	0.65	7.315
7.351	1.152	6.909
5.895	1.023	4.791
6.607	1.552	5.23
5.9	0.857	4.407
4.423	1.729	3.478
6.084	1.009	5.037
4.987	1.633	4.939
7.201	1.205	6.377
6.512	1.609	5.831
6.617	1.33	6.257
7.682	0.826	6.752
5.871	1.083	4.466
6.301	0.598	5.409
7.201	0.571	6.859
5.028	1.651	4.351
5.784	1.045	5.054
6.202	1.191	5.998
5.832	1.389	5.644
5.961	1.135	4.983
6.198	1.218	4.516
5.608	1.086	4.275
6.096	1.151	6.324
6.669	0.975	5.932
5.58	1.35	4.491
6.01	1.03	6.014
6.464	0.978	6.145
5.173	1.533	4.567
6.72	0.862	6.211
6.07	1.192	5.014
5.713	1.362	4.259
6.325	0.941	6.142
6.683	0.985	6.406
5.603	0.905	4.668
5.403	1.23	4.8
7.181	0.778	6.238
6.602	1.246	6.072
6.626	0.613	6.341
5.217	1.557	4.151
4.725	1.75	4.935
6.258	1.017	6.013
6.317	2.027	5.968
5.775	1.596	5.526
4.727	1.218	4.709
7.33	0.758	6.323
6.206	0.826	5.556
6.58	1.164	6.136
5.687	0.824	5.383
5.35	1.664	4.826
7.757	0.441	6.346
5.075	1.203	4.703
5.314	1.265	4.609
6.271	0.633	5.393
5.26	1.595	4.923
7.806	0.752	7.383
4.679	1.9	4.092
6.187	2.275	6.757
5.661	1.646	4.174
5.852	1.511	6.389
6.812	1.181	6.831
6.412	0.72	5.786
5.323	1.318	4.615
6.201	1.549	5.721
5.483	1.104	5.165
7.009	1.263	5.106
7.168	1.19	6.796
8.502	0.97	7.916
5.122	2.178	4.615
6.753	0.895	6.354
6.079	1.364	5.963
5.093	1.627	5.716
6.711	1.482	6.049
6.404	1.002	5.974
7.11	0.857	6.777
6.203	1.345	5.458
5.022	1.451	3.619
4.598	1.562	4.327
6.772	0.918	5.697
4.881	1.626	4.615
5.939	1.258	4.948
6.055	1.963	5.792
5.882	1.387	5.558
7.099	1.095	6.978
6.053	0.985	5.838
6.146	0.995	5.558
5.348	1.67	4.785
5.481	1.354	4.693
6.148	0.86	5.983
5.241	1.387	4.971
6.388	1.173	5.615
5.327	1.614	6.047
5.809	1.123	5.03
7.177	1.253	6.276
5.92	1.924	6.039
5.164	1.458	5.555
6.612	0.77	5.902
6.667	1.167	5.965
5.929	1.384	4.253
5.263	2.029	4.2
5.277	1.56	4.748
7.075	0.567	5.722
5.572	1.551	4.269
6.237	0.912	5.985
6.166	1.012	4.366
6.724	0.85	5.878
4.911	2.213	4.663
6.651	1.283	5.375
5.152	1.359	5.019
5.279	1.675	4.091
6.932	0.998	6.41
6.187	0.822	5.513
4.802	1.797	4.013
6.153	1.302	5.903
4.699	1.4	4.157
5.595	1.149	5.819
6.613	0.928	6.435
5.204	1.289	4.719
6.662	1.445	6.413
6.866	0.745	5.01
6.94	1.216	6.427
6.493	0.838	6.092
5.603	1.279	4.185
5.761	1.233	4.476
5.755	1.033	5.477
4.611	1.615	4.183
6.139	1.182	5.99
6.575	0.919	5.97
6.167	0.887	5.306
7.726	0.548	6.242
5.533	1.218	4.596
6.014	1.143	5.839
6.083	1.269	4.433
5.69	1.95	5.483
5.926	1.138	5.051
6.419	1.136	5.856
5.098	1.162	4.892
5.421	1.701	5.728
5.746	2.035	4.048
4.959	1.459	4.525
6.579	1.43	6.161
5.831	0.999	4.507
7.242	0.946	5.69
5.409	1.479	4.174
5.689	0.963	5.611
5.843	1.858	4.177
4.777	1.877	5.182
5.627	1.362	4.253
5.351	1.455	5.228
5.797	1.015	5.632
4.951	1.39	4.614
5.77	1.503	4.729
6.173	1.114	4.895
6.761	0.958	6.712
5.397	1.667	3.89
6.519	0.739	5.288
5.045	1.314	5.177
7.315	1.3	5.452
6.057	0.84	5.177
6.795	1.006	6.016
5.909	1.296	4.659
6.353	1.055	5.328
3.774	1.708	4.044
6.427	0.989	6.417
5.665	1.734	4.253
6.741	1.059	5.272
6.544	0.849	6.026
5.723	0.923	5.16
6.211	1.475	6.281
7.717	1.235	7.342
6.476	1.406	5.572
5.949	1.097	5.454
5.917	1.086	5.14
5.62	1.503	5.154
4.612	1.376	4.36
7.647	0.647	7.319
5.016	1.118	4.514
6.221	0.792	5.461
5.952	1.016	5.731
4.614	2.135	3.895
6.059	0.859	5.13
8.599	0.302	7.542
5.899	1.65	5.526
5.335	1.553	4.388
6.957	0.965	6.486
6.198	1.332	5.869
6.283	0.823	5.686
6.11	0.91	4.995
6.651	2.118	4.75
5.767	1.028	5.46
7.347	0.724	6.293
4.155	1.658	3.871
3.942	1.875	4.161
8.376	1.135	6.852
6.158	0.819	5.865
5.88	1.063	5.102
5.923	1.29	5.557
5.334	1.463	4.361
5.306	1.297	4.292
7.549	0.789	7.038
6.436	1.123	4.991
6.856	0.85	6.195
5.625	1.765	4.868
5.705	1.254	5.434
5.883	1.216	5.402
5.28	1.22	4.806
6.165	1.344	5.458
6.253	1.349	5.736
5.492	1.569	5.054
6.159	1.004	5.853
4.932	1.498	4.536
5.075	1.443	4.127
7.164	1.001	5.778
5.427	1.656	5.618
5.722	1.403	4.833
7.368	0.692	5.926
7.378	1.444	6.144
5.74	1.402	4.515
5.122	1.51	5.366
8.31	1.182	5.679
5.464	1.553	5.246
7.592	1.043	6.249
4.613	2.056	3.201
6.014	1.36	5.017
5.913	1.033	5.259
5.957	1.368	4.985
5.397	1.145	4.892
5.303	1.62	4.168
5.625	1.031	5.481
5.117	1.793	5.252
7.418	0.604	6.778
7.544	0.572	6.225
6.744	2.114	7.279
7.728	1.044	6.31
4.585	1.652	4.563
5.501	0.876	4.568
6.328	1.114	5.703
4.729	1.672	3.924
5.414	1.054	4.908
6.575	1.124	5.176
6.587	1.248	4.513
7.538	0.841	6.348
7.553	0.728	6.803
6.713	1.152	5.219
5.516	1.559	4.995
9.085	1.722	8.178
6.191	1.025	5.879
6.966	1.013	5.635
6.342	0.564	5.439
6.376	1.542	4.254
6.16	1.01	4.824
6.76	0.883	5.37
6.135	1.254	5.614
7.975	0.664	7.521
6.026	1.188	4.371
6.509	1.442	4.286
6.996	1.043	6.149
6.63	1.154	5.976
6.819	1.012	6.825
6.549	0.988	5.123
6.255	0.851	4.967
6.333	1.341	6.906
5.385	1.487	5.256
5.999	1.289	5.922
5.14	1.666	4.071
5.653	1.618	4.456
4.838	1.603	5.087
4.776	1.587	3.616
5.578	1.384	4.463
7.246	0.736	6.296
6.271	0.623	5.754
5.908	1.821	5.259
6.577	0.922	5.424
5.227	1.646	3.983
6.464	0.939	5.287
7.0	0.736	6.228
4.139	2.314	4.006
5.828	0.838	4.944
7.105	1.047	6.568
6.315	0.794	6.055
5.853	1.326	5.057
5.5	1.27	5.365
5.02	1.369	4.899
5.283	1.551	5.523
5.29	1.249	4.547
5.487	1.891	5.037
5.124	1.471	5.166
7.103	0.643	6.722
6.53	1.101	6.134
7.789	1.158	6.494
6.703	1.191	6.676
5.254	1.654	5.432
6.853	0.736	6.065
5.996	1.068	5.598
6.298	2.032	5.476
5.864	1.235	5.126
6.703	0.842	5.917
5.724	1.028	5.116
5.762	1.381	4.189
5.227	1.08	4.184
7.933	0.982	6.902
7.202	0.676	6.033
6.207	1.105	5.377
5.818	0.988	5.374
6.439	1.66	4.61
6.154	0.779	5.25
7.351	0.856	6.976
6.768	1.778	7.215
5.305	1.564	4.623
7.366	0.921	6.515
5.209	1.403	5.122
6.589	1.329	6.149
5.524	1.001	5.264
6.992	0.775	6.101
5.423	0.832	4.444
6.796	1.102	5.654
6.799	1.26	5.858
6.162	1.521	5.136
6.803	0.922	5.111
6.221	1.329	5.297
6.567	1.425	4.653
5.457	1.523	3.85
4.822	1.303	4.6
4.956	1.482	3.72
4.653	1.56	4.169
5.949	1.535	4.85
5.647	1.52	5.018
7.21	1.723	5.084
6.359	0.623	5.531
6.081	1.066	6.295
5.002	1.467	4.853
4.639	1.96	4.272
7.74	0.992	7.207
6.549	1.393	5.291
5.332	1.116	4.839
5.734	1.113	4.354
5.329	1.767	4.166
6.631	1.071	6.315
5.705	0.911	5.61
5.842	1.398	4.109
6.503	1.219	5.934
7.101	1.092	5.709
5.532	1.415	4.397
6.165	1.086	5.705
6.032	0.709	5.679
4.531	2.746	4.486
7.467	0.952	5.704
7.766	0.732	6.417
5.435	1.428	4.156
5.419	1.146	5.33
5.863	0.922	5.202
6.032	1.189	5.967
5.441	1.346	4.614
6.044	1.743	6.091
5.867	1.809	4.818
7.327	1.717	6.703
5.363	0.928	4.799
6.403	1.544	6.607
7.311	0.545	6.463
6.697	0.801	4.696
5.361	1.348	5.12
6.636	0.868	6.142
6.459	1.552	6.648
5.819	0.965	5.247
5.517	1.209	4.66
6.31	1.187	4.968
7.511	0.728	6.358
4.049	2.067	3.764
4.622	2.882	4.318
5.031	1.727	5.018
5.694	0.85	4.95
5.966	1.184	5.538
6.411	0.996	5.575
4.043	2.051	3.272
5.174	1.768	4.266
5.503	1.169	4.378
4.852	1.187	4.915
5.656	1.144	5.328
6.858	0.652	4.96
6.609	0.899	4.959
6.054	1.388	5.305
4.675	1.54	4.237
7.318	1.258	5.145
5.564	1.663	4.834
6.049	1.213	5.281
6.389	1.5	4.488
5.398	1.28	3.64
7.051	1.083	5.266
5.603	1.164	3.796
5.643	1.592	5.558
4.811	1.477	4.747
5.412	1.049	4.5
6.634	1.172	6.036
5.92	1.235	4.682
5.368	1.535	4.451
6.386	1.663	6.72
6.253	0.816	4.779
4.422	1.593	4.29
5.16	1.375	4.199
5.12	1.38	4.273
5.834	1.076	5.248
7.593	1.419	7.16
6.385	1.19	3.762
6.78	1.615	6.425
5.652	1.111	5.28
7.968	1.045	7.304
6.666	1.088	5.311
5.409	1.335	4.387
5.755	1.385	3.844
6.232	0.972	5.747
5.901	1.16	6.064
5.544	1.462	4.622
6.736	1.185	6.1
6.261	1.266	5.018
6.411	0.571	5.862
5.941	1.407	5.775
5.872	0.839	4.714
5.638	1.199	5.623
7.935	1.01	7.213
6.295	1.09	5.131
5.654	1.808	5.646
6.246	1.744	3.735
6.599	1.388	5.929
5.467	1.387	4.626
7.899	0.949	7.075
4.993	1.346	5.031
6.298	1.818	5.815
7.177	1.247	5.892
6.131	1.884	5.039
6.513	1.119	4.579
5.801	1.007	5.265
5.502	1.769	5.302
5.469	1.774	5.035
4.971	2.113	4.762
6.326	1.01	6.432
6.091	0.973	4.575
6.541	0.857	6.566
7.89	0.45	6.724
6.218	0.795	5.668
5.13	2.413	4.462
6.979	1.669	6.041
6.877	1.445	6.938
5.906	1.174	5.665
6.281	1.118	4.401
5.884	1.057	5.15
6.843	0.829	6.132
6.092	0.948	5.744
5.296	1.438	4.703
6.271	0.967	5.222
5.687	1.289	5.308
5.829	1.143	4.468
5.223	1.365	4.792
7.554	1.422	7.439
5.188	1.732	3.49
6.173	1.705	5.209
6.485	1.222	5.156
5.95	1.821	3.67
4.582	1.599	4.224
5.597	1.184	5.095
5.574	1.536	5.952
7.144	1.944	6.125
6.196	1.58	6.173
6.127	1.622	5.794
6.149	0.706	5.402
7.719	1.149	6.191
6.633	0.85	6.487
6.805	0.756	6.242
5.403	1.585	4.702
5.636	1.467	4.494
5.645	1.247	4.687
5.073	1.299	4.025
7.316	0.604	6.891
6.698	0.76	5.719
7.091	0.621	6.564
7.05	0.682	6.126
6.188	1.401	4.995
4.609	1.687	3.724
6.925	1.531	6.169
5.741	1.374	4.671
6.248	1.193	4.716
6.607	1.022	6.436
6.076	0.921	5.61
7.182	0.7	6.487
7.116	0.882	6.15
6.87	0.943	5.877
7.771	0.714	6.936
5.888	1.386	5.03
5.588	1.387	5.43
4.734	1.787	4.151
7.536	0.745	6.342
6.695	0.833	6.024
6.352	0.791	5.727
9.803	1.034	8.817
5.713	1.092	5.782
6.94	1.447	5.573
5.399	1.22	5.008
4.403	1.771	4.27
6.225	1.022	5.097
5.579	0.756	5.16
7.241	0.491	5.26
6.174	0.984	5.079
8.307	0.698	6.71
8.191	0.686	6.846
7.416	1.013	6.18
7.933	1.136	8.058
5.186	1.034	4.284
5.701	0.861	5.065
6.621	0.644	6.056
6.7	0.694	5.692
5.732	1.064	5.443
8.284	0.551	7.379
7.226	0.681	6.064
6.427	1.012	5.3
5.684	1.118	5.517
6.465	1.349	5.316
8.229	0.756	6.431
5.741	1.151	5.38
5.248	1.327	4.08
6.764	0.936	5.37
5.098	1.628	4.31
6.877	1.337	5.468
8.55	0.372	7.548
6.852	1.144	6.139
6.844	0.675	5.808
6.592	0.662	5.8
6.507	1.039	6.19
8.063	0.582	6.701
6.399	1.23	5.982
7.877	0.94	7.625
7.364	0.695	6.479
6.174	2.031	5.096
6.237	0.828	5.927
6.821	1.258	6.042
6.079	0.853	4.808
5.528	1.387	4.892
5.069	1.452	4.544
7.652	0.949	7.063
4.761	1.678	3.953
4.918	1.218	4.243
5.63	1.259	4.737
5.548	1.238	5.111
6.501	0.778	5.887
7.168	0.727	5.957
7.54	0.813	7.0
7.165	0.948	5.528
5.172	1.193	4.48
6.551	1.04	6.168
8.081	0.628	7.688
6.186	1.041	5.325
6.566	1.098	5.963
5.919	0.991	4.945
7.586	0.643	6.106
5.059	1.194	4.255
4.346	2.099	4.405
7.528	1.377	5.851
6.769	0.937	5.625
6.042	0.865	5.391
5.611	1.273	4.786
5.171	1.369	5.249
7.581	0.232	6.354
6.123	1.336	4.432
4.237	1.866	4.19
4.972	1.318	4.564
5.667	0.902	5.236
6.407	0.812	6.036
4.992	1.343	4.341
5.61	1.135	5.014
5.935	0.878	5.506
6.362	1.411	5.066
6.277	1.211	6.514
6.794	1.093	6.49
6.014	0.726	5.604
6.213	1.159	4.028
6.7	0.883	5.333
7.8	0.817	7.483
5.592	1.64	5.486
5.395	1.321	5.349
6.118	1.088	4.856
5.483	1.435	3.578
7.133	0.89	6.919
5.439	1.409	5.415
6.187	1.349	5.97
7.125	0.628	6.305
5.238	2.169	4.228
4.929	1.332	4.661
5.464	1.125	5.12
5.071	1.514	5.028
6.633	1.055	5.285
6.421	1.022	6.428
7.182	1.261	6.54
5.931	0.993	5.025
6.755	1.75	6.663
4.772	1.072	4.777
6.723	0.768	5.526
5.932	1.259	5.181
6.015	0.719	5.029
4.65	1.858	4.726
5.812	0.99	5.263
5.094	1.349	3.867
6.774	0.913	5.034
4.342	2.144	3.741
5.362	1.348	3.907
6.423	1.191	5.333
4.658	1.955	4.435
5.026	1.372	4.071
5.527	2.278	5.347
5.193	1.496	4.972
5.029	2.414	5.029
7.091	1.352	6.817
7.248	1.194	4.683
6.244	0.946	4.781
5.966	1.824	6.496
8.346	1.082	7.235
6.179	0.96	6.319
5.711	1.368	5.074
6.015	1.857	6.534
6.479	1.077	6.579
6.999	0.898	6.216
6.519	0.961	5.189
4.907	1.354	4.989
6.389	0.641	5.277
5.342	1.751	4.838
5.931	1.783	4.939
5.214	1.599	4.83
6.61	1.907	4.627
7.542	1.121	6.178
5.453	0.92	4.394
4.644	1.789	3.963
8.083	0.701	7.705
5.596	1.141	5.891
7.105	0.927	6.17
6.069	0.816	5.182
5.777	1.632	4.564
5.636	1.798	5.541
6.755	1.425	5.399
6.232	1.143	6.103
5.902	1.067	5.442
4.757	1.713	4.9
6.013	1.016	6.11
5.068	1.36	4.869
7.633	0.571	6.683
6.218	0.896	5.924
7.758	1.898	7.892
5.943	1.872	6.003
7.061	1.005	7.011
5.369	1.382	4.025
5.33	1.49	4.54
5.872	1.147	5.483
6.162	1.395	6.313
5.952	1.463	4.093
5.945	1.112	5.093
5.548	0.894	5.249
4.444	2.005	3.044
5.344	1.741	4.235
6.489	1.55	5.201
7.001	0.971	5.857
4.436	1.673	4.738
7.58	0.912	6.813
6.424	0.845	5.709
6.727	0.941	6.052
7.334	1.043	6.626
6.041	0.913	5.761
4.71	1.725	4.697
6.488	1.168	5.445
5.173	1.367	4.057
5.103	1.685	4.58
5.794	1.032	5.615
4.993	2.109	5.194
5.447	1.476	5.564
7.069	0.76	6.077
6.957	0.832	6.082
5.13	1.456	5.467
7.17	0.655	6.701
5.2	1.9	5.34
5.808	1.328	3.928
5.307	1.306	4.258
6.753	0.788	6.208
6.801	0.915	6.083
5.676	0.897	5.42
6.072	1.605	4.986
5.749	1.412	6.018
5.424	1.615	4.667
6.166	2.193	5.256
7.14	1.277	6.984
6.768	0.861	5.629
4.979	1.409	4.387
5.784	1.55	4.698
6.729	1.19	4.985
5.533	1.652	3.907
6.001	1.376	5.637
7.37	0.984	5.292
6.288	0.993	5.441
6.154	0.989	4.948
7.245	0.779	6.69
6.562	0.978	6.035
7.587	0.869	6.139
5.874	0.944	6.056
6.182	1.534	6.468
7.023	0.962	6.031
6.209	0.889	5.041
5.936	1.314	5.966
4.974	1.323	4.374
4.17	1.879	4.204
5.583	1.042	4.184
6.109	0.906	4.388
5.926	1.046	5.643
4.825	1.859	4.388
6.928	1.306	7.213
8.342	0.886	7.469
7.634	0.435	6.201
5.755	1.236	4.767
4.97	1.525	4.323
6.401	1.065	6.066
4.624	1.775	3.082
6.323	0.94	6.224
6.871	0.905	5.336
5.211	2.032	5.025
6.157	1.003	4.874
8.124	0.983	7.136
5.528	1.174	4.735
4.902	1.458	3.719
7.459	0.977	5.672
7.39	0.989	6.341
6.809	1.123	6.501
5.394	1.544	5.398
5.873	0.886	4.894
5.83	1.117	4.736
5.998	1.397	4.647
5.625	2.024	5.447
6.116	1.205	4.493
5.864	0.938	5.226
4.006	1.831	3.565
5.766	1.133	4.079
6.669	0.855	5.949
6.795	1.023	4.982
7.199	0.466	5.963
6.126	1.315	6.087
5.869	1.324	4.233
4.507	1.927	3.601
6.053	1.291	5.204
6.253	1.206	4.21
4.572	1.678	4.311
6.793	1.028	4.723
6.803	0.963	5.951
5.767	1.466	4.446
7.109	0.793	5.697
5.594	1.694	4.501
4.92	1.676	5.42
6.302	1.05	5.482
7.056	1.456	6.782
5.276	1.222	4.871
5.675	2.015	4.32
6.651	1.32	4.443
6.739	1.15	5.181
6.69	1.101	5.44
5.601	1.366	5.096
7.386	0.938	5.709
6.244	1.4	5.244
5.545	1.616	3.703
6.601	1.06	5.513
5.156	1.431	4.266
5.777	1.642	3.269
6.741	0.631	5.481
5.878	1.416	3.804
6.838	0.864	5.818
6.535	0.953	4.494
4.488	1.613	4.509
5.757	1.106	4.949
6.714	1.87	6.732
7.304	1.464	6.145
5.587	2.422	2.911
6.671	1.6	4.771
6.785	1.097	5.18
5.258	1.803	3.766
5.557	1.08	5.429
5.531	1.168	4.644
8.045	1.025	7.343
5.52	0.984	4.442
6.376	1.022	5.058
5.946	0.942	4.927
5.531	1.209	5.583
6.382	0.859	4.861
4.734	2.357	3.844
5.575	1.139	5.017
6.417	0.95	5.449
6.115	1.387	5.802
5.03	1.469	4.26
5.335	0.972	5.026
5.332	1.41	4.226
5.296	1.879	4.992
6.345	0.798	5.34
6.901	1.441	6.915
5.523	1.618	5.51
7.088	0.817	6.907
6.596	0.903	6.053
5.803	1.38	5.725
4.846	1.326	4.178
6.94	1.131	6.246
6.563	1.054	5.48
5.393	1.235	5.477
5.92	0.898	5.818
4.706	1.578	4.653
4.358	1.865	4.168
5.434	1.39	4.512
6.133	1.291	5.107
5.314	1.203	4.016
6.596	0.938	6.186
6.695	1.325	6.71
