Coordination,R1-CHARMM36m,CHARMM36m(NH2-CT3),R2-CHARMM36m,R3-CHARMM36m,R1-a99sb-ILDN,R2-a99sb-ILDN,R3-a99sb-ILDN,R1-a99sb*-ILDN,R2-a99sb*-ILDN,R3-a99sb*-ILDN
Seesaw,0.343,0.454,42.35,0.447,8.913,9.037,0.589,6.388,0.869,7.07
Seesaw,0.503,0.824,42.476,0.815,8.75,5.137,0.745,8.156,0.574,7.469
Seesaw,0.52,1.19,41.341,0.849,7.745,8.129,0.594,7.069,6.775,6.021
Seesaw,1.219,0.646,42.684,0.6,8.054,8.662,6.74,7.393,6.495,7.577
Seesaw,0.644,0.624,40.982,0.419,6.194,5.734,6.194,7.855,0.207,5.578
Seesaw,0.509,0.579,42.252,0.443,7.718,7.915,7.171,5.416,0.859,6.035
Seesaw,1.035,0.677,41.893,0.857,8.024,8.268,9.316,6.281,7.832,6.094
Seesaw,0.399,1.563,42.466,1.324,7.695,7.316,6.859,8.784,0.736,6.718
Seesaw,0.935,0.559,42.735,0.9,8.766,8.811,0.64,7.236,0.632,6.267
Seesaw,0.719,0.837,42.231,0.733,7.279,8.012,0.512,7.77,0.552,6.518
Seesaw,0.707,0.529,41.888,1.332,7.559,7.136,0.626,7.312,1.289,6.652
Seesaw,0.77,0.705,42.79,1.307,6.902,7.911,0.761,6.95,0.455,5.779
Seesaw,0.574,0.426,41.671,0.773,8.108,5.629,6.647,6.997,0.873,6.339
Seesaw,0.505,0.197,42.374,1.037,7.96,7.223,6.325,9.036,0.778,7.506
Seesaw,0.686,0.712,41.513,0.645,8.462,7.487,0.699,8.237,0.566,5.354
Seesaw,0.752,0.55,41.054,0.804,8.455,7.721,0.768,8.473,0.368,6.135
Seesaw,0.573,0.475,41.555,0.966,7.507,7.108,7.548,8.032,0.754,6.383
Seesaw,0.477,0.604,41.522,0.864,7.083,8.118,5.711,8.515,0.948,7.13
Seesaw,0.673,0.781,42.954,0.378,8.529,7.222,3.875,6.782,0.328,7.334
Seesaw,0.975,0.557,42.174,0.825,6.462,8.333,0.897,6.876,0.455,5.968
Seesaw,0.606,0.553,40.68,0.518,8.504,6.398,2.803,7.282,0.496,6.634
Seesaw,0.741,0.656,41.828,0.681,7.546,8.237,5.064,5.664,0.722,7.061
Seesaw,0.667,0.709,41.404,0.63,8.596,6.651,5.9,8.627,0.641,7.035
Seesaw,0.544,0.652,41.071,0.894,7.927,7.174,0.403,7.883,0.974,6.942
Seesaw,0.664,0.961,40.506,0.604,7.486,6.296,0.517,7.715,0.562,6.268
Seesaw,1.549,0.786,39.503,0.751,6.428,7.988,0.769,7.823,0.484,7.189
Seesaw,0.524,0.696,42.031,0.378,8.593,8.639,0.659,8.547,1.045,7.168
Seesaw,0.432,0.93,41.706,0.711,7.176,8.733,0.813,7.888,0.805,7.15
Seesaw,0.848,0.362,41.347,0.634,7.254,8.894,0.699,7.7,0.346,6.872
Seesaw,0.61,0.66,42.423,0.608,8.436,7.213,0.679,6.712,0.498,6.939
Seesaw,0.774,0.74,42.012,0.432,6.397,8.051,7.295,5.83,0.51,7.324
Seesaw,0.478,1.001,42.94,1.171,7.182,7.351,0.76,8.06,0.815,5.699
Seesaw,0.539,0.865,38.95,0.983,7.326,7.838,0.681,8.19,0.602,6.979
Seesaw,0.634,0.529,41.616,1.195,5.892,8.489,0.469,8.742,0.204,6.608
Seesaw,1.987,0.914,43.655,1.129,6.131,8.999,0.88,8.51,0.528,5.605
Seesaw,0.685,0.83,39.917,0.582,6.074,7.493,6.123,6.927,1.113,5.221
Seesaw,0.621,1.08,41.996,0.935,5.675,8.54,0.54,7.544,0.709,6.692
Seesaw,0.396,0.755,39.649,0.595,6.943,8.684,0.813,6.536,0.811,7.424
Seesaw,0.893,0.994,43.779,0.653,5.459,7.96,8.517,7.841,0.464,6.791
Seesaw,0.9,0.508,41.767,1.011,9.136,8.841,0.337,6.875,0.467,6.366
Seesaw,0.409,2.103,42.036,0.506,7.985,5.426,0.869,5.71,1.462,6.735
Seesaw,0.458,0.617,41.312,0.39,7.587,7.992,0.549,7.422,0.512,6.338
Seesaw,0.712,0.693,44.188,0.541,7.334,5.963,0.463,8.177,0.851,7.028
Seesaw,0.492,0.371,41.629,0.702,8.972,6.34,1.022,7.654,0.208,7.577
Seesaw,0.481,0.719,40.01,1.328,7.696,9.058,0.693,7.316,1.052,6.624
Seesaw,0.517,0.949,41.176,0.816,7.984,7.554,0.687,6.836,0.603,7.04
Seesaw,0.768,1.24,40.55,0.412,8.008,8.318,0.507,7.979,0.907,7.614
Seesaw,0.683,0.517,39.633,0.414,7.836,7.82,0.432,5.711,0.827,7.301
Seesaw,0.535,0.569,42.805,0.637,7.44,8.162,8.575,7.067,0.389,3.587
Seesaw,1.019,0.964,40.593,1.262,8.545,8.529,8.164,7.278,0.646,4.604
Seesaw,0.523,0.721,37.629,0.3,8.223,5.647,7.5,7.521,0.651,6.59
Seesaw,0.537,0.739,42.843,0.754,8.347,8.248,8.201,7.547,7.862,5.292
Seesaw,0.958,1.566,42.273,0.577,7.875,7.257,3.693,7.661,7.662,6.445
Seesaw,0.862,1.255,40.766,0.193,8.726,7.681,5.59,7.804,5.769,5.338
Seesaw,0.906,1.085,43.247,0.663,6.707,6.837,7.546,8.631,2.733,5.559
Seesaw,0.256,1.104,41.716,0.427,8.176,7.815,7.461,5.089,0.585,2.704
Seesaw,0.651,1.099,42.354,0.798,8.693,8.493,0.971,8.337,0.716,7.207
Seesaw,0.457,0.967,41.401,0.436,8.083,6.65,0.414,8.596,0.508,6.726
Seesaw,0.603,1.649,40.811,0.383,7.936,8.894,0.943,8.746,0.339,4.452
Seesaw,1.518,1.027,44.665,0.602,8.107,8.906,8.25,7.794,6.236,6.852
Seesaw,0.157,1.021,43.016,0.83,6.765,7.436,7.467,7.545,0.349,4.799
Seesaw,0.713,0.698,44.891,0.978,8.527,6.205,7.739,7.003,0.701,6.001
Seesaw,0.639,0.749,43.135,0.57,7.893,8.232,0.702,8.487,7.824,5.94
Seesaw,1.429,0.573,39.22,0.524,7.953,6.658,0.713,7.702,1.01,6.63
Seesaw,0.797,0.363,44.469,0.39,7.862,7.726,0.802,6.986,0.659,4.798
Seesaw,0.705,1.202,44.233,0.441,6.699,9,0.368,6.647,7.409,7.957
Seesaw,0.363,1.322,41.532,0.557,6.879,5.759,1.054,6.974,1.324,7.977
Seesaw,0.594,0.841,43.862,0.576,8.291,6.121,0.72,8.36,0.621,6.956
Seesaw,0.347,0.407,44.566,0.644,8.602,8.184,0.362,8.62,0.849,5.236
Seesaw,1.023,0.69,44.789,0.979,6.692,5.057,0.738,8.591,0.636,6.616
Seesaw,1.043,0.96,43.242,0.489,7.01,8.153,0.718,7.596,1.021,6.905
Seesaw,0.538,1.172,35.516,0.227,6.603,6.958,0.913,6.683,0.607,7.839
Seesaw,0.568,0.73,38.573,0.914,6.884,8.186,0.953,8.136,0.648,6.675
Seesaw,0.557,1.224,38.565,0.501,8.471,8.278,0.74,7.125,0.615,7.875
Seesaw,0.866,1.408,36.245,0.668,8.992,8.409,7.571,8.681,0.622,5.393
Seesaw,0.715,1.867,33.682,0.642,8.418,7.896,0.712,7.87,0.756,7.502
Seesaw,0.465,0.556,36.016,0.822,8.901,7.176,0.881,6.065,0.626,6.511
Seesaw,0.758,0.761,37.273,0.577,7.583,5.809,0.77,7.432,0.407,6.018
Seesaw,0.766,0.595,43.985,0.676,7.39,7.689,0.947,8.216,0.549,7.944
Seesaw,0.222,1.329,36.491,0.908,8.516,7.015,0.722,7.537,0.62,7.319
Seesaw,0.767,0.569,38.104,0.725,6.7,6.029,0.486,7.402,1.024,6.83
Seesaw,0.742,0.624,42.495,0.504,8.563,7.916,0.599,7.498,1.087,4.889
Seesaw,0.567,1.111,38.335,1.128,5.667,6.807,0.355,7.354,8.066,5.854
Seesaw,2.014,0.682,34.775,0.679,8.426,8.423,0.758,7.786,8.762,6.418
Seesaw,0.77,0.749,45.835,0.382,7.664,6.804,0.72,7.461,7.233,6.02
Seesaw,1.095,0.565,40.715,0.922,7.555,7.499,0.882,6.963,0.678,7.241
Seesaw,0.496,1.009,39.858,1.209,7.614,5.656,0.705,7.938,7.922,4.452
Seesaw,0.48,0.933,37.482,0.597,7.576,5.838,0.975,7.447,5.547,5.56
Seesaw,0.811,0.559,32.898,0.896,8.464,9.031,0.459,6.014,6.641,7.348
Seesaw,0.571,1.082,30.676,0.781,8.46,6.817,0.823,8.239,0.876,6.868
Seesaw,0.575,0.777,32.728,0.836,7.733,8.129,0.285,7.958,0.868,7.96
Seesaw,0.869,0.777,29.648,0.969,7.826,8.711,0.713,8.521,0.568,7.474
Seesaw,0.312,0.886,28.964,0.597,8.035,8.57,0.96,7.042,0.598,7.533
Seesaw,0.54,0.902,31.217,1.21,7.492,7.631,0.473,7.181,0.744,5.266
Seesaw,0.751,0.89,34.333,1.17,5.879,7.474,0.843,7.21,4.047,7.29
Seesaw,0.53,0.822,30.734,0.609,7.205,6.441,0.518,6.106,2.065,6.199
Seesaw,1.113,0.825,29.702,0.412,8.638,7.215,0.705,7.16,6.192,5.341
Seesaw,0.468,1.85,34.392,0.846,7.747,7.809,0.658,7.499,0.567,7.418
Seesaw,0.712,0.899,29.884,0.676,7.133,7.751,1.132,4.254,1.487,6.798
Seesaw,0.972,0.56,32.517,0.683,6.844,7.579,0.826,7.088,0.614,5.334
Seesaw,0.733,1.044,36.166,0.993,6.884,7.33,0.461,6.605,7.21,5.404
Seesaw,1.068,1.336,32.36,0.404,7.211,8.306,0.36,6.455,5.893,5.858
Seesaw,0.651,0.778,30.356,0.544,8.225,7.421,0.877,6.292,5.077,6.496
Seesaw,0.563,1.529,33.385,0.711,8.55,7.907,0.814,7.308,8.2,6.639
Seesaw,0.756,0.833,32.24,0.377,7.432,8.854,0.613,5.781,7.773,7.196
Seesaw,0.617,0.432,32.899,0.501,8.591,7.582,1.264,8.17,7.691,7.844
Seesaw,0.651,0.613,30.379,0.62,7.279,7.048,0.565,7.207,1.886,6.128
Seesaw,1.028,0.45,31.458,0.848,8.012,6.521,0.449,8.186,0.448,6.135
Seesaw,0.444,0.569,31.656,0.691,7.707,8.449,0.81,8.234,0.43,6.613
Seesaw,0.4,1.276,32.283,1.093,8.388,7.827,0.401,6.979,0.372,4.842
Seesaw,1.004,0.69,30.827,0.657,8.166,8.218,7.935,7.757,0.897,6.983
Seesaw,1.028,1.422,34.607,0.794,7.935,6.017,0.463,8.385,0.253,6.21
Seesaw,0.511,0.874,31.589,0.792,5.971,7.887,0.471,4.406,0.418,6.667
Seesaw,0.991,1.093,32.659,0.766,5.709,6.543,0.389,0.867,0.4,7.286
Seesaw,0.756,0.613,43.776,0.38,8.113,8.915,0.565,0.675,0.755,6.414
Seesaw,0.539,0.897,41.999,1.068,8.087,5.968,0.548,0.422,0.869,7.405
Seesaw,0.436,0.646,46.411,0.4,8.622,6.767,0.527,9.178,0.333,6.9
Seesaw,0.453,0.99,35.869,0.946,7.89,7.983,0.576,5.389,0.363,7.353
Seesaw,0.716,0.739,43.445,0.727,7.11,7.213,0.773,0.896,0.697,6.764
Seesaw,0.998,0.598,43.646,0.468,7.553,6.305,0.598,1.986,0.617,7.155
Seesaw,0.417,0.642,44.025,0.896,7.108,8.6,0.721,0.469,0.877,5.15
Seesaw,0.974,0.352,42.309,0.585,8.123,9.084,0.88,1.077,7.244,6.262
Seesaw,0.676,0.847,43.243,0.365,7.681,7.061,0.417,0.353,5.483,6.102
Seesaw,0.698,0.612,42.946,0.278,7.73,7.367,0.454,0.364,5.411,5.702
Seesaw,1.391,0.678,38.203,0.662,7.046,7.678,0.55,0.492,8.409,5.615
Seesaw,0.956,0.577,39.805,0.847,7.637,8.532,0.572,0.312,5.373,7.941
Seesaw,1.004,0.828,41.421,0.258,6.736,7.627,0.635,0.658,6.246,4.448
Seesaw,1.531,0.831,40.629,1.026,7.874,8.119,0.51,0.459,4.559,6.221
Seesaw,0.849,0.489,44.819,0.653,8.866,8.397,0.705,0.577,4.548,6.636
Seesaw,1.156,0.81,43.905,0.66,8.124,8.196,0.467,1.293,1.61,7.451
Seesaw,0.463,0.873,43.546,0.372,8.393,7.973,0.677,0.871,0.679,5.524
Seesaw,0.703,0.538,41.363,0.282,8.229,7.285,0.661,0.886,0.321,4.691
Seesaw,1.135,0.534,44.091,0.77,7.385,8.532,0.467,0.465,7.145,4.799
Seesaw,0.314,0.739,45.659,0.913,6.871,8.224,1.386,0.565,0.446,4.067
Seesaw,1.32,0.983,43.342,0.813,7.71,8.536,0.665,0.388,5.566,5.458
Seesaw,1.745,0.362,38.463,0.297,7.935,8.855,0.464,1.762,6.566,6.05
Seesaw,0.943,0.972,38.189,0.443,8.718,6.344,0.534,0.774,6.2,7.283
Seesaw,0.607,0.559,37.199,0.54,6.718,7.284,0.965,0.375,6.655,4.131
Seesaw,1.088,0.67,41.557,0.369,5.394,8.328,0.569,0.687,7.317,5.942
Seesaw,0.733,0.859,38.244,0.763,7.747,5.531,0.388,1.008,6.264,6.026
Seesaw,1.263,0.572,42.453,1.061,7.784,7.002,0.481,0.567,6.457,3.702
Seesaw,0.704,0.667,41.186,0.903,6.507,8.232,0.749,0.608,6.338,7.568
Seesaw,0.627,0.871,38.772,0.742,8.853,8.061,0.811,0.514,5.99,5.037
Seesaw,0.638,0.817,41.679,0.395,7.747,8.636,0.468,0.503,6.72,7.735
Seesaw,1.059,1.083,37.094,0.545,8.16,8.679,0.329,5.5,6.747,6.168
Seesaw,0.888,0.695,38.406,0.813,7.969,7.298,0.973,0.797,6.41,5.607
Seesaw,0.265,1.056,44.417,0.368,6.623,7.875,1.203,0.856,3.908,5.67
Seesaw,0.982,0.877,43.838,0.522,6.352,7.419,0.661,1.14,7.958,6.346
Seesaw,0.768,0.724,37.864,0.331,8.781,8.92,0.326,0.726,6.524,7.138
Seesaw,0.718,0.908,44.203,0.674,8.331,7.336,0.861,6.613,6.987,7.749
Seesaw,0.512,0.517,43.366,0.679,7.368,7.602,0.587,0.996,6.748,6.313
Seesaw,0.6,0.667,39.303,0.994,7.589,8.58,0.354,0.779,7.768,7.627
Seesaw,0.638,0.486,41.631,1.044,7.733,8.878,0.915,0.403,7.599,5.982
Seesaw,0.917,0.361,43.98,0.778,8.575,7.503,0.879,0.574,0.692,6.97
Seesaw,0.765,1.382,44.059,0.795,8.121,7.461,0.53,0.449,6.106,5.555
Seesaw,0.721,0.81,40.507,0.522,6.765,8.175,0.202,0.25,0.985,6.854
Seesaw,1.266,0.485,42.148,0.939,8.336,4.447,1.073,0.967,0.512,7.351
Seesaw,0.205,0.922,42.305,0.511,8.332,6.65,0.379,0.751,0.513,4.748
Seesaw,0.63,0.824,39.78,0.872,8.01,7.455,1.184,0.479,0.491,6.766
Seesaw,0.76,0.886,38.744,0.923,8.127,7.806,0.553,0.569,0.459,6.228
Seesaw,0.643,0.747,42.953,0.678,7.396,4.18,1.035,0.699,0.804,6.825
Seesaw,0.982,0.497,41.995,0.687,6.815,6.812,0.867,1.399,0.445,7.034
Seesaw,0.464,1.168,43.764,0.542,7.605,8.698,0.632,0.212,0.676,6.76
Seesaw,0.519,1.009,43.662,0.666,7.49,7.26,0.528,0.158,0.43,6.054
Seesaw,0.863,0.627,46.271,0.862,8.156,8.252,0.347,0.617,0.567,5.159
Seesaw,0.524,0.371,42.987,0.612,6.796,6.949,0.678,0.703,0.264,6.929
Seesaw,0.413,0.594,37.6,0.652,8.347,7.577,0.765,1.013,0.599,6.291
Seesaw,0.223,0.57,38.885,0.741,6.094,6.533,0.403,0.451,0.778,3.224
Seesaw,0.716,1.029,41.518,0.426,8.519,5.034,1.018,0.553,0.876,5.536
Seesaw,0.429,0.713,46.723,0.731,8.538,6.779,0.499,1.138,0.607,6.603
Seesaw,0.727,1.023,40.803,0.611,8.298,7.966,0.563,7.048,0.209,5.225
Seesaw,0.643,0.917,40.428,1.058,7.24,7.715,0.311,0.481,0.315,5.198
Seesaw,0.92,0.453,45.195,0.518,9.391,7.958,2.099,0.51,0.541,6.912
Seesaw,0.474,1.293,45.172,0.663,8.701,7.123,0.451,6.595,0.567,6.971
Seesaw,0.599,1.525,45.06,0.834,6.738,7.389,0.441,8.529,0.646,6.892
Seesaw,0.934,1.075,38.07,0.707,8.784,6.624,0.582,0.632,0.79,4.169
Seesaw,0.478,0.988,36.88,1.52,7.675,8.768,7.624,1.372,0.819,7.112
Seesaw,0.732,1.319,44.407,0.812,8.347,8.044,8.414,0.796,0.451,5.755
Seesaw,0.662,0.589,44.255,0.885,7.339,7.128,0.893,0.83,0.812,6.57
Seesaw,0.616,0.626,36.59,0.733,5.588,7.544,0.428,0.826,0.817,7.794
Seesaw,0.649,0.343,40.396,0.501,8.975,8.796,0.742,0.627,0.481,7.465
Seesaw,0.636,0.835,35.029,0.499,8.409,7.157,0.622,0.836,0.448,7.595
Seesaw,0.446,0.656,44.033,0.867,7.02,7.01,0.456,0.762,0.269,7.192
Seesaw,0.476,0.761,42.651,0.537,8.144,9.09,0.865,0.474,0.527,7.615
Seesaw,0.776,0.274,34.258,0.619,7.869,8.294,0.372,0.908,0.718,6.915
Seesaw,0.527,0.447,38.258,0.491,8.313,8.513,7.969,0.658,0.41,5.462
Seesaw,0.728,0.382,39.491,0.7,7.939,7.635,8.331,0.917,0.402,7.328
Seesaw,0.758,0.893,44.356,1.171,8.009,8.646,5.766,0.61,0.316,5.808
Seesaw,0.662,0.963,43.15,0.385,8.658,7.826,8.021,0.813,0.412,6.057
Seesaw,0.863,0.446,39.637,1.119,7.481,8.817,7.528,0.927,0.931,6.09
Seesaw,0.907,0.989,37.646,0.77,7.695,8.017,7.553,0.554,0.333,6.613
Seesaw,0.633,0.497,41.975,0.552,7.786,6.512,1.023,1.238,0.552,7.478
Seesaw,0.536,0.507,42.751,1.025,8.273,6.068,0.704,0.437,0.407,6.091
Seesaw,0.598,0.774,43.339,0.75,7.064,7.703,0.547,0.413,0.331,6.36
Seesaw,0.82,0.33,40.997,0.456,8.009,7.764,0.373,0.528,0.405,8.158
Seesaw,0.854,0.842,40.224,0.525,7.568,7.562,0.333,0.566,0.543,7.152
Seesaw,0.698,0.742,37.443,0.991,6.087,7.887,0.498,0.695,0.552,6.418
Seesaw,0.707,1.262,40.624,0.696,7.501,6.431,0.68,1.074,0.247,6.003
Seesaw,1.069,0.498,41.224,0.745,9.081,8.52,0.602,0.522,0.506,6.522
Seesaw,0.948,0.975,40.592,0.657,8.403,7.851,0.582,0.315,0.418,7.921
Seesaw,1.009,0.596,39.267,0.831,8.136,7.487,6.724,1.175,0.695,6.93
Seesaw,0.819,0.597,32.843,1.041,7.618,8.012,6.985,0.292,0.592,5.348
Seesaw,0.726,0.743,40.256,0.447,5.614,7.547,8.788,0.76,0.741,7.303
Seesaw,0.495,0.656,37.036,1.039,8.384,8.898,5.148,0.395,0.557,6.088
Seesaw,0.975,0.586,39.156,0.735,8.28,7.775,0.532,0.261,1.173,4.456
Seesaw,0.432,0.489,40.687,0.913,8.134,7.815,0.554,1.02,0.392,5.14
Seesaw,1.201,0.817,38.872,0.699,8.235,7.301,0.272,0.789,0.505,6.94
Seesaw,0.88,1.026,39.326,0.876,6.854,8.319,3.031,0.941,0.592,6.139
Seesaw,1.388,0.532,36.935,0.72,6.78,8.823,0.508,0.881,1.237,5.827
Seesaw,0.434,0.96,28.491,0.741,6.866,7.934,0.864,0.449,0.392,6.882
Seesaw,0.369,0.489,38.504,0.349,8.153,6.696,0.797,0.796,0.263,7.061
Seesaw,0.703,0.838,33.83,0.56,7.883,7.717,0.832,6.352,0.431,6.619
Seesaw,0.684,0.492,43.53,0.412,7.861,8.46,0.411,0.499,0.682,8.136
Seesaw,0.501,0.858,41.491,1.131,6.858,8.518,0.642,0.561,0.955,7.182
Seesaw,0.456,0.96,40.328,1.054,6.796,7.988,0.49,0.477,0.322,5.257
Seesaw,0.638,1.002,37.561,0.363,6.604,6.476,1.231,0.668,0.484,6.503
Seesaw,0.295,0.356,38.678,0.707,8.026,7.944,0.547,0.961,0.576,6.815
Seesaw,0.592,0.774,40.729,0.883,7.156,6.922,0.589,0.851,0.588,6.116
Seesaw,0.975,0.357,36.292,0.989,8.207,8.973,0.754,4.293,0.532,6.949
Seesaw,0.364,0.663,35.028,0.475,7.782,7.168,0.382,0.669,0.771,6.686
Seesaw,0.398,1.482,33.216,0.72,6.673,6.83,1.223,0.328,0.477,5.716
Seesaw,0.266,0.996,35.453,0.604,6.995,8.535,0.458,0.189,0.477,6.037
Seesaw,0.31,0.562,40.387,0.765,7.015,6.845,6.097,6.416,0.258,5.377
Seesaw,0.971,0.744,40.986,0.71,9.017,7.441,0.382,0.785,0.885,6.578
Seesaw,1.313,0.382,39.977,0.491,7.147,8.397,0.404,1.325,0.752,5.12
Seesaw,0.816,0.644,39.085,0.963,7.706,7.52,0.486,1.229,0.424,7.552
Seesaw,0.77,0.388,40.825,1.132,7.52,7.557,0.376,0.346,0.831,7.434
Seesaw,0.769,0.975,39.784,0.678,8.166,6.844,0.418,0.96,0.483,7.81
Seesaw,0.482,0.852,36.961,0.565,8.598,7.826,0.339,0.693,0.268,7.199
Seesaw,0.728,0.691,36.767,0.672,8.328,8.748,0.567,0.593,0.637,7.312
Seesaw,0.482,0.425,39.862,2.195,6.709,7.299,0.973,0.541,0.59,6.643
Seesaw,0.556,0.803,37.715,0.66,6.379,7.093,0.441,0.209,0.796,7.97
Seesaw,0.701,0.463,37.749,0.598,8.208,7.834,0.26,0.662,0.6,7.689
Seesaw,0.672,1.796,36.708,0.298,7.857,8.624,0.602,0.866,0.402,5.536
Seesaw,0.621,0.478,37.856,0.52,8.185,8.122,0.436,0.646,0.707,7.245
Seesaw,0.363,1.22,40.062,0.852,7.572,7.291,0.321,0.926,0.749,6.079
Seesaw,0.846,0.406,39.796,1.145,6.683,8.082,0.771,0.676,0.65,7.477
Seesaw,0.556,0.736,40.355,1.178,8.899,5.672,0.963,0.591,0.355,4.926
Seesaw,0.387,0.545,41.632,0.836,8.096,7.17,4.415,0.417,0.763,5.895
Seesaw,0.65,0.76,41.895,0.572,7.506,6.454,0.559,0.628,0.644,7.572
Seesaw,0.578,1.339,39.135,0.44,7.274,6.693,0.762,1.539,0.461,7.83
Seesaw,0.787,0.531,42.589,0.718,8.134,7.094,8.197,0.667,0.735,6.119
Seesaw,0.919,0.873,39.655,0.838,8.307,7.676,1.013,0.739,0.785,6.327
Seesaw,0.509,1.191,40.291,0.944,7.907,7.044,0.332,0.734,0.329,7.9
Seesaw,0.573,0.301,36.557,0.738,6.365,7.481,5.813,0.391,0.714,6.333
Seesaw,0.404,0.803,35.867,0.696,8.318,6.849,0.728,0.532,1.229,7.699
