Tetrahedral	Seesaw	V-trigonal-bipyramid
7.531	0.781	6.546
7.135	1.918	6.886
7.104	1.118	6.999
6.74	1.853	6.549
6.844	1.291	6.707
8.079	0.727	7.097
7.216	0.932	6.734
5.495	1.46	4.599
6.713	1.128	5.615
6.503	1.183	5.947
6.188	0.923	5.848
7.036	0.739	6.071
5.926	1.236	4.43
8.035	1.531	8.198
6.062	1.331	6.175
7.725	0.87	7.561
6.554	0.792	6.096
6.389	0.591	5.671
8.636	1.339	8.902
7.67	0.712	6.773
8.276	1.296	7.944
8.334	0.78	7.907
6.831	1.024	5.722
7.22	2.35	7.958
9.158	1.035	8.9
7.26	0.723	6.753
6.864	1.089	6.196
6.529	1.256	6.65
7.158	0.891	7.13
7.09	1.017	6.989
9.394	0.655	8.02
7.294	1.132	6.299
8.619	0.919	8.253
7.684	0.896	6.745
8.227	0.998	8.241
7.083	0.924	5.978
7.383	1.062	7.106
7.406	1.059	6.63
8.687	0.875	8.087
8.411	0.378	7.244
8.835	0.985	7.326
5.959	0.618	5.609
6.683	0.748	5.316
6.451	1.029	6.548
7.136	0.989	6.69
7.373	0.855	7.001
7.055	1.493	6.802
8.988	0.674	8.103
9.185	0.961	8.181
5.23	1.344	5.495
9.458	0.998	8.534
6.234	0.769	5.388
6.824	1.272	6.993
7.753	1.047	7.119
5.225	1.257	5.708
8.579	1.137	6.61
6.483	0.633	6.224
4.871	2.55	4.878
9.819	1.478	9.099
8.951	1.111	8.843
6.176	1.029	5.996
8.025	1.39	7.595
5.196	1.682	4.554
7.028	1.354	5.42
6.116	1.332	5.711
6.862	1.053	6.643
6.694	0.559	5.379
6.782	0.981	6.17
7.302	1.241	6.997
5.164	1.067	4.821
5.441	1.133	5.565
8.32	2.092	8.582
8.42	1.475	8.793
8.35	1.537	8.794
7.881	1.538	8.385
7.238	1.043	7.081
6.254	1.101	5.982
8.652	0.905	8.107
8.39	1.859	8.345
8.767	1.556	8.911
6.713	1.717	7.675
8.468	1.017	6.914
8.56	1.171	8.321
11.378	2.747	11.452
10.077	1.381	9.852
6.988	0.974	5.404
6.848	1.415	6.384
4.468	1.917	5.011
7.003	1.481	6.384
7.08	1.059	6.32
5.239	1.544	5.338
5.733	1.533	5.706
5.84	1.199	6.155
6.164	0.963	5.987
7.664	0.681	7.27
8.75	2.208	8.069
6.439	1.431	5.33
6.42	1.08	6.102
7.73	1.691	7.842
5.542	1.194	5.644
6.24	1.789	7.211
6.237	0.986	5.317
8.893	1.126	8.295
7.446	0.843	6.522
5.679	0.872	5.406
7.396	1.456	6.664
4.94	1.97	6.041
6.027	1.554	5.462
7.461	0.87	5.197
6.754	1.325	6.434
7.656	1.671	8.148
6.622	1.161	6.936
6.961	1.195	6.931
7.2	1.257	6.607
5.588	1.281	5.748
8.962	1.109	6.883
6.415	0.943	5.284
6.306	1.879	5.84
6.367	1.623	6.83
6.865	0.809	6.488
5.857	1.413	4.806
5.305	1.206	4.389
6.279	1.211	5.165
7.891	1.967	8.122
5.348	1.154	3.949
6.859	0.856	5.594
7.235	1.301	6.875
5.764	1.304	6.098
6.385	1.373	6.4
8.05	0.726	6.938
6.694	0.929	5.47
5.272	0.86	4.948
5.959	1.625	5.111
5.259	1.754	5.478
5.804	1.145	4.88
7.345	0.589	6.762
6.752	0.953	5.207
5.272	1.888	4.191
6.157	1.272	5.474
5.476	1.352	5.071
7.795	0.74	7.792
7.751	1.523	7.919
5.941	1.691	6.443
5.399	1.314	5.157
5.514	1.137	5.238
7.973	0.891	6.919
5.145	1.292	3.623
5.385	1.299	4.151
7.065	0.817	6.107
6.186	1.4	5.408
6.135	0.968	5.044
6.237	1.648	6.0
5.709	1.675	6.138
6.228	1.223	6.536
5.414	1.28	5.532
9.192	1.217	7.985
5.484	1.267	5.654
6.177	1.212	6.718
6.154	1.476	6.154
7.906	1.241	6.688
6.055	1.856	6.599
5.22	1.033	4.671
5.632	1.039	4.683
6.385	0.941	5.482
6.126	0.763	5.449
6.602	1.108	5.705
5.457	1.523	5.852
5.499	0.892	5.043
6.517	0.767	6.125
6.655	1.892	5.153
8.064	1.915	7.906
6.181	1.384	4.764
6.365	0.659	5.478
7.051	0.92	6.776
7.982	0.499	7.394
5.76	1.303	5.559
6.132	1.394	6.923
6.091	1.353	6.095
5.148	1.379	4.829
5.654	1.72	5.451
5.822	1.407	5.614
6.608	1.269	6.049
6.627	1.719	6.451
6.425	1.011	6.037
9.213	0.333	7.434
5.34	1.226	4.888
6.891	1.291	6.997
7.451	1.433	6.355
7.483	1.487	6.729
5.862	1.857	5.804
6.88	0.793	6.025
6.664	1.214	5.97
5.342	1.751	4.736
6.894	1.612	6.163
7.114	2.258	5.772
6.144	1.449	6.28
6.705	0.849	5.932
5.744	1.376	5.43
5.81	1.029	4.99
6.326	1.092	4.65
5.509	1.082	4.773
4.967	1.797	4.738
6.232	1.428	5.987
5.571	1.674	4.321
6.485	0.717	5.223
6.192	1.259	6.008
5.459	1.366	5.459
6.943	0.891	6.336
6.798	1.73	6.796
5.676	1.804	4.68
7.666	1.531	6.157
4.886	1.631	5.034
5.112	1.739	5.705
6.402	1.02	6.526
7.289	1.421	7.707
5.245	2.188	5.445
6.118	1.225	5.923
6.824	1.108	7.074
7.234	1.525	6.951
5.369	2.195	5.932
6.264	1.422	5.806
7.645	0.414	6.86
5.906	1.349	5.648
5.23	1.316	5.382
7.507	1.561	7.763
6.029	0.86	5.744
4.218	2.11	3.964
4.885	1.348	5.122
6.014	3.456	4.619
6.618	1.625	5.694
6.54	1.78	5.171
5.788	1.365	4.981
5.858	1.062	4.601
6.84	1.118	5.986
6.938	0.488	6.167
7.057	2.44	6.353
5.218	1.446	4.955
6.053	1.231	6.262
5.671	1.959	5.14
5.056	2.078	5.39
6.255	1.686	5.809
5.581	1.196	4.035
4.739	1.659	4.975
5.344	2.376	5.231
5.655	1.879	5.094
7.324	1.789	6.378
6.513	1.48	6.108
6.596	1.099	5.634
6.12	1.332	5.813
7.035	1.561	6.373
5.666	2.691	5.539
6.459	0.741	5.218
5.988	1.17	5.371
6.578	1.701	6.468
7.518	1.363	6.892
6.81	1.028	5.842
6.256	1.448	5.463
5.997	1.322	5.631
6.813	1.342	6.312
6.014	1.625	5.053
6.087	1.312	6.116
6.755	1.102	6.49
5.517	0.937	5.354
5.516	1.338	4.987
5.069	1.484	4.361
7.001	1.175	7.087
7.815	1.057	6.328
5.302	1.323	4.728
7.415	0.738	5.884
6.229	1.122	5.877
6.675	0.793	5.934
6.766	1.303	6.182
6.033	0.829	5.353
6.219	1.615	6.029
6.557	1.162	5.213
5.579	1.612	5.245
7.901	1.885	7.765
6.255	1.067	5.731
4.952	2.25	4.335
4.818	1.156	4.531
7.138	0.782	6.758
5.922	1.679	5.724
5.489	1.564	4.812
5.079	1.738	4.511
4.654	1.648	4.215
3.804	2.13	4.25
7.572	1.046	6.941
5.994	1.162	5.411
4.775	1.38	4.531
7.79	0.894	7.088
6.157	0.707	5.252
5.38	1.563	5.84
6.433	0.948	5.044
4.383	1.256	4.463
6.073	0.92	6.062
4.806	3.115	5.194
7.181	1.46	7.736
7.9	1.127	7.734
6.122	1.934	5.547
5.764	1.313	6.32
6.215	1.393	4.563
6.304	1.602	6.241
5.656	1.254	5.814
8.941	1.154	9.0
6.914	1.711	7.472
5.215	1.99	5.322
7.834	1.686	6.697
5.72	2.162	3.489
5.47	1.779	4.378
7.148	2.503	7.159
5.37	1.843	4.851
5.484	1.05	4.893
5.525	1.076	5.133
4.706	1.564	4.946
5.268	1.439	4.491
6.235	1.44	6.148
6.117	1.302	5.929
6.774	1.242	6.527
5.464	1.252	4.93
9.293	1.249	8.674
6.221	0.875	5.335
5.614	2.952	5.981
7.983	1.513	7.912
5.939	1.923	5.526
6.107	1.203	5.547
6.018	1.093	5.696
5.506	1.234	5.011
5.535	1.519	5.978
4.145	2.059	4.437
4.805	2.489	3.97
5.313	1.005	4.896
5.744	1.717	4.802
5.333	1.719	5.496
6.837	0.882	6.241
5.324	1.042	5.68
5.946	2.783	5.025
5.015	1.745	5.492
7.129	0.877	5.58
4.836	1.798	3.791
4.959	2.557	3.128
6.121	1.005	5.719
5.832	1.053	4.311
6.992	1.716	5.764
5.517	1.476	5.014
5.698	0.989	5.129
7.057	1.048	5.855
6.243	1.016	5.704
6.28	1.1	6.007
5.565	1.369	4.698
4.673	2.047	4.116
5.851	1.17	6.084
7.62	0.549	7.174
5.465	1.784	4.787
4.681	1.759	4.908
4.815	1.857	4.294
6.846	1.172	5.319
5.304	1.095	5.418
4.741	1.754	5.008
5.39	1.796	4.291
5.235	1.717	4.475
8.357	1.032	8.252
6.838	1.371	6.534
5.793	1.571	5.825
5.754	1.208	4.995
5.806	1.168	5.453
4.563	2.26	5.043
6.636	0.666	5.892
7.511	1.215	7.359
5.688	1.797	5.635
6.087	1.166	5.73
6.469	0.993	5.94
5.322	1.655	4.513
5.608	0.881	5.037
7.05	0.916	5.856
5.769	1.549	4.315
5.823	0.995	5.563
7.277	1.028	5.866
6.558	1.282	5.876
5.293	1.364	5.233
5.903	1.516	5.288
6.546	1.345	6.241
5.346	1.168	4.695
4.605	1.318	4.545
7.291	1.082	6.077
5.976	2.254	6.554
8.598	1.069	8.15
7.357	1.117	7.129
5.235	1.83	5.513
5.677	1.068	5.385
6.684	1.311	6.164
7.082	1.719	6.751
8.179	1.124	7.69
5.925	1.171	5.231
8.142	0.787	7.55
5.766	1.78	5.481
7.146	0.808	6.985
6.128	1.154	5.754
5.324	1.459	5.157
6.961	1.568	6.983
5.226	1.909	4.877
6.367	1.013	5.45
5.879	0.89	5.118
4.743	1.279	3.987
5.42	1.324	4.865
7.275	0.763	6.256
7.826	0.987	7.359
5.338	1.061	4.603
7.188	0.494	6.763
6.31	1.134	5.719
5.752	1.27	4.465
8.703	1.216	7.676
6.064	1.098	6.29
6.468	1.348	6.543
8.311	0.586	7.159
5.802	1.225	4.325
6.93	0.901	5.589
5.874	0.906	5.908
6.127	0.82	5.32
6.656	1.935	6.461
6.05	0.851	5.746
4.603	1.451	4.68
5.76	1.324	5.134
7.487	0.7	6.599
5.757	1.692	5.249
5.56	1.478	5.651
8.551	0.897	7.759
6.232	0.623	5.178
6.459	0.943	5.629
7.472	0.997	6.479
8.076	1.257	6.226
6.825	0.779	6.151
8.343	1.354	8.363
7.149	0.945	6.65
7.488	1.559	6.05
8.412	0.448	7.231
7.136	0.827	6.335
7.525	0.607	6.285
6.86	0.658	5.761
7.016	0.684	6.079
7.03	0.624	5.835
6.802	0.795	5.749
6.217	0.657	5.822
6.984	0.745	6.248
8.481	0.172	7.359
6.876	0.535	5.397
6.268	0.982	5.069
4.677	1.781	3.57
6.218	1.747	4.783
7.302	0.531	5.415
6.553	0.675	5.779
6.718	1.406	4.1
7.976	0.858	7.949
5.836	0.99	5.376
7.67	0.547	6.484
6.724	0.759	5.263
7.975	1.496	7.903
8.688	0.719	7.509
7.633	0.713	6.71
8.013	1.13	7.78
6.471	1.16	6.064
8.673	0.834	7.478
6.14	0.794	6.117
6.117	1.491	4.323
4.782	1.712	5.196
5.571	1.218	5.431
7.804	0.618	7.084
6.94	0.792	6.054
7.26	1.049	6.368
7.937	0.469	6.519
5.415	1.426	5.24
5.504	1.667	4.885
7.664	0.933	6.981
8.286	1.112	8.103
6.239	1.19	5.879
5.332	1.507	4.762
6.309	0.893	6.111
5.412	1.266	5.53
8.5	1.047	6.286
6.676	1.762	6.097
6.731	1.158	6.271
8.385	1.203	8.036
7.729	1.087	6.085
7.31	0.65	4.947
6.14	0.965	4.868
7.918	0.84	6.915
6.479	1.477	6.218
6.819	1.15	4.943
7.771	1.316	8.215
6.443	1.58	6.145
6.495	0.929	5.089
6.929	1.585	6.273
4.84	1.737	4.121
6.694	2.281	4.587
5.946	1.088	4.728
4.58	1.312	4.504
6.507	1.266	5.54
7.147	1.095	7.239
5.476	1.822	5.32
6.394	0.926	6.529
6.464	1.09	5.603
5.301	1.018	5.212
7.058	0.939	5.176
5.887	2.385	5.618
5.179	1.459	5.119
6.667	0.694	5.406
7.311	0.759	6.088
6.629	1.46	6.185
6.871	0.656	5.985
7.349	1.721	8.018
6.682	1.017	6.093
6.668	1.683	5.789
6.536	1.107	6.352
6.698	0.749	5.591
6.022	0.77	5.438
6.195	0.799	5.355
6.571	0.857	5.673
6.284	1.347	5.881
4.996	1.186	5.085
6.395	1.963	6.998
5.485	1.712	3.615
6.831	1.386	6.95
7.319	1.937	6.911
7.798	1.415	6.981
6.669	1.102	6.124
7.165	0.863	6.797
8.168	0.943	7.704
6.091	1.343	5.887
5.135	2.096	4.522
6.492	1.047	5.624
5.123	1.568	4.342
6.688	1.436	6.505
6.559	0.745	5.748
9.1	1.103	8.621
6.008	0.872	5.242
8.307	1.614	7.678
5.776	1.839	5.278
6.252	1.541	5.632
7.722	1.435	6.602
6.074	1.335	6.033
6.535	1.42	5.289
7.199	0.913	6.743
6.684	1.573	6.197
6.157	1.614	5.349
6.038	1.187	4.996
7.555	1.146	7.84
5.674	0.818	5.167
7.293	1.015	7.634
6.785	0.68	5.936
7.34	1.081	5.733
7.967	1.019	6.955
5.966	0.837	5.271
6.373	0.708	5.943
5.543	0.896	5.288
5.536	1.161	5.002
5.704	1.176	4.718
