Coordination,r1_c36,r2_c36,r3_c36
V-trigonal-bipyramid,2.186,2.058,1.938
V-trigonal-bipyramid,2.086,1.654,2.207
V-trigonal-bipyramid,2.142,3.072,2.008
V-trigonal-bipyramid,2.07,2.28,2.897
V-trigonal-bipyramid,2.039,3.059,2.165
V-trigonal-bipyramid,2.052,2.33,1.836
V-trigonal-bipyramid,1.683,2.974,2.253
V-trigonal-bipyramid,2.106,3.353,1.838
V-trigonal-bipyramid,1.901,1.983,1.862
V-trigonal-bipyramid,1.815,3.089,2.732
V-trigonal-bipyramid,2.615,2.018,2.427
V-trigonal-bipyramid,1.824,3.015,3.161
V-trigonal-bipyramid,2.158,2.641,2.132
V-trigonal-bipyramid,1.841,2.291,2.65
V-trigonal-bipyramid,2.433,2.862,2.8
V-trigonal-bipyramid,1.66,2.709,2.517
V-trigonal-bipyramid,1.691,3.211,1.706
V-trigonal-bipyramid,2.372,3.191,2.794
V-trigonal-bipyramid,1.977,2.645,3.153
V-trigonal-bipyramid,1.277,2.628,2.923
V-trigonal-bipyramid,2.453,2.516,2.499
V-trigonal-bipyramid,1.51,2.153,2.697
V-trigonal-bipyramid,1.861,2.716,3.023
V-trigonal-bipyramid,2.085,2.149,3.053
V-trigonal-bipyramid,1.916,2.979,2.673
V-trigonal-bipyramid,2.328,2.126,3
V-trigonal-bipyramid,1.626,2.022,2.177
V-trigonal-bipyramid,2.318,1.756,2.355
V-trigonal-bipyramid,1.786,2.218,2.201
V-trigonal-bipyramid,1.92,2.091,2.23
V-trigonal-bipyramid,1.756,2.123,2.096
V-trigonal-bipyramid,3.318,3.589,3.266
V-trigonal-bipyramid,1.741,2.925,3.057
V-trigonal-bipyramid,2.93,2.647,1.975
V-trigonal-bipyramid,1.974,2.62,1.824
V-trigonal-bipyramid,2.276,2.959,2.854
V-trigonal-bipyramid,1.767,2.292,1.979
V-trigonal-bipyramid,3.412,2.212,1.536
V-trigonal-bipyramid,2.286,2.573,2.259
V-trigonal-bipyramid,2.782,1.447,2.339
V-trigonal-bipyramid,2.267,2.946,2.628
V-trigonal-bipyramid,1.979,2.807,2.21
V-trigonal-bipyramid,3.372,1.895,1.442
V-trigonal-bipyramid,2.416,1.883,2.205
V-trigonal-bipyramid,2.178,3.241,2.499
V-trigonal-bipyramid,2.098,2.495,3.076
V-trigonal-bipyramid,2.467,2.731,1.609
V-trigonal-bipyramid,2.422,2.725,2.885
V-trigonal-bipyramid,2.264,2.647,2.548
V-trigonal-bipyramid,1.352,3.556,2.905
V-trigonal-bipyramid,3.002,2.696,2.239
V-trigonal-bipyramid,2.913,2.803,2.189
V-trigonal-bipyramid,2.844,3.298,3.28
V-trigonal-bipyramid,1.76,2.724,2.211
V-trigonal-bipyramid,1.947,3.126,2.37
V-trigonal-bipyramid,2.193,2.349,2.123
V-trigonal-bipyramid,2.396,2.168,2.614
V-trigonal-bipyramid,1.932,1.706,3.16
V-trigonal-bipyramid,2.68,2.231,2.565
V-trigonal-bipyramid,1.993,1.894,2.281
V-trigonal-bipyramid,1.545,2.485,2.537
V-trigonal-bipyramid,1.966,2.107,1.676
V-trigonal-bipyramid,1.767,2.96,2.292
V-trigonal-bipyramid,2.166,1.896,2.559
V-trigonal-bipyramid,1.549,2.594,2.386
V-trigonal-bipyramid,2.628,2.4,3.313
V-trigonal-bipyramid,2.252,2.207,2.986
V-trigonal-bipyramid,2.237,2.315,3.186
V-trigonal-bipyramid,2.48,2.616,2.958
V-trigonal-bipyramid,2.34,2.794,2.146
V-trigonal-bipyramid,1.337,2.06,2.686
V-trigonal-bipyramid,1.755,3.01,2.664
V-trigonal-bipyramid,2.266,2.405,1.906
V-trigonal-bipyramid,2.225,2.508,3.162
V-trigonal-bipyramid,1.892,1.977,2.326
V-trigonal-bipyramid,2.1,3.808,2.018
V-trigonal-bipyramid,2.143,3.284,2.553
V-trigonal-bipyramid,2.3,2.468,2.045
V-trigonal-bipyramid,1.482,3.42,3.042
V-trigonal-bipyramid,2.269,2.795,1.945
V-trigonal-bipyramid,2.305,2.551,2.968
V-trigonal-bipyramid,2.364,2.458,2.365
V-trigonal-bipyramid,2.542,2.567,2.469
V-trigonal-bipyramid,1.742,2.288,2.425
V-trigonal-bipyramid,2.677,2.066,1.887
V-trigonal-bipyramid,1.904,1.904,1.519
V-trigonal-bipyramid,2.488,2.773,2.667
V-trigonal-bipyramid,2.339,2.356,1.805
V-trigonal-bipyramid,2.372,2.11,2.402
V-trigonal-bipyramid,2.714,1.762,2.208
V-trigonal-bipyramid,1.917,2.054,3.445
V-trigonal-bipyramid,3.067,2.152,2.626
V-trigonal-bipyramid,2.355,2.514,1.732
V-trigonal-bipyramid,1.848,2.272,1.816
V-trigonal-bipyramid,2.192,1.516,2.411
V-trigonal-bipyramid,1.891,2.447,1.932
V-trigonal-bipyramid,1.832,1.628,3.008
V-trigonal-bipyramid,2.375,2.617,2.038
V-trigonal-bipyramid,1.876,2.444,3.129
V-trigonal-bipyramid,1.86,2.649,2.626
V-trigonal-bipyramid,2.236,1.672,1.985
V-trigonal-bipyramid,1.549,2.729,2.753
V-trigonal-bipyramid,2.099,2.715,2.812
V-trigonal-bipyramid,3.243,3.071,2.683
V-trigonal-bipyramid,1.858,2.101,3.203
V-trigonal-bipyramid,2.039,2.653,2.008
V-trigonal-bipyramid,2.702,2.403,3.464
V-trigonal-bipyramid,2.53,2.811,2.562
V-trigonal-bipyramid,2.698,2.335,3.16
V-trigonal-bipyramid,2.817,2.895,1.444
V-trigonal-bipyramid,1.912,2.816,2.733
V-trigonal-bipyramid,2.138,2.248,3.235
V-trigonal-bipyramid,2.145,2.785,2.709
V-trigonal-bipyramid,3.175,1.868,3.174
V-trigonal-bipyramid,2.647,1.967,2.558
V-trigonal-bipyramid,2.694,2.529,2.687
V-trigonal-bipyramid,1.48,1.093,2.11
V-trigonal-bipyramid,2.025,1.646,2.379
V-trigonal-bipyramid,2.665,3.4,2.38
V-trigonal-bipyramid,2.318,2.192,2.759
V-trigonal-bipyramid,2.488,2.423,1.767
V-trigonal-bipyramid,2.903,0.478,2.064
V-trigonal-bipyramid,3.092,2.254,2.551
V-trigonal-bipyramid,2.762,2.856,2.687
V-trigonal-bipyramid,1.189,3.09,2.972
V-trigonal-bipyramid,2.159,2.75,2.089
V-trigonal-bipyramid,1.801,2.59,1.577
V-trigonal-bipyramid,2.169,2.483,3.155
V-trigonal-bipyramid,1.869,1.577,1.64
V-trigonal-bipyramid,2.116,2.368,2.295
V-trigonal-bipyramid,2.251,2.522,2.025
V-trigonal-bipyramid,2.039,2.147,2.459
V-trigonal-bipyramid,2.33,1.827,3.184
V-trigonal-bipyramid,2.176,2.201,1.794
V-trigonal-bipyramid,2.411,2.623,2.569
V-trigonal-bipyramid,1.569,2.563,1.869
V-trigonal-bipyramid,2.1,3.185,2.469
V-trigonal-bipyramid,2.249,3.011,2.402
V-trigonal-bipyramid,2.179,2.613,2.288
V-trigonal-bipyramid,2.039,2.438,2.687
V-trigonal-bipyramid,2.853,2.212,2.723
V-trigonal-bipyramid,1.951,2.784,1.971
V-trigonal-bipyramid,1.954,1.789,2.528
V-trigonal-bipyramid,2.346,2.955,2.588
V-trigonal-bipyramid,2.567,2.766,2.663
V-trigonal-bipyramid,2.546,2.298,2.756
V-trigonal-bipyramid,2.434,3.456,2.996
V-trigonal-bipyramid,2.345,2.954,2.819
V-trigonal-bipyramid,2.945,2.154,3.256
V-trigonal-bipyramid,2.169,2.492,2.122
V-trigonal-bipyramid,2.507,1.976,1.732
V-trigonal-bipyramid,2.084,2.22,2.28
V-trigonal-bipyramid,2.406,2.461,2.788
V-trigonal-bipyramid,1.806,2.59,1.948
V-trigonal-bipyramid,2.258,3.264,2.594
V-trigonal-bipyramid,2.713,2.016,2.792
V-trigonal-bipyramid,1.643,2.745,2.985
V-trigonal-bipyramid,2.337,2.821,2.544
V-trigonal-bipyramid,2.044,1.816,2.296
V-trigonal-bipyramid,2.078,2.525,1.659
V-trigonal-bipyramid,1.986,2.571,2.523
V-trigonal-bipyramid,3.078,2.052,2.676
V-trigonal-bipyramid,2.521,1.749,2.373
V-trigonal-bipyramid,2.371,2.363,2.696
V-trigonal-bipyramid,1.805,2.438,2.338
V-trigonal-bipyramid,1.822,2.782,2.261
V-trigonal-bipyramid,2.231,1.974,2.109
V-trigonal-bipyramid,2.715,3.364,2.146
V-trigonal-bipyramid,2.358,2.286,2.744
V-trigonal-bipyramid,1.903,2.666,2.092
V-trigonal-bipyramid,2.258,2.442,2.364
V-trigonal-bipyramid,1.759,2.54,2.272
V-trigonal-bipyramid,1.889,3.533,1.605
V-trigonal-bipyramid,2.175,1.646,2.237
V-trigonal-bipyramid,1.776,2.989,2.478
V-trigonal-bipyramid,2.013,3.082,2.62
V-trigonal-bipyramid,1.816,1.934,2.115
V-trigonal-bipyramid,2.051,3.061,2.729
V-trigonal-bipyramid,2.662,2.86,2.521
V-trigonal-bipyramid,2.219,1.555,2.54
V-trigonal-bipyramid,2.359,2.528,2.293
V-trigonal-bipyramid,1.297,2.492,2.339
V-trigonal-bipyramid,3.304,2.835,2.617
V-trigonal-bipyramid,1.845,3.397,3.654
V-trigonal-bipyramid,2.9,2.803,1.715
V-trigonal-bipyramid,1.722,2.458,2.353
V-trigonal-bipyramid,2.536,2.501,0.975
V-trigonal-bipyramid,2.54,2.955,1.837
V-trigonal-bipyramid,2.482,3.504,2.669
V-trigonal-bipyramid,2.123,2.811,2.884
V-trigonal-bipyramid,2.067,2.19,2.51
V-trigonal-bipyramid,2.235,2.449,2.517
V-trigonal-bipyramid,2.44,1.951,2.943
V-trigonal-bipyramid,1.977,1.765,2.396
V-trigonal-bipyramid,2.999,2.088,2.491
V-trigonal-bipyramid,3.1,2.211,2.683
V-trigonal-bipyramid,1.381,2.757,2.363
V-trigonal-bipyramid,3.546,3.318,1.889
V-trigonal-bipyramid,2.379,1.604,2.875
V-trigonal-bipyramid,2.15,2.915,2.385
V-trigonal-bipyramid,2.464,2.261,2.44
V-trigonal-bipyramid,2.714,1.868,2.665
V-trigonal-bipyramid,2.935,2.524,2.811
V-trigonal-bipyramid,1.95,2.687,2.537
V-trigonal-bipyramid,2.607,3.475,2.946
V-trigonal-bipyramid,2.307,3.117,2.254
V-trigonal-bipyramid,2.442,3.316,2.277
V-trigonal-bipyramid,1.982,2.138,2.489
V-trigonal-bipyramid,2.322,2.738,3.206
V-trigonal-bipyramid,2.126,2.257,2.902
V-trigonal-bipyramid,2.366,2.483,2.238
V-trigonal-bipyramid,2.477,2.87,2.437
V-trigonal-bipyramid,2.177,2.379,2.805
V-trigonal-bipyramid,2.068,2.612,2.112
V-trigonal-bipyramid,1.598,2.723,2.197
V-trigonal-bipyramid,2.446,2.441,2.275
V-trigonal-bipyramid,1.899,2.47,2.084
V-trigonal-bipyramid,1.703,2.039,2.377
V-trigonal-bipyramid,2.957,2.658,2.149
V-trigonal-bipyramid,2.722,2.384,1.889
V-trigonal-bipyramid,2.105,2.572,3.278
V-trigonal-bipyramid,2.249,2.375,2.761
V-trigonal-bipyramid,2.498,2.304,2.288
V-trigonal-bipyramid,2.061,2.582,2.547
V-trigonal-bipyramid,2.163,2.646,3.188
V-trigonal-bipyramid,1.953,1.9,3.195
V-trigonal-bipyramid,2.126,1.763,3.377
V-trigonal-bipyramid,2.037,2.622,2.352
V-trigonal-bipyramid,2.691,2.641,2.295
V-trigonal-bipyramid,2.879,2.461,3.095
V-trigonal-bipyramid,2.058,2.821,2.44
V-trigonal-bipyramid,2.182,2.505,2.777
V-trigonal-bipyramid,3.209,2.753,1.844
V-trigonal-bipyramid,1.863,2.081,3.056
V-trigonal-bipyramid,1.709,2.299,2.019
V-trigonal-bipyramid,2.194,2.525,3.368
V-trigonal-bipyramid,2.625,2.577,2.107
V-trigonal-bipyramid,2.398,2.321,2.242
V-trigonal-bipyramid,1.669,2.365,2.998
V-trigonal-bipyramid,2.201,1.415,2.897
V-trigonal-bipyramid,3.089,2.811,2.138
V-trigonal-bipyramid,2.418,2.484,2.542
V-trigonal-bipyramid,2.489,2.286,2.467
V-trigonal-bipyramid,2.499,3.035,2.836
V-trigonal-bipyramid,1.632,2.383,1.863
V-trigonal-bipyramid,1.69,3.161,1.709
V-trigonal-bipyramid,1.906,2.409,2.347
V-trigonal-bipyramid,2.061,3.037,2.108
V-trigonal-bipyramid,1.971,3.284,2.638
V-trigonal-bipyramid,2.762,2.548,2.75
V-trigonal-bipyramid,1.685,3.734,2.046
V-trigonal-bipyramid,2.019,3.009,2.623
V-trigonal-bipyramid,2.195,3.405,2.515
V-trigonal-bipyramid,3.196,2.279,2.39
V-trigonal-bipyramid,2.55,2.259,2.464
V-trigonal-bipyramid,2.875,2.63,1.446
V-trigonal-bipyramid,2.361,2.288,2.573
V-trigonal-bipyramid,2.596,3.075,2.728
V-trigonal-bipyramid,2.321,1.983,1.694
V-trigonal-bipyramid,1.527,2.436,2.189
V-trigonal-bipyramid,2.572,1.977,2.659
V-trigonal-bipyramid,1.665,3.116,2.049
V-trigonal-bipyramid,3.101,2.056,2.815
V-trigonal-bipyramid,2.173,2.422,3.232
V-trigonal-bipyramid,1.838,2.261,2.105
V-trigonal-bipyramid,2.817,1.828,3.024
V-trigonal-bipyramid,2.426,2.558,2.27
V-trigonal-bipyramid,1.984,2.448,2.779
V-trigonal-bipyramid,2.247,2.655,2.632
V-trigonal-bipyramid,2.216,3.395,2.4
V-trigonal-bipyramid,2.332,2.848,1.997
V-trigonal-bipyramid,2.542,3.635,1.577
V-trigonal-bipyramid,2.53,2.639,2.403
V-trigonal-bipyramid,2.088,2.701,2.601
V-trigonal-bipyramid,1.865,2.256,2.219
V-trigonal-bipyramid,2.901,1.75,1.481
V-trigonal-bipyramid,2.097,2.511,2.618
V-trigonal-bipyramid,2.56,2.837,2.669
V-trigonal-bipyramid,2.494,2.366,2.549
V-trigonal-bipyramid,2.181,1.911,2.027
V-trigonal-bipyramid,2.466,1.845,2.308
V-trigonal-bipyramid,1.571,3.319,2.766
V-trigonal-bipyramid,1.911,3.237,1.758
V-trigonal-bipyramid,1.884,1.762,2.218
V-trigonal-bipyramid,2.945,2.359,2.528
V-trigonal-bipyramid,1.568,2.41,1.846
V-trigonal-bipyramid,1.335,3.118,3.028
V-trigonal-bipyramid,1.793,3.087,2.323
V-trigonal-bipyramid,1.513,2.299,2.019
V-trigonal-bipyramid,2.257,2.705,2.406
V-trigonal-bipyramid,2.776,2.903,2.387
V-trigonal-bipyramid,2.531,2.127,2.863
V-trigonal-bipyramid,1.738,2.56,2.532
V-trigonal-bipyramid,2.604,2.706,1.89
V-trigonal-bipyramid,2.428,2.036,1.788
V-trigonal-bipyramid,2.914,2.734,2.687
V-trigonal-bipyramid,1.994,3.21,2.515
V-trigonal-bipyramid,1.942,2.233,1.704
V-trigonal-bipyramid,1.665,1.678,1.79
V-trigonal-bipyramid,2.126,2.752,2.734
V-trigonal-bipyramid,2.391,2.133,2.897
V-trigonal-bipyramid,1.663,2.15,2.791
V-trigonal-bipyramid,2.091,3.093,2.353
V-trigonal-bipyramid,1.75,2.633,3.37
V-trigonal-bipyramid,2.234,2.896,2.789
V-trigonal-bipyramid,1.804,1.905,2.604
V-trigonal-bipyramid,3.36,2.476,2.423
V-trigonal-bipyramid,2.892,2.479,1.936
V-trigonal-bipyramid,2.186,2.221,3.497
V-trigonal-bipyramid,2.833,2.117,2.831
V-trigonal-bipyramid,2.579,2.792,3.51
V-trigonal-bipyramid,2.062,1.928,2.417
V-trigonal-bipyramid,2.694,3.204,2.063
V-trigonal-bipyramid,1.964,2.464,2.139
V-trigonal-bipyramid,1.942,2.629,2.11
V-trigonal-bipyramid,2.248,2.665,2.144
V-trigonal-bipyramid,2.158,2.133,1.965
V-trigonal-bipyramid,1.848,2.54,2.736
V-trigonal-bipyramid,2.373,2.888,2.994
V-trigonal-bipyramid,2.395,3.164,3.365
V-trigonal-bipyramid,2.148,2.394,3.326
V-trigonal-bipyramid,1.787,2.52,2.359
V-trigonal-bipyramid,2.861,1.59,3.344
V-trigonal-bipyramid,2.758,2.322,2.662
V-trigonal-bipyramid,2.718,1.905,2.458
V-trigonal-bipyramid,2.891,2.736,2.975
V-trigonal-bipyramid,2.382,2.456,2.346
V-trigonal-bipyramid,2.648,2.821,3.66
V-trigonal-bipyramid,2.924,1.79,2.876
V-trigonal-bipyramid,2.414,2.665,2.751
V-trigonal-bipyramid,2.073,2.6,1.858
V-trigonal-bipyramid,2.377,2.642,2.38
V-trigonal-bipyramid,2.509,2.304,2.116
V-trigonal-bipyramid,2.126,3.007,3.292
V-trigonal-bipyramid,1.539,1.451,2.609
V-trigonal-bipyramid,2.704,2.182,2.457
V-trigonal-bipyramid,2.257,2.438,3.351
V-trigonal-bipyramid,2.106,2.437,2.883
V-trigonal-bipyramid,2.139,2.3,2.819
V-trigonal-bipyramid,1.802,3.144,2.684
V-trigonal-bipyramid,2.745,2.519,2.375
V-trigonal-bipyramid,2.064,2.352,2.467
V-trigonal-bipyramid,2.617,1.828,2.617
V-trigonal-bipyramid,3.063,1.924,2.045
V-trigonal-bipyramid,2.16,1.948,2.429
V-trigonal-bipyramid,1.207,3.282,2.909
V-trigonal-bipyramid,2.164,2.728,2.223
V-trigonal-bipyramid,1.862,3.013,2.502
V-trigonal-bipyramid,1.913,2.654,2.227
V-trigonal-bipyramid,2.293,2.305,2.893
V-trigonal-bipyramid,2.371,1.54,1.716
V-trigonal-bipyramid,2.42,1.954,2.464
V-trigonal-bipyramid,2.488,3.034,3.057
V-trigonal-bipyramid,1.129,2.686,2.622
V-trigonal-bipyramid,1.681,2.824,2.303
V-trigonal-bipyramid,2.818,2.522,1.825
V-trigonal-bipyramid,2.585,2.405,1.747
V-trigonal-bipyramid,2.499,2.453,2.96
V-trigonal-bipyramid,1.933,2.046,2.724
V-trigonal-bipyramid,2.397,2.358,2.908
V-trigonal-bipyramid,1.937,1.605,2.447
V-trigonal-bipyramid,1.855,2.988,2.131
V-trigonal-bipyramid,2.644,2.888,2.348
V-trigonal-bipyramid,2.146,2.149,2.175
V-trigonal-bipyramid,1.69,2.18,2.812
V-trigonal-bipyramid,1.975,3.251,3.379
V-trigonal-bipyramid,2.725,2.53,2.308
V-trigonal-bipyramid,1.966,2.646,2.896
V-trigonal-bipyramid,2.251,2.444,1.931
V-trigonal-bipyramid,2.272,1.625,3.789
V-trigonal-bipyramid,2.777,3.315,2.233
V-trigonal-bipyramid,2.352,2.058,1.962
V-trigonal-bipyramid,2.284,3.167,1.673
V-trigonal-bipyramid,1.931,2.032,2.266
V-trigonal-bipyramid,1.634,2.348,2.778
V-trigonal-bipyramid,3.176,2.866,2.675
V-trigonal-bipyramid,2.787,2.457,2.048
V-trigonal-bipyramid,2.363,2.275,1.875
V-trigonal-bipyramid,2.385,2.372,2.25
V-trigonal-bipyramid,2.124,2.887,2.663
V-trigonal-bipyramid,3.115,2.292,2.003
V-trigonal-bipyramid,1.697,2.724,2.14
V-trigonal-bipyramid,1.837,3.035,2.645
V-trigonal-bipyramid,2.523,2.139,2.398
V-trigonal-bipyramid,2.111,2.668,2.637
V-trigonal-bipyramid,2.318,2.467,2.468
V-trigonal-bipyramid,2.949,1.953,3.257
V-trigonal-bipyramid,1.894,2.508,1.618
V-trigonal-bipyramid,2.615,1.665,2.118
V-trigonal-bipyramid,2.369,2.827,2.298
V-trigonal-bipyramid,2.227,2.882,2.255
V-trigonal-bipyramid,1.95,3.213,3.122
V-trigonal-bipyramid,2.526,2.538,2.331
V-trigonal-bipyramid,1.699,2.406,2.558
V-trigonal-bipyramid,2.202,2.774,2.928
V-trigonal-bipyramid,2.478,2.57,2.697
V-trigonal-bipyramid,1.325,1.874,2.868
V-trigonal-bipyramid,2.055,2.951,3.207
V-trigonal-bipyramid,2.209,3.181,1.963
V-trigonal-bipyramid,2.372,2.508,2.752
V-trigonal-bipyramid,3.055,2.363,3.054
V-trigonal-bipyramid,2.948,2.449,2.21
V-trigonal-bipyramid,2.23,2.144,2.556
V-trigonal-bipyramid,2.289,1.942,3.085
V-trigonal-bipyramid,2.011,2.066,2.505
V-trigonal-bipyramid,1.954,2.428,2.591
V-trigonal-bipyramid,3.032,2.936,2.707
V-trigonal-bipyramid,1.68,2.958,1.868
V-trigonal-bipyramid,2.453,3.164,2.664
V-trigonal-bipyramid,2.094,3.655,2.676
V-trigonal-bipyramid,2.318,2.721,2.282
V-trigonal-bipyramid,1.768,3.358,3.294
V-trigonal-bipyramid,2.519,2.06,2.042
V-trigonal-bipyramid,2.722,2.845,3.515
V-trigonal-bipyramid,1.999,2.157,2.847
V-trigonal-bipyramid,1.572,3.139,2.64
V-trigonal-bipyramid,2.062,3.205,2.92
V-trigonal-bipyramid,2.387,2.609,2.978
V-trigonal-bipyramid,1.581,2.398,2.408
V-trigonal-bipyramid,2.388,2.825,1.882
V-trigonal-bipyramid,1.571,2.017,2.28
V-trigonal-bipyramid,2,2.633,3.054
V-trigonal-bipyramid,1.248,3.545,2.151
V-trigonal-bipyramid,2.393,2.371,2.199
V-trigonal-bipyramid,1.516,2.673,2.733
V-trigonal-bipyramid,1.911,2.837,3.236
V-trigonal-bipyramid,1.885,1.962,2.923
V-trigonal-bipyramid,1.712,2.603,3.044
V-trigonal-bipyramid,1.862,2.522,2.971
V-trigonal-bipyramid,2.287,2.268,2.359
V-trigonal-bipyramid,2.148,2.336,3.492
V-trigonal-bipyramid,1.902,3.381,2.07
V-trigonal-bipyramid,2.173,2.913,2.138
V-trigonal-bipyramid,2.434,2.643,2.068
V-trigonal-bipyramid,1.994,2.547,2.908
V-trigonal-bipyramid,2.298,2.945,3.72
V-trigonal-bipyramid,1.985,3.578,2.237
V-trigonal-bipyramid,2.218,3.228,1.735
V-trigonal-bipyramid,1.395,2.196,2.687
V-trigonal-bipyramid,2.395,2.348,2.694
V-trigonal-bipyramid,1.834,2.692,1.492
V-trigonal-bipyramid,2.102,2.143,2.635
V-trigonal-bipyramid,1.8,2.886,3.063
V-trigonal-bipyramid,1.798,2.167,2.089
V-trigonal-bipyramid,2.157,2.216,1.954
V-trigonal-bipyramid,1.981,2.186,2.096
V-trigonal-bipyramid,2.657,2.338,2.454
V-trigonal-bipyramid,1.827,2.99,2.268
V-trigonal-bipyramid,2.081,2.344,3.255
V-trigonal-bipyramid,1.658,2.76,2.543
V-trigonal-bipyramid,1.398,2.465,3.223
V-trigonal-bipyramid,2.214,2.802,1.94
V-trigonal-bipyramid,2.156,3.067,2.059
V-trigonal-bipyramid,2.292,2.895,3.26
V-trigonal-bipyramid,1.689,2.876,2.491
V-trigonal-bipyramid,2.189,2.457,2.593
V-trigonal-bipyramid,2.177,2.592,2.716
V-trigonal-bipyramid,2.587,2.426,3.127
V-trigonal-bipyramid,1.989,2.509,1.773
V-trigonal-bipyramid,2.375,2.371,2.157
V-trigonal-bipyramid,1.942,2.071,2.225
V-trigonal-bipyramid,2.35,2.624,1.735
V-trigonal-bipyramid,1.726,2.266,1.764
V-trigonal-bipyramid,2.02,3.316,2.742
V-trigonal-bipyramid,2.651,2.607,1.835
V-trigonal-bipyramid,1.791,2.081,2.233
V-trigonal-bipyramid,2.753,2.465,2.362
V-trigonal-bipyramid,2.531,2.549,2.786
V-trigonal-bipyramid,1.913,2.002,2.478
V-trigonal-bipyramid,3.078,3.082,2.901
V-trigonal-bipyramid,1.461,2.16,2.504
V-trigonal-bipyramid,1.885,3.019,2.516
V-trigonal-bipyramid,2.336,1.91,2.182
V-trigonal-bipyramid,2.643,2.957,2.336
V-trigonal-bipyramid,1.983,2.949,1.669
V-trigonal-bipyramid,1.946,3.208,2.204
V-trigonal-bipyramid,2.705,1.48,2.226
V-trigonal-bipyramid,2.91,2.212,2.627
V-trigonal-bipyramid,2.115,2.425,2.712
V-trigonal-bipyramid,2.411,2.663,2.42
V-trigonal-bipyramid,2.314,2.147,2.265
V-trigonal-bipyramid,2.041,3.09,2.523
V-trigonal-bipyramid,1.922,2.502,2.25
V-trigonal-bipyramid,1.532,2.19,2.563
V-trigonal-bipyramid,1.713,3.121,2.076
V-trigonal-bipyramid,1.973,2.738,2.152
V-trigonal-bipyramid,2.305,2.92,3.587
V-trigonal-bipyramid,2.213,3.204,2.663
V-trigonal-bipyramid,2.07,2.179,1.97
V-trigonal-bipyramid,2.289,2.546,2.956
V-trigonal-bipyramid,1.553,2.076,2.201
V-trigonal-bipyramid,2.741,2.32,1.895
V-trigonal-bipyramid,2.6,1.718,2.565
V-trigonal-bipyramid,2.082,2.549,2.702
V-trigonal-bipyramid,2.622,2.787,2.745
V-trigonal-bipyramid,2.942,2.237,3.084
V-trigonal-bipyramid,2.018,2.351,2.795
V-trigonal-bipyramid,1.584,2.032,2.476
V-trigonal-bipyramid,1.385,1.911,2.8
V-trigonal-bipyramid,1.594,3.171,2.004
V-trigonal-bipyramid,2.869,3.182,2.93
V-trigonal-bipyramid,3.352,2.915,3.256
V-trigonal-bipyramid,2.846,1.683,2.403
V-trigonal-bipyramid,3.428,2.741,2.908
V-trigonal-bipyramid,2.332,2.865,1.924
V-trigonal-bipyramid,2.515,2.219,2.123
V-trigonal-bipyramid,2.955,2.83,1.609
V-trigonal-bipyramid,1.893,2.317,2.377
V-trigonal-bipyramid,2.974,3.126,2.159
V-trigonal-bipyramid,1.952,1.079,3.023
V-trigonal-bipyramid,1.625,2.816,1.793
V-trigonal-bipyramid,2.511,3.108,2.469
V-trigonal-bipyramid,2.074,2.695,1.886
V-trigonal-bipyramid,1.306,2.364,2.852
V-trigonal-bipyramid,2.013,2.189,2.344
V-trigonal-bipyramid,2.304,3.215,2.203
V-trigonal-bipyramid,3.061,2.854,2.148
V-trigonal-bipyramid,2.23,2.785,3.058
V-trigonal-bipyramid,2.276,3.209,2.986
V-trigonal-bipyramid,2.221,1.709,2.589
V-trigonal-bipyramid,1.734,2.178,2.825
V-trigonal-bipyramid,1.95,2.422,2.327
V-trigonal-bipyramid,2.27,2.026,2.587
V-trigonal-bipyramid,2.682,1.792,3.173
V-trigonal-bipyramid,2.309,3.228,2.583
V-trigonal-bipyramid,1.916,1.532,2.128
V-trigonal-bipyramid,1.812,2.504,2.849
V-trigonal-bipyramid,2.517,3.015,2.132
V-trigonal-bipyramid,2.325,2.267,2.644
V-trigonal-bipyramid,2.23,2.008,2.076
V-trigonal-bipyramid,2.385,2.845,2.986
V-trigonal-bipyramid,2.413,2.774,2.292
V-trigonal-bipyramid,2.032,2.384,2.221
V-trigonal-bipyramid,1.793,2.451,2.777
V-trigonal-bipyramid,2.824,3.165,2.374
V-trigonal-bipyramid,2.767,2.733,2.954
V-trigonal-bipyramid,3.092,2.333,2.641
V-trigonal-bipyramid,1.958,2.569,2.458
V-trigonal-bipyramid,1.443,2.225,2.763
V-trigonal-bipyramid,2.362,2.656,2.493
V-trigonal-bipyramid,1.887,2.537,2.535
V-trigonal-bipyramid,2.224,2.191,2.313
V-trigonal-bipyramid,1.847,1.96,1.902
V-trigonal-bipyramid,2.533,3.238,2.255
V-trigonal-bipyramid,2.304,2.684,2.567
V-trigonal-bipyramid,1.65,2.135,1.996
V-trigonal-bipyramid,2.32,1.971,1.959
V-trigonal-bipyramid,1.843,3.052,2.235
V-trigonal-bipyramid,2.831,2.408,2.222
V-trigonal-bipyramid,1.854,2.4,2.628
V-trigonal-bipyramid,1.761,3.207,2.133
V-trigonal-bipyramid,1.57,2.576,3.447
V-trigonal-bipyramid,1.534,1.928,2.215
V-trigonal-bipyramid,2.155,2.847,2.888
V-trigonal-bipyramid,2.461,2.777,1.453
V-trigonal-bipyramid,2.563,1.984,2.397
V-trigonal-bipyramid,2.481,2.436,1.773
V-trigonal-bipyramid,1.959,2.878,3.017
V-trigonal-bipyramid,2.756,2.332,2.543
