Coordination,r1_c36,r2_c36,r3_c36
Tetrahedral,0.857,97.201,0.812
Tetrahedral,0.766,98.241,0.534
Tetrahedral,0.428,97.873,0.762
Tetrahedral,0.96,98.36,0.861
Tetrahedral,0.549,98.269,0.427
Tetrahedral,0.677,96.592,0.599
Tetrahedral,0.939,97.942,0.924
Tetrahedral,0.931,98.098,0.56
Tetrahedral,0.499,97.164,0.406
Tetrahedral,1.464,96.505,0.849
Tetrahedral,0.652,92.951,0.728
Tetrahedral,0.81,96.218,0.76
Tetrahedral,0.694,90.441,0.922
Tetrahedral,1.63,96.186,0.602
Tetrahedral,0.953,91.397,0.796
Tetrahedral,0.859,97.737,0.732
Tetrahedral,0.839,96.288,0.839
Tetrahedral,0.589,96.689,0.731
Tetrahedral,1.255,94.988,0.881
Tetrahedral,2.061,95.471,1.032
Tetrahedral,1.239,97.099,0.721
Tetrahedral,1.191,97.222,0.846
Tetrahedral,0.839,93.761,0.573
Tetrahedral,0.531,92.304,0.68
Tetrahedral,0.942,89.396,0.489
Tetrahedral,0.921,97.84,0.59
Tetrahedral,0.935,93.315,0.426
Tetrahedral,1.079,63.022,0.328
Tetrahedral,0.876,83.456,1.328
Tetrahedral,1.086,73.051,0.584
Tetrahedral,0.573,77.273,0.776
Tetrahedral,0.765,80.331,0.707
Tetrahedral,0.755,91.661,0.504
Tetrahedral,0.675,85.145,0.725
Tetrahedral,0.57,87.142,0.489
Tetrahedral,0.744,91.544,1.241
Tetrahedral,1.037,93.081,0.426
Tetrahedral,0.732,87.638,0.432
Tetrahedral,0.768,91.214,0.679
Tetrahedral,1.347,85.414,0.353
Tetrahedral,0.393,91.048,0.573
Tetrahedral,0.995,86.491,0.775
Tetrahedral,1.022,89.996,0.839
Tetrahedral,0.73,89.959,0.757
Tetrahedral,0.621,87.574,0.597
Tetrahedral,0.551,86.467,0.798
Tetrahedral,1.162,85.773,0.702
Tetrahedral,0.899,86.231,0.855
Tetrahedral,0.515,84.109,1.343
Tetrahedral,1.176,85.479,0.574
Tetrahedral,0.731,84.908,1.256
Tetrahedral,0.765,88.805,0.887
Tetrahedral,1.167,84.233,0.647
Tetrahedral,1.134,88.5,0.942
Tetrahedral,0.97,83.177,0.472
Tetrahedral,0.703,87.7,0.949
Tetrahedral,0.766,87.842,0.411
Tetrahedral,0.79,85.91,0.911
Tetrahedral,0.861,85.854,0.849
Tetrahedral,1.049,83.019,0.579
Tetrahedral,1.238,84.74,0.643
Tetrahedral,0.708,84.892,0.625
Tetrahedral,0.804,84.863,0.87
Tetrahedral,0.74,87.347,0.632
Tetrahedral,0.557,81.109,0.576
Tetrahedral,0.945,87.556,0.603
Tetrahedral,1.243,85.375,0.968
Tetrahedral,0.919,87.572,0.825
Tetrahedral,0.876,85.56,0.729
Tetrahedral,0.962,89.631,1.114
Tetrahedral,0.532,87.473,0.901
Tetrahedral,1.098,89.335,0.661
Tetrahedral,0.774,86.22,0.552
Tetrahedral,1.31,93.726,1.053
Tetrahedral,0.924,92.884,0.723
Tetrahedral,1.108,96.66,0.915
Tetrahedral,0.775,94.935,0.756
Tetrahedral,0.871,94.231,0.61
Tetrahedral,0.947,86.464,0.815
Tetrahedral,1.287,90.332,0.515
Tetrahedral,1.048,80.881,0.498
Tetrahedral,0.546,87.681,0.928
Tetrahedral,0.852,86.212,0.98
Tetrahedral,0.393,88.39,0.317
Tetrahedral,0.897,85.765,0.271
Tetrahedral,1.17,82.808,0.662
Tetrahedral,0.978,83.488,0.822
Tetrahedral,1.171,76.077,0.436
Tetrahedral,0.874,78.069,0.749
Tetrahedral,0.717,74.986,1.058
Tetrahedral,0.44,77.045,0.647
Tetrahedral,0.884,84.661,0.657
Tetrahedral,0.489,89.335,0.669
Tetrahedral,0.357,89.476,0.462
Tetrahedral,0.964,97.305,0.807
Tetrahedral,0.667,88.336,0.603
Tetrahedral,0.837,88.922,0.889
Tetrahedral,1.006,85.204,0.512
Tetrahedral,0.786,88.154,0.711
Tetrahedral,0.929,89.264,0.585
Tetrahedral,0.374,90.65,0.82
Tetrahedral,0.828,88.296,0.729
Tetrahedral,0.606,88.923,0.44
Tetrahedral,1.114,90.687,0.653
Tetrahedral,0.382,86.59,1.048
Tetrahedral,0.897,91.466,0.876
Tetrahedral,0.899,92.805,0.549
Tetrahedral,0.612,90.881,0.714
Tetrahedral,1.054,92.548,0.747
Tetrahedral,0.717,93.227,0.803
Tetrahedral,0.671,89.406,0.822
Tetrahedral,0.693,92.205,0.682
Tetrahedral,1.13,91.944,0.437
Tetrahedral,1.153,91.942,0.696
Tetrahedral,0.976,91.794,0.426
Tetrahedral,0.519,89.768,1.265
Tetrahedral,0.514,88.977,0.714
Tetrahedral,0.469,90.386,0.719
Tetrahedral,0.968,90.525,1.03
Tetrahedral,0.655,90.272,0.57
Tetrahedral,0.816,91.307,1.062
Tetrahedral,1.476,90.871,0.853
Tetrahedral,1.516,90.12,0.525
Tetrahedral,0.736,89.226,0.63
Tetrahedral,0.778,88.449,0.597
Tetrahedral,1.156,87.605,1.216
Tetrahedral,0.751,88.618,0.994
Tetrahedral,0.775,84.422,0.978
Tetrahedral,0.77,83.245,0.563
Tetrahedral,0.672,84.813,0.433
Tetrahedral,0.901,87.994,0.911
Tetrahedral,0.606,85.831,0.758
Tetrahedral,0.636,85.441,1.081
Tetrahedral,0.518,90.706,0.995
Tetrahedral,0.923,86.206,0.42
Tetrahedral,0.774,82.079,1.104
Tetrahedral,0.839,44.389,0.523
Tetrahedral,1.288,56.182,0.821
Tetrahedral,0.646,80.339,0.737
Tetrahedral,1.05,81.719,0.272
Tetrahedral,0.483,83.887,0.6
Tetrahedral,0.713,79.712,0.901
Tetrahedral,0.619,95.72,0.825
Tetrahedral,0.719,93.358,0.736
Tetrahedral,0.822,88.502,0.733
Tetrahedral,0.81,83.826,0.345
Tetrahedral,0.804,83.91,0.466
Tetrahedral,0.723,79.422,0.544
Tetrahedral,0.845,80.343,0.364
Tetrahedral,0.92,76.889,0.7
Tetrahedral,0.814,68.075,0.965
Tetrahedral,0.583,73.32,0.749
Tetrahedral,0.701,77.597,0.955
Tetrahedral,0.796,82.584,1.001
Tetrahedral,0.645,82.534,0.81
Tetrahedral,0.958,82.351,0.693
Tetrahedral,1.085,78.525,0.751
Tetrahedral,0.688,72.389,0.713
Tetrahedral,0.628,67.324,1.196
Tetrahedral,0.765,51.231,0.912
Tetrahedral,0.64,61.088,0.582
Tetrahedral,1.197,47.416,0.507
Tetrahedral,1.212,56.665,0.942
Tetrahedral,0.942,66.552,0.485
Tetrahedral,0.586,54.729,0.837
Tetrahedral,0.66,66.215,0.705
Tetrahedral,1.136,37.266,0.738
Tetrahedral,0.279,74.381,0.551
Tetrahedral,0.89,78.159,0.683
Tetrahedral,0.889,97.47,0.945
Tetrahedral,0.779,91.691,0.845
Tetrahedral,0.998,84.945,1.027
Tetrahedral,0.727,88.167,0.654
Tetrahedral,1.252,80.664,0.876
Tetrahedral,1.153,94.153,0.488
Tetrahedral,0.291,88.739,1.094
Tetrahedral,0.727,90.876,0.448
Tetrahedral,0.965,85.084,0.455
Tetrahedral,1.089,92.225,0.957
Tetrahedral,0.635,93.169,0.784
Tetrahedral,1.195,96.814,0.53
Tetrahedral,0.753,96.869,0.789
Tetrahedral,0.809,96.883,0.761
Tetrahedral,0.987,96.997,0.333
Tetrahedral,0.768,95.68,0.428
Tetrahedral,0.798,95.24,0.397
Tetrahedral,0.572,92.556,0.761
Tetrahedral,0.318,93.499,0.886
Tetrahedral,0.477,95.787,0.428
Tetrahedral,0.903,94.42,0.734
Tetrahedral,1.12,92.784,0.825
Tetrahedral,1.179,90.428,0.493
Tetrahedral,0.729,91.138,0.506
Tetrahedral,1.241,88.435,0.566
Tetrahedral,1.266,84.305,0.472
Tetrahedral,0.581,83.592,0.239
Tetrahedral,1.017,88.874,0.493
Tetrahedral,0.818,83.512,0.728
Tetrahedral,1.098,82.655,0.338
Tetrahedral,0.791,89.059,0.676
Tetrahedral,1.023,97.292,1.12
Tetrahedral,1.016,93.133,0.507
Tetrahedral,0.705,92.707,0.503
Tetrahedral,1.041,88.364,1.034
Tetrahedral,0.997,88.58,0.726
Tetrahedral,1.177,86.522,0.416
Tetrahedral,1.088,90.311,0.688
Tetrahedral,1.018,89.399,0.554
Tetrahedral,0.666,88.572,0.655
Tetrahedral,0.548,87.447,0.452
Tetrahedral,0.706,88.178,0.697
Tetrahedral,0.855,86.004,0.609
Tetrahedral,0.636,81.694,0.411
Tetrahedral,0.667,57.505,0.695
Tetrahedral,0.408,62.58,0.733
Tetrahedral,1.004,54.909,0.444
Tetrahedral,0.953,50.562,0.779
Tetrahedral,0.827,48,0.456
Tetrahedral,0.789,49.305,0.529
Tetrahedral,1.045,36.505,0.412
Tetrahedral,0.756,42.406,0.891
Tetrahedral,0.599,38.543,0.486
Tetrahedral,0.677,33.867,0.671
Tetrahedral,1.369,28.336,0.651
Tetrahedral,1.147,30.573,0.55
Tetrahedral,0.736,42.79,0.656
Tetrahedral,0.928,53.427,0.381
Tetrahedral,1.006,69.501,0.672
Tetrahedral,0.856,97.184,0.431
Tetrahedral,0.73,95.848,0.448
Tetrahedral,0.988,95.826,0.698
Tetrahedral,0.661,96.411,0.409
Tetrahedral,1.397,95.266,0.494
Tetrahedral,0.46,93.712,0.643
Tetrahedral,0.84,92.499,0.805
Tetrahedral,0.499,92.992,0.328
Tetrahedral,0.863,91.422,0.559
Tetrahedral,1.451,90.744,0.526
Tetrahedral,0.985,92.048,0.621
Tetrahedral,0.756,94.174,1.026
Tetrahedral,0.881,92.246,0.668
Tetrahedral,1.002,88.36,0.788
Tetrahedral,0.665,93.899,0.527
Tetrahedral,0.82,93.961,0.736
Tetrahedral,0.663,93.206,0.902
Tetrahedral,0.499,98.188,0.701
Tetrahedral,0.873,95.995,0.808
Tetrahedral,0.921,89.435,0.582
Tetrahedral,0.794,76.064,0.282
Tetrahedral,0.936,92.291,0.854
Tetrahedral,0.774,84.786,0.414
Tetrahedral,0.548,85.321,0.508
Tetrahedral,0.671,92.215,0.931
Tetrahedral,0.845,92.422,0.751
Tetrahedral,0.771,89.381,0.552
Tetrahedral,0.695,88.142,0.715
Tetrahedral,0.742,78.17,0.253
Tetrahedral,1.252,95.704,0.466
Tetrahedral,0.829,93.066,0.265
Tetrahedral,0.612,93.482,0.667
Tetrahedral,0.422,90.086,0.624
Tetrahedral,0.544,85.695,0.596
Tetrahedral,0.995,89.351,0.738
Tetrahedral,0.404,86.248,0.539
Tetrahedral,0.631,85.298,0.847
Tetrahedral,0.945,83.497,0.465
Tetrahedral,0.55,87.655,0.394
Tetrahedral,0.728,89.169,0.378
Tetrahedral,0.466,82.6,0.608
Tetrahedral,0.88,85.051,0.521
Tetrahedral,0.598,79.632,0.894
Tetrahedral,1.786,79.077,0.384
Tetrahedral,1.051,85.975,0.228
Tetrahedral,0.658,85.988,0.507
Tetrahedral,0.522,91.597,0.361
Tetrahedral,0.649,90.084,0.643
Tetrahedral,0.962,87.024,0.555
Tetrahedral,0.96,93.595,0.598
Tetrahedral,1.254,91.635,0.387
Tetrahedral,0.251,94.855,0.273
Tetrahedral,1.211,97.315,0.93
Tetrahedral,1.297,96.048,0.508
Tetrahedral,1.547,92.597,0.29
Tetrahedral,0.771,87.536,0.848
Tetrahedral,1.127,95.251,0.804
Tetrahedral,0.401,96.324,0.621
Tetrahedral,0.655,77.62,0.899
Tetrahedral,0.705,69.179,0.361
Tetrahedral,1.194,47.122,0.369
Tetrahedral,0.57,68.733,0.446
Tetrahedral,0.712,59.616,0.218
Tetrahedral,0.717,77.988,0.861
Tetrahedral,0.866,81.003,0.636
Tetrahedral,1.382,81.348,0.649
Tetrahedral,0.755,84.101,1.422
Tetrahedral,0.535,70.595,0.496
Tetrahedral,1.079,66.269,0.81
Tetrahedral,0.605,70.846,0.53
Tetrahedral,0.774,57.921,0.615
Tetrahedral,0.475,40.64,0.382
Tetrahedral,0.887,45.004,0.467
Tetrahedral,0.619,33.653,0.81
Tetrahedral,1.177,44.462,0.743
Tetrahedral,1.671,48.689,0.428
Tetrahedral,1.627,49.149,0.616
Tetrahedral,0.702,67.662,0.395
Tetrahedral,1.317,67.29,0.319
Tetrahedral,1.19,64.342,0.921
Seesaw,8.189,8.189,8.189
Seesaw,7.237,8.323,8.44
Seesaw,7.91,8.625,8.348
Seesaw,8.662,8.634,7.578
Seesaw,7.351,7.787,8.732
Seesaw,6.641,7.435,8.604
Seesaw,8.673,7.083,8.342
Seesaw,8.285,7.212,8.759
Seesaw,7.742,8.375,8.049
Seesaw,7.313,6.761,7.673
Seesaw,7.868,5.849,7.949
Seesaw,7.741,8.309,8.937
Seesaw,7.047,8.485,7.255
Seesaw,8.12,7.886,7.369
Seesaw,8.103,6.311,7.716
Seesaw,8.777,7.022,6.422
Seesaw,8.19,9.097,7.656
Seesaw,7.856,7.604,8.394
Seesaw,8.068,7.116,6.41
Seesaw,8.541,7.391,7.865
Seesaw,7.77,6.344,6.881
Seesaw,7.771,5.785,6.622
Seesaw,8.112,8.824,6.15
Seesaw,7.919,9.036,8.985
Seesaw,9.043,8.961,8.896
Seesaw,8.094,8.096,8.006
Seesaw,7.52,7.238,7.841
Seesaw,8.114,8.598,7.848
Seesaw,8.683,8.916,8.019
Seesaw,7.874,8.957,8.48
Seesaw,7.867,6.965,8.329
Seesaw,9.432,8.857,8.037
Seesaw,7.024,6.119,8.955
Seesaw,8.667,8.358,6.698
Seesaw,7.773,8.814,8.213
Seesaw,8.663,6.753,6.906
Seesaw,8.667,7.324,7.886
Seesaw,8.93,7.968,7.521
Seesaw,8.461,7.522,7.724
Seesaw,8.615,7.936,6.792
Seesaw,8.251,7.882,6.81
Seesaw,8.235,9.078,8.421
Seesaw,9.096,7.733,7.947
Seesaw,8.075,8.504,8.417
Seesaw,6.67,8.64,8.233
Seesaw,8.727,7.54,7.909
Seesaw,8.725,8.121,8.467
Seesaw,8.29,8.472,7.479
Seesaw,9.274,8.139,7.942
Seesaw,8.917,9.196,7.261
Seesaw,7.37,8.841,7.995
Seesaw,7.257,8.864,7.469
Seesaw,7.675,7.705,8.206
Seesaw,8.969,8.742,7.478
Seesaw,8.395,8.83,7.303
Seesaw,8.451,7.037,7.236
Seesaw,5.106,8.274,7.186
Seesaw,8.596,8.14,7.679
Seesaw,7.516,9.044,5.013
Seesaw,8.605,8.04,7.252
Seesaw,7.701,7.591,6.851
Seesaw,7.684,8.222,7.496
Seesaw,8.919,7.26,6.392
Seesaw,6.226,7.293,8.217
Seesaw,7.513,8.677,7.707
Seesaw,6.916,7.97,7.87
Seesaw,7.705,7.06,6.85
Seesaw,8.084,8.569,8.624
Seesaw,7.812,8.545,8.283
Seesaw,5.894,7.858,7.863
Seesaw,7.708,6.426,6.463
Seesaw,6.81,7.597,8.855
Seesaw,8.072,8.368,7.728
Seesaw,8.023,8.1,5.561
Seesaw,7.461,8.546,7.728
Seesaw,7.199,7.22,7.848
Seesaw,6.873,8.539,6.947
Seesaw,7.624,9.145,8.522
Seesaw,7.656,8.032,6.509
Seesaw,7.108,8.031,8.515
Seesaw,6.5,8.759,8.268
Seesaw,8.248,8.458,6.5
Seesaw,8.746,7.599,8.525
Seesaw,6.917,8.166,6.214
Seesaw,7.012,8.261,7.549
Seesaw,7.595,8.062,6.947
Seesaw,6.476,8.107,8.499
Seesaw,7.647,8.131,8.529
Seesaw,6.655,8.517,8.032
Seesaw,8.2,6.962,9.085
Seesaw,7.692,8.996,6.17
Seesaw,6.341,8.771,8
Seesaw,8.039,7.462,8.852
Seesaw,8.242,8.632,7.083
Seesaw,9.022,8.34,8.212
Seesaw,8.701,8.427,8.578
Seesaw,7.086,7.034,8.51
Seesaw,8.623,9.191,8.05
Seesaw,5.986,8.959,7.772
Seesaw,7.386,8.262,8.644
Seesaw,8.309,7.436,7.749
Seesaw,8.846,7.953,9.317
Seesaw,9.232,6.631,8.034
Seesaw,8.46,8.404,7.246
Seesaw,7.838,8.845,7.018
Seesaw,8.022,9.262,8.013
Seesaw,8.26,8.684,7.651
Seesaw,7.321,6.91,7.253
Seesaw,8.496,8.228,6.135
Seesaw,7.548,8.15,7.64
Seesaw,7.992,7.415,7.324
Seesaw,8.506,8.408,8.475
Seesaw,7.129,8.399,7.87
Seesaw,9.11,8.749,8.82
Seesaw,7.937,4.826,7.356
Seesaw,8.358,7.69,6.878
Seesaw,7.508,8.474,7.599
Seesaw,6.819,8.459,7.933
Seesaw,7.923,6.932,8.115
Seesaw,7.19,7.339,8.649
Seesaw,8.43,7.382,6.476
Seesaw,8.018,7.957,8.271
Seesaw,7.027,7.461,8.033
Seesaw,8.323,7.854,7.667
Seesaw,6.867,7.635,6.857
Seesaw,8.776,7.683,8.099
Seesaw,9.23,7.989,8.614
Seesaw,8.328,6.85,6.496
Seesaw,8.305,8.535,8.415
Seesaw,8.124,8.055,7.988
Seesaw,8.662,6.345,7.419
Seesaw,7.522,7.267,8.246
Seesaw,7.451,6.031,8.859
Seesaw,9.032,6.28,7.229
Seesaw,7.382,6.387,7.761
Seesaw,6.844,8.572,8.093
Seesaw,8.498,6.359,8.418
Seesaw,6.931,7.724,7.655
Seesaw,7.906,8.217,6.343
Seesaw,8.113,6.283,8.221
Seesaw,6.737,7.509,6.66
Seesaw,8.901,8.524,7.779
Seesaw,7.066,8.326,9.143
Seesaw,7.763,6.66,6.88
Seesaw,7.183,8.431,6.44
Seesaw,8.854,7.526,9.082
Seesaw,8.523,7.397,8.145
Seesaw,8.831,7.677,8.093
Seesaw,8.659,7.931,7.996
Seesaw,7.178,8.575,7.566
Seesaw,8.303,6.798,8.671
Seesaw,7.248,7.284,7.863
Seesaw,8.122,8.22,9.006
Seesaw,7.206,7.659,8.341
Seesaw,8.326,8.676,8.123
Seesaw,7.957,7.969,7.845
Seesaw,7.98,8.207,8.109
Seesaw,8.052,6.457,8.936
Seesaw,9.016,8.71,7.612
Seesaw,7.097,8.515,7.494
Seesaw,8.044,8.647,8.729
Seesaw,8.777,8.311,7.586
Seesaw,8.071,7.434,6.819
Seesaw,8.034,8.544,8.417
Seesaw,7.033,5.929,7.452
Seesaw,7.806,9.377,8.894
Seesaw,8.128,7.523,9.021
Seesaw,6.835,8.476,8.873
Seesaw,9.183,8.572,7.455
Seesaw,8.319,8.593,7.683
Seesaw,7.594,8.406,7.634
Seesaw,7.386,7.979,8.66
Seesaw,7.717,7.566,7.053
Seesaw,8.378,9.141,8.729
Seesaw,7.976,7.712,7.911
Seesaw,8.032,8.984,7.947
Seesaw,8.255,8.728,8.427
Seesaw,6.615,8.231,7.444
Seesaw,7.86,8.317,7.42
Seesaw,7.479,7.634,8.066
Seesaw,7.196,7.855,8.568
Seesaw,8.721,8.224,9.426
Seesaw,9.085,8.758,6.822
Seesaw,8.777,7.898,5.178
Seesaw,7.346,8.393,7.285
Seesaw,8.955,8.799,7.058
Seesaw,7.646,8.269,7.472
Seesaw,8.513,5.889,8.196
Seesaw,7.178,7.473,8.008
Seesaw,7.133,7.243,7.178
Seesaw,8.939,7.021,8.161
Seesaw,7.955,7.763,7.901
Seesaw,7.747,8.037,8.044
Seesaw,8.684,7.839,6.214
Seesaw,9.087,8.223,7.812
Seesaw,8.757,7.983,7.718
Seesaw,8.637,8.213,8.639
Seesaw,8.156,8.036,8.192
Seesaw,8.27,8.068,8.161
Seesaw,7.33,8.565,8.477
Seesaw,7.485,6.681,7.685
Seesaw,8.24,8.767,7.136
Seesaw,8.411,8.143,8.686
Seesaw,7.819,8.772,8.174
Seesaw,7.475,9.279,7.862
Seesaw,8.712,7.951,8.146
Seesaw,8.036,7.446,8.541
Seesaw,7.67,8.741,8.993
Seesaw,7.657,9.689,8.015
Seesaw,9.246,9.062,6.738
Seesaw,8.105,8.097,7.671
Seesaw,8.265,8.055,8.635
Seesaw,8.187,8.682,8.406
Seesaw,7.927,7.578,6.073
Seesaw,6.282,8.736,8.237
Seesaw,8.172,6.902,8.136
Seesaw,8.005,8.361,6.95
Seesaw,8.89,9.133,7.501
Seesaw,8.523,6.967,6.343
Seesaw,8.111,7.76,7.885
Seesaw,8.24,8.105,9.136
Seesaw,7.39,8.943,6.221
Seesaw,7.088,7.7,8.245
Seesaw,8.708,7.335,8.766
Seesaw,8.08,8.91,8.511
Seesaw,8.041,7.954,7.616
Seesaw,8.92,8.891,6.928
Seesaw,8.975,7.122,7.895
Seesaw,8.174,7.689,8.013
Seesaw,6.91,8.129,6.747
Seesaw,8.864,6.921,6.831
Seesaw,5.983,7.804,8.89
Seesaw,7.229,8.396,8.216
Seesaw,6.614,7.924,7.887
Seesaw,8.252,7.443,8.357
Seesaw,7.182,7.561,8.788
Seesaw,6.551,8.018,8.09
Seesaw,7.73,7.618,8.452
Seesaw,8.238,8.036,5.905
Seesaw,8.513,8.419,8.126
Seesaw,5.748,8.311,7.491
Seesaw,5.883,7.624,8.779
Seesaw,7.991,8.924,8.03
Seesaw,8.359,9.008,6.947
Seesaw,7.62,7.695,7.902
Seesaw,7.454,8.465,7.025
Seesaw,8.885,7.287,7.91
Seesaw,6.371,6.848,8.008
Seesaw,5.394,8.481,8.402
Seesaw,7.794,7.182,7.565
Seesaw,7.948,7.3,8.716
Seesaw,7.498,7.796,8.867
Seesaw,8.365,7.709,9.136
Seesaw,5.834,8.779,7.728
Seesaw,8.43,7.162,7.705
Seesaw,7.826,7.424,7.519
Seesaw,6.642,8.502,8.107
Seesaw,7.599,8.765,8.404
Seesaw,9.076,7.998,8.06
Seesaw,7.788,7.471,7.578
Seesaw,7.994,8.34,6.884
Seesaw,6.758,7.704,8.142
Seesaw,8.378,9.013,8.625
Seesaw,8.007,7.662,7.965
Seesaw,8.075,7.131,8.99
Seesaw,8.338,8.03,8.703
Seesaw,8.911,6.971,8.229
Seesaw,8.614,8.313,8.112
Seesaw,8.133,9.026,8.53
Seesaw,8.555,9.045,8.699
Seesaw,8.097,8.942,8.446
Seesaw,8.329,8.637,7.62
Seesaw,8.125,7.252,7.149
Seesaw,9.09,7.266,7.717
Seesaw,7.528,8.76,7.712
Seesaw,5.915,7.08,7.135
Seesaw,7.776,21.598,7.889
Seesaw,7.592,15.533,8.146
Seesaw,8.579,18.056,8.72
Seesaw,8.403,18.418,7.669
Seesaw,9.229,20.58,8.463
Seesaw,8.199,22.591,7.069
Seesaw,7.258,21.602,8.53
Seesaw,7.927,22.023,7.863
Seesaw,7.726,15.457,8.511
Seesaw,8.102,14.996,8.223
Seesaw,7.543,16.95,9.053
Seesaw,6.473,17.84,7.515
Seesaw,8.157,19.687,7.885
Seesaw,7.447,16.56,7.995
Seesaw,8.251,18.341,8.82
Seesaw,7.974,17.85,8.422
Seesaw,7.83,17.585,5.732
Seesaw,8.609,15.956,8.113
Seesaw,7.29,15.933,9.313
Seesaw,6.682,17.28,8.318
Seesaw,8.003,20.36,9.307
Seesaw,8.479,21.456,8.192
Seesaw,8.458,22.432,8.161
Seesaw,8.009,18.836,7.495
Seesaw,8.237,17.959,6.909
Seesaw,7.31,20.28,8.771
Seesaw,6.859,20.546,6.979
Seesaw,8.163,19.141,8.001
Seesaw,7.684,21.734,8.404
Seesaw,8.137,19.406,8.111
Seesaw,8.048,19.841,8.283
Seesaw,5.91,17.475,7.752
Seesaw,7.993,20.621,8.161
Seesaw,8.12,19.746,7.957
Seesaw,9.071,19.29,7.879
Seesaw,7.523,18.879,8.324
Seesaw,8.009,17.445,7.621
Seesaw,7.728,18.946,7.869
Seesaw,8.03,21.625,7.357
Seesaw,8.001,18.231,6.7
Seesaw,6.806,17.715,6.535
Seesaw,6.819,20.641,7.419
Seesaw,7.272,26.317,6.533
Seesaw,8.435,18.358,8.31
Seesaw,8.519,20.045,8.086
Seesaw,7.267,19.167,7.758
Seesaw,7.195,20.434,6.986
Seesaw,8.414,22.708,7.738
Seesaw,8.316,18.902,8.578
Seesaw,7.567,15.882,7.608
Seesaw,7.336,14.999,7.279
Seesaw,6.864,23.014,8.747
Seesaw,7.658,23.222,8.189
Seesaw,8.723,25.865,9.071
Seesaw,8.172,18.855,8.437
Seesaw,6.215,22.846,7.965
Seesaw,8.201,26.532,8.997
Seesaw,8.689,22.625,7.723
Seesaw,6.615,29.312,7.559
Seesaw,5.806,24.917,8.103
Seesaw,8.63,24.794,6.775
Seesaw,6.597,23.795,8.49
Seesaw,8.457,27.688,8.602
Seesaw,8.379,21.859,8.285
Seesaw,7.562,15.682,8.524
Seesaw,7.691,26.085,8.463
Seesaw,7.56,24.644,8.2
Seesaw,7.803,23.494,7.483
Seesaw,8.45,20.238,8.676
Seesaw,7.288,20.773,8.065
Seesaw,7.179,22.086,8.928
Seesaw,8.575,17.074,8.298
Seesaw,8.503,14.743,7.768
Seesaw,6.127,33.362,7.426
Seesaw,7.724,35.75,8.31
Seesaw,7.455,43.528,9.079
Seesaw,7.873,38.558,8.56
Seesaw,6.32,44.376,7.5
Seesaw,8.804,36.62,7.81
Seesaw,8.892,39.086,7.624
Seesaw,6.933,35.044,8.54
Seesaw,8.115,41.084,9.153
Seesaw,6.021,39.917,7.863
Seesaw,7.761,43.91,8.38
Seesaw,8.357,37.914,8.555
Seesaw,8.114,45.064,8.733
Seesaw,7.192,43.417,8.818
Seesaw,6.642,29.784,8.013
Seesaw,7.486,13.233,8.732
Seesaw,7.259,5.252,7.678
Seesaw,6.49,5.003,7.851
Seesaw,7.649,27.556,7.972
Seesaw,7.417,25.558,8.278
Seesaw,8.667,32.529,7.781
Seesaw,8.866,36.751,6.883
Seesaw,7.947,42.398,7.45
Seesaw,7.764,43.126,7.774
Seesaw,6.803,36.42,7.485
Seesaw,8.186,35.706,8.094
Seesaw,7.372,36.125,7.107
Seesaw,8.29,35.759,7.953
Seesaw,7.046,33.978,8.236
Seesaw,7.517,38.184,8.876
Seesaw,6.241,32.825,7.039
Seesaw,8.388,38.468,8.638
Seesaw,8.815,38.234,8.089
Seesaw,8.322,36.437,7.642
Seesaw,8.502,33.657,8.505
Seesaw,8.18,40.711,8.933
Seesaw,6.698,41.9,9.029
Seesaw,7.079,43.052,7.296
Seesaw,8.584,46.544,8.383
Seesaw,8.045,45.88,8.196
Seesaw,8.172,45.694,6.954
Seesaw,8.804,47.176,7.501
Seesaw,8.113,49.312,9.111
Seesaw,7.288,46.55,7.558
Seesaw,8.525,47.479,6.523
Seesaw,8.96,48.274,7.381
Seesaw,9.021,40.607,6.779
Seesaw,8.178,45.219,8.826
Seesaw,8.881,47.885,8.262
Seesaw,8.051,46.378,8.337
Seesaw,7.956,43.755,8.395
Seesaw,8.425,42.921,7.863
Seesaw,7.751,33.682,8.834
Seesaw,7.885,28.851,7.67
Seesaw,5.75,39.465,7.088
Seesaw,8.473,15.024,6.869
Seesaw,8.109,43.358,8.4
Seesaw,8.013,46.68,7.943
Seesaw,7.382,41.441,8.287
Seesaw,7.737,41.407,7.429
Seesaw,7.407,43.515,8.787
Seesaw,7.611,25.642,6.967
Seesaw,7.703,34.332,8.36
Seesaw,5.936,41.777,7.516
Seesaw,8.316,42.663,7.504
Seesaw,9.145,47.613,7.695
Seesaw,8.302,48.851,8.622
Seesaw,7.073,44.016,8.447
Seesaw,8.831,42.641,7.622
Seesaw,8.477,38.725,7.63
Seesaw,8.5,44.782,7.963
Seesaw,7.67,43.1,7.822
Seesaw,6.593,40.253,8.48
Seesaw,6.539,39.305,9.417
Seesaw,7.939,36.437,8.464
Seesaw,8.514,36.634,8.155
Seesaw,8.649,26.741,8.049
Seesaw,6.994,23.346,8.474
Seesaw,8.167,21.235,8.815
Seesaw,7.046,20.105,7.594
Seesaw,7.428,23.015,8.255
Seesaw,7.955,29.379,8.317
Seesaw,7.963,25.012,8.941
Seesaw,8.262,26.041,8.988
Seesaw,7.938,34.865,8.748
