# element_ind cluster_ind center? dist
    0 0 0     0.024
    1 0 0     0.024
    2 0 0     0.026
    3 0 0     0.026
    4 0 0     0.027
    5 0 0     0.025
    6 0 0     0.025
    7 0 0     0.025
    8 0 0     0.024
    9 0 0     0.024
   10 0 0     0.023
   11 0 0     0.024
   12 0 0     0.023
   13 0 0     0.024
   14 0 0     0.022
   15 0 0     0.023
   16 0 0     0.022
   17 0 0     0.023
   18 0 0     0.023
   19 0 0     0.022
   20 0 0     0.020
   21 0 1     0.000
   22 0 0     0.019
   23 0 0     0.021
   24 0 0     0.021
   25 0 0     0.022
   26 0 0     0.023
   27 0 0     0.023
   28 0 0     0.022
   29 0 0     0.022
   30 0 0     0.022
   31 0 0     0.022
   32 0 0     0.021
   33 0 0     0.021
   34 0 0     0.024
   35 0 0     0.022
   36 0 0     0.023
   37 0 0     0.022
   38 0 0     0.022
   39 0 0     0.023
   40 0 0     0.024
   41 0 0     0.022
   42 0 0     0.023
   43 0 0     0.023
   44 0 0     0.025
   45 0 0     0.025
   46 0 0     0.024
   47 0 0     0.024
   48 0 0     0.024
   49 0 0     0.025
   50 0 0     0.025
   51 0 0     0.023
   52 0 0     0.025
   53 0 0     0.026
   54 0 0     0.025
   55 0 0     0.026
   56 0 0     0.027
   57 0 0     0.025
   58 0 0     0.026
   59 0 0     0.025
   60 0 0     0.024
   61 0 0     0.025
   62 0 0     0.025
   63 0 0     0.026
   64 0 0     0.024
   65 0 0     0.026
   66 0 0     0.025
   67 0 0     0.025
   68 0 0     0.025
   69 0 0     0.026
   70 0 0     0.026
   71 0 0     0.027
   72 0 0     0.027
   73 0 0     0.027
   74 0 0     0.028
   75 0 0     0.026
   76 0 0     0.026
   77 0 0     0.026
   78 0 0     0.025
   79 0 0     0.026
   80 0 0     0.026
   81 0 0     0.027
   82 1 0     0.023
   83 1 0     0.025
   84 1 0     0.024
   85 1 0     0.024
   86 1 0     0.025
   87 1 0     0.022
   88 1 0     0.023
   89 1 0     0.023
   90 1 0     0.023
   91 1 0     0.023
   92 1 0     0.024
   93 1 0     0.024
   94 1 0     0.023
   95 1 0     0.022
   96 1 0     0.021
   97 1 0     0.022
   98 1 0     0.023
   99 1 0     0.023
  100 1 0     0.023
  101 1 0     0.021
  102 1 0     0.022
  103 1 0     0.022
  104 1 0     0.022
  105 1 0     0.022
  106 1 0     0.022
  107 1 0     0.020
  108 1 0     0.020
  109 1 0     0.020
  110 1 0     0.020
  111 1 0     0.019
  112 1 0     0.017
  113 1 1     0.000
  114 1 0     0.019
  115 1 0     0.019
  116 1 0     0.020
  117 1 0     0.020
  118 1 0     0.020
  119 1 0     0.020
  120 1 0     0.021
  121 1 0     0.021
  122 1 0     0.021
  123 1 0     0.023
  124 1 0     0.022
  125 1 0     0.024
  126 1 0     0.022
  127 1 0     0.023
  128 1 0     0.023
  129 1 0     0.022
  130 1 0     0.023
  131 1 0     0.023
  132 1 0     0.022
  133 1 0     0.024
  134 1 0     0.025
  135 1 0     0.024
  136 1 0     0.024
  137 1 0     0.023
  138 1 0     0.023
  139 1 0     0.025
  140 1 0     0.025
  141 1 0     0.024
  142 1 0     0.023
  143 1 0     0.024
  144 1 0     0.025
  145 1 0     0.027
  146 1 0     0.027
  147 1 0     0.024
  148 1 0     0.024
  149 1 0     0.024
  150 1 0     0.024
  151 1 0     0.025
  152 1 0     0.024
  153 1 0     0.024
  154 1 0     0.024
  155 1 0     0.024
  156 1 0     0.023
  157 1 0     0.022
  158 1 0     0.022
  159 1 0     0.022
  160 1 0     0.024
  161 1 0     0.023
  162 1 0     0.023
  163 1 0     0.024
  164 1 0     0.023
  165 1 0     0.023
  166 1 0     0.021
  167 1 0     0.024
  168 1 0     0.024
  169 1 0     0.024
  170 1 0     0.024
  171 1 0     0.022
  172 1 0     0.023
  173 1 0     0.023
  174 1 0     0.023
  175 1 0     0.025
  176 1 0     0.025
  177 1 0     0.024
  178 1 0     0.023
  179 1 0     0.024
  180 1 0     0.025
  181 1 0     0.026
  182 1 0     0.026
  183 1 0     0.025
  184 1 0     0.027
  185 1 0     0.026
  186 1 0     0.025
  187 2 0     0.031
  188 2 0     0.032
  189 2 0     0.031
  190 2 0     0.032
  191 2 0     0.032
  192 2 0     0.031
  193 2 0     0.031
  194 2 0     0.030
  195 2 0     0.030
  196 2 0     0.032
  197 2 0     0.030
  198 2 0     0.030
  199 2 0     0.031
  200 2 0     0.032
  201 2 0     0.031
  202 2 0     0.030
  203 2 0     0.030
