Tetrahedral	Seesaw
11.229	0.69
10.305	0.849
8.609	0.635
10.379	0.297
10.295	0.437
9.296	0.66
9.985	0.579
10.675	0.653
11.079	0.648
9.051	0.711
8.808	0.621
10.438	0.639
9.319	0.886
9.77	0.604
10.841	1.06
13.449	1.239
10.799	0.787
13.241	0.855
8.791	0.634
10.713	1.021
11.208	0.484
7.701	1.265
11.343	0.96
9.932	0.567
12.727	1.447
10.819	0.429
7.901	1.393
9.532	0.434
10.566	0.657
9.494	0.255
7.69	1.214
12.735	0.902
11.319	0.737
9.904	0.771
9.382	0.868
9.964	0.465
10.848	0.633
10.712	0.772
7.975	1.056
9.778	0.498
9.011	0.727
9.419	0.478
11.126	0.438
9.136	0.551
9.269	0.506
10.629	0.494
8.266	0.67
11.972	0.757
9.654	0.989
8.497	0.773
9.082	0.589
9.935	0.761
9.034	0.398
10.42	0.564
10.322	0.314
8.866	0.344
9.344	0.72
12.414	0.909
8.227	1.346
9.267	1.041
8.786	1.115
8.831	0.775
8.934	0.604
9.079	0.848
9.598	0.402
8.434	0.299
10.039	0.454
9.266	0.701
9.908	0.967
9.625	0.722
9.583	0.678
8.175	1.432
8.139	0.781
10.519	0.532
9.078	0.452
10.014	0.51
11.558	1.42
8.866	0.752
13.767	1.27
8.948	1.514
8.907	0.502
8.618	1.247
7.447	1.169
8.376	0.818
8.506	0.614
10.182	0.66
8.933	0.905
8.83	0.66
9.795	0.401
9.901	0.342
9.81	0.554
10.387	0.718
7.516	1.031
10.158	0.722
8.806	0.674
9.321	0.383
12.267	0.771
10.413	1.142
9.172	0.989
9.756	0.806
8.616	0.841
9.624	0.791
10.184	0.452
12.862	1.285
8.503	0.906
8.912	1.059
12.252	0.517
8.79	0.628
8.918	0.564
7.644	1.196
7.525	1.165
10.12	0.551
9.374	0.591
8.13	0.511
9.344	0.885
10.433	0.698
11.896	1.799
9.377	0.769
9.337	0.569
8.502	0.389
10.927	0.905
9.685	0.636
8.38	1.378
9.22	1.155
11.048	0.901
7.616	1.401
10.944	0.637
8.99	1.115
9.943	0.569
9.879	0.689
12.676	1.112
9.492	0.831
12.19	0.582
9.358	0.282
11.223	0.695
9.583	0.498
10.771	0.334
8.69	0.648
10.641	0.833
8.198	1.278
8.668	0.538
10.404	0.651
10.831	0.432
9.802	1.274
9.2	0.932
10.789	0.743
10.873	0.501
8.455	0.689
11.391	1.257
9.18	0.76
11.436	0.829
10.468	0.556
12.623	0.896
10.291	0.705
8.608	0.637
9.983	0.789
8.271	0.975
7.314	0.663
9.733	0.423
13.024	1.26
9.648	0.777
10.369	0.673
10.562	0.699
10.971	0.798
10.488	0.955
11.527	0.729
11.595	0.905
11.633	0.806
9.703	0.438
10.699	0.606
9.16	0.383
9.809	0.954
9.014	0.407
10.579	0.951
12.449	0.845
10.08	1.044
9.041	0.701
7.845	1.016
11.614	0.672
11.409	0.702
11.774	0.734
9.714	0.568
11.076	0.459
9.699	0.9
8.618	0.704
9.349	1.072
9.073	0.512
11.429	0.374
10.994	1.012
10.851	0.665
12.073	1.494
9.358	0.448
10.667	0.873
9.915	0.848
9.433	0.432
9.492	0.477
11.08	0.722
10.644	0.97
10.134	0.788
9.463	0.984
8.642	0.862
10.69	1.005
8.804	1.303
9.734	0.304
9.901	0.546
11.537	0.791
