Tetrahedral	Seesaw
0.792	7.326
1.361	5.892
3.852	6.131
2.014	6.074
2.953	5.675
3.578	6.943
1.937	5.459
0.134	9.136
0.824	7.985
1.056	7.587
0.635	7.334
0.171	8.972
0.282	7.696
0.4	7.984
0.48	8.008
0.738	7.836
0.494	7.44
0.434	8.545
0.583	8.223
0.346	8.347
0.528	7.875
0.124	8.726
0.794	6.707
0.164	8.176
0.436	8.693
0.322	8.083
0.225	7.936
0.273	8.107
0.573	6.765
0.516	8.527
0.721	7.893
0.43	7.953
0.82	7.862
0.642	6.699
0.459	6.879
0.237	8.291
0.423	8.602
0.796	6.692
0.333	7.01
0.624	6.603
0.839	6.884
0.485	8.471
0.22	8.992
0.194	8.418
0.338	8.901
0.249	7.583
0.622	7.39
0.079	8.516
0.588	6.7
0.287	8.563
1.145	5.667
0.485	8.426
0.578	7.664
0.312	7.555
0.292	7.614
0.326	7.576
0.273	8.464
0.344	8.46
0.688	7.733
0.362	7.826
0.421	8.035
0.325	7.492
0.754	5.879
0.873	7.205
0.291	8.638
0.619	7.747
1.177	7.133
0.87	6.844
1.362	6.884
1.303	7.211
0.53	8.225
0.38	8.55
0.533	7.432
0.303	8.591
0.727	7.279
0.6	8.012
0.376	7.707
0.294	8.388
0.323	8.166
0.809	7.935
1.311	5.971
0.792	5.709
0.276	8.113
0.333	8.087
0.223	8.622
0.716	7.89
0.369	7.11
0.269	7.553
1.518	7.108
0.528	8.123
0.812	7.681
0.38	7.73
0.561	7.046
0.503	7.637
0.481	6.736
0.503	7.874
0.414	8.866
0.355	8.124
0.175	8.393
0.897	8.229
0.559	7.385
0.695	6.871
0.608	7.71
0.852	7.935
0.317	8.718
0.566	6.718
0.845	5.394
0.86	7.747
0.707	7.784
1.175	6.507
0.306	8.853
0.509	7.747
0.657	8.16
0.242	7.969
0.904	6.623
0.773	6.352
0.563	8.781
0.444	8.331
0.845	7.368
0.406	7.589
0.473	7.733
0.454	8.575
0.435	8.121
0.443	6.765
0.14	8.336
0.446	8.332
0.73	8.01
0.604	8.127
0.727	7.396
0.47	6.815
0.584	7.605
0.59	7.49
0.313	8.156
0.778	6.796
0.481	8.347
0.785	6.094
0.338	8.519
0.379	8.538
0.187	8.298
0.846	7.24
0.133	9.391
0.303	8.701
0.638	6.738
0.171	8.784
0.657	7.675
0.563	8.347
0.442	7.339
0.811	5.588
0.198	8.975
0.285	8.409
0.768	7.02
0.261	8.144
0.561	7.869
0.241	8.313
0.204	7.939
0.847	8.009
0.223	8.658
0.911	7.481
0.715	7.695
0.855	7.786
0.414	8.273
0.69	7.064
0.275	8.009
1.158	7.568
0.809	6.087
0.659	7.501
0.241	9.081
0.621	8.403
0.458	8.136
0.733	7.618
0.892	5.614
0.265	8.384
0.417	8.28
0.563	8.134
0.521	8.235
0.924	6.854
0.72	6.78
0.699	6.866
0.48	8.153
0.869	7.883
0.631	7.861
0.616	6.858
0.555	6.796
0.664	6.604
0.784	8.026
0.825	7.156
0.192	8.207
0.389	7.782
0.697	6.673
0.458	6.995
0.411	7.015
0.121	9.017
0.401	7.147
0.337	7.706
0.98	7.52
0.189	8.166
0.345	8.598
0.177	8.328
0.447	6.709
0.761	6.379
0.208	8.208
0.406	7.857
0.677	8.185
0.485	7.572
0.852	6.683
0.278	8.899
0.218	8.096
0.636	7.506
0.434	7.274
0.24	8.134
0.54	8.307
0.447	7.907
0.962	6.365
0.412	8.318
