Tetrahedral	Seesaw	V-trigonal-bipyramid
9.129	0.528	7.592
10.634	0.929	6.886
8.2	0.282	6.679
9.854	0.589	7.667
7.671	0.67	5.939
9.86	1.018	6.481
10.818	0.452	8.019
10.591	0.914	7.993
9.025	0.49	6.56
10.854	0.7	7.81
9.229	0.9	6.066
11.575	0.904	7.95
9.646	1.309	5.42
10.544	0.781	6.901
9.88	0.906	7.447
10.986	0.829	7.563
9.911	0.742	7.216
9.749	0.857	6.96
8.469	0.383	6.448
10.292	0.233	8.454
9.118	0.756	6.019
11.123	2.04	6.556
9.333	0.633	6.273
8.93	0.83	7.489
10.208	0.83	7.566
8.01	1.186	5.105
9.945	0.492	7.434
10.02	1.051	5.912
8.893	0.484	6.711
10.932	0.443	8.613
9.616	1.114	6.011
10.251	0.624	7.629
9.561	0.639	6.34
7.379	0.675	5.113
9.288	0.771	6.528
10.077	0.656	6.786
13.944	0.958	10.962
9.371	0.533	6.397
10.809	0.786	8.254
9.883	0.779	8.166
8.606	0.391	7.209
12.289	0.602	8.425
9.679	0.232	7.78
8.866	0.566	6.913
7.7	0.522	5.365
12.146	0.557	9.196
8.883	0.916	5.11
9.431	1.261	6.935
8.622	0.889	6.869
11.999	1.029	9.943
10.346	0.64	7.422
9.35	0.81	6.323
11.635	0.671	8.523
9.109	0.647	7.048
9.897	1.042	7.171
9.7	0.447	6.776
10.31	0.483	7.096
10.426	0.678	9.004
7.495	0.322	6.421
12.508	1.223	8.461
11.651	0.866	8.685
10.383	0.513	8.054
10.591	0.481	8.267
10.048	0.626	6.536
7.067	1.368	4.776
10.704	0.798	7.378
9.343	1.067	5.972
8.403	0.772	6.327
9.452	0.56	7.283
9.281	0.969	7.449
7.985	0.448	6.458
11.72	0.349	9.479
10.785	0.532	8.271
9.012	0.69	6.814
11.292	0.631	7.787
9.086	0.919	6.18
9.103	0.741	6.729
12.049	0.381	9.654
10.543	0.471	8.308
10.594	0.732	8.269
9.556	1.718	6.08
10.489	0.859	7.585
9.238	1.033	5.605
10.566	0.485	8.093
9.456	0.542	6.54
6.918	1.525	4.235
9.948	0.801	6.977
10.203	0.731	6.451
11.31	1.085	7.644
11.069	1.03	8.541
8.447	0.83	5.89
8.556	0.825	5.737
10.679	0.29	8.766
11.709	1.149	8.2
8.376	0.424	7.03
8.582	0.525	7.532
9.758	0.975	6.832
9.514	0.387	7.342
10.324	0.612	6.747
7.29	1.373	4.629
9.823	0.387	6.975
9.734	0.507	8.446
10.169	0.367	8.505
10.518	0.443	8.274
9.832	0.825	7.472
8.127	0.713	6.066
9.347	0.612	7.404
10.64	0.326	7.872
8.218	1.418	5.834
10.653	0.704	7.645
7.464	0.638	5.989
9.404	0.386	7.36
7.188	1.138	5.115
9.386	0.581	7.279
9.02	0.992	6.329
9.52	0.626	5.954
9.559	0.449	6.557
7.07	1.022	4.764
8.282	1.341	4.822
6.722	1.749	5.151
7.968	1.406	5.534
9.954	0.731	6.59
8.353	1.211	6.367
8.537	1.051	5.412
9.372	1.141	6.578
8.581	1.138	6.059
9.171	0.944	6.251
7.916	0.833	6.117
7.274	0.858	5.268
8.427	1.014	5.472
7.658	0.663	5.199
6.279	0.891	5.356
10.988	0.37	8.764
10.208	0.685	7.735
11.83	0.732	10.254
10.282	1.181	7.362
9.897	0.549	7.141
10.691	0.777	7.175
9.768	0.889	6.616
10.126	0.884	8.325
9.233	0.912	5.974
11.851	0.856	8.444
10.466	1.148	6.726
8.765	0.375	6.928
9.229	0.553	7.186
10.568	1.467	6.466
7.943	0.842	6.222
10.865	1.002	7.95
8.859	0.711	6.044
9.538	1.079	6.184
9.259	0.871	7.419
9.742	0.57	7.085
13.054	1.391	8.081
11.834	0.669	9.074
10.686	1.143	7.465
9.226	0.587	6.856
8.983	0.513	7.292
9.618	0.934	6.464
8.966	0.984	5.729
11.972	0.523	8.961
7.064	0.841	5.566
11.926	0.785	8.145
8.992	1.043	6.488
10.224	1.061	6.712
8.514	0.76	5.971
9.801	0.357	7.612
13.412	1.281	9.793
8.885	0.415	7.643
9.295	0.382	7.289
8.647	0.709	6.138
8.869	1.054	5.611
8.275	0.722	5.578
8.254	1.123	5.834
13.64	1.142	11.489
11.352	0.511	8.286
13.099	0.976	10.445
9.906	0.734	6.477
9.956	0.41	7.864
6.943	1.023	4.999
8.72	0.393	7.306
11.334	0.616	8.256
8.898	0.535	6.256
11.075	0.687	7.878
13.529	0.69	10.314
10.41	0.392	7.885
10.079	0.763	6.516
11.066	0.807	8.006
10.312	0.434	8.097
10.41	1.163	7.89
8.473	0.84	5.804
8.771	0.734	5.634
11.145	0.774	8.688
9.617	1.835	5.57
9.885	0.756	7.013
8.903	0.937	6.292
9.912	2.348	5.799
11.535	1.068	7.962
8.679	0.502	6.998
9.866	0.732	7.142
11.481	1.078	7.615
9.949	0.551	7.688
10.68	0.502	7.63
9.445	0.683	6.578
9.52	0.598	7.713
11.309	0.65	8.715
9.128	0.612	6.989
9.991	0.785	6.987
11.107	0.685	9.094
11.626	1.559	7.561
10.032	1.584	5.81
9.525	1.061	6.365
9.457	0.41	7.562
10.86	0.77	7.7
8.627	0.603	6.159
8.713	0.345	6.834
10.996	0.362	8.534
10.4	0.74	6.426
9.191	1.093	6.861
11.402	0.566	8.141
8.699	1.681	5.516
8.053	0.863	5.416
10.682	1.106	7.46
10.898	0.407	7.855
9.461	0.615	6.693
10.806	0.596	7.727
11.643	0.478	8.856
9.855	0.65	7.174
7.478	0.379	5.816
11.448	0.365	8.897
9.76	0.529	7.852
10.57	1.039	6.94
9.271	0.587	6.831
9.772	0.623	7.105
9.846	0.577	7.656
10.286	0.722	7.392
9.349	0.559	6.811
9.774	0.503	7.032
9.322	0.677	6.298
9.969	0.88	6.566
9.921	1.065	5.649
8.403	1.016	5.374
11.003	0.56	8.285
11.37	1.134	7.601
10.711	0.371	7.767
9.129	0.784	6.001
10.931	0.468	8.633
11.643	0.829	8.059
8.763	0.793	5.727
12.188	1.141	8.308
8.974	0.411	7.151
12.178	0.587	8.829
10.423	0.273	8.174
9.333	0.525	7.54
7.486	0.787	5.591
11.521	0.698	8.457
10.192	0.678	7.118
8.12	0.86	5.234
11.559	0.641	10.151
11.719	0.583	8.52
6.57	0.745	5.561
9.842	0.502	7.155
8.035	0.437	6.162
10.578	0.571	8.269
10.107	0.642	7.364
8.143	0.658	5.494
9.589	0.638	7.478
9.181	0.705	6.372
10.771	0.553	7.452
10.251	0.56	7.342
9.072	0.562	6.815
11.174	0.585	8.491
11.918	0.469	9.3
8.703	0.732	6.387
8.983	0.637	7.183
9.807	0.783	7.73
11.35	0.521	8.803
10.109	0.76	7.194
8.686	0.876	5.646
7.404	0.406	6.027
9.318	0.497	6.719
9.036	0.547	6.191
11.623	1.774	6.981
10.426	0.338	7.407
8.78	0.435	6.921
9.138	0.607	6.87
10.539	0.649	7.881
8.943	1.068	5.633
10.73	0.726	7.45
12.67	0.757	9.545
10.953	0.969	6.745
11.272	0.782	8.378
10.083	0.356	8.295
9.408	1.009	6.165
10.935	0.828	7.977
9.765	0.696	6.449
10.309	0.584	7.211
11.223	0.762	7.874
10.297	0.323	8.371
9.867	0.337	7.764
12.161	1.004	7.67
9.766	0.476	7.332
13.344	1.892	8.575
10.443	0.519	7.677
8.145	1.128	5.831
10.216	1.123	6.846
11.416	0.84	7.663
13.091	1.398	9.857
9.492	0.524	7.09
8.888	0.901	6.367
12.185	0.977	9.707
8.929	0.888	5.665
9.535	0.461	7.195
8.647	1.254	4.721
9.228	0.549	8.044
12.058	0.649	9.696
12.057	0.637	9.003
9.162	1.412	6.081
9.571	0.621	7.074
10.177	0.721	6.424
11.507	0.892	9.106
9.917	0.584	6.537
8.788	0.524	6.298
11.175	0.773	8.085
12.505	0.687	9.705
9.526	0.931	7.835
10.226	0.514	7.612
12.359	1.134	9.025
8.803	0.586	6.55
9.902	0.883	6.013
9.445	0.571	7.611
8.941	0.704	6.617
11.51	1.309	8.709
11.407	0.916	8.827
11.579	0.873	7.797
9.579	0.822	6.409
8.292	1.669	5.694
11.241	0.924	8.296
11.217	1.023	7.367
9.173	0.715	6.726
11.98	0.867	8.799
11.201	0.654	8.104
9.65	0.495	7.831
10.634	0.426	8.397
10.818	1.013	7.424
12.287	0.572	8.722
8.903	0.951	5.938
10.728	1.019	7.116
11.029	0.733	8.65
13.055	1.332	9.302
10.974	1.015	7.266
11.0	0.584	9.104
11.343	0.983	6.899
11.444	0.592	8.113
7.911	0.452	6.738
9.401	0.933	6.351
9.633	0.682	6.333
10.924	1.044	6.911
9.141	0.845	6.264
8.633	1.079	5.562
10.844	0.634	8.609
9.257	0.46	8.221
7.643	0.272	6.288
10.496	0.504	8.698
9.405	1.079	5.701
12.181	0.609	9.481
8.066	0.619	6.246
9.77	0.53	7.523
10.93	0.811	7.618
10.053	0.578	7.967
8.244	1.028	4.644
9.903	0.931	6.874
9.509	0.629	6.955
12.081	0.678	9.613
10.966	0.447	7.69
10.126	0.377	7.436
10.363	1.085	6.358
12.341	0.87	8.752
9.614	0.543	7.392
9.083	1.006	6.815
9.297	0.516	7.362
8.594	0.607	7.095
9.096	0.977	5.533
9.453	1.004	6.469
9.803	0.762	6.979
7.475	0.979	5.724
11.711	0.699	8.17
11.088	0.968	7.821
10.666	0.922	8.015
13.043	0.7	10.644
13.881	1.031	10.167
12.264	0.536	9.805
9.174	1.106	5.469
9.032	0.612	6.264
13.31	0.676	10.271
8.56	0.725	6.101
10.373	0.488	8.578
7.475	0.906	5.171
11.565	1.009	8.274
10.832	0.448	8.734
10.787	0.481	7.968
10.136	0.694	7.0
11.081	0.532	8.536
9.914	0.372	8.831
10.159	0.435	8.312
10.674	1.068	6.762
10.482	0.814	6.639
8.587	0.79	6.209
10.809	0.509	7.708
11.037	1.217	6.999
10.048	0.556	8.086
9.541	0.451	7.335
9.663	0.439	7.406
10.018	1.366	6.248
9.401	0.677	6.218
6.128	1.199	4.672
9.792	0.686	7.418
8.236	0.928	6.505
7.842	0.686	5.794
8.642	0.475	6.813
10.094	0.635	7.177
7.855	0.666	5.728
9.898	0.735	7.01
10.562	0.381	7.617
12.645	0.905	10.401
8.738	0.718	6.379
11.682	0.69	8.78
10.858	0.674	8.075
11.5	0.913	9.203
10.271	0.525	9.163
11.311	0.736	8.164
9.828	0.756	6.348
11.212	0.63	9.612
9.135	0.62	7.949
8.009	0.487	6.623
9.115	0.314	7.025
7.876	0.743	5.291
8.832	0.648	6.592
7.345	1.136	4.592
10.955	0.45	8.11
8.725	1.242	4.928
9.782	0.713	7.166
9.071	1.095	6.221
10.395	0.898	6.578
9.218	0.553	7.036
8.415	0.986	6.375
8.785	0.506	6.431
9.35	0.681	6.682
8.96	0.716	6.926
9.096	0.91	6.427
6.701	1.37	5.436
8.851	0.661	7.121
9.036	1.02	6.339
7.078	0.544	6.348
7.775	1.198	5.897
9.926	0.572	7.103
9.901	0.577	6.863
7.768	1.458	4.286
6.389	1.681	3.767
8.059	0.842	5.857
11.499	1.294	7.424
10.22	0.943	6.343
9.684	1.069	5.867
8.147	1.279	5.741
10.324	0.544	8.142
7.382	1.186	4.622
7.436	0.572	5.091
7.674	0.544	5.726
8.175	0.991	5.774
6.441	0.997	5.004
7.584	1.077	4.753
8.664	0.475	6.639
10.288	0.611	7.525
10.062	0.435	7.561
8.716	0.533	6.648
9.81	0.532	6.629
8.391	0.548	6.103
9.179	0.661	6.202
8.969	0.372	7.072
8.798	0.578	6.812
9.573	0.83	6.279
7.451	1.344	4.836
7.915	0.878	4.782
8.649	0.81	7.208
10.671	0.442	8.599
8.723	0.446	7.16
7.612	1.145	4.666
9.862	0.64	7.572
9.701	0.768	6.868
10.015	1.291	7.583
7.046	1.014	5.66
8.635	1.201	6.232
9.008	1.012	5.926
7.904	0.924	5.073
8.315	0.8	5.864
10.245	0.594	7.358
10.525	0.511	8.119
9.206	0.591	7.031
7.836	0.5	6.367
10.249	1.046	6.882
8.607	1.239	5.478
9.304	0.461	8.168
5.919	1.757	3.683
7.462	0.651	5.787
7.071	0.625	5.142
7.349	1.279	4.55
9.342	0.326	6.963
8.956	1.557	4.992
9.456	0.479	6.767
10.373	1.095	6.2
9.564	0.106	8.281
8.562	0.661	6.17
9.052	0.903	6.109
9.738	0.36	8.146
6.662	1.435	5.198
8.513	0.673	5.799
7.829	0.928	4.878
8.659	0.894	6.58
9.648	0.817	6.892
9.37	0.666	7.47
10.909	0.698	8.068
10.683	1.353	6.5
7.819	1.341	5.076
9.436	0.434	7.847
11.217	0.893	8.111
6.33	0.877	5.292
7.894	0.571	6.058
9.75	0.685	6.124
9.12	0.559	5.789
10.452	0.734	8.346
7.877	1.011	6.213
9.136	1.462	5.715
9.01	1.114	5.825
8.237	0.864	5.15
10.228	1.1	6.511
10.268	0.523	8.234
9.669	1.177	6.956
9.576	0.846	6.452
8.679	0.923	6.194
6.937	1.202	4.853
8.794	1.132	5.47
10.889	0.432	8.514
8.957	0.78	5.852
8.24	0.807	5.62
6.883	0.947	4.374
7.811	1.201	5.703
11.399	0.584	8.565
7.785	0.669	6.334
7.687	0.703	4.873
9.232	0.508	6.455
7.964	0.74	6.284
8.037	0.541	6.049
9.775	0.847	6.7
8.458	1.187	4.667
9.262	1.079	6.109
6.55	0.754	5.35
10.53	1.219	7.242
7.945	1.052	5.265
10.166	0.66	6.726
9.401	0.842	5.912
5.914	1.298	4.884
9.079	0.554	7.62
6.048	1.257	4.627
9.55	0.57	6.715
6.137	1.304	4.904
8.941	0.507	6.684
10.915	0.792	7.223
8.233	0.744	5.176
10.862	0.559	8.037
10.491	0.728	7.528
8.631	0.698	6.337
7.7	1.279	4.329
8.721	1.889	6.253
9.331	0.555	6.756
8.394	0.943	5.955
9.508	0.768	6.574
9.384	1.056	6.436
12.123	1.03	8.108
11.052	0.522	7.935
9.571	0.793	6.506
10.567	0.911	7.168
7.431	0.639	5.406
10.01	0.764	7.775
10.235	0.801	7.443
10.82	0.354	8.634
11.636	0.982	7.244
9.663	0.393	6.721
8.184	0.711	5.825
9.252	0.803	6.505
8.784	1.249	5.073
8.316	0.783	6.929
8.86	0.284	6.977
8.513	1.18	5.822
8.323	0.697	5.416
9.645	0.598	6.497
8.232	0.362	6.442
9.74	0.588	7.241
9.805	0.386	8.422
7.05	1.075	4.488
7.236	1.241	4.511
7.005	1.593	5.425
8.432	0.555	7.174
8.397	1.122	5.535
9.637	1.783	5.41
10.821	0.491	8.312
8.925	0.754	7.232
8.214	0.724	6.439
6.679	0.833	5.506
8.551	0.914	6.413
7.851	0.78	5.024
9.623	0.53	7.416
8.835	0.708	6.322
9.821	0.789	7.069
8.737	1.536	4.668
9.602	0.475	7.843
9.831	1.037	6.083
8.261	0.858	6.737
8.305	0.378	6.319
10.085	0.533	6.7
10.961	0.658	8.074
11.711	0.982	7.96
8.404	0.814	5.947
8.778	1.155	6.913
8.616	0.815	6.26
8.856	1.392	7.115
7.957	1.11	6.151
9.386	0.889	6.724
10.69	0.983	8.138
10.944	0.666	8.07
8.42	0.563	6.01
9.593	1.104	6.039
10.738	0.658	7.447
10.161	0.789	6.292
10.064	0.648	7.212
10.458	0.742	7.658
9.158	0.546	7.297
8.787	0.569	6.18
11.067	0.606	7.816
10.632	0.682	7.68
10.415	0.606	8.115
10.87	0.783	7.556
9.802	0.268	8.089
10.304	0.692	6.705
9.236	0.917	6.342
8.94	0.708	6.608
11.201	0.779	8.741
8.648	0.252	6.667
9.444	0.559	6.697
11.619	1.3	7.275
9.414	0.671	6.974
9.013	1.32	6.05
9.929	0.299	7.363
9.624	0.696	6.89
11.454	0.856	8.218
9.463	0.608	6.549
10.762	0.521	7.749
9.053	0.493	6.895
8.166	0.604	6.799
10.083	0.565	7.576
9.787	0.317	7.357
9.85	0.443	7.542
12.382	1.057	9.258
10.604	1.05	7.977
11.718	0.415	9.411
9.886	0.379	7.005
10.371	0.769	8.067
10.12	1.043	6.342
10.624	0.685	8.237
9.702	0.499	6.94
11.212	0.679	7.749
10.636	1.039	7.898
10.983	0.424	8.111
10.134	1.615	6.199
9.098	0.783	5.524
11.521	0.659	8.372
7.664	1.451	5.184
11.191	0.874	7.979
12.41	0.969	8.538
8.516	0.501	6.958
10.32	0.801	6.754
9.354	0.533	6.306
11.595	0.734	8.041
7.17	1.576	4.962
11.221	1.209	7.937
9.508	0.726	6.848
8.971	0.405	6.866
10.506	0.514	7.19
10.447	0.435	7.812
9.964	0.55	6.351
11.96	0.667	8.263
11.321	0.762	7.217
9.345	0.677	6.955
10.512	0.724	7.506
8.63	0.838	6.445
8.671	0.831	5.546
11.53	0.735	8.272
12.775	0.801	9.589
9.269	0.897	6.375
11.95	0.649	8.727
10.261	0.455	7.956
8.702	0.501	6.439
11.246	0.592	9.645
8.768	0.831	6.142
9.709	0.783	7.586
10.245	0.545	8.059
8.714	0.815	6.148
10.438	0.452	8.098
9.97	1.043	7.179
9.912	0.708	6.907
9.069	0.94	5.651
13.552	1.208	9.685
9.536	0.577	6.934
10.915	1.12	6.893
10.699	0.767	6.702
10.094	0.626	7.116
10.387	1.131	6.217
12.736	0.841	9.081
11.12	0.319	9.438
9.868	0.54	7.538
9.844	0.704	7.193
13.038	1.08	9.653
9.468	0.126	7.153
9.623	1.012	6.007
9.328	0.781	7.833
10.921	1.17	6.32
9.45	1.018	7.443
8.531	0.653	6.088
7.988	1.004	6.041
11.181	0.997	7.394
10.645	0.272	8.725
9.413	0.678	7.416
9.319	1.169	5.191
6.882	1.586	4.421
8.345	0.574	6.473
10.038	0.755	7.487
7.937	0.551	5.737
10.945	0.722	8.738
7.422	0.821	6.12
10.992	0.355	8.467
11.46	0.538	8.36
10.148	0.829	7.327
9.045	0.624	7.337
10.316	0.611	7.849
9.799	0.723	6.654
9.745	0.824	6.855
10.127	0.722	7.265
7.892	0.385	6.393
9.548	1.295	5.587
11.044	0.478	8.68
11.254	0.832	8.888
8.804	1.351	6.349
8.482	0.45	6.956
9.504	1.245	6.75
10.809	0.967	8.403
11.21	0.641	8.313
11.725	0.721	8.495
9.075	0.954	6.576
11.074	0.463	8.343
10.09	1.022	8.121
9.296	0.577	7.517
8.748	0.413	6.938
8.869	1.009	5.945
8.059	0.702	5.956
6.775	0.821	5.634
9.488	0.787	6.948
10.906	0.617	8.386
11.274	0.492	8.348
11.945	1.374	8.01
7.814	0.857	5.814
9.793	0.521	7.174
9.281	1.148	7.1
11.072	0.691	9.308
8.606	0.542	7.165
8.056	0.763	5.69
10.239	0.291	8.053
7.747	0.325	6.394
7.88	0.712	5.674
8.532	1.504	6.267
9.675	1.089	7.257
6.976	1.068	5.52
9.572	0.434	7.09
8.601	0.97	5.85
7.904	0.404	6.42
8.423	0.665	6.046
9.871	0.853	7.324
10.368	0.724	7.206
12.788	0.782	9.616
7.827	0.999	5.052
9.589	0.733	6.47
9.612	1.065	6.122
8.975	0.371	7.289
8.579	0.93	5.401
11.195	0.501	8.513
8.996	0.314	7.234
7.123	1.206	5.065
8.267	0.995	5.423
7.835	0.741	5.624
8.952	0.763	6.47
11.348	0.612	8.511
7.675	0.612	5.49
8.071	0.755	6.269
10.941	0.747	8.329
12.062	0.787	9.657
9.273	0.42	7.008
8.379	0.726	5.254
8.646	0.286	7.106
9.36	0.405	7.583
9.103	0.989	6.352
7.439	0.466	5.501
7.293	0.764	6.473
11.623	0.852	7.456
7.495	0.533	5.965
8.414	0.657	6.557
8.935	0.683	6.726
9.068	0.954	5.433
9.247	0.172	7.927
8.822	0.286	7.296
7.604	1.252	5.963
9.56	0.601	7.225
7.456	0.948	4.808
10.465	0.902	7.78
10.567	0.681	8.376
8.164	0.678	6.244
9.437	0.697	8.455
9.488	0.44	7.816
9.074	0.361	6.948
7.891	0.724	6.377
12.157	1.019	8.356
7.959	0.958	5.039
8.96	0.453	6.765
7.64	1.13	5.176
8.118	0.566	6.115
10.527	0.759	7.128
8.725	0.686	6.547
7.566	1.26	5.208
8.054	0.343	6.632
9.025	1.212	5.65
9.992	0.907	6.603
7.621	0.938	5.341
9.391	1.138	6.469
8.178	1.443	5.321
7.382	0.793	5.33
8.618	0.823	5.994
8.515	1.142	5.238
8.065	0.574	5.928
11.067	0.876	7.632
8.935	0.614	6.13
8.434	0.782	6.119
10.585	0.62	8.168
10.861	1.382	6.301
9.363	1.07	5.982
9.207	0.504	7.783
7.171	1.123	5.304
7.271	1.39	5.195
8.377	0.719	6.062
6.799	1.07	4.466
7.203	1.697	5.275
7.513	0.907	5.88
9.11	0.569	6.243
6.892	1.398	4.332
11.596	0.963	8.568
10.992	1.224	8.337
8.89	0.689	6.549
9.664	0.492	6.993
11.932	1.016	8.153
8.5	0.665	5.914
10.252	0.725	8.43
8.558	0.769	5.811
7.938	0.645	6.086
9.752	0.705	5.992
10.268	0.423	8.694
10.403	0.766	7.475
9.036	0.526	6.855
11.927	0.596	8.376
9.688	0.43	7.823
9.115	0.824	5.662
11.206	0.642	7.469
10.45	0.779	6.785
10.995	0.847	7.464
11.486	0.925	8.041
11.429	0.81	8.098
11.092	0.969	7.611
11.009	0.945	7.046
7.724	0.845	6.588
10.483	0.61	7.769
10.538	0.829	7.465
11.892	0.965	8.08
10.699	0.433	7.837
11.262	0.88	8.332
9.353	0.174	7.344
11.022	0.934	8.134
9.05	0.841	5.9
7.864	0.729	5.889
9.229	0.605	8.388
