Tetrahedral	Seesaw	V-trigonal-bipyramid
8.565	1.328	5.976
10.751	0.595	7.569
9.167	0.283	7.847
7.361	0.562	5.635
10.294	0.687	7.965
8.822	0.775	6.483
11.137	0.34	8.663
11.977	0.797	8.481
8.954	0.467	6.74
9.782	0.557	7.902
7.637	0.4	6.711
7.526	0.862	5.747
8.752	0.841	5.938
9.556	0.621	6.854
9.175	0.992	6.166
9.444	0.583	6.51
7.605	0.605	5.852
10.9	0.548	8.313
9.874	1.058	6.542
9.996	0.949	6.359
11.949	0.841	9.004
11.315	1.112	7.354
9.608	0.617	7.578
8.047	0.694	6.572
8.651	0.684	5.877
9.105	0.609	6.782
9.979	1.018	6.348
11.298	0.48	8.988
11.462	0.989	7.098
9.037	0.275	6.913
9.565	0.366	7.958
11.806	1.411	8.292
9.084	0.378	6.572
9.016	1.01	6.322
10.533	0.828	8.122
10.626	0.746	8.774
12.978	0.953	10.042
10.419	0.373	7.647
11.172	0.591	7.792
11.511	0.703	8.268
10.443	0.441	8.329
8.884	0.752	6.546
8.828	0.739	6.259
9.853	0.288	7.473
10.187	0.75	6.478
12.95	0.668	10.912
10.109	1.357	5.718
9.055	1.39	5.939
10.125	0.564	8.339
13.648	0.741	11.11
14.885	1.175	11.037
12.404	0.726	9.458
10.157	0.538	8.098
9.148	0.842	6.864
10.314	0.492	8.822
8.789	0.723	6.723
9.977	0.52	7.488
10.561	0.487	8.684
9.974	1.056	6.972
10.604	0.659	8.942
9.398	0.774	5.958
7.398	2.626	4.393
10.995	0.42	8.351
9.515	0.398	7.145
10.135	0.407	7.723
10.898	0.889	7.614
11.516	0.856	8.91
10.964	0.625	8.384
9.807	0.269	7.22
9.911	0.681	7.74
10.642	0.803	7.115
9.349	0.258	7.526
9.778	0.496	7.463
8.433	0.614	6.807
8.368	1.055	5.46
12.103	0.499	9.573
9.586	0.35	7.803
8.634	0.361	6.38
6.542	1.337	4.522
11.138	0.368	8.578
11.397	0.863	8.327
9.046	0.454	6.443
10.444	0.269	8.203
8.938	0.55	6.095
10.684	0.631	8.138
11.642	0.591	10.013
8.82	0.523	6.899
10.759	0.636	7.851
8.981	0.539	6.669
9.767	0.507	7.636
8.43	1.145	5.181
11.183	0.845	8.811
8.464	0.945	5.168
9.226	1.273	5.631
10.817	0.945	7.75
9.522	1.059	5.792
9.667	1.351	6.219
10.088	0.344	8.738
11.487	0.985	7.226
12.675	0.599	8.99
11.15	1.227	6.547
9.505	1.199	8.44
9.905	0.893	7.475
9.1	0.542	6.897
12.223	0.995	8.932
8.239	1.095	5.149
9.954	0.801	6.743
10.862	0.253	8.377
12.146	0.845	10.351
10.733	0.853	7.459
9.187	0.41	6.287
12.021	0.906	7.767
9.911	0.738	7.142
9.226	0.851	5.547
9.59	1.633	5.519
9.538	0.59	6.25
11.427	0.866	8.143
11.015	0.655	7.198
8.891	0.753	5.956
9.911	0.615	7.439
11.243	0.668	7.881
10.721	0.883	6.533
10.312	0.339	7.903
9.35	0.748	6.651
9.134	0.589	6.734
11.872	1.203	7.494
8.666	0.377	6.615
10.333	0.533	7.152
8.141	0.224	6.326
9.705	1.261	5.506
10.44	1.332	7.026
9.127	0.532	6.393
15.992	1.483	12.042
9.913	0.997	6.342
11.124	1.38	7.553
11.56	0.803	9.035
9.235	1.147	6.707
9.943	0.346	7.302
10.079	0.448	7.449
10.521	1.125	7.507
9.917	0.469	7.378
7.851	1.506	5.634
10.438	0.952	8.534
10.654	1.429	6.458
10.69	1.558	5.612
8.663	0.562	6.385
8.338	0.592	6.354
8.422	0.42	5.869
9.193	0.432	6.217
11.249	0.927	7.267
9.983	0.712	7.32
10.126	0.852	7.097
10.074	0.415	7.76
10.874	0.737	8.013
11.821	0.81	8.191
9.562	0.99	7.106
8.482	0.682	5.954
9.534	0.706	8.636
10.061	0.488	7.607
11.1	1.301	7.116
10.864	0.687	8.774
8.893	0.427	6.995
12.196	0.739	9.824
7.604	0.819	5.619
10.966	0.436	8.258
10.524	0.834	7.893
10.815	0.728	8.833
10.096	0.663	7.028
9.829	0.907	7.156
9.514	0.59	7.409
10.514	1.063	7.631
9.684	0.717	6.37
12.462	1.046	8.63
9.475	0.832	6.406
9.1	0.997	6.973
11.752	0.886	8.058
11.842	0.681	9.047
10.137	0.702	6.879
10.782	0.966	6.913
10.46	0.917	6.915
10.603	0.582	7.871
10.492	0.412	8.722
10.27	0.586	8.435
9.393	1.148	5.791
8.014	0.914	6.142
8.502	1.087	5.666
10.654	0.617	7.414
10.653	0.667	7.465
10.003	0.643	7.235
10.154	0.684	7.637
9.229	0.243	7.737
9.247	0.656	6.279
8.093	0.492	6.927
10.213	0.504	7.686
10.342	0.718	8.177
12.571	1.238	8.404
9.196	0.66	6.948
9.742	0.887	7.342
11.365	1.283	6.655
9.837	1.188	7.286
10.726	0.94	7.514
10.506	0.549	7.571
13.026	1.346	8.979
10.227	0.353	7.994
10.634	0.627	7.51
9.331	0.327	7.802
10.842	0.599	8.828
11.159	0.415	8.854
9.214	0.619	6.652
9.184	0.414	7.646
10.008	0.47	7.807
11.014	0.503	8.398
11.614	0.79	7.718
11.034	0.265	8.884
8.218	0.691	5.403
9.859	0.929	6.734
8.751	0.478	7.324
7.617	0.692	5.226
11.256	0.42	9.74
9.455	0.451	7.281
10.469	0.658	7.955
9.745	1.032	6.201
8.369	0.952	5.82
10.625	1.465	6.719
12.763	1.246	8.779
9.626	0.701	6.7
11.364	1.011	8.282
8.952	0.831	5.882
10.766	0.579	8.21
12.78	0.564	10.437
8.941	0.566	7.005
11.489	0.792	8.238
8.301	0.618	6.656
7.948	0.59	6.17
11.304	1.303	7.428
10.322	0.576	7.195
8.741	0.423	6.275
9.174	0.752	7.283
8.72	0.868	6.729
9.671	0.427	7.785
11.782	0.65	8.37
9.051	1.002	6.001
8.733	0.384	7.572
10.485	0.661	8.176
10.81	0.473	8.321
9.972	0.609	7.386
11.698	0.564	8.825
9.497	0.407	8.0
9.625	0.825	6.057
10.067	0.821	7.668
8.844	0.722	5.814
9.562	0.709	6.898
8.777	0.712	7.123
10.176	0.713	7.098
10.167	0.479	8.313
8.365	0.936	5.857
9.307	0.443	7.109
10.776	0.948	7.589
9.925	1.384	6.856
8.684	0.904	5.996
8.753	0.81	6.825
9.99	0.678	7.371
7.889	0.489	6.127
12.351	0.765	9.938
9.295	0.295	7.191
9.866	1.209	7.47
8.549	1.122	5.052
8.773	0.736	5.367
10.334	0.654	7.401
9.994	0.512	7.227
9.648	0.601	6.992
10.518	1.007	7.011
12.086	0.918	8.297
11.466	0.65	8.54
9.264	0.973	5.564
10.561	1.049	6.419
11.877	1.282	7.854
9.042	1.531	5.665
10.758	1.313	6.703
10.096	0.542	7.503
10.859	1.01	8.103
10.331	1.116	7.541
10.43	0.575	8.073
10.9	0.601	8.503
9.553	0.802	6.629
9.273	0.681	6.245
