Tetrahedral	Seesaw	V-trigonal-bipyramid
5.423	1.761	4.606
4.313	2.277	3.992
4.299	2.33	4.097
4.594	1.805	4.072
6.547	0.948	5.357
5.987	1.465	4.525
6.655	1.347	6.019
5.639	1.674	5.31
6.85	0.599	5.649
6.131	0.735	5.676
5.312	1.679	4.987
6.039	1.051	5.231
7.335	1.026	6.987
6.242	0.764	5.315
6.775	1.675	6.166
6.462	0.947	5.975
5.812	1.02	4.747
6.011	1.314	5.524
5.113	1.404	4.816
7.816	0.679	6.999
5.728	1.18	5.084
7.296	1.281	6.758
6.049	0.935	5.621
5.422	1.341	3.875
6.96	0.769	6.541
6.009	1.077	5.724
5.381	1.617	5.558
5.841	0.75	5.396
5.299	1.3	4.976
7.839	0.847	6.629
8.082	1.096	6.171
8.222	0.957	7.377
4.787	3.379	3.902
10.424	1.249	10.152
6.989	0.79	6.509
8.538	1.254	7.474
6.635	0.752	5.901
7.392	0.659	6.788
7.39	0.549	6.08
7.255	0.763	6.27
7.146	1.103	6.366
7.756	1.217	7.362
6.408	1.249	6.079
5.685	1.153	5.099
6.267	1.304	5.564
6.939	0.971	6.113
6.491	1.325	5.814
6.494	1.142	4.952
7.496	1.326	6.838
7.163	1.52	6.831
7.198	0.865	6.26
6.721	1.044	6.278
5.851	0.792	5.188
6.004	1.185	5.143
6.835	1.094	6.272
5.673	1.273	4.366
5.669	1.286	5.494
6.765	1.03	5.809
5.07	1.586	4.457
6.387	1.393	5.043
7.496	1.032	7.367
7.156	0.849	6.334
5.789	1.782	5.665
7.565	0.81	7.048
4.933	1.33	4.72
6.916	1.038	6.153
6.955	1.349	6.682
6.039	1.806	5.66
6.805	1.007	6.653
6.685	0.85	5.869
6.887	1.194	5.796
5.89	1.24	4.817
5.586	0.992	5.171
5.397	1.911	4.829
8.613	1.009	7.902
7.568	1.075	6.859
7.008	1.329	6.171
7.111	0.813	5.4
8.463	0.937	7.257
5.832	1.933	5.788
5.001	1.416	4.59
7.953	1.116	7.561
5.237	2.204	4.096
4.641	1.578	4.673
7.004	0.638	6.555
5.193	1.366	5.006
5.574	1.638	5.632
7.43	0.91	6.391
7.243	1.114	5.909
6.815	1.999	4.169
5.414	1.368	4.415
6.037	0.974	5.822
4.616	2.02	4.848
5.313	0.947	5.042
6.505	0.945	5.902
5.965	0.829	4.47
5.711	1.577	5.202
6.73	0.697	6.068
5.561	1.458	4.287
7.233	1.148	6.711
6.954	1.41	5.966
5.554	1.404	4.74
5.27	1.122	5.418
5.467	1.429	5.421
5.744	1.484	4.654
5.141	1.227	5.004
5.906	0.971	5.372
4.673	1.804	3.476
6.243	1.66	4.415
6.166	0.743	5.783
5.742	1.598	5.905
6.891	0.943	6.312
6.842	0.898	5.762
6.995	0.952	6.426
6.985	1.994	5.678
7.566	1.123	6.947
5.844	1.011	4.587
8.029	1.37	7.168
6.519	1.238	5.754
5.771	1.292	5.467
7.05	1.305	6.979
7.178	0.945	5.976
6.119	1.842	5.667
6.519	0.86	4.566
7.871	1.426	7.529
6.898	1.306	6.348
8.607	1.129	8.074
6.871	1.61	5.745
6.161	0.868	5.413
6.353	1.113	5.502
5.661	1.388	4.982
5.076	1.794	4.824
6.205	1.246	4.946
5.025	1.189	4.467
9.883	1.645	9.688
6.709	1.157	6.712
6.644	1.379	6.196
6.677	1.017	6.246
5.263	2.253	4.892
7.972	0.665	6.841
7.14	1.006	5.931
5.367	1.585	4.763
6.118	1.186	5.867
6.23	1.131	6.612
5.396	1.332	5.749
8.54	0.636	7.276
5.73	2.055	6.265
6.666	1.315	5.729
5.951	1.359	6.397
7.437	0.912	7.166
7.124	0.959	6.69
8.485	0.59	7.989
6.692	0.798	6.404
8.813	0.834	8.297
6.717	0.982	5.735
8.609	1.064	8.591
7.149	1.211	6.992
6.949	0.982	6.961
7.078	1.184	7.223
5.659	0.915	4.963
6.572	1.801	6.906
5.603	1.405	5.471
6.484	1.237	6.494
5.979	1.1	5.973
7.281	1.118	6.315
7.657	0.851	7.43
4.907	1.617	4.964
6.737	0.957	6.155
6.893	1.098	6.562
7.804	1.619	7.266
5.356	1.312	4.649
6.852	1.643	7.496
6.708	1.666	7.385
7.193	0.999	6.634
6.632	0.641	6.156
6.043	1.041	5.076
8.361	1.237	8.043
6.998	1.589	6.406
5.902	0.86	5.528
7.054	0.914	6.337
6.284	1.229	5.838
7.104	1.022	6.235
8.559	0.701	7.073
6.011	1.518	5.701
7.865	1.2	6.264
6.751	0.84	6.682
5.471	1.36	4.592
7.435	0.88	7.202
7.581	1.552	7.488
7.359	0.629	6.291
5.334	1.839	4.547
6.967	1.169	6.525
5.633	1.566	5.091
6.705	1.267	6.345
7.606	1.153	7.878
7.521	0.821	6.25
9.965	1.157	9.211
8.042	1.176	7.716
7.242	0.889	6.369
8.601	1.074	8.47
7.165	0.857	6.788
6.669	1.116	5.978
6.625	1.458	7.298
7.069	0.729	6.756
6.313	1.338	6.337
6.165	1.103	5.75
6.243	1.463	5.905
7.915	1.372	7.82
6.314	1.308	5.788
7.964	0.326	7.252
6.244	1.881	5.516
6.988	0.954	6.47
6.643	1.048	6.457
6.692	0.931	6.137
6.591	0.774	5.902
6.183	1.631	5.0
8.773	0.442	8.218
6.46	1.182	5.977
8.357	1.625	6.82
6.355	1.296	6.189
8.364	0.706	7.754
5.802	1.124	5.964
7.457	0.63	6.61
6.264	1.053	6.212
8.791	0.632	8.002
9.311	1.252	9.303
5.22	1.602	5.102
5.951	0.953	5.948
5.575	1.021	5.777
5.423	1.305	5.281
8.446	0.889	7.071
7.118	0.943	6.356
7.867	0.898	7.597
6.229	1.014	5.324
9.051	1.24	8.9
5.964	1.075	5.13
5.706	1.878	6.485
7.468	1.27	7.263
4.865	1.992	5.563
7.715	1.003	7.136
6.719	1.16	6.107
8.735	0.908	7.599
6.698	1.067	6.425
8.367	1.886	8.527
6.925	0.855	6.399
7.657	0.795	7.613
8.426	0.512	7.374
8.021	1.694	8.175
8.355	1.352	8.447
7.985	1.375	6.613
6.526	0.628	6.174
7.53	0.779	6.842
8.433	0.887	8.014
7.14	1.935	7.406
8.601	0.983	8.436
7.596	0.833	7.473
9.664	0.915	8.896
8.683	0.844	7.224
8.318	0.555	7.232
6.128	1.251	5.229
7.885	1.031	6.673
10.272	1.39	10.318
7.822	0.826	6.456
5.68	1.138	4.547
7.342	1.206	6.568
6.355	1.078	5.603
6.404	1.11	6.199
9.436	0.85	7.231
6.456	0.58	5.309
8.03	1.033	7.369
7.465	0.753	6.545
7.514	1.272	5.766
6.633	0.662	6.305
9.29	1.018	8.153
8.747	1.082	8.21
5.936	1.124	5.407
7.25	0.766	6.192
6.487	1.365	6.126
6.138	0.745	5.116
5.835	1.189	5.635
6.116	0.999	5.452
7.175	0.683	5.843
8.151	1.111	7.541
6.742	0.819	6.096
6.044	0.838	4.363
6.821	0.94	6.476
6.963	1.001	6.935
7.946	1.251	7.988
5.821	1.311	5.59
6.85	0.817	6.813
6.262	0.868	6.242
6.097	1.01	6.066
5.954	1.493	6.025
6.229	0.987	6.024
5.927	1.548	6.463
5.134	1.348	5.225
5.973	0.855	4.79
7.247	1.041	6.331
5.945	1.687	6.032
6.454	0.64	5.958
7.321	2.002	7.731
5.887	0.955	5.394
7.155	1.774	6.982
7.366	1.332	6.605
6.119	1.166	6.319
6.224	1.718	6.012
7.531	0.764	7.017
6.874	1.732	6.802
6.27	0.957	5.12
6.33	0.629	5.492
6.028	0.809	5.352
6.119	1.07	5.859
6.934	1.124	5.977
6.772	0.878	5.371
5.87	1.686	6.23
5.641	1.173	5.414
4.591	1.539	4.861
6.862	0.815	6.261
6.345	1.676	7.091
7.397	2.403	7.295
6.506	1.118	6.02
5.754	2.047	3.678
5.886	1.764	4.279
5.525	1.525	4.94
7.438	1.662	6.434
7.558	1.5	6.99
6.132	0.902	6.01
6.385	1.327	5.786
7.684	0.854	5.469
6.696	1.35	6.349
6.53	0.744	5.921
6.589	1.407	5.185
6.119	0.656	5.046
6.903	1.577	5.498
5.5	1.918	6.01
7.741	1.051	7.103
5.545	1.45	4.758
7.707	1.014	6.377
5.369	1.686	4.578
5.991	1.187	4.809
4.753	1.63	4.112
7.695	0.532	6.569
5.238	1.39	4.848
5.269	1.154	5.0
4.559	1.85	4.654
5.468	1.504	5.2
5.537	1.422	4.655
6.737	0.772	4.816
9.043	0.878	8.061
5.271	1.199	5.008
6.192	1.592	5.811
7.64	0.667	6.333
5.858	0.896	4.871
5.077	1.264	4.05
6.111	1.962	5.95
5.539	1.525	4.641
6.283	1.165	4.776
4.336	1.549	4.221
6.499	1.088	5.493
7.671	1.453	7.973
8.423	1.238	5.419
5.232	1.245	5.148
6.39	1.607	6.021
6.232	0.869	5.225
5.319	1.26	3.949
6.278	1.469	5.946
8.545	1.185	8.18
6.72	1.581	5.249
5.049	1.634	4.719
4.937	1.366	4.654
4.273	2.316	3.384
7.075	1.187	6.222
6.116	1.131	4.929
7.035	1.025	5.739
7.342	1.588	6.277
5.453	1.698	3.752
6.254	1.453	5.15
6.798	0.934	5.714
6.308	0.806	5.477
6.878	0.918	5.62
5.879	1.822	4.96
6.794	0.662	5.509
7.418	1.519	6.714
6.131	1.06	5.445
6.669	1.614	6.089
4.695	2.024	3.231
5.681	1.33	4.78
6.375	1.481	4.823
6.876	0.915	6.69
4.454	1.814	5.076
5.776	1.245	5.725
6.279	0.868	6.009
7.129	0.724	6.411
5.955	0.998	4.77
5.497	1.648	5.421
6.075	0.862	5.675
5.527	1.094	5.285
6.371	1.23	5.197
6.462	1.216	5.728
4.53	1.779	2.94
6.282	1.169	4.709
7.164	1.734	6.326
6.565	1.41	6.186
5.927	0.942	5.193
5.316	1.307	3.982
5.519	0.91	5.593
7.25	0.784	5.808
5.751	1.001	4.005
4.944	1.452	4.827
7.059	1.003	6.64
6.372	1.004	5.691
5.735	1.022	5.353
4.11	2.217	3.587
7.706	0.562	7.306
7.452	0.654	7.289
5.373	1.051	4.455
5.985	1.314	4.493
6.647	0.672	6.487
8.934	2.274	9.525
6.057	1.362	5.338
5.89	1.597	5.736
7.099	1.109	5.722
6.296	1.261	5.522
4.919	1.85	4.724
6.961	0.763	6.329
5.273	1.579	5.166
6.767	0.963	6.351
7.174	1.184	6.058
5.766	1.305	5.977
5.151	1.785	5.677
6.216	0.91	5.978
6.42	1.593	6.188
6.262	1.16	6.032
5.403	2.546	3.951
5.056	1.418	4.433
6.365	0.964	6.068
6.248	0.614	5.877
6.463	1.224	5.099
7.069	0.95	6.664
6.593	0.645	5.313
6.345	1.571	6.767
6.766	1.208	6.33
5.186	1.336	3.852
7.457	0.746	5.784
6.676	0.963	5.636
7.602	1.185	6.589
6.828	1.043	6.398
7.831	1.628	6.864
6.466	1.071	6.184
5.19	1.781	4.808
5.42	1.713	4.61
6.106	1.432	4.663
7.756	0.969	7.707
5.395	1.225	4.891
5.551	1.166	4.723
7.31	0.856	5.619
5.173	1.152	4.671
5.624	1.12	5.431
7.164	1.411	6.391
6.948	1.568	7.178
5.724	1.293	4.706
7.71	1.574	7.669
5.749	1.486	5.388
6.204	0.882	5.789
6.179	0.905	5.796
5.317	1.377	5.149
6.743	0.594	6.178
7.288	1.111	6.38
4.152	2.221	4.379
5.643	1.402	4.896
8.334	1.456	8.484
6.157	1.202	6.104
7.157	1.556	6.554
5.362	1.46	4.432
6.421	0.944	6.169
6.684	1.102	6.054
5.568	1.169	4.71
6.186	1.1	5.681
7.387	1.061	6.875
5.48	1.139	5.345
5.371	1.65	5.351
5.612	2.236	5.729
6.566	1.786	6.947
8.824	1.684	8.696
4.522	2.29	4.587
6.71	0.84	4.816
5.372	1.016	5.16
5.589	1.031	5.518
7.167	1.136	6.457
6.869	1.281	6.765
6.572	1.326	5.825
5.58	1.013	5.002
5.742	1.281	5.784
5.459	1.169	4.631
6.083	1.123	5.525
5.429	1.543	4.544
5.511	1.525	4.783
5.99	1.203	4.958
6.307	1.066	5.519
5.558	1.812	5.016
5.34	0.985	4.79
5.002	1.266	4.831
6.575	1.213	4.752
6.33	1.055	6.046
7.816	0.841	6.737
5.723	0.904	4.994
6.172	0.93	5.966
7.064	1.383	5.931
6.018	0.809	5.063
7.563	0.798	7.348
6.709	1.006	5.274
5.789	1.572	5.17
4.984	1.568	5.043
5.51	1.039	5.138
6.901	0.669	5.985
6.642	1.518	6.04
5.722	1.911	6.774
5.845	1.541	6.257
6.321	1.252	5.997
6.575	1.028	6.089
6.905	0.915	5.748
6.418	1.454	5.036
5.532	2.445	4.804
6.548	1.569	5.848
6.271	1.31	6.256
6.628	0.701	6.182
6.484	1.241	5.147
6.084	1.519	5.891
4.621	1.405	4.921
5.495	1.144	4.567
7.202	0.764	6.764
6.381	1.757	3.431
5.587	1.409	5.182
6.34	0.987	5.95
6.117	1.086	5.713
8.351	0.917	6.986
6.393	1.079	6.313
6.59	0.917	5.907
5.292	1.773	5.007
6.215	1.069	4.97
7.053	0.799	5.838
5.538	0.993	5.195
5.466	1.003	4.282
6.395	0.859	5.556
6.635	1.384	5.791
7.289	1.188	6.576
4.833	2.277	3.318
6.626	0.837	5.067
6.943	1.095	5.609
5.492	1.291	4.997
5.999	1.7	5.719
5.828	2.011	5.581
5.586	1.361	5.146
5.582	1.118	5.11
5.764	1.689	4.471
6.415	1.474	4.808
6.992	0.676	6.613
5.973	1.012	6.028
6.166	1.275	5.59
5.232	1.32	4.901
5.89	0.884	4.962
6.368	1.036	5.879
6.015	1.55	5.008
6.444	0.872	5.84
6.417	0.744	5.546
6.261	1.005	6.408
5.253	1.934	3.276
6.344	0.839	5.813
6.836	1.07	5.968
6.222	1.147	5.067
7.087	0.69	6.236
5.546	1.151	5.771
5.566	1.139	4.646
5.294	1.551	5.036
5.27	1.528	4.341
8.128	0.892	6.627
7.031	1.208	7.438
6.245	1.076	4.962
6.835	1.255	5.866
6.474	1.016	6.185
5.859	1.016	5.424
6.364	1.684	5.297
5.944	1.371	5.654
5.494	1.135	4.388
5.729	1.052	4.337
5.804	0.868	5.206
5.453	1.423	4.888
5.287	1.165	5.013
5.835	1.233	5.414
