Tetrahedral	Seesaw
0.387	8.527
0.562	7.571
0.463	7.639
0.659	6.417
0.671	7.118
0.168	8.35
0.993	7.283
0.254	7.744
0.233	8.335
0.812	7.998
0.267	8.395
0.315	8.073
0.654	7.196
0.343	8.351
0.099	8.48
0.578	8.081
0.26	8.571
0.087	9.284
0.859	6.186
0.614	7.557
0.311	7.741
0.646	6.3
0.842	6.97
0.981	6.479
0.908	7.538
0.169	8.845
0.625	6.937
0.529	7.196
0.615	8.043
0.512	7.88
1.051	7.11
0.635	8.752
0.362	7.073
0.747	6.769
0.849	7.217
0.859	7.106
0.445	7.674
0.453	8.752
0.374	8.499
0.457	8.427
0.395	7.709
0.659	7.509
0.613	7.379
0.894	7.44
0.645	8.507
0.644	6.244
0.585	7.485
0.799	6.332
0.287	7.609
0.686	6.081
2.583	5.12
3.54	3.823
0.755	6.977
2.026	4.081
5.49	0.994
7.593	0.773
7.387	0.541
4.069	2.727
7.246	0.429
6.04	0.619
8.001	0.66
7.073	1.042
6.396	0.784
7.626	0.607
0.316	7.988
6.339	0.82
7.939	0.644
2.992	5.746
6.285	0.663
4.482	4.4
6.49	0.924
2.814	4.123
1.906	6.623
0.619	8.568
7.249	0.501
7.058	0.536
7.372	0.367
8.146	0.557
8.251	0.172
5.687	0.986
4.196	4.959
7.652	0.953
7.4	0.543
7.356	0.374
7.788	0.707
9.917	0.561
9.281	0.403
7.3	0.608
5.979	1.026
7.287	0.628
5.914	0.705
8.15	0.358
6.473	0.657
7.504	0.492
7.596	0.535
5.889	0.706
9.037	0.28
8.978	0.398
6.252	1.233
9.265	1.858
6.84	0.672
7.908	0.43
7.859	0.528
6.694	0.427
7.809	0.59
10.698	0.717
9.129	0.137
8.893	0.533
9.035	0.68
6.474	0.724
6.765	0.409
7.448	0.398
6.575	0.515
7.527	0.713
7.82	0.551
6.979	0.73
7.225	0.634
3.143	6.61
9.564	0.664
0.158	8.722
0.285	8.193
0.42	8.156
1.476	5.829
0.706	8.263
0.9	6.778
7.577	0.459
5.594	0.971
0.847	6.85
0.169	8.615
3.321	3.228
9.451	0.314
6.113	0.83
0.949	7.837
1.443	8.026
0.786	7.198
0.405	7.519
0.967	5.925
0.956	7.861
0.475	8.595
0.732	8.01
0.765	6.809
0.848	6.165
0.716	7.449
0.205	8.753
0.703	6.208
0.571	7.02
1.998	6.415
0.264	8.277
0.967	5.425
2.608	5.985
1.193	5.211
0.442	7.073
0.288	8.709
0.545	7.971
0.735	5.821
0.465	7.95
0.469	7.418
1.837	5.447
1.155	7.943
6.972	0.857
1.168	5.358
0.273	8.384
0.385	8.636
0.483	7.393
0.466	8.338
0.217	8.587
0.62	7.167
0.907	7.252
0.464	7.617
0.683	7.001
0.872	6.313
0.282	9.098
1.335	5.81
1.951	6.109
0.988	7.929
0.297	8.118
0.404	8.209
1.349	6.29
2.401	5.186
5.997	0.807
6.166	0.862
9.019	0.789
5.667	0.823
6.66	1.312
7.149	0.528
7.186	0.732
7.41	0.892
7.553	0.652
6.842	0.584
3.392	6.7
7.708	0.669
9.91	0.399
8.138	0.578
10.827	1.077
7.176	0.757
8.723	0.612
7.754	0.57
10.567	0.834
8.091	0.36
10.45	0.654
5.349	1.19
15.328	3.674
8.535	0.503
7.657	0.561
9.438	0.451
7.379	0.491
5.599	0.923
5.489	1.082
8.041	0.622
8.437	0.701
8.36	0.786
8.37	0.644
7.953	0.764
10.681	0.521
7.636	0.702
7.749	0.688
8.168	0.33
7.042	0.499
8.241	0.767
7.803	0.758
7.93	0.359
6.008	1.34
11.779	0.984
7.522	0.38
9.071	1.008
7.354	0.605
9.692	0.289
5.477	1.186
8.414	0.604
7.447	0.653
8.86	0.264
5.901	0.893
1.847	4.569
8.439	1.005
7.064	0.604
6.213	0.781
6.452	1.158
6.099	1.03
10.557	0.659
8.925	0.192
7.437	0.643
6.872	0.987
5.129	1.665
6.961	0.84
5.831	0.964
6.453	0.889
8.138	0.703
10.518	0.428
6.472	0.848
7.896	0.461
6.487	0.482
6.293	1.69
6.645	0.692
8.266	0.714
7.953	0.628
6.898	0.605
5.882	0.871
5.741	0.786
8.514	0.658
7.51	0.414
8.404	0.534
6.438	0.961
7.756	0.825
9.827	0.291
9.092	0.783
8.712	0.487
8.739	0.624
8.241	0.544
7.281	0.513
7.038	0.562
6.083	0.611
8.677	0.606
9.824	1.216
7.257	1.009
8.235	0.746
7.016	0.824
7.757	0.421
6.192	0.733
9.066	0.247
6.406	0.928
9.04	0.382
8.688	0.351
7.435	0.792
7.74	0.374
7.826	0.668
8.238	0.728
6.0	0.691
8.74	0.291
11.364	0.804
6.048	0.78
6.989	0.563
9.928	0.64
8.082	0.404
8.559	0.455
6.274	0.63
8.028	0.526
6.634	0.65
6.3	1.059
8.214	0.937
9.497	0.585
7.279	0.88
6.915	1.062
5.768	0.932
7.703	0.393
7.768	0.764
6.184	0.873
6.576	0.836
8.976	0.536
8.273	0.703
7.621	0.677
5.131	1.231
6.491	0.836
7.636	0.567
7.148	0.732
9.852	0.804
6.391	0.683
7.212	0.531
8.263	0.512
6.967	0.603
7.23	0.717
3.993	1.772
6.485	0.992
3.452	2.562
6.713	0.55
9.242	0.949
7.804	0.456
7.779	0.602
8.358	0.429
7.579	0.958
8.446	0.706
0.584	7.813
0.752	8.057
0.164	8.696
0.377	6.904
0.374	7.928
0.569	6.943
0.267	8.346
0.728	7.318
0.906	7.487
5.946	1.056
0.287	7.862
0.638	7.934
0.989	6.619
0.296	7.588
7.928	1.129
0.836	5.955
1.392	7.246
0.329	7.961
0.566	6.514
0.477	8.29
0.834	7.446
0.56	7.976
0.997	7.21
0.243	8.352
7.822	0.542
0.85	7.338
0.497	7.378
6.595	0.856
0.644	7.616
6.545	0.604
8.233	0.557
6.941	0.618
11.295	0.814
8.716	0.509
8.075	0.796
6.827	0.563
8.899	0.49
4.779	1.35
7.606	0.775
7.743	0.337
7.255	0.773
6.972	0.472
5.375	1.074
8.871	0.729
6.535	0.837
8.031	0.543
5.272	0.982
8.855	0.381
6.995	0.618
6.95	0.679
8.679	0.344
7.613	0.453
8.873	0.371
9.783	0.294
8.439	0.538
7.775	0.997
7.385	0.611
8.371	0.503
8.224	0.281
6.395	0.62
6.804	0.518
9.559	0.375
7.712	0.621
7.15	0.498
9.122	0.333
8.835	0.857
5.859	1.46
6.892	0.975
10.781	0.655
5.852	0.955
6.973	1.014
6.988	1.04
6.973	0.712
8.514	0.237
7.833	0.895
6.884	0.483
9.94	0.435
10.467	0.3
7.757	0.46
7.737	0.588
7.254	1.232
7.341	0.738
8.291	0.39
10.415	0.781
7.089	0.541
8.25	0.221
6.837	0.569
9.969	0.473
7.038	0.506
8.676	0.619
6.759	0.579
0.454	7.231
6.182	1.118
5.735	0.875
7.057	0.792
6.46	1.074
7.258	0.653
8.286	0.593
6.704	0.896
6.611	0.879
8.28	0.516
9.175	0.363
6.221	0.934
7.656	0.341
8.951	0.486
7.176	0.8
6.966	0.549
5.063	2.027
9.408	0.455
7.351	1.032
8.854	0.419
9.397	0.892
7.265	0.608
7.885	0.336
7.799	1.216
5.45	0.942
9.536	0.938
7.534	0.528
6.775	0.766
8.519	0.801
7.511	0.774
6.579	0.708
8.043	0.562
8.305	0.707
9.164	0.826
5.061	1.29
7.331	0.78
8.105	0.331
6.868	0.883
8.283	0.672
10.184	0.52
8.224	0.721
9.171	0.603
5.906	0.7
10.007	0.507
9.148	0.46
5.879	0.846
7.95	0.373
8.364	0.674
7.954	0.785
9.174	0.59
8.12	1.044
6.946	0.516
5.56	1.614
8.473	0.506
6.823	0.949
7.442	0.481
6.891	0.703
7.557	0.45
11.464	0.577
7.675	0.59
7.446	0.638
9.683	0.451
8.059	0.439
7.132	0.416
8.566	0.524
7.494	0.641
9.939	0.683
8.18	0.517
7.258	0.494
7.495	0.657
7.636	0.788
8.146	0.848
6.547	0.699
8.329	0.478
8.203	0.462
7.643	0.311
8.244	0.661
8.958	0.6
7.382	0.569
6.372	0.864
10.314	0.316
6.489	0.961
6.938	0.756
5.684	1.148
7.942	0.305
6.261	0.552
7.924	0.389
9.085	0.583
10.042	0.602
9.088	0.429
6.885	0.572
8.407	0.978
7.409	0.754
7.14	0.844
7.033	0.913
7.651	0.591
7.61	0.593
8.33	0.964
8.072	0.618
6.784	0.676
6.049	0.741
7.794	0.344
8.46	0.776
6.339	1.053
6.374	0.964
6.424	0.865
7.116	0.58
7.332	0.509
9.372	0.57
7.939	0.408
8.303	0.487
10.156	0.739
7.062	0.618
5.796	1.724
9.12	0.468
7.699	0.438
6.512	0.844
8.344	0.566
6.063	1.031
7.491	0.448
10.217	0.631
5.935	0.981
7.112	0.521
6.63	0.909
5.682	0.944
7.64	1.121
10.231	0.482
5.176	1.399
0.897	5.963
0.862	5.843
8.64	0.564
7.341	0.407
6.851	0.436
8.1	0.639
7.382	0.462
8.864	0.601
7.55	0.437
7.084	0.451
6.394	0.82
10.172	0.826
8.204	0.912
6.343	0.855
6.795	0.908
0.21	8.814
0.324	7.786
8.423	0.475
6.946	0.628
7.65	0.577
7.984	0.634
6.858	0.583
0.766	6.572
7.825	0.542
6.274	1.14
7.597	0.931
5.926	0.94
0.368	8.295
0.663	8.021
6.963	0.679
5.401	1.492
6.304	0.713
6.907	0.749
0.54	8.075
6.601	1.105
6.419	0.692
7.272	0.463
0.261	8.653
8.904	0.418
8.338	0.718
0.408	8.364
7.8	0.633
8.274	0.709
5.756	0.995
8.386	0.485
7.577	0.648
7.279	0.642
5.949	1.077
7.712	0.591
7.67	0.589
6.659	0.745
6.888	0.594
0.611	6.74
0.951	6.194
0.676	7.171
0.13	9.316
0.746	6.859
6.769	0.64
7.034	0.512
7.133	0.626
6.493	0.761
0.598	6.647
2.986	6.325
8.494	0.699
7.039	0.768
0.473	7.548
1.001	5.711
1.978	3.875
6.042	0.897
2.907	2.803
2.527	5.064
1.26	5.9
9.266	0.403
7.19	0.517
5.885	0.769
6.247	0.659
6.904	0.813
7.302	0.699
7.542	0.679
0.392	7.295
6.337	0.76
6.514	0.681
8.28	0.469
7.56	0.88
0.68	6.123
6.796	0.54
6.513	0.813
0.188	8.517
9.407	0.337
7.314	0.869
7.757	0.549
9.253	0.463
6.47	1.022
7.058	0.693
6.384	0.687
9.105	0.507
6.996	0.432
0.37	8.575
0.24	8.164
0.844	7.5
0.245	8.201
2.131	3.693
1.446	5.59
0.703	7.546
0.329	7.461
7.42	0.971
8.562	0.414
7.422	0.943
0.498	8.25
0.428	7.467
1.433	7.739
7.528	0.702
9.62	0.713
6.682	0.802
8.724	0.368
7.447	1.054
6.656	0.72
9.932	0.362
8.217	0.738
8.388	0.718
5.776	0.913
8.475	0.953
7.867	0.74
0.718	7.571
6.651	0.712
8.235	0.881
7.317	0.77
7.837	0.947
8.505	0.722
8.449	0.486
9.111	0.599
8.961	0.355
7.761	0.758
9.831	0.72
8.273	0.882
6.768	0.705
9.263	0.975
7.629	0.459
8.903	0.823
7.908	0.285
7.417	0.713
8.37	0.96
7.228	0.473
5.637	0.843
7.815	0.518
7.109	0.705
6.758	0.658
5.519	1.132
7.178	0.826
9.514	0.461
7.62	0.36
7.66	0.877
8.878	0.814
6.964	0.613
6.279	1.264
6.837	0.565
7.685	0.449
5.604	0.81
8.35	0.401
0.275	7.935
7.911	0.463
8.43	0.471
7.547	0.389
9.459	0.565
10.174	0.548
6.83	0.527
10.756	0.576
7.865	0.773
7.176	0.598
6.988	0.721
5.717	0.88
7.988	0.417
8.542	0.454
8.727	0.55
6.825	0.572
8.619	0.635
7.95	0.51
6.503	0.705
8.707	0.467
6.269	0.677
8.678	0.661
8.636	0.467
6.675	1.386
6.19	0.665
7.681	0.464
7.049	0.534
5.664	0.965
8.277	0.569
7.349	0.388
7.551	0.481
9.229	0.749
7.762	0.811
9.39	0.468
9.015	0.329
6.079	0.973
6.198	1.203
7.733	0.661
9.136	0.326
8.39	0.861
8.62	0.587
9.207	0.354
7.863	0.915
6.091	0.879
7.494	0.53
8.318	0.202
10.359	1.073
8.89	0.379
5.076	1.184
7.116	0.553
7.454	1.035
8.353	0.867
7.049	0.632
6.949	0.528
8.63	0.347
8.846	0.678
7.772	0.765
8.233	0.403
5.969	1.018
6.745	0.499
7.452	0.563
8.003	0.311
5.125	2.099
8.052	0.451
7.124	0.441
7.222	0.582
0.317	7.624
0.299	8.414
7.409	0.893
7.356	0.428
8.23	0.742
8.45	0.622
9.453	0.456
7.853	0.865
9.214	0.372
0.467	7.969
0.434	8.331
1.948	5.766
0.868	8.021
0.791	7.528
0.38	7.553
6.192	1.023
8.578	0.704
6.923	0.547
8.444	0.373
7.902	0.333
9.556	0.498
7.87	0.68
10.068	0.602
7.543	0.582
1.001	6.724
0.413	6.985
0.115	8.788
2.19	5.148
7.995	0.532
8.804	0.554
8.051	0.272
4.665	3.031
8.018	0.508
7.906	0.864
7.371	0.797
6.332	0.832
8.569	0.411
8.623	0.642
9.244	0.49
6.037	1.231
6.827	0.547
8.591	0.589
6.531	0.754
9.179	0.382
8.144	1.223
8.674	0.458
3.176	6.097
7.727	0.382
7.206	0.404
7.423	0.486
8.853	0.376
7.554	0.418
8.955	0.339
6.752	0.567
9.75	0.973
7.83	0.441
8.226	0.26
8.115	0.602
8.472	0.436
8.17	0.321
8.329	0.771
7.088	0.963
3.617	4.415
8.949	0.559
6.528	0.762
0.413	8.197
5.754	1.013
7.535	0.332
1.506	5.813
9.506	0.728
