Tetrahedral	Seesaw
0.51	8.086
0.37	6.97
0.268	8.103
0.435	8.448
0.881	7.517
1.006	6.861
0.538	7.098
0.429	8.091
1.301	6.969
0.271	8.517
0.306	7.899
0.742	6.702
0.327	7.863
0.545	7.233
0.186	8.208
0.65	7.408
0.716	8.075
0.587	6.462
0.643	7.57
0.114	8.605
0.349	8.84
0.504	7.891
0.277	8.561
0.184	8.371
0.366	8.415
0.342	7.903
0.71	6.902
0.53	7.649
0.788	6.642
0.236	7.86
0.458	8.653
0.46	7.133
0.861	5.817
0.599	7.54
0.463	7.185
0.299	8.849
0.606	8.058
0.673	6.804
1.318	7.183
0.583	7.429
1.065	6.001
0.631	7.407
0.426	7.676
0.983	5.687
0.461	8.164
0.171	9.2
0.543	7.773
0.49	7.944
0.508	7.305
0.576	7.566
0.234	8.789
0.332	8.007
0.577	8.274
0.607	7.488
0.44	7.064
0.417	8.643
0.394	7.154
0.28	8.695
0.45	7.735
0.16	8.543
0.494	8.119
0.663	7.334
0.49	7.332
0.613	6.742
0.738	8.006
1.253	5.899
0.764	6.35
0.406	8.242
0.425	8.787
1.097	8.457
0.749	7.263
0.784	7.546
0.224	8.076
1.411	5.017
0.982	6.872
0.522	7.066
0.452	8.128
1.553	4.959
1.388	7.512
0.355	7.49
0.142	8.973
0.318	8.226
0.235	7.76
1.593	4.857
0.55	7.963
0.607	6.693
0.717	7.833
0.34	8.157
0.331	8.361
0.307	8.099
0.325	8.127
0.255	7.517
0.307	8.344
0.494	8.844
0.353	8.87
1.228	6.421
0.542	7.316
0.294	8.447
0.271	8.539
0.893	6.7
0.444	8.42
0.829	6.782
0.78	6.686
0.838	7.641
0.241	8.614
0.487	8.317
0.973	5.844
0.113	8.763
0.914	8.388
0.859	7.631
0.355	8.74
0.973	7.399
0.363	7.929
0.414	8.552
0.524	7.891
0.574	7.319
0.431	7.721
0.21	8.534
0.532	8.142
0.716	7.732
0.408	8.299
0.162	9.177
0.479	6.842
0.916	7.631
0.162	8.324
0.47	7.099
0.439	7.551
0.354	8.288
0.447	8.054
1.077	6.843
1.162	5.682
0.723	7.383
0.861	7.162
0.78	7.301
0.102	9.134
0.639	7.965
1.105	9.035
0.621	8.078
0.744	7.909
0.489	8.51
0.726	7.011
0.716	8.192
0.842	5.678
0.27	8.619
0.776	7.02
0.51	7.068
0.409	6.748
0.286	8.458
0.653	7.914
0.864	7.12
0.588	7.019
0.459	8.428
0.278	8.266
0.287	8.398
0.052	9.358
0.303	8.297
0.626	6.137
0.55	6.723
0.807	7.476
0.289	8.597
1.163	6.653
0.699	6.431
1.613	5.271
0.085	9.392
0.775	6.691
0.324	8.023
0.863	8.211
0.203	8.337
0.42	7.997
0.511	7.972
1.103	7.617
0.49	7.983
1.335	6.323
0.127	9.03
0.638	7.152
0.541	8.728
0.195	8.668
1.092	8.387
0.582	8.157
0.696	7.57
1.001	5.928
0.274	8.862
0.617	7.801
0.778	5.827
0.459	8.27
0.398	7.17
0.551	7.589
0.936	7.191
0.35	7.799
0.501	7.984
0.246	8.16
0.279	8.062
0.918	6.846
0.942	6.856
0.908	8.047
1.569	4.637
0.713	6.953
0.615	7.92
0.582	7.278
0.283	8.876
0.399	7.759
0.757	7.068
0.451	8.374
0.822	6.31
0.48	7.315
0.919	5.6
0.549	7.554
0.711	7.377
0.31	7.84
0.332	8.468
0.351	7.593
0.248	8.915
0.537	6.569
0.894	6.165
0.358	7.998
0.308	7.753
0.203	8.243
0.336	7.71
0.173	8.754
0.501	6.537
0.826	6.966
1.022	6.007
0.659	7.675
0.638	7.659
0.637	6.561
1.054	6.428
0.956	7.797
10.759	1.912
0.202	9.375
0.329	8.006
0.161	9.135
0.424	7.443
0.221	8.262
0.595	6.747
1.134	7.387
0.531	8.062
0.525	7.412
1.22	7.19
0.548	7.911
0.615	8.559
1.267	5.138
1.831	5.101
0.627	6.524
0.299	8.002
0.766	8.079
0.419	7.497
1.017	6.865
0.583	8.219
0.647	6.888
0.881	6.873
0.337	8.046
0.296	8.178
0.401	8.434
0.308	8.187
0.287	7.599
0.215	7.961
0.739	7.064
0.859	5.721
0.699	8.115
0.803	8.048
0.389	7.872
0.23	8.155
0.211	8.62
0.502	8.572
0.265	7.99
0.324	8.648
0.513	7.892
0.664	7.214
0.671	8.334
0.528	7.667
0.592	7.72
0.578	7.312
0.698	6.07
0.289	9.089
0.479	7.925
0.754	6.775
0.645	7.922
0.453	7.654
0.171	8.862
0.36	7.619
0.592	8.441
0.715	7.406
0.546	7.598
0.942	5.729
0.654	7.154
0.712	6.543
0.667	7.431
0.904	6.841
0.74	6.253
0.572	6.858
0.548	6.991
0.601	7.771
0.838	6.14
1.054	5.969
0.576	7.221
0.267	8.463
1.321	5.201
0.68	7.389
0.517	8.003
0.288	8.177
0.624	7.545
0.264	8.035
0.36	8.017
0.385	7.578
0.41	6.712
0.515	7.634
0.582	7.554
0.193	9.187
0.307	7.818
0.346	8.062
0.427	8.54
0.655	6.245
0.978	7.586
0.867	7.029
0.757	7.94
0.31	8.046
0.621	7.602
0.401	7.63
0.972	6.757
0.445	8.79
0.162	8.945
1.198	5.293
0.872	6.348
0.567	8.0
0.346	7.536
0.57	7.548
0.417	8.055
0.38	7.611
0.845	6.768
0.763	7.607
0.93	6.388
0.298	8.156
0.471	7.069
0.495	7.393
0.297	7.855
1.413	5.416
1.0	6.281
0.142	8.784
0.708	7.236
0.563	7.77
0.527	7.312
1.083	6.95
0.883	6.997
0.17	9.036
0.324	8.237
0.264	8.473
0.875	8.032
0.454	8.515
0.627	6.782
0.727	6.876
1.05	7.282
0.819	5.664
0.637	8.627
0.74	7.883
1.295	7.715
0.236	7.823
0.183	8.547
0.366	7.888
0.37	7.7
0.691	6.712
0.838	5.83
0.523	8.06
0.326	8.19
0.325	8.742
0.199	8.51
0.649	6.927
0.841	7.544
0.78	6.536
0.318	7.841
0.592	6.875
1.443	5.71
0.832	7.422
0.374	8.177
0.501	7.654
0.657	7.316
0.564	6.836
0.285	7.979
1.152	5.711
0.839	7.067
0.78	7.278
0.883	7.521
0.569	7.547
0.834	7.661
0.334	7.804
0.392	8.631
1.331	5.089
0.18	8.337
0.379	8.596
0.204	8.746
0.769	7.794
0.502	7.545
0.509	7.003
0.252	8.487
0.359	7.702
0.585	6.986
1.159	6.647
0.515	6.974
0.285	8.36
0.519	8.62
0.225	8.591
1.075	7.596
0.583	6.683
0.551	8.136
0.52	7.125
0.243	8.681
0.459	7.87
1.353	6.065
0.495	7.432
0.763	8.216
0.262	7.537
0.776	7.402
0.721	7.498
0.621	7.354
1.05	7.786
0.58	7.461
0.947	6.963
0.45	7.938
0.608	7.447
0.977	6.014
0.657	8.239
1.075	7.958
0.487	8.521
0.379	7.042
0.65	7.181
1.303	7.21
0.602	6.106
1.262	7.16
0.644	7.499
1.847	4.254
0.923	7.088
0.875	6.605
0.896	6.455
0.85	6.292
0.649	7.308
1.62	5.781
0.317	8.17
0.674	7.207
0.61	8.186
0.503	8.234
1.296	6.979
0.475	7.757
0.291	8.385
4.082	4.406
6.577	0.867
7.877	0.675
8.521	0.422
0.092	9.178
1.238	5.389
6.198	0.896
4.906	1.986
7.529	0.469
6.796	1.077
8.502	0.353
8.099	0.364
7.736	0.492
9.202	0.312
6.944	0.658
7.962	0.459
9.944	0.577
6.19	1.293
6.023	0.871
6.28	0.886
8.185	0.465
8.218	0.565
9.175	0.388
5.51	1.762
6.918	0.774
7.736	0.375
7.682	0.687
6.81	1.008
8.007	0.567
8.212	0.608
8.063	0.514
9.037	0.503
3.522	5.5
7.535	0.797
6.996	0.856
6.313	1.14
6.623	0.726
4.837	6.613
6.466	0.996
5.889	0.779
8.951	0.403
6.656	0.574
9.107	0.449
8.155	0.25
7.236	0.967
6.325	0.751
10.494	0.479
8.272	0.569
6.444	0.699
5.391	1.399
8.099	0.212
9.265	0.158
7.487	0.617
7.104	0.703
6.576	1.013
7.828	0.451
7.434	0.553
6.926	1.138
2.414	7.048
7.816	0.481
9.152	0.51
2.585	6.595
0.444	8.529
7.871	0.632
4.825	1.372
7.064	0.796
7.018	0.83
5.978	0.826
6.899	0.627
6.097	0.836
8.097	0.762
8.223	0.474
7.194	0.908
6.416	0.658
5.954	0.917
7.778	0.61
6.916	0.813
5.806	0.927
8.213	0.554
5.883	1.238
8.076	0.437
8.68	0.413
9.352	0.528
7.053	0.566
7.258	0.695
5.978	1.074
7.252	0.522
8.67	0.315
6.743	1.175
9.481	0.292
6.494	0.76
10.417	0.395
8.449	0.261
6.06	1.02
8.499	0.789
6.404	0.941
6.754	0.881
8.255	0.449
6.902	0.796
2.844	6.352
7.069	0.499
8.008	0.561
9.313	0.477
7.119	0.668
7.116	0.961
6.764	0.851
3.323	4.293
7.293	0.669
9.989	0.328
8.46	0.189
3.821	6.416
7.346	0.785
6.532	1.325
5.997	1.229
10.718	0.346
6.398	0.96
7.128	0.693
7.948	0.593
7.117	0.541
8.299	0.209
6.475	0.662
5.794	0.866
6.641	0.646
6.63	0.926
7.391	0.676
7.2	0.591
8.513	0.417
7.37	0.628
5.22	1.539
6.537	0.667
6.242	0.739
5.95	0.734
9.408	0.391
8.512	0.532
