Tetrahedral	Seesaw
0.76	7.715
0.783	8.816
0.667	8.433
0.361	8.857
0.902	7.216
0.465	7.687
0.868	7.583
0.453	8.827
0.455	8.722
0.737	7.779
0.747	8.048
0.51	8.269
0.35	8.993
0.741	9.039
0.712	8.096
0.924	7.911
0.306	9.012
0.679	7.792
0.828	7.211
0.81	8.022
0.794	8.544
0.573	7.872
0.434	8.761
0.518	8.753
0.502	7.869
0.293	9.267
0.679	7.643
0.462	9.068
0.442	9.031
0.439	8.277
1.23	6.568
0.583	8.454
0.922	7.839
0.599	8.889
0.772	8.048
0.77	7.999
0.588	8.154
0.45	8.477
0.806	8.301
0.921	7.654
0.375	8.314
0.334	9.43
0.352	8.135
0.644	7.963
0.876	8.179
0.483	8.843
0.567	8.097
0.469	9.065
0.698	8.499
0.622	7.864
0.716	7.131
0.504	7.828
0.626	7.937
0.833	8.426
0.729	8.367
0.385	8.339
1.563	5.477
0.575	8.408
0.38	9.039
0.341	8.925
1.234	7.205
0.845	7.655
0.631	7.975
0.422	7.934
0.768	7.206
0.798	7.555
0.927	6.98
0.59	7.912
0.327	8.416
0.35	9.041
0.352	9.077
0.567	8.607
0.714	8.473
0.5	8.957
0.235	8.784
0.516	8.942
0.26	8.559
0.775	8.047
0.675	7.644
0.587	7.959
0.572	7.407
0.595	8.053
0.338	9.101
0.719	7.667
0.45	9.132
0.793	8.144
0.303	9.127
0.61	8.153
0.42	9.166
0.833	8.165
0.602	7.375
0.372	8.026
0.763	8.355
0.754	7.677
0.679	7.434
0.434	8.234
0.918	7.259
0.835	7.631
0.665	8.041
0.771	7.687
0.123	9.163
0.687	7.685
0.508	8.205
0.471	9.131
1.054	5.997
0.969	7.637
1.125	6.623
0.827	7.641
0.591	7.244
1.016	5.992
0.788	7.224
0.61	8.209
0.609	7.883
0.703	7.875
0.758	8.368
0.892	8.291
0.343	8.397
0.548	7.364
0.571	8.398
0.7	7.959
0.498	7.066
0.414	8.505
0.403	9.314
0.525	8.443
1.043	7.926
0.345	8.452
0.613	8.548
0.485	8.694
0.661	7.798
0.411	9.092
0.471	8.683
0.812	6.849
0.69	7.211
0.91	8.199
0.631	8.603
0.471	9.188
0.429	9.007
0.331	8.836
0.774	7.53
0.39	8.388
0.71	7.588
0.521	8.8
0.523	8.357
0.732	8.179
0.665	8.626
0.359	8.476
0.709	7.653
0.671	8.499
0.879	6.875
0.638	8.112
0.536	8.885
0.708	6.977
0.515	7.395
0.338	8.059
0.471	7.596
0.721	7.836
0.676	7.385
0.704	8.507
0.628	7.921
0.614	8.766
0.515	9.218
0.904	6.904
0.425	9.005
0.225	7.708
0.555	8.687
0.519	8.631
0.796	7.236
0.874	9.077
0.426	8.608
1.183	6.22
0.373	8.346
0.367	9.204
0.638	8.826
0.659	7.568
0.673	8.236
1.019	7.208
0.6	7.51
0.474	8.774
0.447	8.508
0.469	8.251
0.848	7.822
0.714	8.157
0.389	8.835
0.505	7.298
0.767	8.383
0.455	8.868
0.232	8.836
0.668	6.999
0.891	7.541
0.585	8.232
0.556	6.951
0.868	6.849
0.631	7.795
0.586	8.001
0.494	8.6
0.618	9.237
0.72	7.803
1.095	6.533
0.455	8.651
0.859	6.283
0.954	6.673
0.573	8.629
0.294	8.898
0.487	8.36
0.562	8.268
0.501	8.359
0.498	8.651
0.934	8.995
0.568	8.483
0.532	8.896
0.595	7.597
0.455	8.687
1.215	7.246
0.473	8.648
0.463	7.996
0.604	7.796
0.768	7.368
0.629	8.63
0.718	7.143
1.122	8.329
1.163	6.679
0.567	8.808
0.659	7.203
0.881	7.97
0.594	8.184
0.651	7.884
0.468	8.801
0.654	8.648
0.717	7.597
0.659	7.463
0.514	7.917
0.645	8.398
0.543	8.361
0.507	7.486
0.532	8.698
0.737	7.532
0.385	8.129
0.747	7.709
1.056	8.926
0.894	7.47
0.879	7.735
0.26	9.091
0.66	8.478
0.494	8.711
0.417	7.91
0.778	8.589
0.685	7.595
0.871	7.782
0.621	8.046
0.466	8.495
0.767	8.047
0.769	8.651
0.584	8.001
0.585	8.77
0.229	8.807
0.487	8.164
0.793	8.74
1.071	6.799
0.345	8.538
0.564	7.598
0.655	7.484
0.43	9.368
0.556	8.184
0.191	9.096
1.151	8.33
0.276	9.083
0.452	8.281
0.824	7.573
0.612	8.74
0.737	7.513
0.5	7.643
0.64	7.22
0.225	8.504
0.974	7.601
0.86	8.011
0.625	8.097
0.67	7.846
0.6	8.206
0.866	7.972
0.435	8.621
0.724	8.558
0.367	8.734
0.668	7.549
1.338	5.703
0.547	7.818
0.801	6.711
0.559	7.971
0.677	7.598
0.452	8.762
0.444	8.43
0.543	8.757
1.02	7.895
0.354	8.016
0.479	8.07
1.004	7.703
0.271	9.054
0.664	8.286
0.75	7.977
0.348	8.72
0.318	8.602
0.984	8.266
0.546	9.014
0.435	8.708
0.496	7.536
0.714	8.995
0.811	7.483
0.35	8.889
0.555	8.388
0.382	8.544
0.393	9.138
0.545	8.268
0.358	8.894
0.893	8.412
0.593	7.966
0.556	8.268
0.538	8.667
0.785	8.426
0.467	8.247
1.163	7.709
0.768	7.853
0.665	8.353
0.845	8.017
0.708	7.636
0.433	8.293
0.772	8.604
0.65	8.775
0.763	8.226
0.527	8.225
0.471	7.952
0.532	8.211
0.768	7.716
0.5	9.03
0.978	5.925
0.683	8.549
0.651	7.383
0.926	7.34
0.536	9.041
0.712	8.559
0.514	8.44
0.343	8.702
0.601	8.528
1.179	6.809
0.507	8.587
0.845	8.223
0.642	7.698
0.306	8.81
0.574	8.358
0.81	8.457
0.658	8.317
0.503	8.73
0.603	8.44
0.285	7.661
0.603	7.715
0.738	8.965
0.554	8.489
0.573	8.937
0.484	8.834
0.497	7.963
0.67	7.732
0.668	7.674
0.538	9.374
0.573	8.638
0.517	7.774
0.441	7.799
0.916	7.754
0.567	8.214
0.277	8.896
0.673	7.82
0.537	8.608
0.558	8.734
0.788	8.267
0.52	9.084
0.57	8.337
0.851	7.18
0.702	8.925
0.568	8.592
0.453	8.292
0.903	8.518
0.634	8.217
0.673	7.5
0.738	7.42
0.655	7.982
0.653	8.445
0.617	7.165
0.557	8.792
0.389	8.346
0.533	7.995
0.953	7.863
0.33	9.038
0.681	7.184
0.617	8.4
0.814	8.169
1.052	6.995
0.91	8.691
1.315	6.808
0.461	9.442
0.655	7.186
0.93	6.354
0.745	8.954
0.858	8.364
0.596	7.851
0.556	8.299
0.727	7.355
0.417	8.476
0.479	8.064
0.68	7.495
0.639	7.58
0.719	8.121
0.474	8.711
0.833	8.334
0.511	8.869
0.783	7.511
0.616	8.632
0.697	8.561
0.35	8.201
0.42	8.459
0.905	7.614
0.656	7.529
0.623	8.367
0.691	7.036
0.982	7.738
0.528	9.019
0.713	8.69
0.679	8.146
1.058	6.949
0.517	8.383
0.539	8.619
0.608	8.673
0.334	8.762
0.207	9.259
0.902	7.877
0.903	8.065
0.399	8.728
0.733	7.446
0.612	7.825
0.467	8.915
0.493	9.16
0.425	8.9
0.856	9.006
0.952	6.926
0.636	8.624
0.335	8.415
0.88	8.126
0.548	8.377
0.42	8.431
0.312	8.469
0.519	8.665
0.589	8.657
0.437	9.012
0.573	7.361
0.341	8.892
0.53	9.448
0.451	8.552
0.375	8.484
0.447	9.102
0.416	7.685
0.774	8.173
0.415	8.849
0.32	9.414
0.548	9.125
0.292	9.012
0.591	7.556
0.286	8.92
0.612	8.812
0.604	8.304
0.571	7.985
1.509	7.806
1.051	7.013
0.56	8.481
0.575	8.876
0.274	8.89
0.907	6.955
0.755	7.782
0.628	8.369
0.488	7.742
0.639	8.506
0.555	8.281
0.498	8.66
0.375	8.918
0.796	8.8
0.417	8.965
0.742	6.496
0.676	8.576
0.347	8.845
0.733	8.569
0.632	8.797
0.604	8.627
0.522	9.129
0.702	8.767
0.528	7.426
0.473	8.493
0.528	8.433
0.398	8.076
0.663	8.091
0.695	8.122
0.301	8.613
0.343	8.264
0.729	7.715
0.293	8.213
0.503	8.131
0.59	8.579
0.531	8.488
0.429	7.619
0.785	9.113
0.69	8.035
0.267	8.607
0.535	8.841
0.603	7.211
0.756	7.035
0.614	8.338
0.855	8.698
0.414	7.982
0.645	8.845
0.491	8.278
0.403	8.266
0.472	8.538
0.553	8.384
0.551	8.351
0.596	8.64
0.427	7.97
0.382	8.566
0.497	8.008
0.319	8.951
1.072	6.918
0.777	8.752
0.591	8.555
0.518	8.758
0.502	8.403
1.372	6.052
0.792	8.322
0.796	7.812
0.57	8.46
0.643	8.871
0.466	8.496
0.542	7.607
0.669	7.743
0.56	8.22
0.367	8.62
0.462	8.682
0.292	9.23
0.65	8.816
0.325	9.074
0.561	8.511
0.305	8.908
0.517	8.757
0.378	8.307
0.538	7.997
0.473	7.778
0.781	8.493
0.439	8.716
0.836	6.865
0.686	7.158
0.436	8.444
0.634	8.023
0.215	9.06
0.757	7.926
0.461	8.815
0.566	8.645
0.489	8.514
0.449	8.075
0.685	7.919
0.79	7.538
0.703	8.466
0.683	7.411
0.536	7.373
0.506	9.083
0.561	8.65
0.364	8.325
1.067	7.482
0.71	7.402
0.671	8.092
0.641	7.922
0.506	8.956
1.375	7.347
0.789	7.002
0.448	9.201
0.515	8.665
0.551	8.613
0.837	7.732
0.324	8.506
0.521	8.339
0.456	8.731
0.729	7.103
1.145	8.05
0.942	8.036
0.313	8.867
0.807	8.286
0.454	8.932
0.707	8.851
0.66	8.887
0.882	7.257
0.717	9.024
0.58	8.047
0.818	7.685
0.287	8.721
0.737	8.211
0.961	8.382
0.524	8.838
0.548	9.068
0.74	8.095
0.528	8.759
0.579	8.808
0.465	8.248
