Tetrahedral	Seesaw
0.7	8.189
0.683	8.323
0.576	8.625
0.742	8.634
0.37	7.787
1.05	7.435
0.807	7.083
0.756	7.212
0.43	8.375
0.887	6.761
1.623	5.849
0.595	8.309
0.592	8.485
0.801	7.886
1.072	6.311
1.104	7.022
0.433	9.097
1.267	7.604
0.945	7.116
0.789	7.391
0.989	6.344
1.171	5.785
0.526	8.824
0.373	9.036
0.495	8.961
0.64	8.096
0.63	7.238
0.519	8.598
0.622	8.916
0.228	8.957
0.561	6.965
0.929	8.857
1.263	6.119
0.429	8.358
0.642	8.814
0.865	6.753
0.674	7.324
0.567	7.968
0.604	7.522
0.88	7.936
0.623	7.882
0.593	9.078
0.629	7.733
0.794	8.504
0.521	8.64
0.678	7.54
0.767	8.121
1.138	8.472
0.593	8.139
0.479	9.196
0.642	8.841
0.617	8.864
0.64	7.705
0.767	8.742
0.32	8.83
0.851	7.037
0.625	8.274
0.432	8.14
0.552	9.044
0.676	8.04
0.675	7.591
0.337	8.222
0.814	7.26
0.721	7.293
0.46	8.677
1.028	7.97
0.849	7.06
0.707	8.569
0.596	8.545
0.559	7.858
0.804	6.426
0.636	7.597
0.772	8.368
0.619	8.1
0.429	8.546
0.617	7.22
0.587	8.539
0.68	9.145
0.719	8.032
0.486	8.031
0.398	8.759
0.721	8.458
0.773	7.599
0.969	8.166
0.498	8.261
0.597	8.062
0.562	8.107
0.733	8.131
0.413	8.517
1.035	6.962
0.831	8.996
0.478	8.771
0.755	7.462
0.462	8.632
0.43	8.34
1.002	8.427
0.823	7.034
0.575	9.191
0.443	8.959
0.693	8.262
0.852	7.436
0.885	7.953
0.975	6.631
0.777	8.404
0.581	8.845
0.653	9.262
0.719	8.684
0.854	6.91
0.551	8.228
0.595	8.15
1.041	7.415
0.684	8.408
0.515	8.399
0.356	8.749
1.563	4.826
0.51	7.69
0.587	8.474
0.718	8.459
1.421	6.932
0.691	7.339
0.821	7.382
0.712	7.957
0.748	7.461
1.135	7.854
0.813	7.635
1.2	7.683
0.616	7.989
1.106	6.85
0.988	8.535
0.678	8.055
1.358	6.345
0.985	7.267
0.991	6.031
1.681	6.28
1.361	6.387
0.857	8.572
1.198	6.359
0.754	7.724
0.734	8.217
1.009	6.283
0.736	7.509
0.698	8.524
1.245	8.326
1.23	6.66
0.814	8.431
0.871	7.526
1.223	7.397
0.77	7.677
1.201	7.931
0.896	8.575
1.003	6.798
1.063	7.284
0.928	8.22
1.106	7.659
0.664	8.676
1.063	7.969
0.617	8.207
1.105	6.457
1.13	8.71
0.621	8.515
0.329	8.647
0.857	8.311
0.608	7.434
0.515	8.544
1.493	5.929
0.408	9.377
0.707	7.523
