Tetrahedral	Seesaw
0.848	9.358
0.97	8.096
0.502	8.717
0.865	7.45
0.813	8.532
0.618	7.084
0.865	6.756
0.564	9.022
1.095	8.165
0.369	8.739
0.836	7.855
0.829	9.033
0.541	8.736
1.103	8.227
0.667	8.174
0.689	8.742
0.736	8.049
0.575	7.736
0.607	8.748
1.148	7.747
1.09	7.456
0.53	8.171
0.775	7.727
0.648	7.687
0.536	8.429
0.475	7.793
0.9	8.513
0.573	8.093
0.554	8.257
0.584	8.241
0.609	7.714
0.407	9.524
0.94	8.204
0.591	8.843
0.387	8.964
0.571	8.632
0.846	6.54
0.698	7.43
0.5	7.976
0.612	8.418
0.81	6.528
0.624	7.82
0.462	9.465
1.027	6.814
0.765	7.404
0.411	8.853
0.903	8.274
0.752	8.514
0.98	8.535
0.478	9.019
0.576	9.144
0.645	7.735
0.602	8.291
0.948	7.478
1.094	8.724
0.315	9.238
1.062	8.256
0.555	8.128
0.517	8.184
0.312	8.955
0.856	7.469
0.532	7.897
0.575	8.633
0.522	8.221
0.897	7.816
0.887	7.977
0.877	7.404
0.652	7.843
0.666	8.413
0.496	8.742
0.391	8.348
0.415	8.611
0.791	7.713
0.929	8.146
0.932	9.042
1.02	7.014
0.636	7.486
0.772	7.734
0.914	8.586
0.75	8.803
0.817	8.85
0.715	8.204
0.72	8.723
0.855	8.325
0.642	8.272
0.472	9.01
0.791	8.39
0.684	7.69
0.982	7.86
0.737	8.547
0.931	8.245
0.724	8.539
0.97	8.236
0.48	8.274
1.062	8.531
1.0	7.832
0.696	8.726
0.67	6.685
0.373	8.428
0.786	8.569
0.783	7.771
0.865	8.622
0.497	8.508
0.72	7.71
0.848	6.979
0.948	8.156
0.828	7.917
0.672	8.214
1.081	7.359
0.621	8.221
0.577	8.264
0.859	9.035
0.787	7.315
0.489	8.772
0.787	7.33
0.762	7.684
0.497	8.39
0.591	8.245
0.861	6.886
0.514	8.517
0.968	7.016
0.635	8.129
0.659	8.583
0.902	8.161
0.478	8.539
0.493	8.91
0.877	7.627
1.107	8.537
1.261	7.67
1.44	7.765
0.714	7.295
0.565	7.639
0.687	7.525
1.169	7.602
1.024	7.185
0.897	8.436
0.844	7.935
0.329	7.839
1.002	7.983
0.896	8.238
0.88	8.577
0.706	8.298
1.144	7.441
0.571	8.603
0.638	9.12
0.477	8.66
0.726	8.549
0.468	9.818
0.668	8.892
0.507	8.433
0.628	8.751
0.54	7.73
0.751	8.451
1.017	7.216
0.663	8.097
0.671	8.732
0.534	8.325
0.981	8.662
0.637	8.154
0.925	8.478
0.592	8.532
0.937	6.796
0.928	7.0
0.631	9.118
0.616	8.227
0.802	6.097
0.835	7.393
0.857	7.044
1.002	8.053
0.985	7.412
0.95	8.793
0.735	7.244
1.087	7.852
0.447	8.417
0.833	8.124
1.09	7.934
1.052	8.292
0.598	7.744
0.555	8.373
1.357	8.09
0.502	8.458
0.613	8.556
0.594	7.937
1.139	6.893
0.473	9.171
1.198	8.544
0.62	8.032
0.816	8.78
0.577	7.623
0.758	8.652
1.145	7.614
1.185	6.701
0.677	8.562
1.006	7.36
1.103	7.311
0.917	7.693
0.997	7.342
0.92	6.326
1.237	6.904
0.835	7.75
0.441	8.292
0.659	8.514
0.975	8.416
0.509	8.186
0.672	9.011
0.648	8.362
0.711	8.81
0.734	8.174
1.375	5.848
0.379	8.388
0.755	8.995
0.46	8.987
0.855	8.139
1.175	7.71
0.682	8.424
0.984	7.684
0.595	8.399
0.733	8.232
0.717	7.097
0.964	7.974
0.825	6.963
0.494	8.039
0.704	8.491
1.432	7.473
0.994	7.453
0.422	8.87
0.719	7.222
0.636	7.894
0.788	8.535
0.868	7.634
0.832	7.996
0.924	7.991
0.476	8.643
0.764	7.349
0.871	6.79
0.588	8.802
0.944	7.839
0.499	8.599
0.468	8.327
0.762	7.305
0.719	8.052
0.534	8.72
1.154	7.72
0.638	8.533
0.306	9.335
0.745	7.714
0.628	7.866
0.864	7.719
0.859	7.536
0.901	7.652
0.798	8.372
0.537	8.73
1.457	7.098
0.824	7.88
1.044	7.81
0.96	8.139
1.031	7.108
0.813	7.343
0.506	8.101
0.922	9.104
0.541	9.119
0.626	8.744
0.706	8.415
0.955	8.553
0.604	8.807
0.722	8.622
0.743	7.437
0.471	7.609
0.934	8.72
1.324	6.957
1.184	5.743
0.631	7.794
0.536	8.93
0.806	6.773
0.497	8.9
0.364	8.726
0.493	8.887
1.558	6.852
0.448	8.6
1.064	7.176
0.634	8.631
0.929	8.661
0.904	7.874
0.645	8.347
0.881	7.097
0.734	7.189
0.652	7.609
1.055	7.992
0.76	8.703
0.643	8.209
0.617	7.831
0.787	7.564
0.793	8.586
0.49	7.921
0.599	7.663
0.536	8.162
0.721	8.554
0.427	8.256
0.681	8.767
0.9	7.649
0.486	8.891
0.613	8.655
0.865	7.636
0.599	7.627
0.889	8.477
0.961	8.246
0.791	8.455
0.456	8.446
0.535	8.271
0.909	8.224
0.723	8.085
0.669	8.544
0.73	6.867
1.023	8.298
0.359	8.659
0.721	8.633
0.434	8.796
0.638	8.788
1.275	7.043
0.901	8.846
0.617	8.369
0.49	8.681
1.036	7.589
0.541	8.786
0.968	7.629
0.606	7.84
0.606	8.28
0.847	8.826
0.757	8.844
1.085	7.592
1.196	6.986
0.669	7.504
0.921	8.225
0.926	7.014
1.055	7.432
0.905	7.394
0.844	8.272
0.968	7.743
0.924	7.991
0.518	8.186
0.548	7.809
0.82	8.769
0.681	8.51
0.791	8.034
0.581	7.334
0.942	8.522
0.684	8.725
0.572	8.413
0.908	7.938
1.31	7.94
1.196	6.851
0.496	8.746
0.688	8.711
0.729	8.373
0.449	9.221
0.635	8.469
0.884	7.191
1.09	8.701
0.692	8.1
0.831	7.351
0.6	8.921
0.597	8.373
0.626	7.748
0.64	8.812
0.636	8.771
0.415	8.166
0.802	8.733
0.684	8.593
0.518	8.562
1.028	7.229
0.733	8.083
1.272	6.603
0.681	9.178
0.517	7.886
0.618	8.143
0.593	8.837
0.825	7.549
0.726	8.455
0.889	6.994
0.464	7.588
1.056	8.188
0.547	7.888
0.647	7.186
0.731	7.868
0.831	8.341
0.437	8.798
0.938	6.834
0.798	7.535
0.717	8.541
0.637	7.425
0.432	8.894
0.594	8.578
0.446	8.738
0.485	7.885
0.946	8.001
0.508	8.197
0.528	8.269
0.785	8.122
1.086	8.266
1.078	8.131
0.848	7.624
0.711	8.496
0.498	7.955
0.968	7.476
0.775	8.103
0.737	7.344
0.617	7.88
0.717	7.737
0.755	8.725
0.647	7.325
0.727	7.767
0.615	8.004
0.905	7.905
0.537	9.009
0.571	8.353
0.538	8.667
1.002	7.585
1.018	8.19
0.628	8.918
0.624	9.142
0.893	7.242
0.766	7.217
0.547	8.902
0.732	8.013
0.958	8.577
1.411	7.099
0.678	8.296
0.881	7.489
0.485	8.416
0.685	7.83
0.706	7.88
0.564	9.218
0.525	8.55
0.573	8.558
1.235	8.017
0.723	7.728
0.665	7.821
0.628	8.418
0.925	7.833
1.176	8.556
0.707	8.454
1.753	5.763
1.194	7.76
0.561	8.457
0.851	7.813
0.678	8.115
1.075	8.01
0.964	7.447
0.415	8.744
0.847	6.789
0.493	7.715
0.963	7.116
0.481	8.705
1.183	6.622
1.018	7.39
0.5	8.205
0.947	7.391
0.909	7.971
0.885	7.849
0.405	8.982
0.554	8.356
0.711	8.558
0.432	9.216
1.157	8.6
0.738	8.221
0.507	8.495
0.756	8.209
1.25	7.293
0.939	8.321
0.853	7.333
1.016	6.984
0.579	7.638
0.661	8.213
0.736	8.159
0.782	8.577
0.487	8.359
0.571	8.462
0.524	8.623
0.677	8.317
0.437	8.82
0.5	9.194
0.639	8.509
1.464	5.573
0.471	9.039
0.519	8.197
0.692	7.711
0.692	8.498
0.785	8.28
0.55	8.984
0.709	7.819
0.602	7.984
0.991	7.745
0.939	7.842
0.295	8.742
0.75	8.143
0.529	9.172
0.564	9.14
0.562	8.436
1.012	8.425
0.596	8.474
0.792	7.494
0.627	8.288
0.8	9.152
0.479	9.203
0.656	8.552
0.578	9.289
1.181	8.162
1.022	8.66
0.445	8.413
0.414	8.006
0.574	8.65
1.109	7.976
0.639	7.61
0.438	8.548
0.87	8.741
0.52	8.294
0.697	8.216
0.519	8.174
0.881	8.929
0.897	7.531
0.512	8.385
0.639	8.468
0.701	8.274
0.452	8.729
0.71	8.742
1.362	6.49
0.812	8.687
0.705	8.45
0.397	8.599
0.62	8.059
1.178	6.629
0.549	9.008
0.583	8.776
0.541	8.648
0.707	7.721
0.618	7.692
0.949	7.005
0.457	8.79
0.876	7.793
0.796	7.283
0.545	8.413
0.42	9.324
0.674	9.266
0.7	8.856
0.628	7.848
0.483	8.376
1.108	7.893
0.456	8.682
0.901	7.321
1.014	7.319
0.858	6.384
0.909	8.608
0.7	7.935
0.525	9.009
0.485	8.689
0.583	8.038
1.066	6.435
0.765	7.608
0.874	7.883
0.948	8.059
1.008	8.271
0.474	7.453
0.693	8.859
0.773	8.318
0.713	8.549
0.437	7.92
0.926	7.916
0.711	8.594
1.205	7.634
0.801	7.855
0.876	7.827
0.799	7.1
1.005	7.509
1.417	7.609
0.659	7.094
1.168	7.541
0.612	7.652
0.867	8.255
0.823	7.385
0.558	8.563
1.091	7.592
0.801	8.41
0.498	8.583
0.743	8.88
0.787	8.072
0.747	8.459
0.699	7.257
0.848	9.15
0.491	8.512
0.695	7.747
0.337	8.931
1.142	7.377
0.684	9.055
0.795	7.824
0.886	7.704
0.703	7.842
0.631	7.71
0.688	7.962
0.73	8.635
0.726	7.271
1.047	7.896
1.052	7.07
1.031	6.764
0.983	7.325
0.626	9.09
0.605	7.63
1.031	7.315
1.219	7.043
0.345	8.77
0.697	7.188
0.76	8.243
0.877	8.124
0.692	8.575
0.916	8.381
0.662	8.772
0.828	7.369
0.701	7.423
0.759	8.106
0.945	8.298
0.903	8.376
0.523	9.278
0.945	7.49
0.871	7.312
1.074	8.302
1.62	7.184
0.635	8.155
0.497	8.933
0.849	8.237
0.692	7.787
0.678	8.852
0.484	8.732
0.81	8.284
0.809	8.763
0.606	7.363
0.799	6.94
0.655	8.136
1.16	7.83
0.837	8.174
0.672	8.529
0.865	6.693
0.597	7.876
0.943	8.004
0.738	6.894
1.065	7.039
0.607	9.176
0.349	8.441
0.597	8.363
0.469	7.961
0.441	8.755
0.943	8.063
1.063	7.922
1.032	7.823
0.922	7.526
0.402	8.753
0.728	8.062
0.37	8.833
0.621	6.938
0.701	7.266
0.547	8.848
0.671	8.543
1.096	6.356
0.286	8.837
1.576	5.75
1.189	6.931
0.51	8.83
0.657	7.928
1.788	6.429
0.635	8.728
0.678	7.614
0.333	8.839
0.723	8.165
0.534	8.488
0.849	7.163
1.108	7.699
0.796	8.796
0.548	8.235
0.657	8.686
0.567	8.794
0.604	8.023
0.572	7.602
0.688	8.999
0.867	7.637
0.489	8.368
0.756	8.452
0.68	8.149
0.964	9.033
1.108	7.124
0.703	7.403
0.311	9.1
0.554	9.02
0.911	7.906
0.995	7.591
0.926	8.143
0.846	8.457
0.695	8.055
0.708	7.159
0.535	8.484
0.438	8.076
1.208	8.183
0.5	7.508
0.71	8.09
0.593	8.84
0.818	8.295
0.824	7.47
1.217	7.626
0.729	7.814
0.839	7.721
0.397	8.064
0.778	8.029
0.651	8.327
0.846	8.297
1.227	6.46
0.682	7.817
0.97	8.272
0.415	8.636
0.739	7.072
0.649	7.873
0.491	8.562
0.789	8.658
0.908	7.171
0.724	7.542
0.725	7.597
0.541	8.105
1.057	7.669
0.976	8.076
1.023	8.057
1.369	7.141
0.764	8.133
1.053	8.482
0.725	8.151
0.594	7.439
0.781	8.335
0.849	7.775
0.433	8.652
0.567	7.476
0.753	7.46
0.529	8.378
0.533	7.924
0.91	6.567
0.911	8.418
0.894	8.279
0.875	7.575
0.741	8.568
0.788	8.008
0.558	8.732
0.424	9.225
0.587	8.68
0.413	8.356
0.664	8.026
0.669	8.145
0.446	8.152
0.632	8.598
0.839	7.934
0.869	7.303
0.553	8.211
0.696	8.384
0.839	7.721
0.831	7.976
0.784	7.685
0.853	8.306
0.581	8.526
1.134	7.79
0.64	7.722
0.68	7.718
0.748	7.797
0.602	8.442
0.381	8.651
0.645	9.224
0.74	8.813
0.778	8.933
1.473	6.725
0.771	8.687
0.687	7.611
0.759	8.981
1.074	7.147
1.074	8.251
1.202	7.688
0.704	8.532
0.616	8.324
0.571	7.972
0.556	8.137
0.8	8.753
0.713	7.561
0.566	8.082
0.618	8.091
0.899	8.075
0.687	7.68
0.92	8.325
0.797	8.684
0.76	7.744
0.461	8.449
0.519	8.431
0.616	7.747
0.671	8.582
1.071	8.228
0.413	9.007
0.806	8.072
0.597	8.376
0.746	6.276
0.637	7.015
1.126	6.117
0.737	9.002
0.794	7.504
0.629	8.398
1.288	6.955
0.843	8.034
0.788	8.336
0.623	8.166
0.634	8.307
0.656	7.193
1.334	6.623
0.844	8.19
0.583	8.641
0.527	7.712
1.565	5.674
0.766	7.857
0.765	7.042
0.437	8.944
0.772	7.368
0.703	8.437
0.394	8.74
0.686	8.85
1.196	7.73
0.648	7.957
0.106	9.222
0.798	8.313
0.865	7.751
0.601	8.243
0.744	8.367
1.033	8.769
0.728	7.613
0.736	8.571
0.837	8.569
0.804	7.547
0.772	7.764
0.84	7.572
0.732	8.565
0.636	8.487
0.529	8.144
0.52	9.228
0.68	8.899
0.517	8.161
0.742	8.309
0.667	8.261
0.781	8.369
1.045	8.499
0.473	7.589
0.784	8.272
0.547	9.214
0.619	8.412
0.917	6.754
0.536	9.194
0.466	8.817
0.853	8.674
0.699	8.441
1.085	6.245
0.474	8.434
0.445	8.126
1.152	7.122
0.513	8.685
0.718	7.434
0.347	9.283
0.574	8.495
0.735	8.425
0.958	6.99
0.628	8.194
0.512	8.249
0.809	7.109
0.781	7.589
0.64	7.224
0.505	8.603
0.904	6.445
1.003	7.279
0.704	8.915
0.819	8.197
0.414	8.962
0.753	8.755
1.096	7.573
0.545	8.527
0.478	8.017
0.471	8.471
0.502	8.003
1.019	8.449
0.754	8.768
0.509	9.103
0.638	8.27
0.619	8.521
0.295	9.346
0.621	8.21
0.94	7.584
0.629	8.597
1.086	7.906
0.631	8.543
0.378	9.058
0.766	8.305
0.792	8.175
0.479	8.773
0.765	7.783
0.813	7.747
0.691	8.952
0.764	7.185
0.619	7.267
0.479	8.392
0.661	8.04
0.727	7.178
0.56	7.365
0.462	8.367
0.787	8.825
0.707	9.11
0.596	8.346
0.795	8.543
0.483	9.217
0.413	8.71
0.554	8.749
0.915	7.033
0.448	8.173
0.896	7.885
0.8	8.551
0.686	7.834
0.546	8.93
0.645	8.948
0.609	8.136
0.529	8.418
1.396	7.398
0.584	8.099
0.823	8.312
0.825	7.776
0.651	8.481
0.913	7.293
0.71	9.247
0.774	6.957
0.516	8.278
0.454	8.559
0.472	8.549
0.536	8.832
0.664	8.057
0.557	8.819
0.57	8.77
0.868	7.535
0.357	8.709
0.974	8.249
0.704	8.238
0.703	7.33
0.619	8.95
0.681	8.253
1.444	7.614
0.687	8.098
0.691	8.274
0.571	8.821
0.572	8.552
0.669	8.154
0.841	8.024
1.11	7.844
1.385	7.246
0.557	8.118
0.452	9.295
0.555	8.163
0.711	8.468
1.075	7.614
0.488	7.738
0.494	8.716
1.163	6.445
0.505	8.522
0.721	7.836
0.808	8.177
0.754	6.613
0.589	9.064
0.659	8.824
0.605	8.248
0.923	6.939
0.204	9.376
0.452	8.694
1.385	6.385
0.827	8.028
0.682	7.737
0.776	8.24
0.823	7.684
0.544	7.927
0.852	7.93
0.437	8.411
0.766	8.393
0.763	8.341
0.71	7.622
0.822	7.228
0.569	8.219
1.251	7.44
1.145	7.488
0.529	8.498
0.868	7.413
0.657	8.328
0.48	8.431
0.553	7.968
0.826	7.954
0.962	7.386
0.833	8.729
1.159	8.136
0.696	8.244
0.709	7.948
0.889	8.136
0.807	7.808
0.577	8.659
