Tetrahedral	Seesaw
0.565	8.392
0.556	8.434
0.683	7.635
0.406	7.466
0.359	7.206
1.176	6.073
0.3	8.311
0.4	7.309
0.628	8.392
0.784	8.102
0.359	7.234
0.521	7.404
0.376	8.424
0.751	6.861
0.764	7.963
0.512	7.952
0.222	8.632
0.315	8.763
0.449	7.373
0.379	8.097
0.803	8.28
0.629	7.83
0.696	7.603
1.133	6.952
0.7	7.489
0.615	8.28
0.217	9.041
0.438	8.485
0.551	6.219
0.961	6.372
1.178	7.101
0.291	8.277
0.724	5.956
0.139	8.546
0.693	8.289
0.514	8.4
1.484	6.348
1.009	7.055
0.422	8.342
0.276	8.766
0.491	7.923
0.741	6.707
0.292	8.383
0.56	8.319
0.42	7.758
0.519	7.696
1.071	7.697
0.38	8.395
0.163	8.708
0.777	6.632
0.837	7.466
1.162	6.347
0.094	8.67
0.637	7.788
0.178	8.627
0.465	7.226
0.625	7.841
1.015	6.795
0.24	8.4
0.893	6.951
0.347	7.863
0.688	7.322
1.208	5.539
0.758	7.443
0.291	8.975
0.483	8.145
0.499	7.326
0.683	6.896
0.613	6.461
5.423	1.393
0.951	6.922
0.482	7.735
0.325	8.109
0.248	8.749
1.24	5.854
0.237	8.772
0.424	6.696
0.279	8.037
1.065	6.083
0.242	8.488
0.65	8.539
1.058	7.33
4.322	3.472
0.432	8.78
0.792	6.972
1.749	7.07
9.841	0.898
6.75	0.974
2.377	6.523
4.248	2.86
2.992	5.047
6.338	0.822
3.113	6.479
6.748	0.93
8.801	0.571
9.983	0.42
8.083	0.358
9.337	0.365
6.569	0.498
7.521	0.675
8.421	0.883
5.818	1.134
6.706	0.834
4.176	5.906
3.112	6.92
6.683	1.036
6.19	0.948
0.399	8.5
0.684	7.96
0.593	7.728
0.242	8.286
0.425	8.069
0.416	8.504
1.148	5.955
5.482	0.853
7.695	0.6
9.873	0.347
8.757	0.203
8.743	0.684
8.371	0.841
5.979	1.011
4.876	1.397
7.177	0.662
5.899	0.76
7.612	0.386
10.042	0.421
6.179	0.685
6.289	0.707
2.519	7.29
7.374	0.575
9.59	0.858
9.039	0.322
7.7	0.396
0.71	7.74
7.333	0.319
6.3	0.608
5.307	1.247
8.036	0.355
7.685	0.553
8.102	0.671
5.937	1.005
7.967	0.698
8.795	0.323
5.219	1.575
7.588	0.368
8.697	0.52
9.568	0.6
7.848	0.684
7.952	0.291
4.655	1.521
6.15	1.115
7.623	0.505
7.968	0.454
7.28	0.955
6.307	0.646
7.282	1.007
7.137	0.691
7.232	0.447
7.327	0.456
9.11	0.621
8.168	0.606
3.555	3.831
8.679	0.212
7.97	0.484
6.77	0.78
7.228	0.553
7.406	0.56
6.398	0.652
6.247	1.011
9.639	0.518
9.088	0.396
6.436	0.898
6.924	0.531
7.231	0.517
6.519	1.042
6.926	0.662
7.606	0.346
8.449	0.523
8.913	0.299
8.64	0.999
8.418	0.353
7.808	0.667
8.07	0.461
7.401	0.458
7.216	0.845
6.176	0.726
7.344	0.665
8.009	0.54
7.742	0.498
7.982	0.479
7.68	0.602
7.05	0.636
9.446	0.296
7.733	0.793
6.534	0.787
7.748	0.321
8.681	0.571
7.282	0.417
7.414	1.326
8.899	0.593
6.21	0.854
2.839	6.545
7.436	0.636
5.631	0.698
7.285	0.752
4.262	6.607
9.708	0.294
7.378	0.665
7.038	0.92
6.303	0.702
3.87	2.766
1.308	7.298
0.625	8.187
1.987	5.859
9.081	0.318
7.262	0.793
5.984	0.884
5.968	1.023
9.021	1.113
0.767	6.717
0.574	7.7
0.272	8.651
0.755	8.242
0.283	8.595
0.783	7.199
1.165	5.44
0.85	6.691
1.041	7.144
1.022	6.557
0.393	8.443
0.856	6.494
0.895	7.865
0.885	7.461
0.941	6.28
0.606	8.443
0.278	7.092
0.965	6.058
0.187	8.005
0.463	7.333
0.712	7.449
7.888	0.238
7.365	0.601
6.121	1.009
9.052	0.437
8.424	0.232
5.967	1.09
6.746	0.448
7.123	0.648
3.762	5.592
8.327	0.639
6.411	0.72
6.632	0.881
9.019	0.124
7.832	0.742
7.768	0.213
8.197	0.391
7.916	0.342
6.954	0.639
8.039	0.549
8.285	0.567
9.372	0.395
7.486	0.493
8.753	0.393
8.206	0.413
4.724	1.787
7.152	0.687
8.692	0.23
9.026	0.843
6.799	0.492
7.979	0.257
6.854	0.684
6.585	0.488
8.666	0.227
6.561	0.768
8.298	0.847
8.837	0.441
7.488	0.513
8.386	0.38
7.8	0.538
7.026	0.629
8.521	0.339
6.624	1.029
8.913	0.739
9.432	0.544
2.309	7.557
3.68	5.98
8.562	0.732
6.602	1.156
6.332	0.689
6.913	0.737
8.424	0.391
8.769	0.424
8.94	0.424
9.185	0.6
7.531	0.636
7.44	0.542
7.826	0.726
7.163	0.417
7.071	0.636
9.081	0.889
8.52	0.53
9.135	0.533
12.623	0.914
9.018	0.828
6.871	0.542
8.777	0.255
7.31	0.859
6.068	0.679
7.485	0.301
7.226	0.632
7.291	0.568
7.125	0.84
4.18	4.286
6.277	0.962
7.608	0.836
6.717	0.72
3.268	5.769
6.82	0.719
3.458	4.395
3.273	4.96
3.904	4.958
3.447	7.224
7.405	0.4
6.635	0.835
6.963	0.572
6.649	0.592
3.8	6.75
7.021	0.479
2.927	6.496
6.865	0.887
3.256	7.903
5.934	1.271
7.362	0.651
7.423	0.475
6.585	0.601
7.725	1.12
4.131	2.695
7.721	0.554
8.255	0.644
6.503	0.571
7.97	0.463
6.089	1.033
8.32	0.389
6.318	1.575
7.283	0.462
7.144	0.508
7.677	0.482
9.936	0.277
7.838	0.565
6.879	0.683
7.229	0.767
7.475	0.463
7.27	0.533
8.868	0.272
8.068	0.479
8.269	0.694
6.614	0.677
8.414	0.806
3.105	7.372
7.906	0.561
9.163	0.489
7.811	0.825
7.37	0.723
8.59	0.524
7.748	0.356
8.099	0.286
7.564	0.487
8.616	0.428
7.763	1.005
7.349	0.551
9.037	0.334
7.439	0.643
7.419	0.543
8.277	0.821
6.344	1.173
6.645	0.815
6.873	0.526
8.801	0.505
7.499	0.529
8.103	0.51
8.204	0.458
9.297	0.5
7.207	0.707
9.624	0.39
9.967	0.601
7.614	0.643
7.328	1.047
7.836	0.624
3.285	6.453
2.757	6.676
7.971	0.599
8.101	0.229
0.594	7.364
7.043	0.722
10.716	1.125
10.024	0.286
5.412	0.942
8.623	0.58
8.402	0.465
7.24	0.511
9.231	0.314
3.009	3.553
9.399	0.602
8.245	0.484
8.001	0.366
6.984	0.717
7.727	0.361
7.651	1.068
3.217	4.834
3.8	6.19
9.059	0.343
7.764	0.796
6.96	0.65
7.476	0.753
6.619	0.867
8.293	0.486
9.149	0.754
9.605	0.632
7.811	0.437
9.296	0.436
8.485	0.724
8.949	0.168
8.736	0.628
6.868	0.613
5.646	1.992
7.375	0.701
6.367	0.803
7.452	0.736
7.814	0.372
9.534	0.325
8.438	0.521
7.412	1.188
6.668	0.716
7.906	0.415
9.213	0.695
9.452	0.561
7.034	0.69
6.77	0.635
7.815	0.857
7.629	0.56
9.385	0.302
7.19	0.696
8.062	0.593
8.772	0.539
0.864	7.016
0.744	7.816
3.471	2.623
0.418	8.134
0.207	8.175
0.125	9.337
2.677	4.321
0.098	8.889
0.137	8.426
0.172	8.863
0.338	8.236
7.374	0.357
6.932	0.711
3.251	5.93
9.481	0.544
7.321	0.973
7.051	0.65
6.0	0.999
5.859	0.934
7.136	0.822
6.602	0.522
4.67	3.245
8.377	0.488
7.811	0.464
7.02	0.511
7.65	0.574
7.347	0.445
5.226	1.339
6.361	0.798
6.592	0.583
7.552	0.694
2.963	6.498
2.651	5.379
8.509	0.282
3.093	5.621
6.628	0.962
3.362	6.202
3.794	5.686
9.184	0.689
8.6	0.358
9.027	0.522
7.88	0.56
7.542	0.785
5.973	0.72
8.278	0.53
6.895	0.448
7.755	0.278
9.017	0.594
6.968	0.912
6.492	0.746
9.073	0.378
7.827	0.374
7.719	0.435
8.3	0.24
6.702	0.837
7.599	0.544
9.414	0.453
9.763	0.632
7.458	0.733
6.777	0.652
7.873	0.374
9.362	0.621
6.03	0.85
8.117	0.341
9.362	0.331
8.794	0.436
7.874	0.24
9.241	0.773
6.733	0.54
9.589	0.44
7.304	0.595
7.645	0.594
7.711	0.528
6.209	0.831
6.036	0.921
7.512	0.565
3.12	6.97
5.587	1.378
7.069	0.922
0.78	7.454
0.773	6.376
2.487	3.851
3.573	7.021
7.789	0.599
7.329	0.342
7.227	0.589
7.143	0.732
3.826	3.787
6.937	0.565
7.261	0.404
4.396	1.788
6.616	0.644
6.496	1.175
7.368	0.795
8.585	0.309
9.644	0.916
8.498	0.285
8.646	0.57
6.859	0.651
8.0	0.624
7.642	0.411
7.109	0.501
5.099	1.228
5.933	0.91
5.946	1.218
2.325	6.036
7.362	0.898
10.136	0.461
7.628	0.589
6.815	0.839
6.186	0.892
7.03	0.572
3.506	4.679
5.188	1.085
7.673	0.585
5.749	1.332
5.824	1.178
8.925	0.281
6.066	0.869
6.725	0.574
2.617	6.775
2.786	6.495
8.502	0.207
7.439	0.859
0.265	7.832
8.607	0.736
6.844	0.632
6.577	0.552
5.035	1.289
8.957	0.455
7.334	0.873
7.407	0.778
7.958	0.566
6.95	0.368
6.548	0.754
5.593	0.948
9.442	0.328
7.242	0.455
7.092	0.496
8.337	0.722
8.343	0.641
8.638	0.974
6.948	0.562
8.807	0.484
5.606	1.045
7.341	0.805
8.585	0.346
8.815	0.498
6.631	0.51
6.705	0.815
6.71	0.602
7.664	0.204
9.849	0.528
5.308	1.113
7.215	0.709
9.539	0.811
8.746	0.464
8.3	0.467
6.668	1.462
9.223	0.512
7.327	0.851
8.916	0.208
6.298	1.052
7.103	0.603
7.732	0.907
7.973	0.827
7.557	0.389
6.493	0.646
8.243	0.651
0.479	7.862
0.473	7.662
1.714	5.769
3.999	2.733
9.102	0.585
9.865	0.716
9.278	0.508
8.476	0.339
2.827	6.236
8.101	0.349
8.34	0.701
0.475	7.824
5.201	1.01
8.512	0.659
0.912	7.409
5.202	1.324
6.557	0.621
9.413	0.849
7.494	0.636
8.757	1.021
8.132	0.607
7.517	0.648
7.838	0.615
8.163	0.622
10.375	0.756
8.108	0.626
8.664	0.407
8.061	0.549
7.517	0.62
6.852	1.024
6.368	1.087
0.486	8.066
0.304	8.762
2.288	7.233
8.181	0.678
0.72	7.922
0.853	5.547
0.545	6.641
6.595	0.876
7.027	0.868
6.681	0.568
6.86	0.598
7.388	0.744
3.865	4.047
5.507	2.065
3.22	6.192
7.803	0.567
6.712	1.487
6.606	0.614
0.634	7.21
2.183	5.893
2.345	5.077
0.338	8.2
0.325	7.773
0.622	7.691
5.474	1.886
7.654	0.448
7.193	0.43
7.769	0.372
5.773	0.897
8.244	0.253
7.177	0.418
8.667	0.4
6.322	0.755
9.143	0.869
8.078	0.333
8.353	0.363
7.251	0.697
7.83	0.617
6.451	0.877
2.562	7.244
2.421	5.483
2.75	5.411
0.596	8.409
2.604	5.373
3.276	6.246
3.213	4.559
3.144	4.548
5.02	1.61
6.49	0.679
7.688	0.321
3.312	7.145
7.531	0.446
2.671	5.566
2.174	6.566
2.881	6.2
2.682	6.655
2.688	7.317
2.954	6.264
2.039	6.457
2.763	6.338
2.258	5.99
2.189	6.72
2.912	6.747
3.374	6.41
2.782	3.908
2.109	7.958
2.765	6.524
2.905	6.987
2.174	6.748
2.15	7.768
3.184	7.599
9.153	0.692
1.96	6.106
5.815	0.985
7.565	0.512
7.189	0.513
7.203	0.491
8.026	0.459
7.938	0.804
8.305	0.445
8.523	0.676
8.527	0.43
6.97	0.567
7.682	0.264
7.402	0.599
8.646	0.778
7.405	0.876
6.995	0.607
8.21	0.209
9.076	0.315
8.118	0.541
7.366	0.567
6.712	0.646
7.8	0.79
6.773	0.819
10.419	0.451
5.759	0.812
5.974	0.817
9.42	0.481
8.198	0.448
8.581	0.269
7.11	0.527
7.157	0.718
8.6	0.41
8.231	0.402
7.776	0.316
7.722	0.412
7.568	0.931
8.493	0.333
9.382	0.552
7.136	0.407
9.268	0.331
8.533	0.405
6.863	0.543
7.603	0.552
8.912	0.247
7.021	0.506
8.127	0.418
7.992	0.695
6.286	0.592
7.876	0.741
6.824	0.557
5.876	1.173
7.864	0.392
7.486	0.505
8.668	0.592
6.136	1.237
7.22	0.392
9.775	0.263
7.477	0.431
7.067	0.682
7.919	0.955
7.56	0.322
7.847	0.484
7.605	0.576
8.013	0.588
7.49	0.532
6.154	0.771
8.196	0.477
8.679	0.477
9.066	0.258
5.845	0.885
9.454	0.752
8.424	0.424
7.1	0.831
8.51	0.483
8.395	0.268
8.989	0.637
8.3	0.59
7.593	0.796
9.224	0.6
8.26	0.402
7.444	0.707
7.352	0.749
7.154	0.65
7.176	0.355
7.718	0.763
8.324	0.644
7.895	0.461
6.885	0.735
8.384	0.785
8.226	0.329
9.759	0.714
7.034	1.229
