Tetrahedral	Seesaw	V-trigonal-bipyramid
0,739	8,018	1,813
0,899	7,027	2,146
0,386	8,323	2,812
0,73	6,867	1,736
0,561	8,776	2,574
0,576	9,23	2,634
0,434	8,328	2,863
0,757	8,305	2,393
0,651	8,124	2,909
0,44	8,662	2,17
0,774	7,522	2,371
0,577	7,451	1,994
0,606	9,032	2,713
0,771	7,382	1,751
0,865	6,844	2,765
0,9	8,498	2,339
0,952	6,931	2,28
0,55	7,906	2,207
0,721	8,113	2,335
0,812	6,737	2,958
0,564	8,901	2,399
1,069	7,066	1,813
0,988	7,763	2,338
0,672	7,183	3,141
0,371	8,854	2,855
0,711	8,523	2,098
0,251	8,831	2,726
0,343	8,659	2,412
0,734	7,178	3,079
0,732	8,303	1,64
0,696	7,248	2,351
0,448	8,122	2,476
1,187	7,206	1,894
1,021	8,326	1,865
0,906	7,957	2,396
0,394	7,98	2,554
0,689	8,052	1,722
0,399	9,016	2,947
0,673	7,097	2,403
0,798	8,044	2,074
0,446	8,777	2,189
0,915	8,071	2,842
0,597	8,034	2,964
0,659	7,033	1,828
0,82	7,806	1,896
0,599	8,128	2,165
0,749	6,835	2,451
0,773	9,183	2,242
0,606	8,319	3,218
0,807	7,594	2,045
0,832	7,386	2,06
0,857	7,717	1,584
0,531	8,378	2,408
0,508	7,976	2,211
0,767	8,032	2,447
0,687	8,255	3,779
1,018	6,615	2,269
1,06	7,86	1,802
0,889	7,479	2,478
0,919	7,196	1,991
0,526	8,721	2,352
0,37	9,085	2,971
0,971	8,777	2,761
0,857	7,346	1,463
0,429	8,955	2,823
0,709	7,646	2,941
0,725	8,513	2,256
0,792	7,178	1,834
0,864	7,133	2,54
0,448	8,939	2,826
0,459	7,955	2,586
0,929	7,747	2,117
0,685	8,684	2,709
0,489	9,087	3,132
0,666	8,757	3,234
0,688	8,637	2,279
0,383	8,156	2,768
0,784	8,27	2,444
0,913	7,33	2,193
0,664	7,485	2,53
0,625	8,24	2,919
0,616	8,411	1,931
0,38	7,819	2,676
1,134	7,475	1,766
0,382	8,712	2,835
0,664	8,036	2,363
0,703	7,67	3,205
0,874	7,657	2,453
0,335	9,246	3,276
0,504	8,105	2,141
0,726	8,265	2,566
1,156	8,187	2,098
1,11	7,927	1,784
1,134	6,282	2,706
1,19	8,172	1,198
0,813	8,005	1,702
0,594	8,89	2,479
0,816	8,523	1,768
0,611	8,111	2,482
0,713	8,24	2,6
0,998	7,39	2,425
0,92	7,088	2,957
0,751	8,708	1,955
0,821	8,08	1,741
1,095	8,041	1,795
0,338	8,92	2,955
0,533	8,975	2,185
0,592	8,174	2,22
0,766	6,91	2,606
0,579	8,864	2,384
1,179	5,983	2,619
0,855	7,229	2,852
1,454	6,614	1,401
0,847	8,252	3,032
0,982	7,182	2,041
0,773	6,551	2,34
0,868	7,73	2,133
0,987	8,238	2,093
0,74	8,513	2,247
1,119	5,748	2,055
0,948	5,883	2,773
0,544	7,991	2,418
0,676	8,359	2,804
0,497	7,62	2,562
0,734	7,454	2,383
0,66	8,885	2,843
1,111	6,371	2,411
1,402	5,394	2,503
0,51	7,794	3,241
0,508	7,948	2,503
1,222	7,498	2,621
0,629	8,365	2,25
1,242	5,834	2,28
0,56	8,43	2,434
0,926	7,826	1,855
1,006	6,642	2,027
0,932	7,599	1,969
0,601	9,076	2,212
0,585	7,788	2,835
0,548	7,994	2,43
1,012	6,758	2,971
0,82	8,378	2,04
0,628	8,007	2,487
1,115	8,075	1,815
0,766	8,338	1,9
0,397	8,911	2,918
0,482	8,614	2,611
0,641	8,133	2,526
0,906	8,555	1,405
0,727	8,097	1,961
0,977	8,329	2,001
1,086	8,125	2,253
0,603	9,09	2,687
0,835	7,528	1,931
1,524	5,915	3,076
0,768	7,776	2,783
1,2	7,592	1,219
0,871	8,579	2,22
0,423	8,403	3,194
0,424	9,229	3,205
0,412	8,199	2,826
1,221	7,258	1,527
1,439	7,927	1,607
0,917	7,726	2,387
0,616	8,102	2,578
1,073	7,543	1,847
1,256	6,473	3,119
0,706	8,157	1,754
0,88	7,447	2,422
0,648	8,251	2,082
0,684	7,974	2,187
0,59	7,83	2,21
0,711	8,609	2,776
1,117	7,29	1,564
0,92	6,682	2,483
0,998	8,003	1,625
0,57	8,479	2,667
0,652	8,458	2,018
0,665	8,009	2,151
0,606	8,237	3,21
0,7	7,31	1,849
0,78	6,859	2,745
0,594	8,163	2,408
0,435	7,684	3,149
0,854	8,137	1,772
0,65	8,048	1,752
1,455	5,91	2,058
1,274	7,993	1,769
0,884	8,12	1,278
0,397	9,071	2,788
0,935	7,523	1,322
0,811	8,009	1,771
1,048	7,728	1,499
1,072	8,03	1,635
1,042	8,001	1,743
1,133	6,806	1,894
1,094	6,819	2,126
1,047	7,272	2,412
0,813	8,435	2,486
0,393	8,519	2,753
0,846	7,267	2,044
1,146	7,195	1,271
0,592	8,414	2,13
0,581	8,316	2,028
0,798	7,567	2,851
1,047	7,336	1,488
0,777	6,864	2,686
0,598	7,658	2,377
0,559	8,723	2,229
0,515	8,172	2,457
1,208	6,215	1,906
0,955	8,201	1,578
0,689	8,689	2,449
0,845	6,615	2,247
1,202	5,806	2,001
0,768	8,63	2,681
0,719	6,597	2,094
0,755	8,457	2,012
0,596	8,379	2,388
0,638	7,562	2,112
0,758	7,691	2,094
1,079	7,56	1,974
0,867	7,803	1,442
0,696	8,45	2,144
1,216	7,288	1,627
0,879	7,179	2,535
0,39	8,575	3,003
0,721	8,503	2,157
2,224	6,127	1,535
0,971	7,724	1,906
1,073	7,455	2,401
0,832	7,873	1,698
1,68	6,32	2,19
0,308	8,804	2,878
0,941	8,892	1,982
1,146	6,933	1,51
0,779	8,115	1,891
1,506	6,021	1,54
0,738	7,761	2,957
0,872	8,357	2,551
0,94	8,114	2,027
0,9	7,192	2,563
0,69	6,642	2,277
0,925	7,486	2,153
0,692	7,259	1,981
0,888	6,49	2,213
0,591	7,649	2,446
1,057	7,417	1,782
0,747	8,667	2,291
0,497	8,866	2,448
1,192	7,947	1,532
0,758	7,764	3,061
1,75	6,803	2,4
0,701	8,186	1,702
1,075	7,372	1,56
0,39	8,29	2,53
0,956	7,046	2,815
1,026	7,517	1,551
0,881	6,241	2,393
0,638	8,388	2,008
1,037	8,815	1,636
0,806	8,322	2,11
1,064	8,502	1,886
1,055	8,18	1,934
1,077	6,698	1,856
0,759	7,079	2,173
0,699	8,584	2,141
0,542	8,045	2,125
0,748	8,172	1,87
0,742	8,804	2,547
1,235	8,113	1,813
0,555	7,288	2,457
0,615	8,525	2,392
0,443	8,96	2,73
0,9	9,021	2,514
0,744	8,178	2,003
0,554	8,881	2,709
0,641	8,051	2,584
0,97	7,956	2,205
0,673	8,425	2,209
0,778	7,751	2,032
0,709	7,885	2,253
1,25	5,75	1,961
0,638	8,473	2,407
0,739	8,109	2,538
0,511	8,013	2,203
1,06	7,382	1,322
0,794	7,737	2,106
1,078	7,407	2,44
0,501	7,611	2,438
0,537	7,703	2,478
1,43	5,936	2,32
0,607	8,316	2,782
0,401	9,145	2,513
0,854	8,302	1,992
0,783	7,073	2,998
0,731	8,831	1,643
1,048	8,477	1,7
0,583	8,5	2,158
0,714	7,67	2,133
0,86	6,593	2,451
1,236	6,539	1,489
0,743	7,939	2,279
0,796	8,514	1,716
0,189	8,649	3,18
0,903	6,994	2,599
0,76	8,167	2,109
0,869	7,046	3,038
1,125	7,428	1,454
0,699	7,955	2,109
0,532	7,963	2,562
0,737	8,262	2,773
0,78	7,938	1,851
1,192	8,481	1,613
0,474	8,32	2,129
1,225	8,121	1,795
0,879	7,365	2,071
0,534	7,658	2,168
0,592	8,16	2,021
1,188	6,633	1,756
1,264	7,729	1,936
0,94	7,705	2,668
1,175	7,699	2,057
0,403	8,079	2,839
0,683	7,212	2,272
0,709	8,369	2,157
1,145	8,292	1,6
0,633	8,189	2,767
0,665	8,107	1,682
0,738	7,361	2,635
0,959	7,206	1,848
1,133	8,078	1,519
0,823	8,343	2,003
0,468	8,427	2,401
0,373	8,926	2,575
0,775	7,828	2,364
1,038	7,832	1,482
0,731	7,152	2,496
0,913	8,138	1,508
1,1	7,315	2,038
0,98	7,104	1,653
0,766	8,279	1,857
0,792	7,478	2,523
0,644	7,759	2,007
0,781	7,597	2,783
0,604	8,046	2,461
0,898	8,396	1,987
0,74	8,103	1,876
1,123	8,628	1,856
0,832	6,748	2,216
0,587	7,715	2,423
0,952	7,063	2,071
0,972	7,426	2,189
0,585	7,444	2,528
0,579	8,528	2,368
1,319	6,364	1,738
1,01	8,048	1,819
0,779	7,676	2,504
1,057	7,562	1,375
1,225	7,136	1,531
0,474	8,571	2,69
0,751	8,894	2,238
1,056	7,047	1,844
0,743	7,904	1,82
0,886	8,019	1,859
1,043	8,156	1,327
1,459	7,69	1,374
0,496	8,751	2,945
0,546	7,741	2,073
0,772	7,751	2,078
0,85	7,934	2,049
0,504	8,804	2,783
1,128	7,591	1,585
1,044	8,074	1,874
0,598	8,051	2,267
0,644	8,661	2,602
0,952	8,168	2,092
0,642	7,909	2,022
0,518	8,734	2,385
0,432	8,942	2,293
0,845	8,231	1,916
0,665	6,562	2,535
0,546	8,693	2,428
0,734	8,049	1,887
0,273	8,324	3,191
1,146	7,471	1,959
1,439	6,474	2,533
0,815	8,457	2,818
0,719	8,495	2,774
1,163	7,391	2,312
0,558	8,292	2,285
1,114	8,627	1,672
0,83	7,71	2,371
0,759	8,122	2,242
0,917	7,207	2,093
1,08	6,67	2,047
0,7	8,062	1,587
0,735	9,037	1,993
0,636	8,162	2,868
0,584	9,033	2,444
0,818	8,318	1,845
1,025	7,076	1,662
0,963	7,894	1,946
1,406	6,853	1,237
0,685	7,52	2,604
0,434	8,714	3,746
0,903	7,449	1,885
1,334	5,777	1,563
0,684	7,942	2,186
0,5	8,736	2,835
0,931	7,062	1,717
0,692	8,971	2,139
0,506	8,569	2,724
0,449	8,241	2,706
1,287	7,514	2,356
1,193	6,121	2,312
0,916	7,651	1,509
0,81	7,779	2,606
0,713	8,747	2,203
1,219	5,759	2,069
1,66	4,867	2,344
0,509	8,722	2,978
1,045	8,117	1,511
1,147	7,369	2,189
1,232	7,796	2,14
0,778	8,067	2,277
1,409	6,52	2,315
0,773	8,1	1,955
0,455	8,586	2,78
0,9	8,362	2,1
0,692	7,422	2,282
1,169	6,251	2,378
1,062	6,184	2,441
1,491	7,702	1,847
0,795	7,669	2,039
0,589	7,996	2,034
0,581	7,411	2,606
0,787	8,852	2,083
1,113	8,783	1,958
0,965	7,014	1,776
0,714	7,844	1,85
0,805	8,45	1,646
0,723	7,647	2,325
0,523	7,86	2,132
1,002	7,508	1,796
0,685	7,372	2,965
0,594	7,525	2,502
0,575	8,573	2,082
0,975	7,01	1,976
1,625	6,062	1,676
1,302	7,256	1,964
0,354	8,227	3,076
0,562	8,293	3,264
0,825	7,34	2,067
0,743	8,257	2,033
0,8	6,926	2,105
1,113	6,781	1,815
1,239	6,662	1,861
0,804	8,078	2,004
0,868	8,156	1,736
1,032	8,311	1,758
1,086	7,457	1,927
0,575	7,989	1,824
0,66	7,758	2,597
1,303	7,143	1,226
0,853	7,825	2,517
0,826	8,142	2,325
0,864	6,723	1,995
0,801	8,251	2,04
0,745	8,436	1,815
0,647	8,438	1,776
0,784	7,666	2,286
0,927	8,235	1,578
1,127	7,544	2,008
0,999	8,082	2,521
1,558	6,163	1,626
0,528	8,826	2,374
0,753	8,321	2,963
0,664	8,125	2,532
1,212	7,658	2,252
0,953	6,822	2,128
0,843	7,867	2,958
1,189	7,044	1,683
0,635	8,263	1,907
1,03	7,908	1,832
0,468	7,635	2,737
1,767	5,879	1,634
0,787	6,867	2,305
1,154	7,405	2,198
0,961	8,212	2,365
0,267	8,732	2,659
0,821	8,1	1,61
0,912	6,661	2,133
0,467	8,277	2,897
0,788	8,292	1,614
1,373	7,257	2,251
1,121	7,085	1,706
0,614	8,665	2,433
1,073	6,362	2,665
0,773	7,277	1,692
1,236	7,545	2,062
0,647	8,735	2,084
0,928	7,234	2,052
0,713	8,349	2,049
0,604	8,561	2,375
0,596	7,977	2,02
0,775	7,024	1,918
0,663	8,258	2,014
0,887	7,576	2,399
1,392	6,647	1,798
0,787	8,029	2,174
0,524	8,627	2,096
0,797	7,992	1,734
0,828	8,728	2,236
0,566	8,354	2,08
1,359	5,374	2,237
0,63	8,082	1,675
0,992	8,29	1,84
0,849	8,882	2,204
0,893	7,433	2,027
1,222	6,545	1,77
1,081	5,739	1,862
1,47	6,125	2,877
0,989	7,892	1,757
0,698	8,016	2,055
0,844	7,117	2,43
0,519	8,039	1,781
0,542	8,176	2,396
1,256	7,218	1,478
0,511	8,115	1,95
1,159	6,871	2,062
0,989	7,239	1,68
0,826	7,494	2,542
0,808	8,462	2,597
0,726	8,231	1,529
0,458	8,315	2,224
0,489	8,193	2,25
0,902	8,498	2,574
1,1	7,833	1,985
1,171	7,765	1,808
0,777	8,608	1,685
1,169	7,657	1,594
0,97	7,489	2,877
0,736	8,277	2,521
1,299	6,768	2,032
0,946	7,833	2,119
1,048	7,917	1,838
1,037	7,069	1,823
0,704	6,77	2,596
0,69	7,542	1,775
1,28	7,079	1,678
0,626	7,352	2,521
1,226	7,032	1,976
0,705	8,758	2,517
1,134	6,742	1,599
1,216	7,464	1,419
0,801	6,917	1,934
0,402	8,821	2,821
1,537	6,22	1,392
0,672	8,243	2,284
1,584	6,737	1,614
1,124	7,488	1,847
0,803	7,06	2,326
0,746	8,158	1,963
0,844	7,322	2,171
0,621	8,292	1,978
1,269	6,124	1,952
1,069	6,425	1,955
0,842	7,533	2,357
1,349	7,113	1,155
0,733	7,034	1,623
0,655	8,24	1,915
0,857	8,113	1,724
0,766	8,738	1,911
0,428	8,855	2,582
0,96	8,146	1,593
0,549	8,646	2,304
0,677	8,155	1,676
0,939	8,645	2,138
0,931	6,652	1,562
0,499	9,067	2,883
1,464	8,063	1,073
0,652	7,334	2,611
0,81	7,681	2,73
0,694	8,563	2,02
1,63	6,261	1,581
0,953	7,392	2,173
0,859	6,556	2,15
0,839	8,048	1,977
0,589	7,74	2,748
1,255	5,951	1,81
2,061	5,628	3,189
1,239	6,895	1,502
1,191	8,076	1,324
0,839	6,484	1,907
0,531	8,713	2,276
0,942	8,29	1,711
0,921	7,808	1,933
0,935	7,518	1,901
1,079	7,521	2,842
0,876	7,808	1,726
1,086	7,934	1,485
0,573	8,472	2,301
0,765	8,433	1,915
0,755	7,191	1,893
0,675	7,728	2,125
0,57	7,638	2,314
0,744	8,041	1,444
1,037	7,276	1,506
0,732	7,812	2,008
0,768	8,652	2,297
1,347	6,825	1,159
0,393	9,174	2,618
0,995	7,721	1,712
1,022	7,89	1,606
0,73	8,365	2,122
0,621	7,325	2,307
0,551	8,901	2,413
1,162	8,408	1,291
0,899	7,123	2,298
0,515	7,737	1,944
1,176	6,185	1,865
0,731	6,962	2,404
0,765	8,75	1,837
1,167	6,748	2,224
1,134	7,841	2,066
0,97	7,728	1,782
0,703	7,896	1,787
0,766	8,351	1,698
0,79	8,12	1,743
0,861	8,0	2,043
1,049	7,176	2,253
1,238	6,561	1,76
0,708	8,091	2,415
0,804	8,552	1,858
0,74	8,574	2,469
0,557	8,567	2,008
0,945	7,802	1,686
1,243	6,217	1,834
0,919	7,394	2,111
0,876	7,897	1,772
0,962	6,843	1,983
0,532	7,727	2,728
1,098	6,193	1,987
0,774	7,505	1,931
1,31	7,789	1,168
0,924	7,186	1,989
1,108	7,1	2,376
0,775	7,177	1,678
0,871	7,798	1,696
0,947	8,79	1,486
1,287	6,621	2,217
1,048	7,357	1,636
0,546	8,388	2,192
0,852	7,753	2,773
0,393	8,938	2,597
0,897	8,409	1,95
1,17	6,562	2,544
0,978	8,417	1,401
1,171	7,551	2,18
0,874	8,347	1,864
0,717	6,82	2,209
0,44	9,167	3,178
0,884	7,329	1,816
0,489	8,204	2,087
0,357	8,71	3,191
0,964	7,516	2,846
0,667	8,448	2,712
0,837	7,857	1,43
1,006	7,9	1,845
0,786	8,164	1,674
0,929	8,32	1,656
0,374	8,186	2,712
0,828	7,489	1,977
0,606	8,192	2,352
1,114	6,936	1,65
0,382	8,864	3,068
0,897	7,865	1,631
0,899	7,167	1,524
0,612	7,768	1,696
1,054	7,659	1,552
0,717	8,514	1,811
0,671	8,081	2,586
0,693	8,005	1,663
1,13	6,852	2,107
1,153	6,678	2,191
0,976	6,877	1,812
0,519	8,03	2,393
0,514	9,035	2,56
0,469	7,515	2,042
0,968	8,211	2,893
0,655	8,254	2,342
0,816	6,464	2,15
1,476	6,954	2,158
1,516	6,146	1,933
0,736	8,384	1,967
0,778	7,613	1,914
1,156	6,217	2,013
0,751	8,301	1,836
0,775	6,802	1,98
0,77	6,516	2,47
0,672	8,278	2,295
0,901	7,751	2,408
0,606	8,689	2,267
0,636	8,175	1,999
0,518	7,511	2,914
0,923	7,552	2,354
0,774	7,204	2,209
0,839	8,116	1,493
1,288	6,641	2,038
0,646	7,25	2,065
1,05	7,938	1,493
0,483	8,796	2,272
0,713	6,777	2,171
0,619	8,035	2,504
0,719	8,626	1,942
0,822	7,826	2,022
0,81	8,105	1,469
0,804	6,915	1,903
0,723	7,314	2,349
0,845	7,281	1,752
0,92	7,8	2,866
0,814	8,864	2,449
0,583	8,339	2,425
0,701	7,545	2,123
0,796	6,915	2,127
0,645	8,714	2,06
0,958	8,077	2,586
1,085	7,927	2,688
0,688	8,781	2,571
0,628	8,928	2,125
0,765	8,382	1,946
0,64	7,93	2,433
1,197	7,581	1,706
1,212	8,859	1,623
0,942	7,982	2,012
0,586	8,721	2,303
0,66	8,37	1,783
1,136	7,384	2,392
0,279	8,172	2,471
0,89	8,166	2,134
0,889	7,586	2,213
0,779	8,627	1,825
0,998	6,833	2,226
0,727	8,5	2,052
1,252	7,092	1,226
1,153	7,765	1,607
0,291	8,963	2,775
0,727	8,211	2,193
0,965	8,06	2,126
1,089	7,427	1,496
0,635	8,096	2,492
1,195	7,065	1,463
0,753	8,144	1,465
0,809	7,942	1,905
0,987	7,743	1,598
0,768	8,712	2,007
0,798	7,517	2,332
0,572	7,97	2,246
0,318	9,068	2,546
0,477	9,11	2,87
0,903	8,186	2,077
1,12	6,436	2,384
1,179	7,649	1,546
0,729	8,568	1,796
1,241	5,666	2,015
1,266	7,16	2,048
0,581	8,411	2,884
1,017	7,723	1,869
0,818	8,396	1,968
1,098	7,931	1,655
0,791	8,088	2,358
1,023	8,575	1,71
1,016	6,473	2,613
0,705	8,207	3,093
1,041	6,578	2,285
0,997	7,89	2,335
1,177	7,921	1,745
1,088	7,203	1,931
1,018	7,633	1,247
0,666	8,695	2,096
0,548	8,458	2,714
0,706	8,741	1,913
0,855	7,245	1,884
0,636	7,775	2,591
0,667	7,85	2,373
0,408	8,48	2,463
1,004	6,653	2,406
0,953	6,906	1,778
0,827	8,454	1,895
0,789	7,512	1,579
1,045	7,985	1,996
0,756	8,16	1,997
0,599	8,199	2,059
0,677	7,937	2,01
1,369	7,587	1,776
1,147	8,538	1,657
0,736	7,987	2,064
0,928	7,94	2,369
1,006	7,299	1,803
0,856	7,559	2,367
0,73	8,617	2,47
0,988	7,651	2,148
0,661	9,077	2,364
1,397	7,275	1,689
0,46	8,846	2,79
0,84	7,483	2,66
0,499	8,661	2,627
0,863	6,078	2,514
1,451	7,651	1,578
0,985	7,73	2,132
0,756	9,032	2,343
0,881	7,227	2,488
1,002	9,101	1,864
0,665	7,383	2,362
0,82	8,269	1,82
0,663	8,312	2,588
0,499	8,611	2,601
0,873	8,612	1,619
0,921	8,285	1,729
0,794	8,028	1,988
0,936	7,513	1,535
0,774	8,686	2,576
0,548	9,158	2,576
0,671	8,441	1,781
0,845	6,643	2,12
0,771	7,562	2,285
0,695	8,438	2,005
0,742	8,729	2,371
1,252	7,232	1,346
0,829	7,297	2,013
0,612	7,848	3,227
0,422	9,072	2,641
0,544	9,046	2,891
0,995	7,471	2,086
0,404	9,133	2,637
0,631	7,327	2,134
0,945	6,783	2,052
0,55	9,098	2,537
0,728	7,972	1,955
0,466	8,794	2,825
0,88	7,727	1,534
0,598	8,179	2,412
1,786	6,448	1,401
1,051	7,765	2,282
0,658	8,879	2,723
0,522	8,248	2,216
0,649	7,768	2,318
0,962	6,811	1,915
0,96	7,701	1,688
1,254	7,621	1,714
0,251	9,262	3,146
1,211	8,634	1,922
1,297	6,377	1,631
1,547	7,432	2,008
0,771	7,818	1,993
1,127	7,253	1,802
0,401	8,908	2,888
0,655	8,209	2,453
0,705	8,371	2,276
1,194	8,656	1,7
0,57	7,854	2,433
0,712	8,758	2,266
0,717	7,207	2,42
0,866	7,361	2,137
1,382	7,192	2,121
0,755	7,476	1,777
0,535	7,985	1,93
1,079	7,68	2,109
0,605	8,959	2,582
0,774	8,48	2,698
0,475	7,814	2,748
0,887	7,301	1,896
0,619	8,636	1,817
1,177	7,339	2,307
1,671	6,944	1,373
1,627	6,646	1,656
0,702	8,671	2,005
1,317	6,983	1,944
1,19	7,334	1,435
