Tetrahedral	Seesaw	V-trigonal-bipyramid
0,724	8,539	1,774
0,97	8,236	1,377
0,48	8,274	2,086
1,062	8,531	2,419
1,0	7,832	1,653
0,696	8,726	2,416
0,67	6,685	2,519
0,373	8,428	2,625
0,786	8,569	1,574
0,783	7,771	2,24
0,865	8,622	1,609
0,497	8,508	2,334
0,72	7,71	2,443
0,848	6,979	2,635
0,948	8,156	1,843
0,828	7,917	2,399
0,672	8,214	1,828
1,081	7,359	1,804
0,621	8,221	2,557
0,577	8,264	2,046
0,859	9,035	2,511
0,787	7,315	1,951
0,489	8,772	2,714
0,787	7,33	1,809
0,762	7,684	1,716
0,497	8,39	2,109
0,591	8,245	2,871
0,861	6,886	2,529
0,514	8,517	2,329
0,968	7,016	1,873
0,635	8,129	2,182
0,659	8,583	2,442
0,902	8,161	2,0
0,478	8,539	2,195
0,493	8,91	2,157
0,877	7,627	2,064
1,107	8,537	2,306
1,261	7,67	2,34
1,44	7,765	2,425
0,714	7,295	2,055
0,565	7,639	3,142
0,687	7,525	3,13
1,169	7,602	1,755
1,024	7,185	1,87
0,897	8,436	2,115
0,844	7,935	1,603
0,329	7,839	2,977
1,002	7,983	2,199
0,896	8,238	1,636
0,88	8,577	1,892
0,706	8,298	2,541
1,144	7,441	1,282
0,571	8,603	2,252
0,638	9,12	2,358
0,477	8,66	2,35
0,726	8,549	2,388
0,468	9,818	3,551
0,668	8,892	2,279
0,507	8,433	1,987
0,628	8,751	2,414
0,54	7,73	2,309
0,751	8,451	2,244
1,017	7,216	2,186
0,663	8,097	2,086
0,671	8,732	2,142
0,534	8,325	2,07
0,981	8,662	2,039
0,637	8,154	2,052
0,925	8,478	1,683
0,592	8,532	2,106
0,937	6,796	1,901
0,928	7,0	1,815
0,631	9,118	2,615
0,616	8,227	1,824
0,802	6,097	2,158
0,835	7,393	1,841
0,857	7,044	2,433
1,002	8,053	1,66
0,985	7,412	1,691
0,95	8,793	2,372
0,735	7,244	1,977
1,087	7,852	1,277
0,447	8,417	2,453
0,833	8,124	1,51
1,09	7,934	1,861
1,052	8,292	2,085
0,598	7,744	1,916
0,555	8,373	2,328
1,357	8,09	1,626
0,502	8,458	2,318
0,613	8,556	1,786
0,594	7,937	1,92
1,139	6,893	1,756
0,473	9,171	3,318
1,198	8,544	1,741
0,62	8,032	2,93
0,816	8,78	1,974
0,577	7,623	2,276
0,758	8,652	1,767
1,145	7,614	3,412
1,185	6,701	2,286
0,677	8,562	2,782
1,006	7,36	2,267
1,103	7,311	1,979
0,917	7,693	3,372
0,997	7,342	2,416
0,92	6,326	2,178
1,237	6,904	2,098
0,835	7,75	2,467
0,441	8,292	2,422
0,659	8,514	2,264
0,975	8,416	1,352
0,509	8,186	3,002
0,672	9,011	2,913
0,648	8,362	2,844
0,711	8,81	1,76
0,734	8,174	1,947
1,375	5,848	2,193
0,379	8,388	2,396
0,755	8,995	1,932
0,46	8,987	2,68
0,855	8,139	1,993
1,175	7,71	1,545
0,682	8,424	1,966
0,984	7,684	1,767
0,595	8,399	2,166
0,733	8,232	1,549
0,717	7,097	2,628
0,964	7,974	2,252
0,825	6,963	2,237
0,494	8,039	2,48
0,704	8,491	2,34
1,432	7,473	1,337
0,994	7,453	1,755
0,422	8,87	2,266
0,719	7,222	2,225
0,636	7,894	1,892
0,788	8,535	2,1
0,868	7,634	2,143
0,832	7,996	2,3
0,924	7,991	1,482
0,476	8,643	2,269
0,764	7,349	2,305
0,871	6,79	2,364
0,588	8,802	2,542
0,944	7,839	1,742
0,499	8,599	2,677
0,468	8,327	1,904
0,762	7,305	2,488
0,719	8,052	2,339
0,534	8,72	2,372
1,154	7,72	2,714
0,638	8,533	1,917
0,306	9,335	3,067
0,745	7,714	2,355
0,628	7,866	1,848
0,864	7,719	2,192
0,859	7,536	1,891
0,901	7,652	1,832
0,798	8,372	2,375
0,537	8,73	1,876
1,457	7,098	1,86
0,824	7,88	2,236
1,044	7,81	1,549
0,96	8,139	2,099
1,031	7,108	3,243
0,813	7,343	1,858
0,506	8,101	2,039
0,922	9,104	2,702
0,541	9,119	2,53
0,626	8,744	2,698
0,706	8,415	2,817
0,955	8,553	1,912
0,604	8,807	2,138
0,722	8,622	2,145
0,743	7,437	3,175
0,471	7,609	2,647
0,934	8,72	2,694
1,324	6,957	1,48
1,184	5,743	2,025
0,631	7,794	2,665
0,536	8,93	2,318
0,806	6,773	2,488
0,497	8,9	2,903
0,364	8,726	3,092
0,493	8,887	2,762
1,558	6,852	1,189
0,448	8,6	2,159
1,064	7,176	1,801
0,634	8,631	2,169
0,929	8,661	1,869
0,904	7,874	2,116
0,645	8,347	2,251
0,881	7,097	2,039
0,734	7,189	2,33
0,652	7,609	2,176
1,055	7,992	2,411
0,76	8,703	1,569
0,643	8,209	2,1
0,617	7,831	2,249
0,787	7,564	2,179
0,793	8,586	2,039
0,49	7,921	2,853
0,599	7,663	1,951
0,536	8,162	1,954
0,721	8,554	2,346
0,427	8,256	2,567
0,681	8,767	2,546
0,9	7,649	2,434
0,486	8,891	2,345
0,613	8,655	2,945
0,865	7,636	2,169
0,599	7,627	2,507
0,889	8,477	2,084
0,961	8,246	2,406
0,791	8,455	1,806
0,456	8,446	2,258
0,535	8,271	2,713
0,909	8,224	1,643
0,723	8,085	2,337
0,669	8,544	2,044
0,73	6,867	2,078
1,023	8,298	1,986
0,359	8,659	3,078
0,721	8,633	2,521
0,434	8,796	2,371
0,638	8,788	1,805
1,275	7,043	1,822
0,901	8,846	2,231
0,617	8,369	2,715
0,49	8,681	2,358
1,036	7,589	1,903
0,541	8,786	2,258
0,968	7,629	1,759
0,606	7,84	1,889
0,606	8,28	2,175
0,847	8,826	1,776
0,757	8,844	2,013
1,085	7,592	1,816
1,196	6,986	2,051
0,669	7,504	2,662
0,921	8,225	2,219
0,926	7,014	2,359
1,055	7,432	1,297
0,905	7,394	3,304
0,844	8,272	1,845
0,968	7,743	2,9
0,924	7,991	1,722
0,518	8,186	2,536
0,548	7,809	2,54
0,82	8,769	2,482
0,681	8,51	2,123
0,791	8,034	2,067
0,581	7,334	2,235
0,942	8,522	2,44
0,684	8,725	1,977
0,572	8,413	2,999
0,908	7,938	3,1
1,31	7,94	1,381
1,196	6,851	3,546
0,496	8,746	2,379
0,688	8,711	2,15
0,729	8,373	2,464
0,449	9,221	2,714
0,635	8,469	2,935
0,884	7,191	1,95
1,09	8,701	2,607
0,692	8,1	2,307
0,831	7,351	2,442
0,6	8,921	1,982
0,597	8,373	2,322
0,626	7,748	2,126
0,64	8,812	2,366
0,636	8,771	2,477
0,415	8,166	2,177
0,802	8,733	2,068
0,684	8,593	1,598
0,518	8,562	2,446
1,028	7,229	1,899
0,733	8,083	1,703
1,272	6,603	2,957
0,681	9,178	2,722
0,517	7,886	2,105
0,618	8,143	2,249
0,593	8,837	2,498
0,825	7,549	2,061
0,726	8,455	2,163
0,889	6,994	1,953
0,464	7,588	2,126
1,056	8,188	2,037
0,547	7,888	2,691
0,647	7,186	2,879
0,731	7,868	2,058
0,831	8,341	2,182
0,437	8,798	3,209
0,938	6,834	1,863
0,798	7,535	1,709
0,717	8,541	2,194
0,637	7,425	2,625
0,432	8,894	2,398
0,594	8,578	1,669
0,446	8,738	2,201
0,485	7,885	3,089
0,946	8,001	2,418
0,508	8,197	2,489
0,528	8,269	2,499
0,785	8,122	1,632
1,086	8,266	1,69
1,078	8,131	1,906
0,848	7,624	2,061
0,711	8,496	1,971
0,498	7,955	2,762
0,968	7,476	1,685
0,775	8,103	2,019
0,737	7,344	2,195
0,617	7,88	3,196
0,717	7,737	2,55
0,755	8,725	2,875
0,647	7,325	2,361
0,727	7,767	2,596
0,615	8,004	2,321
0,905	7,905	1,527
0,537	9,009	2,572
0,571	8,353	1,665
0,538	8,667	3,101
1,002	7,585	2,173
1,018	8,19	1,838
0,628	8,918	2,817
0,624	9,142	2,426
0,893	7,242	1,984
0,766	7,217	2,247
0,547	8,902	2,216
0,732	8,013	2,332
0,958	8,577	2,542
1,411	7,099	2,53
0,678	8,296	2,088
0,881	7,489	1,865
0,485	8,416	2,901
0,685	7,83	2,097
0,706	7,88	2,56
0,564	9,218	2,494
0,525	8,55	2,181
0,573	8,558	2,466
1,235	8,017	1,571
0,723	7,728	1,911
0,665	7,821	1,884
0,628	8,418	2,945
0,925	7,833	1,568
1,176	8,556	1,335
0,707	8,454	1,793
1,753	5,763	1,513
1,194	7,76	2,257
0,561	8,457	2,776
0,851	7,813	2,531
0,678	8,115	1,738
1,075	8,01	2,604
0,964	7,447	2,428
0,415	8,744	2,914
0,847	6,789	1,994
0,493	7,715	1,942
0,963	7,116	1,665
0,481	8,705	2,126
1,183	6,622	2,391
1,018	7,39	1,663
0,5	8,205	2,091
0,947	7,391	1,75
0,909	7,971	2,234
0,885	7,849	1,804
0,405	8,982	3,36
0,554	8,356	2,892
0,711	8,558	2,186
0,432	9,216	2,833
1,157	8,6	2,579
0,738	8,221	2,062
0,507	8,495	2,694
0,756	8,209	1,964
1,25	7,293	1,942
0,939	8,321	2,248
0,853	7,333	2,158
1,016	6,984	1,848
0,579	7,638	2,373
0,661	8,213	2,395
0,736	8,159	2,148
0,782	8,577	1,787
0,487	8,359	2,861
0,571	8,462	2,758
0,524	8,623	2,718
0,677	8,317	2,891
0,437	8,82	2,382
0,5	9,194	2,648
0,639	8,509	2,924
1,464	5,573	2,414
0,471	9,039	2,073
0,519	8,197	2,377
0,692	7,711	2,509
0,692	8,498	2,126
0,785	8,28	1,539
0,55	8,984	2,704
0,709	7,819	2,257
0,602	7,984	2,106
0,991	7,745	2,139
0,939	7,842	1,802
0,295	8,742	2,745
0,75	8,143	2,064
0,529	9,172	2,617
0,564	9,14	3,063
0,562	8,436	2,16
1,012	8,425	1,207
0,596	8,474	2,164
0,792	7,494	1,862
0,627	8,288	1,913
0,8	9,152	2,293
0,479	9,203	2,371
0,656	8,552	2,42
0,578	9,289	2,488
1,181	8,162	1,129
1,022	8,66	1,681
0,445	8,413	2,818
0,414	8,006	2,585
0,574	8,65	2,499
1,109	7,976	1,933
0,639	7,61	2,397
0,438	8,548	1,937
0,87	8,741	1,855
0,52	8,294	2,644
0,697	8,216	2,146
0,519	8,174	1,69
0,881	8,929	1,975
0,897	7,531	2,725
0,512	8,385	1,966
0,639	8,468	2,251
0,701	8,274	2,272
0,452	8,729	2,777
0,71	8,742	2,352
1,362	6,49	2,284
0,812	8,687	1,931
0,705	8,45	1,634
0,397	8,599	3,176
0,62	8,059	2,787
1,178	6,629	2,363
0,549	9,008	2,385
0,583	8,776	2,124
0,541	8,648	3,115
0,707	7,721	1,697
0,618	7,692	1,837
0,949	7,005	2,523
0,457	8,79	2,111
0,876	7,793	2,318
0,796	7,283	2,949
0,545	8,413	1,894
0,42	9,324	2,615
0,674	9,266	2,369
0,7	8,856	2,227
0,628	7,848	1,95
0,483	8,376	2,526
1,108	7,893	1,699
0,456	8,682	2,202
0,901	7,321	2,478
1,014	7,319	1,325
0,858	6,384	2,055
0,909	8,608	2,209
0,7	7,935	2,372
0,525	9,009	3,055
0,485	8,689	2,948
0,583	8,038	2,23
1,066	6,435	2,289
0,765	7,608	2,011
0,874	7,883	1,954
0,948	8,059	3,032
1,008	8,271	1,68
0,474	7,453	2,453
0,693	8,859	2,094
0,773	8,318	2,318
0,713	8,549	1,768
0,437	7,92	2,519
0,926	7,916	2,722
0,711	8,594	1,999
1,205	7,634	1,572
0,801	7,855	2,062
0,876	7,827	2,387
0,799	7,1	1,581
1,005	7,509	2,388
1,417	7,609	1,571
0,659	7,094	2,0
1,168	7,541	1,248
0,612	7,652	2,393
0,867	8,255	1,516
0,823	7,385	1,911
0,558	8,563	1,885
1,091	7,592	1,712
0,801	8,41	1,862
0,498	8,583	2,287
0,743	8,88	2,148
0,787	8,072	1,902
0,747	8,459	2,173
0,699	7,257	2,434
0,848	9,15	1,994
0,491	8,512	2,298
0,695	7,747	1,985
0,337	8,931	2,218
1,142	7,377	1,395
0,684	9,055	2,395
0,795	7,824	1,834
0,886	7,704	2,102
0,703	7,842	1,8
0,631	7,71	1,798
0,688	7,962	2,157
0,73	8,635	1,981
0,726	7,271	2,657
1,047	7,896	1,827
1,052	7,07	2,081
1,031	6,764	1,658
0,983	7,325	1,398
0,626	9,09	2,214
0,605	7,63	2,156
1,031	7,315	2,292
1,219	7,043	1,689
0,345	8,77	2,189
0,697	7,188	2,177
0,76	8,243	2,587
0,877	8,124	1,989
0,692	8,575	2,375
0,916	8,381	1,942
0,662	8,772	2,35
0,828	7,369	1,726
0,701	7,423	2,02
0,759	8,106	2,651
0,945	8,298	1,791
0,903	8,376	2,753
0,523	9,278	2,531
0,945	7,49	1,913
0,871	7,312	3,078
1,074	8,302	1,461
1,62	7,184	1,885
0,635	8,155	2,336
0,497	8,933	2,643
0,849	8,237	1,983
0,692	7,787	1,946
0,678	8,852	2,705
0,484	8,732	2,91
0,81	8,284	2,115
0,809	8,763	2,411
0,606	7,363	2,314
0,799	6,94	2,041
0,655	8,136	1,922
1,16	7,83	1,532
0,837	8,174	1,713
0,672	8,529	1,973
0,865	6,693	2,305
0,597	7,876	2,213
0,943	8,004	2,07
0,738	6,894	2,289
1,065	7,039	1,553
0,607	9,176	2,741
0,349	8,441	2,6
0,597	8,363	2,082
0,469	7,961	2,622
0,441	8,755	2,942
0,943	8,063	2,018
1,063	7,922	1,584
1,032	7,823	1,385
0,922	7,526	1,594
0,402	8,753	2,869
0,728	8,062	3,352
0,37	8,833	2,846
0,621	6,938	3,428
0,701	7,266	2,332
0,547	8,848	2,515
0,671	8,543	2,955
1,096	6,356	1,893
0,286	8,837	2,974
1,576	5,75	1,952
1,189	6,931	1,625
0,51	8,83	2,511
0,657	7,928	2,074
1,788	6,429	1,306
0,635	8,728	2,013
0,678	7,614	2,304
0,333	8,839	3,061
0,723	8,165	2,23
0,534	8,488	2,276
0,849	7,163	2,221
1,108	7,699	1,734
0,796	8,796	1,95
0,548	8,235	2,27
0,657	8,686	2,682
0,567	8,794	2,309
0,604	8,023	1,916
0,572	7,602	1,812
0,688	8,999	2,517
0,867	7,637	2,325
0,489	8,368	2,23
0,756	8,452	2,385
0,68	8,149	2,413
0,964	9,033	2,032
1,108	7,124	1,793
0,703	7,403	2,824
0,311	9,1	2,767
0,554	9,02	3,092
0,911	7,906	1,958
0,995	7,591	1,443
0,926	8,143	2,362
0,846	8,457	1,887
0,695	8,055	2,224
0,708	7,159	1,847
0,535	8,484	2,533
0,438	8,076	2,304
1,208	8,183	1,65
0,5	7,508	2,32
0,71	8,09	1,843
0,593	8,84	2,831
0,818	8,295	1,854
0,824	7,47	1,761
1,217	7,626	1,57
0,729	7,814	1,534
0,839	7,721	2,155
0,397	8,064	2,461
0,778	8,029	2,563
0,651	8,327	2,481
0,846	8,297	1,959
1,227	6,46	2,756
0,682	7,817	1,796
0,97	8,272	1,874
0,415	8,636	2,39
0,739	7,072	2,364
0,649	7,873	2,141
0,491	8,562	2,618
0,789	8,658	2,542
0,908	7,171	3,232
0,724	7,542	3,093
0,725	7,597	1,913
0,541	8,105	2,889
1,057	7,669	1,642
0,976	8,076	2,656
1,023	8,057	1,671
1,369	7,141	2,287
0,764	8,133	2,261
1,053	8,482	1,504
0,725	8,151	2,262
0,594	7,439	2,124
0,781	8,335	1,797
0,849	7,775	2,0
0,433	8,652	2,634
0,567	7,476	2,53
0,753	7,46	2,098
0,529	8,378	3,099
0,533	7,924	2,321
0,91	6,567	1,845
0,911	8,418	1,709
0,894	8,279	1,995
0,875	7,575	2,808
0,741	8,568	2,728
0,788	8,008	1,918
0,558	8,732	2,024
0,424	9,225	2,517
0,587	8,68	2,897
0,413	8,356	3,558
0,664	8,026	2,146
0,669	8,145	2,262
0,446	8,152	2,487
0,632	8,598	1,781
0,839	7,934	1,423
0,869	7,303	2,572
0,553	8,211	2,978
0,696	8,384	2,224
0,839	7,721	1,773
0,831	7,976	1,822
0,784	7,685	2,415
0,853	8,306	2,26
0,581	8,526	2,585
1,134	7,79	1,965
0,64	7,722	2,031
0,68	7,718	2,342
0,748	7,797	2,763
0,602	8,442	1,987
0,381	8,651	2,344
0,645	9,224	2,619
0,74	8,813	2,13
0,778	8,933	2,043
1,473	6,725	1,349
0,771	8,687	1,975
0,687	7,611	2,196
0,759	8,981	2,693
1,074	7,147	2,108
1,074	8,251	2,183
1,202	7,688	1,157
0,704	8,532	1,489
0,616	8,324	2,609
0,571	7,972	2,112
0,556	8,137	2,634
0,8	8,753	1,904
0,713	7,561	1,93
0,566	8,082	2,2
0,618	8,091	1,907
0,899	8,075	1,792
0,687	7,68	2,969
0,92	8,325	1,566
0,797	8,684	2,54
0,76	7,744	1,682
0,461	8,449	2,157
0,519	8,431	2,184
0,616	7,747	2,523
0,671	8,582	1,941
1,071	8,228	1,851
0,413	9,007	2,646
0,806	8,072	1,725
0,597	8,376	2,53
0,746	6,276	2,818
0,637	7,015	2,815
1,126	6,117	2,261
0,737	9,002	2,374
0,794	7,504	2,17
0,629	8,398	2,264
1,288	6,955	1,596
0,843	8,034	2,268
0,788	8,336	1,759
0,623	8,166	2,284
0,634	8,307	2,397
0,656	7,193	2,47
1,334	6,623	3,547
0,844	8,19	1,967
0,583	8,641	1,746
0,527	7,712	3,161
1,565	5,674	1,939
0,766	7,857	1,494
0,765	7,042	2,029
0,437	8,944	2,562
0,772	7,368	2,203
0,703	8,437	2,193
0,394	8,74	3,032
0,686	8,85	2,23
1,196	7,73	1,642
0,648	7,957	2,021
0,106	9,222	3,381
0,798	8,313	2,486
0,865	7,751	2,044
0,601	8,243	2,253
0,744	8,367	1,779
1,033	8,769	1,846
0,728	7,613	1,681
0,736	8,571	2,012
0,837	8,569	1,936
0,804	7,547	1,683
0,772	7,764	1,593
0,84	7,572	2,484
0,732	8,565	2,345
0,636	8,487	1,956
0,529	8,144	2,772
0,52	9,228	2,446
0,68	8,899	2,117
0,517	8,161	2,66
0,742	8,309	2,574
0,667	8,261	2,644
0,781	8,369	1,949
1,045	8,499	2,421
0,473	7,589	2,419
0,784	8,272	2,269
0,547	9,214	2,543
0,619	8,412	1,729
0,917	6,754	2,471
0,536	9,194	2,6
0,466	8,817	2,582
0,853	8,674	2,532
0,699	8,441	2,215
1,085	6,245	2,212
0,474	8,434	2,877
0,445	8,126	3,289
1,152	7,122	2,066
0,513	8,685	2,643
0,718	7,434	2,555
0,347	9,283	3,048
0,574	8,495	2,792
0,735	8,425	2,016
0,958	6,99	2,385
0,628	8,194	2,587
0,512	8,249	3,215
0,809	7,109	2,878
0,781	7,589	2,207
0,64	7,224	2,647
0,505	8,603	2,834
0,904	6,445	2,78
1,003	7,279	2,306
0,704	8,915	2,654
0,819	8,197	2,379
0,414	8,962	2,704
0,753	8,755	2,357
1,096	7,573	2,349
0,545	8,527	1,808
0,478	8,017	2,53
0,471	8,471	2,419
0,502	8,003	2,818
1,019	8,449	1,957
0,754	8,768	2,309
0,509	9,103	2,947
0,638	8,27	2,785
0,619	8,521	2,034
0,295	9,346	2,888
0,621	8,21	2,262
0,94	7,584	2,014
0,629	8,597	2,446
1,086	7,906	2,079
0,631	8,543	2,753
0,378	9,058	2,943
0,766	8,305	2,27
0,792	8,175	1,583
0,479	8,773	3,263
0,765	7,783	2,331
0,813	7,747	2,182
0,691	8,952	2,731
0,764	7,185	2,124
0,619	7,267	2,79
0,479	8,392	2,403
0,661	8,04	2,14
0,727	7,178	2,759
0,56	7,365	2,318
0,462	8,367	2,659
0,787	8,825	1,762
0,707	9,11	2,697
0,596	8,346	2,582
0,795	8,543	2,111
0,483	9,217	2,402
0,413	8,71	2,374
0,554	8,749	2,236
0,915	7,033	2,686
0,448	8,173	2,605
0,896	7,885	2,659
0,8	8,551	2,192
0,686	7,834	3,039
0,546	8,93	2,565
0,645	8,948	2,686
0,609	8,136	2,916
0,529	8,418	2,689
1,396	7,398	1,257
0,584	8,099	2,865
0,823	8,312	1,629
0,825	7,776	2,935
0,651	8,481	1,882
0,913	7,293	2,63
0,71	9,247	2,285
0,774	6,957	1,983
0,516	8,278	2,386
0,454	8,559	2,171
0,472	8,549	2,241
0,536	8,832	2,496
0,664	8,057	2,149
0,557	8,819	2,123
0,57	8,77	2,094
0,868	7,535	2,612
0,357	8,709	2,312
0,974	8,249	1,445
0,704	8,238	2,374
0,703	7,33	2,673
0,619	8,95	2,071
0,681	8,253	2,01
1,444	7,614	1,649
0,687	8,098	2,039
0,691	8,274	2,637
0,571	8,821	2,185
0,572	8,552	2,606
0,669	8,154	2,366
0,841	8,024	2,122
1,11	7,844	1,736
1,385	7,246	1,559
0,557	8,118	3,026
0,452	9,295	3,34
0,555	8,163	2,507
0,711	8,468	2,981
1,075	7,614	1,622
0,488	7,738	2,384
0,494	8,716	2,196
1,163	6,445	1,666
0,505	8,522	2,477
0,721	7,836	1,829
0,808	8,177	2,08
0,754	6,613	2,06
0,589	9,064	2,251
0,659	8,824	2,784
0,605	8,248	2,083
0,923	6,939	1,985
0,204	9,376	3,349
0,452	8,694	2,834
1,385	6,385	1,446
0,827	8,028	1,856
0,682	7,737	2,204
0,776	8,24	2,25
0,823	7,684	3,138
0,544	7,927	2,236
0,852	7,93	1,891
0,437	8,411	2,093
0,766	8,393	1,74
0,763	8,341	1,755
0,71	7,622	1,877
0,822	7,228	3,519
0,569	8,219	2,602
1,251	7,44	1,579
1,145	7,488	3,181
0,529	8,498	1,982
0,868	7,413	1,924
0,657	8,328	1,962
0,48	8,431	2,47
0,553	7,968	2,024
0,826	7,954	1,853
0,962	7,386	1,984
0,833	8,729	2,739
1,159	8,136	1,182
0,696	8,244	2,241
0,709	7,948	2,358
0,889	8,136	2,831
0,807	7,808	2,041
0,577	8,659	2,18
