Tetrahedral	Seesaw
0.277	7.724
0.372	7.663
0.501	7.481
0.429	8.41
0.693	7.138
1.181	7.225
0.422	7.712
0.685	7.115
1.296	5.291
0.472	8.043
0.886	7.477
0.613	8.099
0.848	7.041
0.177	8.728
0.174	9.113
0.393	8.354
0.812	6.015
0.691	6.703
0.287	7.726
0.796	7.295
0.533	8.284
0.316	9.053
0.729	6.359
0.919	7.346
1.094	7.285
0.692	7.307
0.323	8.233
0.253	8.728
0.568	7.836
0.876	8.144
0.825	7.191
1.075	6.675
0.532	7.921
0.119	8.823
0.45	8.655
0.223	8.227
0.573	7.701
0.732	6.185
0.831	7.214
0.37	8.743
0.543	7.349
0.549	8.05
1.283	7.342
1.278	7.404
0.727	6.835
0.312	8.793
0.369	8.019
0.316	7.628
0.437	7.951
0.395	7.353
0.556	7.539
0.446	7.379
0.309	9.238
0.817	6.547
0.308	8.684
0.705	7.269
0.49	7.431
0.643	8.82
0.819	6.961
0.658	7.803
1.44	5.26
0.462	8.368
0.751	7.008
0.897	6.389
0.451	8.192
0.343	7.752
0.347	8.378
0.408	7.765
0.9	7.959
0.389	8.32
0.646	7.56
0.333	7.806
0.457	8.086
0.313	8.129
0.356	8.472
0.752	7.69
0.205	8.558
0.166	8.125
0.172	8.781
0.845	6.865
0.858	7.734
0.433	7.323
0.747	6.545
0.378	8.248
0.184	8.32
0.368	8.341
1.148	6.766
0.514	7.698
0.645	7.11
0.324	8.252
0.761	7.026
0.917	8.361
0.79	5.916
1.471	4.731
0.335	9.042
0.456	7.429
0.677	7.183
0.457	7.927
1.096	6.99
0.426	7.842
0.571	7.543
0.954	5.923
0.595	7.79
0.624	7.814
0.244	8.442
0.291	8.304
0.33	7.742
0.988	5.822
0.659	8.087
0.699	6.793
0.611	7.661
0.796	6.915
1.043	5.936
0.731	6.406
0.904	7.588
0.535	8.144
0.388	7.122
0.504	6.666
0.818	6.846
1.428	6.163
0.436	7.287
0.3	8.322
0.594	7.602
0.836	6.185
0.248	8.136
0.17	8.252
0.299	9.024
0.543	8.498
0.648	7.312
0.453	8.202
0.438	8.122
0.476	8.177
0.56	7.886
0.267	8.625
0.647	6.543
0.417	8.581
0.205	7.768
0.39	7.219
0.731	6.98
0.763	7.432
0.572	8.028
0.467	7.359
0.302	8.466
0.136	8.91
0.253	7.938
0.237	9.108
0.725	7.952
0.248	8.401
0.307	8.162
0.736	7.184
0.391	9.21
0.237	8.67
0.868	5.954
0.888	6.221
0.969	6.446
0.57	8.372
0.806	6.962
0.937	6.924
0.404	8.047
1.343	7.074
0.5	7.041
1.285	7.096
1.261	6.36
0.452	8.045
0.953	7.797
0.296	7.404
0.63	7.676
0.717	7.541
0.388	7.646
0.428	7.955
0.807	6.958
0.806	6.643
0.123	8.876
0.664	7.398
0.532	7.45
0.298	7.289
0.095	9.126
1.163	8.025
0.687	6.527
0.418	8.086
0.291	8.338
0.502	8.034
0.382	8.241
0.454	6.9
0.603	7.115
0.327	8.748
0.149	8.46
0.477	7.823
0.395	7.766
0.562	7.344
0.783	6.193
0.257	8.292
0.541	7.855
1.24	6.439
0.623	6.041
0.241	8.57
0.803	7.895
0.628	6.628
0.27	8.634
0.499	7.958
0.454	7.994
1.484	4.9
1.12	5.789
0.537	7.497
0.471	7.414
1.18	7.174
0.404	7.597
0.19	8.177
0.569	8.213
0.937	7.54
0.757	7.821
0.523	8.221
0.221	8.366
0.609	7.242
0.962	7.428
0.848	6.192
0.345	7.766
0.259	8.729
0.366	8.291
0.322	8.005
0.34	8.15
0.544	7.265
0.606	6.679
0.478	8.397
0.329	8.029
0.361	8.279
0.358	7.64
0.778	8.399
0.603	7.258
1.317	5.657
0.596	6.656
0.71	8.436
0.909	8.212
0.987	6.894
0.662	7.623
0.56	7.891
0.352	8.142
0.213	8.543
0.49	6.866
0.972	7.424
0.677	7.817
0.455	8.379
0.966	5.742
0.932	7.622
0.47	7.0
0.225	8.318
0.475	7.419
0.684	8.016
0.323	9.13
0.464	7.288
0.728	6.783
0.215	8.073
0.392	8.34
0.391	8.665
0.337	8.606
1.58	6.125
0.3	8.718
0.189	8.775
0.839	6.856
0.486	7.98
0.44	8.116
0.247	8.049
0.834	6.578
0.792	7.263
0.296	8.534
0.684	6.374
0.592	7.292
0.919	8.053
0.624	6.585
0.304	8.517
0.388	8.337
0.729	7.063
0.55	8.526
1.536	5.993
0.206	8.784
1.05	6.419
1.223	6.457
0.851	5.878
0.809	6.61
0.473	7.8
0.473	8.136
0.396	8.559
0.097	9.049
0.613	6.502
0.445	7.465
0.469	8.311
0.622	7.851
0.272	8.894
0.489	6.547
0.41	8.063
0.287	8.109
0.297	7.233
0.516	8.311
0.154	8.488
0.111	8.796
1.608	6.182
0.713	6.774
0.673	8.083
0.215	9.173
1.032	7.245
0.462	6.858
0.584	7.435
0.225	7.818
0.401	7.536
1.203	4.998
0.349	8.149
0.614	6.953
0.699	7.687
0.331	8.177
0.615	7.396
1.154	6.013
0.428	8.124
0.282	8.973
0.672	8.237
0.275	8.736
0.406	8.32
0.474	6.546
0.592	8.077
0.682	6.433
0.444	7.164
0.183	8.665
1.238	8.538
0.396	7.541
0.208	7.759
0.383	8.047
0.738	6.807
0.225	8.468
0.609	7.66
0.472	7.475
0.411	8.102
0.354	8.481
0.363	8.619
0.349	8.546
1.122	6.253
1.399	5.44
1.563	5.86
0.491	8.776
0.85	7.15
0.886	6.776
0.092	9.029
0.956	5.536
0.375	7.064
0.375	7.92
0.283	9.026
1.204	6.731
0.751	6.882
0.993	6.133
0.322	7.132
0.235	8.218
0.386	7.805
0.302	7.559
0.996	6.566
1.125	5.378
0.552	6.99
1.079	5.999
0.879	6.712
0.811	7.854
0.836	7.08
0.511	7.288
0.48	7.609
0.522	6.82
0.143	8.707
0.993	7.228
1.022	7.266
0.553	8.045
0.538	7.52
1.122	7.352
0.929	5.855
0.371	8.658
0.995	8.428
0.472	8.292
0.457	7.868
0.828	5.814
0.549	8.106
0.564	6.594
0.489	7.646
0.878	7.083
0.616	7.98
0.448	8.282
0.406	7.972
0.696	7.448
0.415	7.821
0.532	7.897
0.641	6.192
0.532	7.937
0.342	7.817
1.132	5.885
0.777	8.038
0.545	8.427
0.736	7.431
0.488	7.339
0.559	7.695
0.286	7.853
0.858	6.192
0.605	6.873
0.805	5.625
0.772	7.968
0.436	7.443
0.221	8.994
0.705	6.287
0.608	7.049
0.17	8.757
0.776	6.763
0.413	8.758
0.113	8.552
1.131	6.057
0.736	8.203
0.605	6.708
0.545	8.353
0.399	7.35
0.41	8.086
0.863	8.083
0.773	8.101
0.35	7.508
0.237	8.725
0.78	6.934
0.28	8.807
0.5	7.096
0.632	7.819
1.065	7.061
0.38	7.98
0.374	7.437
0.74	7.598
0.679	6.724
0.593	7.888
0.628	6.756
0.262	7.649
0.157	8.611
0.471	8.081
0.122	8.523
1.187	4.944
0.16	9.007
0.354	8.853
0.461	7.437
1.34	7.504
0.98	5.461
0.264	8.533
0.239	8.639
0.626	7.98
0.429	7.327
0.858	5.669
0.68	8.106
0.585	7.195
0.43	7.257
1.049	5.266
0.216	8.884
0.288	8.365
1.359	6.983
1.409	7.906
0.684	7.592
0.745	7.656
1.103	5.04
0.552	8.534
0.402	8.293
1.129	7.426
0.59	6.546
0.502	7.83
0.499	8.425
0.932	6.135
0.277	8.237
0.672	6.21
0.591	7.776
1.018	7.826
0.716	7.841
2.29	7.841
0.163	8.829
1.056	6.546
0.814	7.135
0.743	7.544
0.48	7.415
0.587	8.18
0.151	9.033
0.351	7.592
0.454	7.736
1.251	7.35
0.779	6.684
0.678	8.003
0.535	6.696
0.151	9.237
0.746	7.489
0.376	7.929
1.324	7.167
1.233	6.463
0.498	8.294
0.573	7.033
2.983	4.54
3.512	3.693
2.914	5.654
0.383	7.274
1.436	6.042
0.65	8.026
0.391	8.544
0.993	6.639
7.46	0.67
0.841	7.245
0.568	8.384
0.436	8.49
1.193	6.589
0.925	7.962
0.444	8.049
2.432	4.605
0.709	6.801
3.239	3.32
2.722	5.188
9.237	0.443
2.8	5.532
0.826	7.772
0.726	7.938
0.382	8.487
0.349	8.308
0.844	6.051
1.006	5.656
0.401	7.178
0.67	6.755
0.605	7.253
0.703	7.216
1.004	7.179
0.686	7.546
0.516	7.582
1.184	7.484
0.78	6.238
0.855	7.875
0.76	7.63
0.421	8.485
0.307	8.05
0.612	8.374
1.52	5.954
0.81	6.175
0.441	7.304
0.541	8.645
0.675	7.508
0.409	8.285
0.248	8.365
0.95	6.594
0.508	7.456
0.161	8.786
0.323	8.864
0.382	8.372
0.309	8.934
0.489	6.968
0.35	7.507
1.269	7.264
0.942	7.22
0.817	5.941
0.247	8.552
0.238	8.227
0.371	8.119
1.054	5.071
0.585	6.756
0.344	8.153
0.574	6.962
0.367	7.89
0.492	6.774
0.83	6.695
0.919	7.33
0.363	7.687
0.827	6.911
0.982	8.155
0.399	8.015
0.685	6.726
0.589	7.324
0.919	6.165
0.689	6.849
0.674	6.834
0.507	7.774
0.561	7.574
0.374	7.397
0.553	7.124
0.382	7.733
0.16	8.343
0.555	7.915
0.286	8.256
0.612	8.563
0.498	7.969
1.406	6.986
0.563	6.869
0.397	7.835
0.449	6.888
0.378	8.778
0.931	6.385
0.276	8.172
0.509	7.653
0.474	8.507
0.503	8.753
1.007	7.782
1.307	6.002
0.754	6.777
0.705	7.429
0.152	8.367
0.153	8.69
1.32	7.209
0.27	8.262
0.238	8.379
0.496	7.526
0.342	7.765
0.375	7.95
0.926	6.533
0.873	7.49
1.269	7.327
