Tetrahedral	Seesaw
0.815	6.326
1.308	6.722
0.795	7.892
0.531	8.59
0.684	6.896
1.124	6.966
0.668	6.039
0.491	8.614
0.439	8.407
0.308	8.137
0.243	9.062
0.536	8.38
0.904	6.891
0.593	7.216
0.419	7.72
0.229	7.789
3.672	2.675
0.342	6.995
0.606	7.238
0.466	8.53
0.65	7.732
1.772	5.909
0.725	7.657
0.436	7.005
1.221	7.504
0.468	7.617
0.771	6.575
0.366	7.993
0.324	7.978
0.684	7.08
0.792	6.625
1.054	6.645
0.536	7.803
1.168	7.665
0.974	6.593
1.682	5.208
0.177	8.937
0.526	8.047
0.298	8.321
0.233	8.173
0.182	8.821
0.73	7.956
0.479	8.181
0.112	8.71
1.425	6.847
0.58	8.378
0.764	7.119
0.176	9.045
1.054	6.879
0.753	5.74
1.074	7.604
0.582	7.19
0.858	5.786
0.561	7.215
0.829	6.786
0.699	8.031
0.58	7.913
0.563	7.217
0.346	7.536
0.647	7.906
1.028	7.972
0.493	7.164
0.222	8.665
1.033	6.402
0.542	8.019
1.403	6.053
0.257	8.916
1.385	6.655
0.387	7.757
0.362	8.297
0.969	8.216
0.333	7.125
0.864	7.789
0.396	7.385
0.675	8.271
0.444	8.345
0.445	6.984
0.266	7.925
0.123	8.482
0.382	7.022
0.745	7.027
0.588	8.384
0.852	7.213
0.39	7.785
0.449	8.083
0.434	7.813
1.217	6.97
0.632	8.191
0.407	8.364
0.591	8.602
0.836	8.192
0.926	7.539
1.456	7.721
0.484	7.489
1.085	7.305
0.531	8.693
1.551	5.891
0.307	7.971
0.649	7.645
0.295	8.589
0.332	7.883
0.581	7.714
0.413	8.349
0.972	6.74
0.48	7.755
0.403	8.668
0.836	7.913
0.501	8.268
1.901	4.934
2.743	3.713
1.157	6.241
1.428	5.482
0.445	8.337
1.276	5.668
0.63	7.979
0.325	7.526
0.528	7.505
0.478	6.778
3.083	7.209
2.41	6.2
2.706	6.122
2.229	8.245
2.543	7.042
1.181	7.577
3.44	5.546
1.744	5.492
2.761	5.543
3.065	5.642
3.072	6.566
3.008	5.436
2.503	7.019
1.108	6.555
2.531	6.582
2.558	6.598
2.681	6.079
2.979	7.482
2.437	5.892
1.872	7.091
2.128	7.134
2.383	7.076
2.58	5.598
2.302	6.812
3.056	6.429
2.216	6.131
2.647	6.692
2.678	6.174
2.663	6.792
2.184	7.145
2.445	7.353
2.374	6.763
3.062	7.906
3.375	7.53
2.82	6.252
2.574	5.983
2.759	5.296
2.994	6.48
2.819	7.07
2.61	7.469
3.597	6.021
1.919	7.577
2.358	5.578
1.759	6.035
2.804	6.094
3.372	6.718
2.673	6.267
3.13	6.518
2.942	6.652
3.11	5.779
2.685	6.339
2.549	7.506
2.896	5.354
2.558	6.135
3.416	6.383
3.264	7.13
2.128	7.334
3.256	5.968
2.581	6.634
2.885	7.061
2.906	7.035
2.679	6.942
2.706	6.268
3.501	7.189
2.174	7.168
1.835	7.15
3.937	6.872
3.141	6.939
2.452	7.324
2.098	5.699
3.124	6.979
3.218	6.608
2.313	5.605
2.829	5.221
3.001	6.692
3.054	7.424
3.112	6.791
2.755	6.366
2.595	6.735
3.001	6.338
2.617	7.028
1.586	7.577
2.879	6.624
2.155	7.04
2.351	7.614
2.241	7.301
3.579	3.587
3.98	4.604
1.956	6.59
2.555	5.292
3.562	6.445
3.009	5.338
3.735	5.559
4.76	2.704
2.076	7.207
2.569	6.726
2.793	4.452
2.49	6.852
2.376	4.799
3.77	6.001
3.032	5.94
1.538	6.63
3.21	4.798
2.653	7.957
3.027	7.977
1.731	6.956
2.715	5.236
2.516	6.616
2.485	6.905
3.516	7.839
3.094	6.675
2.38	7.875
2.971	5.393
2.664	7.502
2.961	6.511
2.175	6.018
2.412	7.944
1.738	7.319
2.62	6.83
3.606	4.889
2.24	5.854
2.535	6.418
2.965	6.02
2.606	7.241
2.954	4.452
2.581	5.56
1.83	7.348
3.326	6.868
3.34	7.96
2.173	7.474
2.938	7.533
3.081	5.266
3.035	7.29
3.039	6.199
3.481	5.341
2.71	7.418
3.009	6.798
3.247	5.334
2.443	5.404
1.515	5.858
2.897	6.496
2.064	6.639
2.989	7.196
2.837	7.844
1.665	6.128
3.24	6.135
3.655	6.613
2.951	4.842
2.314	6.983
3.145	6.21
3.325	6.667
1.932	7.286
1.348	6.414
2.55	7.405
2.322	6.9
2.189	7.353
3.23	6.764
1.972	7.155
3.217	5.15
2.657	6.262
1.786	6.102
3.955	5.702
3.365	5.615
3.047	7.941
3.111	4.448
2.512	6.221
3.796	6.636
1.96	7.451
2.661	5.524
2.874	4.691
2.914	4.799
3.137	4.067
2.318	5.458
2.282	6.05
2.104	7.283
4.336	4.131
2.455	5.942
2.923	6.026
3.489	3.702
2.336	7.568
3.87	5.037
2.661	7.735
3.705	6.168
2.706	5.607
3.631	5.67
2.625	6.346
2.978	7.138
2.334	7.749
3.528	6.313
2.228	7.627
3.164	5.982
2.601	6.97
2.628	5.555
2.844	6.854
2.708	7.351
3.09	4.748
2.556	6.766
2.382	6.228
2.207	6.825
2.12	7.034
2.441	6.76
2.373	6.054
3.372	5.159
3.707	6.929
1.988	6.291
4.09	3.224
3.262	5.536
3.048	6.603
2.278	5.225
2.703	5.198
2.769	6.912
3.03	6.971
2.86	6.892
3.826	4.169
3.304	7.112
1.866	5.755
2.832	6.57
2.285	7.794
2.109	7.465
2.666	7.595
2.471	7.192
1.574	7.615
2.04	6.915
2.74	5.462
2.06	7.328
2.935	5.808
2.868	6.057
2.948	6.09
3.026	6.613
2.642	7.478
2.41	6.091
2.246	6.36
1.791	8.158
0.966	7.152
2.232	6.418
1.786	6.003
3.288	6.522
1.933	7.921
3.205	6.93
2.084	5.348
3.819	7.303
2.281	6.088
3.281	4.456
2.314	5.14
1.708	6.94
2.793	6.139
2.935	5.827
2.851	6.882
2.167	7.061
1.841	6.619
3.091	8.136
2.948	7.182
3.411	5.257
3.009	6.503
2.764	6.815
2.078	6.116
2.068	6.949
2.725	6.686
2.864	5.716
2.385	6.037
2.403	5.377
2.626	6.578
3.017	5.12
2.534	7.552
2.882	7.434
1.841	7.81
1.529	7.199
2.706	7.312
2.089	6.643
2.161	7.97
2.024	7.689
2.445	5.536
2.813	7.245
2.96	6.079
2.696	7.477
2.912	4.926
3.462	5.895
2.615	7.572
2.046	7.83
2.576	6.119
2.691	6.327
0.797	7.9
3.702	6.333
3.467	7.699
